name,solution
eU5470,0
n1683,0
eU6850,0
n1965,0
eU720,0
n370,0
eU3346,0
eU6688,0
eU2767,0
n1036,0
eU2678,0
eU2593,0
eU2679,0
n1077,0
eU3414,0
n1317,0
eU712,0
n133,0
eU1081,0
eU325,0
eU197,0
eU3791,0
eU308,0
eU349,0
eU748,0
eU1079,0
eU3792,0
eU3811,0
eU3702,0
eU1210,0
n132,0
eU4456,0
eU6223,0
eU241,0
eU4459,0
eU1291,0
eU4460,0
eU196,0
eU2853,0
n1151,0
eU2843,0
n1147,0
eU2854,0
eU4841,0
n1616,0
eU2980,0
n1185,0
eU4648,0
n1599,0
eU1481,0
n22,0
eU3710,0
eU3128,0
eU1480,0
eU523,0
eU30,0
eU4380,0
eU3126,0
eU544,0
eU3644,0
n1420,0
eU5073,0
n1640,0
eU3699,0
n1444,0
eU7130,0
n548,0
eU1250,0
eU6609,0
eU2556,0
n1007,0
eU5012,0
n1635,0
eU5232,0
n1661,0
eU5233,0
n1662,0
eU1404,0
n604,0
eU749,0
n383,0
eU3982,0
n1483,0
eU2070,0
n856,0
eU3076,0
n1199,0
eU2555,0
n680,0
eU1608,0
eU2554,0
eU1870,0
eU6113,0
n1816,0
eU4514,0
n1201,0
eU5994,0
eU4511,0
eU5995,0
eU5993,0
eU4513,0
eU4512,0
eU3097,0
eU4636,0
n1594,0
eU4635,0
eU6074,0
n1469,0
eU3831,0
eU6105,0
eU4515,0
eU4516,0
n1583,0
eU4640,0
n1597,0
eU5463,0
n1682,0
eU5324,0
n1666,0
eU5687,0
n1713,0
eU504,0
n274,0
eU3374,0
eU2751,0
n1121,0
eU2755,0
eU2749,0
eU2753,0
eU2757,0
eU3679,0
eU3689,0
eU7154,0
n2018,0
eU4840,0
n1615,0
eU471,0
n254,0
eU6710,1
eU626,1
eU2953,0
n266,0
eU7118,0
eU6682,0
eU6720,0
eU2834,0
eU738,0
eU902,0
eU627,0
eU3364,0
eU3365,0
eU674,0
eU7157,0
eU901,0
eU7141,0
eU3363,0
eU494,0
eU6387,1
n1861,1
eU2557,0
n1008,0
eU2559,0
eU6068,0
n1797,0
eU5134,0
n587,0
eU5806,0
eU2890,0
eU1975,0
eU3064,0
eU6886,0
eU5873,0
eU5859,0
eU2888,0
eU1350,0
eU5183,0
eU5186,0
eU5184,0
eU2274,0
eU6801,0
eU5791,0
n455,0
eU5838,0
eU960,0
eU5835,0
eU6797,0
eU5827,0
eU5829,0
eU6798,0
eU1579,0
n671,0
eU4517,0
n1584,0
eU4519,0
n1585,0
eU4518,0
eU1074,0
n485,0
eU7132,0
n2015,0
eU4529,0
n495,0
eU1097,0
eU2087,0
eU2611,0
eU1890,0
n799,0
eU6891,0
n1898,0
eU6618,0
eU1096,0
n494,0
eU1990,0
n826,0
eU5892,0
n952,0
eU2928,0
eU2930,0
eU5878,0
eU2932,0
eU5117,0
eU5814,0
eU2400,0
eU5116,0
eU6247,0
n195,0
eU2154,0
eU323,0
eU5196,0
eU692,0
eU693,0
eU5199,0
eU5200,0
eU1160,0
eU5201,0
eU5204,0
eU5203,0
eU5202,0
eU1999,0
n828,0
eU2000,0
n329,0
eU5195,0
eU1991,0
eU631,0
eU5206,0
eU6371,0
eU6370,0
eU3768,0
eU6481,0
eU5226,0
n328,0
eU5228,0
eU630,0
eU5223,0
eU2155,0
eU5225,0
eU5222,0
eU6484,0
eU6483,0
eU5224,0
eU5227,0
eU6482,0
eU6485,0
n860,0
eU2078,0
eU6486,0
eU3521,0
eU6488,0
n1676,0
eU6487,0
eU6489,0
n1878,0
eU6490,0
eU4222,1
n419,1
eU4211,1
eU5389,1
eU4215,1
eU2161,1
eU6241,1
eU4213,1
eU5388,1
eU5409,1
eU4224,1
eU5405,1
eU5402,1
eU4214,1
eU5416,1
eU4217,1
eU7149,1
eU4225,1
eU5391,1
eU5407,1
eU4231,1
eU846,1
eU4229,1
eU5398,1
eU4230,1
eU5401,1
eU5418,1
eU4219,1
eU4234,1
eU5408,1
eU5403,1
eU4218,1
eU3769,1
eU5406,1
eU6196,1
eU4216,1
eU3771,1
eU5417,1
eU5404,1
eU4223,1
eU5400,1
eU4220,1
eU5392,1
eU5390,1
eU6207,0
n1208,0
eU4833,0
eU4056,0
eU7071,0
eU4837,0
eU4839,0
eU4834,0
eU4832,0
eU6491,0
eU5385,0
n212,0
eU5386,0
eU361,0
eU5384,0
eU4336,0
n1540,0
eU3472,0
n866,0
eU2092,0
eU2093,0
n867,0
eU2131,0
n727,0
eU1727,0
eU7086,0
n2001,0
eU3574,0
n1395,0
eU6961,1
n291,1
eU1327,1
eU1902,1
eU699,1
eU1964,1
eU687,1
eU534,1
eU1645,1
eU1626,1
eU6574,1
eU1675,1
eU542,1
eU6653,1
eU1321,1
eU6922,1
eU1326,1
eU2044,1
eU3952,1
eU3772,0
n1460,-1
eU4412,0
eU3774,0
eU3935,0
eU3223,0
n1229,0
eU2988,0
n1186,0
eU5794,0
eU6372,0
eU5660,0
n1709,0
eU5663,0
n1710,0
eU5664,0
eU2576,0
n1021,0
eU5924,0
n1014,0
eU6123,0
eU2565,0
eU810,0
n407,0
eU1323,0
n573,0
eU2447,0
eU2536,0
eU2446,0
n961,0
eU2574,0
eU2575,0
n1020,0
eU5925,0
eU246,0
n154,0
eU2566,0
n1015,0
eU6121,0
eU6120,0
n1017,0
eU2568,0
eU6122,0
n1018,0
eU2569,0
eU2570,0
n1012,0
eU2563,0
eU2564,0
n1013,0
eU6993,0
eU2572,0
eU391,0
n225,0
eU2418,0
n948,0
eU2387,0
eU7207,0
eU2419,0
eU2417,0
eU7034,0
n1986,0
eU922,0
n442,0
eU5438,0
eU3524,0
n339,0
eU2935,0
n1173,0
eU3432,0
eU3626,0
n1412,0
eU1654,0
n696,0
eU3273,0
n1242,0
eU171,0
n116,0
eU276,0
eU296,0
eU6257,0
eU167,0
eU278,0
n126,0
eU184,0
eU191,0
eU4392,0
eU3562,0
n245,0
eU6843,0
eU433,0
eU7139,0
n2012,0
eU7120,0
eU7186,0
eU918,0
n439,0
eU1062,0
n481,0
eU2233,0
n910,0
eU2234,0
n911,0
eU519,0
n284,0
eU518,0
eU609,0
n318,0
eU6952,0
eU3508,0
n1361,0
eU2545,0
n1002,0
eU1914,0
n807,0
eU2153,0
eU1932,0
eU4355,0
n1545,0
eU372,0
n217,0
eU401,0
eU403,0
eU5753,0
n1728,0
eU3531,0
n1373,0
eU2006,0
n273,0
eU2007,0
eU501,0
eU6736,0
n1855,0
eU6334,0
eU6746,0
n1155,0
eU3018,0
eU5421,0
eU3047,0
eU2862,0
eU6315,0
eU3224,0
n1197,0
eU3037,0
eU3046,0
eU6067,0
n19,0
eU27,0
eU3773,0
eU1844,0
eU5927,0
n673,0
eU5926,0
eU1587,0
eU1992,0
eU1621,0
n670,0
eU5928,0
eU5929,0
eU1578,0
eU6458,0
n1873,0
eU6879,0
n1968,0
eU5693,0
n1715,0
eU5860,0
eU7199,0
n2027,0
eU1783,0
n758,0
eU6049,0
n1792,0
eU2850,0
n1148,0
eU2966,0
n1152,0
eU2856,0
eU1595,0
n676,0
eU837,0
n417,0
eU1889,0
eU1929,0
eU1547,0
eU1971,0
n817,-1
eU1438,0
n616,0
eU1878,0
n794,0
eU1877,0
eU1983,0
n823,0
eU1641,0
n690,0
eU1642,0
eU1490,0
n641,0
eU1514,0
eU1491,0
eU1152,0
n515,0
eU1943,0
eU1545,0
n658,0
eU1550,0
eU1552,0
n659,0
eU1548,0
eU1930,0
n809,0
eU1924,0
eU2156,0
n586,0
eU1347,0
eU2159,0
eU2157,0
eU3752,0
n885,0
eU2158,0
eU2162,0
eU1907,0
n803,0
eU3381,0
eU5671,0
n833,0
eU2009,0
eU5666,0
eU6560,0
eU5670,0
eU5669,0
eU5672,0
eU5668,0
eU3621,0
n1410,0
eU3620,0
eU353,0
n206,0
eU3358,0
eU6747,0
eU203,0
eU122,0
eU214,0
eU216,0
eU7127,0
eU110,0
eU327,0
eU517,0
eU4251,0
eU1179,0
eU337,0
eU336,0
eU1212,0
eU885,0
eU6707,0
eU234,0
eU7016,0
eU5696,0
eU4363,0
eU201,0
eU6446,0
n1872,0
eU6466,0
n1877,0
eU804,0
n406,0
eU2580,0
n1024,0
eU2579,0
eU2584,0
n1027,0
eU3834,0
eU2585,0
n1028,0
eU2586,0
n1029,0
eU7040,0
n1987,0
eU7041,0
n1988,0
eU5566,0
n1159,0
eU1770,0
n745,0
eU1763,0
eU1769,0
eU2202,0
eU1775,0
eU1772,0
eU1773,0
eU1759,0
eU4399,0
n746,0
eU2212,0
eU2203,0
eU1760,0
eU2206,0
eU1764,0
eU2207,0
n749,0
eU2195,0
eU2204,0
eU1765,0
eU5307,0
eU2213,0
eU4165,0
eU2208,0
n750,0
eU1766,0
eU2211,0
eU2196,0
eU2210,0
eU2205,0
eU2214,0
eU1761,0
n747,0
eU1771,0
eU6056,0
eU2209,0
eU1768,0
eU1774,0
eU5301,0
eU1767,0
eU2216,0
n901,0
eU5976,0
eU2217,0
eU5436,0
eU2197,0
eU1776,0
n751,0
eU2219,0
eU6004,0
eU2218,0
eU2199,0
eU2215,0
eU1762,0
n748,0
eU5760,0
eU6909,0
n249,0
eU6911,0
eU6159,0
eU1970,0
eU442,0
eU6023,0
n240,0
eU6750,0
eU651,0
eU1024,0
eU1374,0
eU1799,0
eU4482,0
eU6202,0
eU6757,0
eU3840,0
eU6908,0
eU2971,0
eU3575,0
eU1669,0
eU3841,0
eU441,0
eU7089,0
eU2276,0
eU4483,0
eU4950,0
eU1351,0
eU3839,0
eU6415,0
eU6374,0
eU6183,0
eU1882,0
eU4475,0
eU4476,0
eU3830,0
eU1530,0
eU4481,0
eU4480,0
eU1372,0
eU3777,0
eU1004,0
eU6385,0
eU6793,0
eU1001,0
eU3066,0
eU1569,0
eU3776,0
eU6634,0
eU4486,0
eU2261,0
eU4488,0
eU423,0
eU1883,0
eU4477,0
eU6379,0
eU1002,0
eU5529,0
eU486,0
n259,0
eU6701,0
eU489,0
n261,0
eU6989,0
n260,0
eU488,0
eU1184,1
eU613,0
n319,0
eU270,0
n172,0
eU6626,0
eU607,0
eU3201,0
eU1223,0
n321,0
eU616,0
eU2995,0
eU608,0
n317,0
eU6718,0
n1938,0
eU7098,0
n2005,0
eU5629,0
n1703,0
eU226,0
n144,0
eU227,0
n145,0
eU6309,0
n1845,0
eU3289,0
n1252,0
eU3778,0
n265,0
eU1238,0
eU5550,0
eU493,0
eU688,0
eU3356,0
eU1237,0
eU533,0
eU6684,0
eU6719,0
eU7155,0
eU3136,0
eU6811,0
eU2139,0
eU5551,0
eU6448,0
eU2138,0
eU6586,0
eU750,0
eU705,0
eU2581,0
n1025,0
eU2200,0
n903,0
eU6700,0
eU1777,0
n752,0
eU1778,0
n753,0
eU2221,0
n902,0
eU2222,0
eU2198,0
eU236,0
n152,0
eU22,0
n16,0
eU2284,0
eU6388,0
eU7135,0
eU6397,0
n1576,0
eU4487,0
eU7145,0
eU1647,0
n90,0
eU1373,0
eU1908,0
eU6375,0
eU121,0
eU7103,0
eU5531,0
eU6558,0
eU3858,0
eU1797,0
eU2260,0
eU537,0
n294,0
eU1796,0
eU6316,0
eU4068,0
eU6416,0
eU6376,0
eU5737,0
n464,0
eU1003,0
eU5736,0
eU6394,0
eU6319,0
eU5735,0
eU5738,0
eU2145,0
n883,0
eU2144,0
eU3129,0
n1207,0
eU4828,0
n1613,0
eU6696,0
eU4829,0
n1614,0
eU6819,0
eU6724,0
n511,0
eU1148,0
eU1380,0
n600,0
eU6706,0
n1933,0
eU4373,0
n1026,0
eU2582,0
eU2583,0
eU4420,0
n537,0
eU1225,0
eU6357,0
n392,0
eU764,0
eU4697,1
eU7007,1
eU2347,1
eU1026,1
eU1000,1
eU954,1
eU1833,1
eU5761,1
eU2348,1
eU4525,1
eU998,1
eU1820,1
eU1818,1
eU1834,0
eU7160,0
eU6831,0
n1958,0
eU5898,0
n1746,0
eU4494,0
n1575,0
eU4492,0
eU4457,0
eU4495,0
eU6593,0
eU6050,0
eU4493,0
eU4898,0
n561,0
eU1303,0
eU6137,0
n1822,0
eU6136,0
n1821,0
eU6095,0
n1589,0
eU4532,0
eU5979,0
n1769,0
eU666,0
n346,0
eU575,0
n235,0
eU3214,0
eU1295,0
eU406,0
eU7176,0
n2022,0
eU1336,0
n345,0
eU665,0
eU6689,0
n1926,0
eU6691,0
eU6813,0
eU6812,0
n1954,0
eU6687,0
n1925,0
eU672,0
n349,0
eU673,0
eU434,0
n246,0
eU1188,0
eU4446,0
n525,0
eU1190,0
eU1911,0
n805,0
eU3581,0
eU65,0
n51,0
eU1153,0
eU698,0
eU6967,0
n1978,0
eU5146,0
n1657,0
eU6439,0
n1871,0
eU6443,0
n1156,0
eU2864,0
eU4738,0
eU6432,0
eU3385,0
n1305,0
eU4619,0
n1593,0
eU5437,0
n1679,0
eU1748,0
n736,0
eU4542,0
eU4541,0
eU1747,0
eU1754,0
n742,0
eU6138,0
n888,0
eU6112,0
eU2173,0
eU6066,0
eU6034,0
n889,0
eU6036,0
eU2174,0
eU6035,0
eU2587,0
n1030,0
eU1749,0
n737,0
eU4650,0
eU6028,0
eU6031,0
eU6030,0
eU4649,0
eU5975,0
n1767,0
eU5974,0
eU6111,0
n1815,0
eU6153,0
eU2175,0
n890,0
eU6000,0
n1777,0
eU6001,0
eU6002,0
eU6003,0
eU1750,0
n738,0
eU4645,0
n739,0
eU1751,0
eU4687,0
n1604,0
eU4686,0
eU3918,0
n887,0
eU2172,0
eU1752,0
n740,0
eU1753,0
n741,0
eU2176,0
n891,0
eU3924,0
n764,0
eU6383,0
eU7173,0
eU6029,0
eU1794,0
eU7150,0
eU4846,0
n1495,0
eU4067,0
eU6492,0
eU4848,0
n1621,0
eU4849,0
eU7172,0
eU6493,0
eU4847,0
n1496,0
eU6494,0
eU4069,0
eU4070,0
eU4658,0
n942,0
eU7090,0
eU6440,0
eU2361,0
eU2150,0
n588,0
eU397,0
n230,0
eU5462,1
eU1888,0
n798,0
eU6762,0
n743,0
eU7208,0
eU1755,0
eU5090,0
n1646,0
eU5088,0
eU5089,0
eU5091,0
eU281,0
n178,0
eU2180,0
n894,0
eU7174,0
eU6108,0
n1179,0
eU6062,0
eU5930,0
eU6064,0
eU2954,0
eU4523,0
eU6063,0
eU4524,0
eU6115,0
eU3167,1
eU2011,0
n835,0
eU803,1
eU802,1
eU540,0
eU655,0
eU656,0
eU531,1
eU581,1
eU582,1
eU579,1
eU507,0
n276,0
eU3342,0
n921,0
eU2271,0
eU2270,0
eU2594,0
n1037,0
eU3460,0
n1339,0
eU3857,0
n432,0
eU3861,0
eU6496,0
eU3661,0
eU5882,0
eU3798,0
eU3909,0
eU6343,0
eU3027,0
eU3797,0
eU6231,0
eU6350,0
eU3910,0
eU6398,0
eU6199,0
eU6569,0
eU2883,0
eU3859,0
eU4568,0
eU2860,0
eU5824,0
eU6795,0
eU3092,0
eU6190,0
eU2863,0
eU5821,0
eU3907,0
eU6495,0
eU3814,0
eU4569,0
eU6497,0
eU4570,0
eU4653,0
eU5804,0
eU3906,0
eU4567,0
eU6322,0
eU3055,0
eU1864,0
eU6426,0
eU3796,0
eU1663,0
n699,0
eU4413,0
n1559,0
eU3491,0
n1358,0
eU6297,0
n1843,0
eU2258,0
n594,0
eU6905,0
eU1455,0
eU5836,0
eU6794,0
eU2979,0
eU5807,0
eU1367,0
eU2287,0
n926,0
eU6393,0
eU6286,0
eU1343,0
n584,0
eU1312,0
n564,0
eU1346,0
n585,0
eU1353,0
eU1217,0
n381,0
eU6577,0
eU1157,0
n517,0
eU2600,0
n1039,0
eU2601,0
eU2598,0
eU6097,0
n1390,0
eU6125,0
eU3555,0
eU1616,0
n684,0
eU1786,0
n760,0
eU2771,0
eU1787,0
eU2506,0
n986,0
eU2608,0
n1045,0
eU2606,0
eU2607,0
eU2081,0
n862,0
eU2602,0
n1041,0
eU2498,0
n980,0
eU1448,0
n620,0
eU6146,0
eU2083,0
eU5136,0
eU1704,0
n717,0
eU3274,0
eU2613,0
n1048,0
eU2612,0
eU5105,0
n762,0
eU1790,0
eU5106,0
eU1464,0
n632,0
eU1463,0
eU2614,0
n1049,0
eU621,0
n323,0
eU2604,0
n1043,0
eU2603,0
n1042,0
eU2605,0
n1044,0
eU5845,0
n918,0
eU2257,0
eU5788,0
eU2993,0
eU5599,0
n1697,0
eU934,0
n447,0
eU3006,0
eU4272,0
n1171,0
eU2933,0
eU4271,0
eU3812,0
n1172,0
eU4066,0
eU5703,0
eU2934,0
eU2425,0
n954,0
eU2429,0
n955,0
eU2428,0
eU2426,0
eU2427,0
eU2815,0
n1141,0
eU5278,0
eU7181,0
eU2917,0
n1167,0
eU7225,0
eU6109,0
eU6116,0
eU2915,0
eU6069,0
eU2916,0
eU4306,0
n1531,0
eU4305,0
n1530,0
eU6817,0
n1955,0
eU1235,0
n541,0
eU2610,0
n1047,0
eU5013,0
n446,0
eU931,0
eU5547,0
n1690,0
eU3522,0
n1227,0
eU6022,0
n1784,0
eU3526,0
n1370,0
eU3913,0
n1474,0
eU2076,0
n859,0
eU2259,0
eU6910,0
n241,0
eU7061,0
eU5906,0
eU2824,0
eU4727,0
eU2848,0
eU1366,0
eU5369,0
eU5368,0
eU5366,0
eU1407,0
eU2830,0
eU5367,0
eU4710,0
eU669,0
eU2846,0
eU424,0
eU2920,0
eU2949,0
eU7037,0
eU5847,0
n1743,0
eU3100,0
n1204,0
eU6768,0
n1948,0
eU5775,0
n1731,0
eU6221,0
n1195,0
eU4895,0
eU3817,0
eU6261,0
eU3031,0
eU5083,0
n1645,0
eU5079,0
n1644,0
eU5078,0
eU2803,0
n1135,0
eU2481,0
n977,0
eU5237,0
n302,0
eU556,0
eU2119,0
n193,-1
eU5254,0
eU5275,0
eU5242,0
eU3111,0
eU5261,0
eU2074,0
eU744,0
eU509,0
eU5276,0
eU895,0
eU4149,0
eU5257,0
eU5248,0
eU5267,0
eU311,0
eU1851,0
eU5255,0
eU5266,0
eU1873,0
eU5264,0
eU5246,0
eU314,0
eU1724,0
eU5247,0
eU5265,0
eU1116,0
eU5262,0
eU345,0
eU5272,0
eU5263,0
eU5260,0
eU5245,0
eU894,0
eU346,0
eU6600,0
n1890,0
eU6849,0
eU6096,0
n1812,0
eU4164,0
n1510,0
eU6738,0
n1944,0
eU4722,0
n1607,0
eU6820,0
n1639,0
eU6821,0
eU6818,0
eU6708,0
n1934,0
eU6816,0
eU2618,0
n1053,0
eU6996,0
n440,0
eU919,0
eU6451,0
eU6995,0
eU6953,0
eU421,0
n239,0
eU553,0
eU4732,0
eU5364,0
n523,0
eU5363,0
eU1187,0
eU1940,0
n663,0
eU1562,0
eU5290,0
n1664,0
eU7137,0
n487,0
eU2409,0
eU3911,0
eU2408,0
eU3912,0
eU6382,0
eU4646,0
eU2366,0
eU2357,0
eU6349,0
eU2440,0
eU1084,0
eU2362,0
eU6346,0
eU3956,0
eU3057,0
eU7087,0
eU3959,0
eU3958,0
eU2719,0
n1100,0
eU2720,0
eU4347,0
n350,0
eU860,0
n424,0
eU4491,0
n1577,0
eU7102,0
n497,0
eU1106,0
eU2120,0
n875,0
eU1935,0
n660,0
eU1554,0
eU1933,0
eU647,1
eU6756,1
eU7177,1
eU360,1
eU487,1
eU485,1
eU739,0
n378,0
eU3299,0
n1259,0
eU6788,1
n153,1
eU2041,1
eU816,1
eU3489,1
eU1655,1
eU855,1
eU245,1
eU3326,0
n1273,0
eU5931,0
n1752,0
eU6150,0
eU6130,0
n1753,0
eU6141,0
eU5932,0
eU5935,0
n1754,0
eU5933,0
eU6169,0
eU6170,0
eU5934,0
eU6072,0
n1798,0
eU6071,0
eU6172,0
n1830,0
eU6171,0
eU4822,0
n1612,0
eU6148,0
eU4823,0
eU6168,0
eU4651,0
n1465,0
eU6099,0
eU3824,0
eU6833,0
eU728,0
n375,0
eU5014,0
n1636,0
eU4496,0
n1578,0
eU4502,0
n64,0
eU3969,0
eU5901,0
eU2266,0
eU6903,0
eU6129,0
eU1435,0
eU6652,0
eU6642,0
eU3966,0
eU1412,0
eU6937,0
eU82,0
eU4505,0
eU1406,0
eU6765,0
eU1723,0
eU3967,0
eU5661,0
eU1957,0
eU1023,0
n471,-1
eU3970,0
eU3971,0
eU1016,0
eU6761,0
eU6955,0
eU4623,0
eU1017,0
eU1027,0
n473,0
eU2814,0
n1140,0
eU2851,0
n1149,0
eU908,0
n436,0
eU2471,0
n970,0
eU6033,0
n1617,0
eU4842,0
eU6151,0
n1826,0
eU5971,0
n1766,0
eU6100,0
n1795,0
eU6060,0
eU6061,0
eU5984,0
n1771,0
eU5985,0
eU6887,0
n1969,0
eU5936,0
n1755,0
eU268,0
n170,0
eU4508,0
n643,0
eU1503,0
eU1505,0
eU2635,0
n1060,0
eU2636,0
eU1468,0
n633,0
eU1465,0
eU3650,0
n1424,0
eU3651,0
eU1638,0
n623,0
eU1451,0
eU6971,0
eU4509,0
n644,0
eU1504,0
eU1506,0
eU4510,0
n174,0
eU274,0
eU1470,0
eU1637,0
n634,0
eU1471,0
eU3210,0
eU1687,0
n709,0
eU2095,0
n869,0
eU2100,0
eU2101,0
n870,0
eU2096,0
eU2097,0
n871,0
eU2102,0
eU2098,0
n872,0
eU2103,0
eU2046,0
n847,0
eU2637,0
n1061,0
eU3795,0
eU6668,0
n1918,0
eU38,0
n30,0
eU1526,0
n652,0
eU7026,0
eU6381,0
eU4634,0
eU3101,0
eU7228,0
eU3103,0
eU1946,0
eU4620,0
eU1793,0
eU6401,0
eU1615,0
eU1989,0
eU3980,0
eU3826,0
n176,0
eU283,0
eU279,0
eU280,0
n177,0
eU1736,0
n657,0
eU1537,0
eU1934,0
eU1478,0
n141,0
eU3705,0
eU1479,0
eU4370,0
eU598,0
eU3127,0
eU6227,0
eU4369,0
eU3137,0
n89,0
eU520,0
eU5690,0
eU1124,0
eU5691,0
eU3178,0
eU120,0
eU348,0
n205,0
eU1417,0
eU3124,0
eU3130,0
eU2099,0
n163,0
eU257,0
eU5937,0
eU1453,0
n624,0
eU2034,0
n787,0
eU1857,0
eU2638,0
n840,0
eU2024,0
eU1489,0
n640,0
eU2639,0
eU5005,0
eU2640,0
n1062,0
eU2641,0
eU2665,0
n612,0
eU1421,0
eU1420,0
eU1876,0
n793,0
eU1886,0
eU2643,0
n645,0
eU2642,0
eU1507,0
eU5938,0
n1756,0
eU2644,0
n1063,0
eU3250,0
eU2645,0
eU2654,0
n1068,0
eU2647,0
n1065,0
eU5939,0
n1066,0
eU2648,0
eU2104,0
n725,0
eU1716,0
eU5940,0
eU2649,0
n251,0
eU6027,0
eU5941,0
eU449,0
eU1377,0
n598,0
eU1410,0
eU2650,0
eU5942,0
eU6899,0
n607,0
eU1904,0
eU2039,0
eU2018,0
eU3202,0
eU2283,0
eU2019,0
n838,0
eU5943,0
n1067,0
eU1419,0
n611,0
eU2657,0
eU5944,0
eU2659,0
eU1713,0
n722,0
eU5945,0
eU5946,0
eU1717,0
eU2105,0
eU1658,0
n698,0
eU1690,0
n710,0
eU1456,0
n626,0
eU235,0
n151,0
eU2653,0
eU2108,0
eU1659,0
n697,0
eU1657,0
eU2107,0
n873,0
eU1633,0
n675,0
eU1593,0
eU1632,0
n688,0
eU1718,0
n723,0
eU5947,0
eU5948,0
eU2106,0
eU1714,0
eU2655,0
n1069,0
eU1715,0
n724,0
eU1840,0
eU1720,0
n726,0
eU4724,0
n1071,0
eU6929,0
eU6822,0
eU4078,0
eU1868,0
n610,0
eU1869,0
eU2663,0
n639,0
eU1487,0
eU2047,0
n706,0
eU1682,0
eU2660,0
n1072,0
eU3277,0
n1245,0
eU6162,0
n1827,0
eU594,0
n313,0
eU2664,0
n311,0
eU2666,0
eU591,0
eU1872,0
n309,0
eU4863,0
eU4862,0
eU4864,0
eU6320,0
eU592,0
eU589,0
eU1885,0
eU1842,0
n781,0
eU2667,0
eU625,0
n326,0
eU5949,0
n229,0
eU1596,0
eU395,0
eU1597,0
n677,0
eU7196,0
eU2014,0
n642,0
eU1502,0
eU1959,0
eU2668,0
n792,0
eU1871,0
eU1588,0
n488,0
eU1085,0
eU4739,0
eU6890,0
eU2669,0
n813,0
eU1949,0
eU1450,0
n622,0
eU2906,0
n1165,0
eU5630,0
eU3012,0
eU5631,0
eU947,0
n449,0
eU1313,0
n565,0
eU4537,0
n1590,0
eU2451,0
n714,0
eU1698,0
eU2452,0
eU2453,0
n965,0
eU2454,0
eU1488,0
n512,0
eU1149,0
eU3665,0
n1432,0
eU6073,0
n1118,0
eU2741,0
eU2746,0
n1119,0
eU4556,0
n168,0
eU3997,0
eU2288,0
eU4746,0
eU264,0
eU3843,0
eU3846,0
eU3105,0
eU3845,0
eU5784,0
eU2055,0
eU1206,0
eU4002,0
eU3842,0
eU5782,0
eU3695,0
eU6966,0
n1194,0
eU6868,0
eU3025,0
eU3023,0
eU727,0
n374,0
eU5291,0
eU6946,0
eU7017,0
eU1614,0
eU1613,0
eU3628,0
eU3399,0
eU6947,0
eU3316,0
eU6671,0
n1919,0
eU6945,0
n1976,0
eU3204,0
n393,0
eU765,0
eU3919,1
eU611,0
n175,0
eU6965,0
eU6585,0
eU275,0
eU1477,0
eU6882,0
n167,0
eU5082,0
eU7124,0
eU5854,0
eU262,0
eU5907,0
eU1628,0
eU2845,0
eU2808,0
eU5081,0
eU5516,0
eU5533,0
eU1207,0
eU1954,0
eU379,0
eU1499,0
eU6589,0
n827,0
eU6881,0
eU3095,0
eU6883,0
eU1997,0
eU812,0
n342,0
eU2022,0
eU6728,0
eU3314,0
eU1735,0
eU5872,0
n1744,0
eU4843,0
n1618,0
eU3646,0
n1422,0
eU4010,0
n1486,0
eU5902,0
n1747,0
eU5857,0
n1137,0
eU6043,0
eU3093,0
eU2806,0
eU5815,0
eU6032,0
n1785,0
eU4264,0
n1527,0
eU5886,0
eU4730,0
n1480,0
eU4733,0
eU5890,0
eU3976,0
eU5888,0
n1745,0
eU2143,0
n882,0
eU2142,0
n881,0
eU2436,0
n917,0
eU2256,0
eU6548,0
eU2278,0
n923,0
eU5425,0
n87,0
eU6015,0
eU117,0
eU1584,0
eU1586,0
n18,0
eU6055,0
eU1585,0
eU26,0
eU261,0
n166,0
eU1955,0
eU6897,0
eU852,0
eU1565,0
eU521,0
eU4079,0
eU588,0
eU853,0
eU4857,0
eU1841,0
eU1467,0
eU1472,0
eU3211,0
eU1243,0
eU1510,0
eU1452,0
eU263,0
eU4411,1
n15,1
eU1843,1
eU6378,1
eU1666,1
eU6216,1
eU1686,1
eU1618,1
eU240,1
eU623,1
eU21,1
eU1484,1
eU4410,1
eU7205,1
eU646,1
eU4409,1
eU1636,1
eU1676,1
eU1498,1
eU2077,1
eU4020,1
eU620,1
eU1728,0
n489,0
eU1892,0
eU2382,0
eU1497,0
eU1086,0
eU6970,0
eU1956,0
eU1656,0
eU2383,0
eU5302,0
eU1525,0
eU7088,0
eU6579,0
eU4543,0
eU3168,0
eU3060,0
eU3835,0
eU7094,0
eU6837,0
n815,0
eU1962,0
eU671,0
n348,0
eU3367,0
eU675,0
eU3366,0
eU6686,0
eU7142,0
eU510,0
n278,0
eU605,0
eU633,0
eU6698,0
eU3653,0
n1426,0
eU3654,0
n1427,0
eU637,0
n332,0
eU3567,0
n1393,0
eU6583,0
n892,0
eU5085,0
eU5084,0
eU6735,0
eU6266,0
eU4145,0
eU2179,0
eU2177,0
eU762,0
n391,0
eU7009,0
n1983,0
eU6399,0
n1862,0
eU2674,0
n1076,0
eU3382,0
n1303,0
eU6503,0
n88,0
eU4676,0
eU6893,0
eU6760,0
eU6895,0
eU4675,0
eU6892,0
eU3915,0
eU3916,0
eU119,0
eU282,0
n179,0
eU3704,0
n1446,0
eU4526,0
