Node	ZeroAct	UpAct	DownAct	AvgAct	nodesType
TLR3	100	0	0	0	
HLA_F	100	0	0	0	
WNT9B	100	0	0	0	
PLXNA1	100	0	0	0	
L1CAM	100	0	0	0	
CDK19	100	0	0	0	
PHKA1	100	0	0	0	
TAF7	100	0	0	0	
CDC14A	100	0	0	0	
PPP1CB	100	0	0	0	
PTPRU	100	0	0	0	
MYD88	100	0	0	0	
CD22	100	0	0	0	
YWHAZ	100	0	0	0	
CDC27	100	0	0	0	
FZR1	100	0	0	0	
MECOM	100	0	0	0	
EIF4G1	100	0	0	0	
MAD1L1	100	0	0	0	
PA2G4	100	0	0	0	
PAIP2	100	0	0	0	
PAN3	100	0	0	0	
ATG14	100	0	0	0	
LIG1	100	0	0	0	
STAT6	0	100	0	100	M
USP6NL	100	0	0	0	
PIAS2	100	0	0	0	
NCOA3	100	0	0	0	
DLG1	100	0	0	0	
MAGI1	100	0	0	0	
SPRY2	100	0	0	0	
YES1	100	0	0	0	
CHMP1A	100	0	0	0	
RUBCN	100	0	0	0	
PLCG2	100	0	0	0	
CREBZF	0	100	0	100	
KIR2DL3	100	0	0	0	
BLK	100	0	0	0	
YWHAG	100	0	0	0	
BLNK	100	0	0	0	
YWHAE	100	0	0	0	
SH2D1A	100	0	0	0	
UBQLN1	100	0	0	0	
FRK	100	0	0	0	
CARD8	100	0	0	0	
MYT1	100	0	0	0	
FCGR3A	100	0	0	0	
E4F1	100	0	0	0	
DMPK	100	0	0	0	
RORC	100	0	0	0	
NAA10	100	0	0	0	
ANAPC1	100	0	0	0	
ECE1	100	0	0	0	
CSNK1G3	100	0	0	0	
CDK16	100	0	0	0	
RPS6KA3	100	0	0	0	
NPHS1	100	0	0	0	
BRSK2	100	0	0	0	
CAMK1G	100	0	0	0	
RNF14	100	0	0	0	
RAB5A	100	0	0	0	
AHR	100	0	0	0	
WASF2	100	0	0	0	
TIMP2	100	0	0	0	
CDC16	100	0	0	0	
LIG3	100	0	0	0	
RPS6KB1	100	0	0	0	
GSN	100	0	0	0	
EIF5	100	0	0	0	
TIMP3	100	0	0	0	
S100A4	100	0	0	0	
RRAS2	100	0	0	0	
MCM3AP	100	0	0	0	
IGFBP3	100	0	0	0	
WAS	100	0	0	0	
CSF2RB	100	0	0	0	
TSG101	100	0	0	0	
DLL1	100	0	0	0	
SFPQ	100	0	0	0	
ARHGDIA	100	0	0	0	
RCC1	100	0	0	0	
SLC4A1	100	0	0	0	
AIP	100	0	0	0	
NUP98	100	0	0	0	
RDX	100	0	0	0	
TERF2	100	0	0	0	
RAN	100	0	0	0	
RAG1	100	0	0	0	
RAG2	100	0	0	0	
NONO	100	0	0	0	
TADA3	100	0	0	0	
ATF4	0	100	0	100	M
SERPINF2	100	0	0	0	
AP2B1	100	0	0	0	
TRAF5	100	0	0	0	
PDIA3	100	0	0	0	
RANGAP1	100	0	0	0	
NCF2	100	0	0	0	
IGBP1	100	0	0	0	
IRAK2	100	0	0	0	
APLF	100	0	0	0	
RANBP1	100	0	0	0	
CBLL1	100	0	0	0	
BTG2	100	0	0	0	
ESRRA	100	0	0	0	
PPARGC1A	100	0	0	0	
FANCI	100	0	0	0	
FANCE	100	0	0	0	
UBE3A	100	0	0	0	
RPL11	100	0	0	0	
TRAF3IP2	100	0	0	0	
GSK3B	0	0	100	-100	
PHB2	100	0	0	0	
AMFR	100	0	0	0	
NHLRC1	100	0	0	0	
ERCC8	100	0	0	0	
GTF2H3	100	0	0	0	
STX1A	100	0	0	0	
CD244	100	0	0	0	
BCCIP	100	0	0	0	
EIF2B1	100	0	0	0	
NMI	100	0	0	0	
AXIN1	100	0	0	0	
HSPE1	100	0	0	0	
SP3	0	100	0	100	M
RNF4	100	0	0	0	
NRP1	100	0	0	0	
GTF2F1	100	0	0	0	
ANAPC11	100	0	0	0	
RAB3IP	100	0	0	0	
NUMBL	100	0	0	0	
GRIN2B	100	0	0	0	
VLDLR	100	0	0	0	
CSNK1A1	100	0	0	0	
TBL1X	100	0	0	0	
TNIP2	100	0	0	0	
NSD1	100	0	0	0	
PEX10	100	0	0	0	
FANCG	100	0	0	0	
GNGT1	100	0	0	0	
C8A	100	0	0	0	
B2M	100	0	0	0	
ETFB	100	0	0	0	
TFDP2	100	0	0	0	
LRP6	100	0	0	0	
PHB	100	0	0	0	
PABPC1	100	0	0	0	
NHEJ1	100	0	0	0	
HSF1	0	100	0	100	M
CDC26	100	0	0	0	
CFB	100	0	0	0	
UBA1	100	0	0	0	
BRD4	100	0	0	0	
DNMT3L	100	0	0	0	
ICOS	100	0	0	0	
USP1	100	0	0	0	
NFATC1	100	0	0	0	
CD8A	100	0	0	0	
PIK3R2	100	0	0	0	
WIF1	100	0	0	0	
FOXA1	0	100	0	100	M
TGM2	100	0	0	0	
IRAK3	100	0	0	0	
PKD1	100	0	0	0	
FCER1G	100	0	0	0	
MEFV	100	0	0	0	
BCL2	100	0	0	0	
MAPKAP1	100	0	0	0	
PARD6B	100	0	0	0	
SERPINB9	100	0	0	0	
KIR2DL1	100	0	0	0	
YY1	100	0	0	0	M
SFN	100	0	0	0	
CXCR5	100	0	0	0	
EEF1B2	100	0	0	0	
EEF1D	100	0	0	0	
PDCD6IP	100	0	0	0	
PLK1	100	0	0	0	
ACD	100	0	0	0	
POLD1	100	0	0	0	
OS9	100	0	0	0	
PARD6G	100	0	0	0	
CCNE2	100	0	0	0	
TAL1	0	0	100	-100	M
BBS4	100	0	0	0	
POLD2	100	0	0	0	
NR4A1	100	0	0	0	
STIM1	100	0	0	0	
TRPC1	100	0	0	0	
NOTCH1	100	0	0	0	
CDK5	100	0	0	0	
NCL	100	0	0	0	
CTNNA1	100	0	0	0	
NUP50	100	0	0	0	
BANF1	100	0	0	0	
CCS	100	0	0	0	
EIF2B4	100	0	0	0	
PPP1R9B	100	0	0	0	
PCOLCE	100	0	0	0	
SERPINE1	100	0	0	0	
ANAPC2	100	0	0	0	
SGK1	100	0	0	0	
MED14	100	0	0	0	
RHOG	100	0	0	0	
DBF4	100	0	0	0	
VAMP2	100	0	0	0	
CDC42SE1	100	0	0	0	
CSF1R	100	0	0	0	
HDAC2	100	0	0	0	
DNAJC7	0	100	0	100	
CPLX1	100	0	0	0	
SERTAD1	100	0	0	0	
PLK3	100	0	0	0	
PSAP	100	0	0	0	
PIK3CB	100	0	0	0	
FANCC	100	0	0	0	
DNAJB1	100	0	0	0	
EIF2S1	100	0	0	0	
NCKAP1	100	0	0	0	
CYFIP2	100	0	0	0	
DOCK9	100	0	0	0	
VDAC2	100	0	0	0	
WASF1	100	0	0	0	
COP1	100	0	0	0	
PPID	100	0	0	0	
Perturbation	0	100	0	100	P
TRPC6	100	0	0	0	
TRPV1	100	0	0	0	
TRPV4	100	0	0	0	
TRPV6	100	0	0	0	
HNRNPA0	100	0	0	0	
PARN	100	0	0	0	
ZFP36	100	0	0	0	
RRM2	100	0	0	0	
CDC25C	100	0	0	0	
POLI	100	0	0	0	
SEPTIN5	100	0	0	0	
E2F5	100	0	0	0	
SNCAIP	100	0	0	0	
PNKP	100	0	0	0	
UPF1	100	0	0	0	
ATG16L1	100	0	0	0	
SPTAN1	100	0	0	0	
VIM	100	0	0	0	
HES1	100	0	0	0	
IKBKG	100	0	0	0	
IRF7	100	0	0	0	
DIAPH1	100	0	0	0	
BCL2A1	100	0	0	0	
VDAC1	100	0	0	0	
MYL9	100	0	0	0	
PPP1R14A	100	0	0	0	
ARID3A	100	0	0	0	
ELAVL1	100	0	0	0	
FZD2	100	0	0	0	
FUBP1	100	0	0	0	
DYRK2	100	0	0	0	
HTT	100	0	0	0	
EIF4E	100	0	0	0	
CXCR6	100	0	0	0	
CHAF1B	100	0	0	0	
ISG15	100	0	0	0	
TPM1	100	0	0	0	
SMC3	100	0	0	0	
MYL12A	100	0	0	0	
DAP	100	0	0	0	
RPS6	100	0	0	0	
TBK1	100	0	0	0	
ITPR1	100	0	0	0	
TOP1	100	0	0	0	
GYS1	100	0	0	0	
NOS3	100	0	0	0	
HMGA1	100	0	0	0	
SESN1	100	0	0	0	
S100A2	100	0	0	0	
YTHDC1	100	0	0	0	
TBC1D4	100	0	0	0	
APTX	100	0	0	0	
TLR5	100	0	0	0	
CXCR3	100	0	0	0	
H3C8	100	0	0	0	
LMNA	100	0	0	0	
HSP90AB1	100	0	0	0	
MYB	0	100	0	100	M
FZD5	100	0	0	0	
EIF3F	100	0	0	0	
FOXO4	0	100	0	100	M
G6PC1	100	0	0	0	
DFFB	100	0	0	0	
RIPK2	100	0	0	0	
CEBPB	0	100	0	100	M
NABP2	100	0	0	0	
DNMT1	100	0	0	0	
ATF6	0	100	0	100	M
GPR37	100	0	0	0	
AIMP2	100	0	0	0	
PER2	100	0	0	0	
ZFP36L1	100	0	0	0	
SET	100	0	0	0	
RNF2	100	0	0	0	
AKT1	100	0	0	0	
TNFRSF10A	100	0	0	0	
IGFBP1	100	0	0	0	
FANCM	100	0	0	0	
RAD21	100	0	0	0	
CUL2	100	0	0	0	
MCM2	100	0	0	0	
HNRNPC	100	0	0	0	
HNRNPU	100	0	0	0	
TCF7L2	0	0	100	-100	M
YBX1	100	0	0	0	
HINFP	100	0	0	0	
HIF1A	0	100	0	100	M
PMS2	100	0	0	0	
POLB	100	0	0	0	
CFL2	100	0	0	0	
SGO1	100	0	0	0	
PKN2	100	0	0	0	
GLI3	100	0	0	0	
MYBL2	100	0	0	0	
PRC1	100	0	0	0	
MARCHF7	100	0	0	0	
SMC1A	100	0	0	0	
CSNK2B	100	0	0	0	
CHD3	100	0	0	0	
CUL4A	100	0	0	0	
DCLRE1C	100	0	0	0	
CENPA	100	0	0	0	
ERCC1	100	0	0	0	
CDCA8	100	0	0	0	
NDC80	100	0	0	0	
STAT5B	0	100	0	100	M
TERT	100	0	0	0	
TERF1	100	0	0	0	
CAPNS1	100	0	0	0	
KLK3	100	0	0	0	
DPYSL2	100	0	0	0	
MAPT	100	0	0	0	
MCM3	100	0	0	0	
EXO1	100	0	0	0	
FANCA	100	0	0	0	
JUND	100	0	0	0	M
PSMA7	100	0	0	0	
PLSCR1	100	0	0	0	
PLCB2	100	0	0	0	
PIK3R4	100	0	0	0	
MUC1	100	0	0	0	
TACC1	100	0	0	0	
DNM2	100	0	0	0	
CPEB1	100	0	0	0	
CAT	100	0	0	0	
CEP250	100	0	0	0	
KIF23	100	0	0	0	
RACGAP1	100	0	0	0	
KIF2C	100	0	0	0	
DES	100	0	0	0	
BID	100	0	0	0	
WASF3	100	0	0	0	
ROBO1	100	0	0	0	
XBP1	100	0	0	0	
REV1	100	0	0	0	
XPC	100	0	0	0	
APBB1	100	0	0	0	
NDEL1	100	0	0	0	
RPA2	100	0	0	0	
MAP4	100	0	0	0	
TNFRSF9	100	0	0	0	
XIAP	100	0	0	0	
GCLM	100	0	0	0	
HMOX1	100	0	0	0	
TP53INP1	100	0	0	0	
FEN1	100	0	0	0	
CD27	100	0	0	0	
POLD4	100	0	0	0	
GLI1	100	0	0	0	
EIF2A	100	0	0	0	
TP63	0	100	0	100	M
DDIT3	100	0	0	0	
DIABLO	100	0	0	0	
MALT1	100	0	0	0	
RRM1	100	0	0	0	
H3_4	100	0	0	0	
GCK	100	0	0	0	
TCF7	100	0	0	0	
SMARCA5	100	0	0	0	
ACACA	100	0	0	0	
MNT	100	0	0	0	
MAGED1	100	0	0	0	
IL1R2	100	0	0	0	
WEE1	100	0	0	0	
DDB1	100	0	0	0	
IL13RA2	100	0	0	0	
IL12RB1	100	0	0	0	
ELK1	0	100	0	100	M
IL15RA	100	0	0	0	
ELK4	100	0	0	0	
MEF2C	100	0	0	0	
IRS4	100	0	0	0	
CRLF1	100	0	0	0	
ATF1	0	100	0	100	M
XRCC5	100	0	0	0	
PIK3CG	100	0	0	0	
PITX2	100	0	0	0	
ACVRL1	100	0	0	0	
PPP4C	100	0	0	0	
IL27RA	100	0	0	0	
EPHA1	100	0	0	0	
EPHA5	100	0	0	0	
EPHB3	100	0	0	0	
EPHA6	100	0	0	0	
EPHA7	100	0	0	0	
CHUK	100	0	0	0	
MAP2K2	100	0	0	0	
EPHA8	100	0	0	0	
EPHB4	100	0	0	0	
MUSK	100	0	0	0	
RYK	100	0	0	0	
AXL	100	0	0	0	
MERTK	100	0	0	0	
DOK6	100	0	0	0	
STAP2	100	0	0	0	
CNTFR	100	0	0	0	
STAM	100	0	0	0	
MAPK8IP1	100	0	0	0	
INPP5D	100	0	0	0	
ELK3	100	0	0	0	
ETS1	0	100	0	100	M
KREMEN1	100	0	0	0	
FZD9	100	0	0	0	
IL11RA	100	0	0	0	
SAP18	100	0	0	0	
HNF1A	0	100	0	100	M
IL31RA	100	0	0	0	
STAT4	0	100	0	100	M
PPM1D	100	0	0	0	
IL20RB	100	0	0	0	
CIR1	100	0	0	0	
STRAP	100	0	0	0	
EPHB1	100	0	0	0	
TIE1	100	0	0	0	
DOK2	100	0	0	0	
ROR1	100	0	0	0	
ROS1	100	0	0	0	
DOK5	100	0	0	0	
GFRA1	100	0	0	0	
PARP1	100	0	0	0	
CAV2	100	0	0	0	
NR5A2	100	0	0	0	
ESRRG	100	0	0	0	
NCF1	100	0	0	0	
ADCY5	100	0	0	0	
ADCY6	100	0	0	0	
ELMO1	100	0	0	0	
NFATC2	100	0	0	0	
ACKR3	100	0	0	0	
ACKR4	100	0	0	0	
SMYD2	100	0	0	0	
CALCRL	100	0	0	0	
RAMP2	100	0	0	0	
RAMP3	100	0	0	0	
CALCR	100	0	0	0	
RAMP1	100	0	0	0	
APLNR	100	0	0	0	
AGTR2	100	0	0	0	
NMBR	100	0	0	0	
GRPR	100	0	0	0	
TNFRSF17	100	0	0	0	
CXCL9	100	0	0	0	
BDKRB2	100	0	0	0	
C3AR1	100	0	0	0	
C5AR1	100	0	0	0	
C5AR2	100	0	0	0	
CCKAR	100	0	0	0	
CCKBR	100	0	0	0	
CCR1	100	0	0	0	
CCR10	100	0	0	0	
CCR2	100	0	0	0	
CCR3	100	0	0	0	
CCL5	100	0	0	0	
CCR4	100	0	0	0	
CCR6	100	0	0	0	
CCR7	100	0	0	0	
CCR8	100	0	0	0	
CCR9	100	0	0	0	
TNFRSF8	100	0	0	0	
CMKLR1	100	0	0	0	
CMKLR2	100	0	0	0	
CRHR2	100	0	0	0	
CXCR1	100	0	0	0	
CCL8	100	0	0	0	
CX3CR1	100	0	0	0	
EDAR	100	0	0	0	
EDA2R	100	0	0	0	
EDNRA	100	0	0	0	
EDNRB	100	0	0	0	
FPR2	100	0	0	0	
FSHR	100	0	0	0	
FZD6	100	0	0	0	
GALR1	100	0	0	0	
GALR2	100	0	0	0	
CCL4	100	0	0	0	
GALR3	100	0	0	0	
GFRAL	100	0	0	0	
GHSR	100	0	0	0	
GHRHR	100	0	0	0	
GIPR	100	0	0	0	
GLP1R	100	0	0	0	
GLP2R	100	0	0	0	
GCGR	100	0	0	0	
TNFRSF18	100	0	0	0	
NPR1	100	0	0	0	
IL6	100	0	0	0	
NPR2	100	0	0	0	
GUCY2C	100	0	0	0	
BTLA	100	0	0	0	
LGR4	100	0	0	0	
LGR5	100	0	0	0	
LGR6	100	0	0	0	
MRGPRX1	100	0	0	0	
MRGPRX2	100	0	0	0	
IL12RB2	100	0	0	0	
IL17RC	100	0	0	0	
NFKB1	100	0	0	0	M
FKBP8	100	0	0	0	
IL18R1	100	0	0	0	
IL17RB	100	0	0	0	
IL1RL2	100	0	0	0	
OPRK1	100	0	0	0	
MCHR1	100	0	0	0	
MCHR2	100	0	0	0	
MC1R	100	0	0	0	
MC3R	100	0	0	0	
MC4R	100	0	0	0	
MC5R	100	0	0	0	
SETD7	100	0	0	0	
MLNR	100	0	0	0	
NPR3	100	0	0	0	
TACR1	100	0	0	0	
TACR2	100	0	0	0	
NMUR1	100	0	0	0	
NMUR2	100	0	0	0	
OPRL1	100	0	0	0	
NPBWR1	100	0	0	0	
NPBWR2	100	0	0	0	
NPFFR1	100	0	0	0	
KMT5A	100	0	0	0	
NPFFR2	100	0	0	0	
NPSR1	100	0	0	0	
NTSR1	100	0	0	0	
NTSR2	100	0	0	0	
OXTR	100	0	0	0	
TNFRSF4	100	0	0	0	
HCRTR1	100	0	0	0	
HCRTR2	100	0	0	0	
PDE1A	100	0	0	0	
PROKR1	100	0	0	0	
BIRC3	100	0	0	0	
PROKR2	100	0	0	0	
PLD2	100	0	0	0	
PDCD1	100	0	0	0	
PRLHR	100	0	0	0	
PTH1R	100	0	0	0	
QRFPR	100	0	0	0	
RXFP1	100	0	0	0	
RXFP2	100	0	0	0	
RXFP3	100	0	0	0	
RXFP4	100	0	0	0	
BIRC5	100	0	0	0	
SCTR	100	0	0	0	
SSTR1	100	0	0	0	
SSTR2	100	0	0	0	
SSTR3	100	0	0	0	
SSTR4	100	0	0	0	
SSTR5	100	0	0	0	
TNFRSF12A	100	0	0	0	
UTS2R	100	0	0	0	
VIPR1	100	0	0	0	
VIPR2	100	0	0	0	
FADD	100	0	0	0	
AVPR1A	100	0	0	0	
AVPR1B	100	0	0	0	
XCR1	100	0	0	0	
NPY1R	100	0	0	0	
NPY2R	100	0	0	0	
NPY4R	100	0	0	0	
NPY5R	100	0	0	0	
GRIA1	100	0	0	0	
RAB3A	100	0	0	0	
UNC13B	100	0	0	0	
RIPK1	100	0	0	0	
PLCB1	100	0	0	0	
SYN1	100	0	0	0	
GNAO1	100	0	0	0	
NOS1	100	0	0	0	
EEF2	100	0	0	0	
DNM1	100	0	0	0	
ADCY1	100	0	0	0	
ADCY2	100	0	0	0	
KCNA2	100	0	0	0	
GNAZ	100	0	0	0	
HTRA2	100	0	0	0	
KCND2	100	0	0	0	
MAP2	100	0	0	0	
TUBA1A	100	0	0	0	
ADD1	100	0	0	0	
PDE3B	100	0	0	0	
PPP1R1A	100	0	0	0	
ATP2B1	100	0	0	0	
CACNA1C	100	0	0	0	
RYR1	100	0	0	0	
GRM7	100	0	0	0	
BIRC6	100	0	0	0	
RIT2	100	0	0	0	
KCNJ4	100	0	0	0	
CABIN1	100	0	0	0	
DLG3	100	0	0	0	
RELB	0	100	0	100	M
UBE2V1	100	0	0	0	
ECSIT	100	0	0	0	
NLRC4	100	0	0	0	
DEDD	100	0	0	0	
CFTR	100	0	0	0	
H2AX	100	0	0	0	
SNTA1	100	0	0	0	
SHANK2	100	0	0	0	
ZNHIT1	100	0	0	0	
KRT8	100	0	0	0	
JUNB	100	0	0	0	
SLC9A1	100	0	0	0	
PLA2G4A	100	0	0	0	
MEF2D	100	0	0	0	
NFATC4	100	0	0	0	
EZH2	100	0	0	0	
PIK3R1	100	0	0	0	
EGFR	100	0	0	0	
KHSRP	100	0	0	0	
IL17RA_IL17RC	100	0	0	0	
POU2F1	0	100	0	100	M
KCNA3	100	0	0	0	
NXF1	100	0	0	0	
RCSD1	100	0	0	0	
PDHA1	100	0	0	0	
ZNRF3	100	0	0	0	
RAB8A	100	0	0	0	
RAB10	100	0	0	0	
GRB2	100	0	0	0	
SH3GL2	100	0	0	0	
GFRA3	100	0	0	0	
BCL6	100	0	0	0	
STX4	100	0	0	0	
RAB11FIP2	100	0	0	0	
KIF13B	100	0	0	0	
NOX1	100	0	0	0	
PAGE4	100	0	0	0	
TH	100	0	0	0	
MAPK4	100	0	0	0	
TAB2	100	0	0	0	
ERCC4	100	0	0	0	
SEPTIN6	100	0	0	0	
CILK1	100	0	0	0	
SRF	0	100	0	100	M
SF1	100	0	0	0	
UFD1	100	0	0	0	
DEPTOR	100	0	0	0	
NEK7	100	0	0	0	
GATA4	100	0	0	0	
OBSCN	100	0	0	0	
TAB1	100	0	0	0	
DPYSL3	100	0	0	0	
CD226	100	0	0	0	
MYOD1	100	0	0	0	
SCN8A	100	0	0	0	
HNRNPA1	100	0	0	0	
PTH2R	100	0	0	0	
FBLIM1	100	0	0	0	
LRRC4	100	0	0	0	
GFAP	100	0	0	0	
H3_3A	100	0	0	0	
MAP3K5	100	0	0	0	
NSUN2	100	0	0	0	
CHMP4C	100	0	0	0	
DSN1	100	0	0	0	
RAD23B	100	0	0	0	
SLC12A3	100	0	0	0	
MAD2L2	100	0	0	0	
RPGR	100	0	0	0	
NSMCE1	100	0	0	0	
SCNN1A	100	0	0	0	
SCN5A	100	0	0	0	
DAXX	100	0	0	0	
DSTN	100	0	0	0	
RBM8A	100	0	0	0	
ARF6	100	0	0	0	
EID1	100	0	0	0	
FUS	100	0	0	0	
HSPA8	100	0	0	0	
DSP	100	0	0	0	
NRP2	100	0	0	0	
PI4KB	100	0	0	0	
KLRK1	100	0	0	0	
FAS	100	0	0	0	
POLR2A	100	0	0	0	
TEAD4	100	0	0	0	
TEAD3	100	0	0	0	
DNM1L	100	0	0	0	
CRTC2	100	0	0	0	
MECP2	100	0	0	0	
SLC12A6	100	0	0	0	
TOP2A	100	0	0	0	
PACSIN1	100	0	0	0	
ARHGEF9	100	0	0	0	
SQSTM1	100	0	0	0	
GRIA2	100	0	0	0	
ASIC1	100	0	0	0	
SNAI1	100	0	0	0	
NRXN3	100	0	0	0	
HBA1	100	0	0	0	
PDCD4	100	0	0	0	
SLC12A2	100	0	0	0	
SLC12A1	100	0	0	0	
SLC4A4	100	0	0	0	
PAX9	100	0	0	0	
WDFY3	100	0	0	0	
IRF5	100	0	0	0	
CHMP2A	100	0	0	0	
SLN	100	0	0	0	
CD44	100	0	0	0	
STMN1	100	0	0	0	
ITPKA	100	0	0	0	
AGO2	100	0	0	0	
GLI2	100	0	0	0	M
MLKL	100	0	0	0	
SPEN	100	0	0	0	
EGF	100	0	0	0	
STK38	100	0	0	0	
CCNB1_CDK1	100	0	0	0	
KIRREL1	100	0	0	0	
PYGM	100	0	0	0	
ACAN	100	0	0	0	
SLBP	100	0	0	0	
SRSF1	100	0	0	0	
NDRG1	100	0	0	0	
MCM4	100	0	0	0	
MCM7	100	0	0	0	
CDK1	100	0	0	0	
VMP1	100	0	0	0	
NRXN2	100	0	0	0	
ETS2	0	100	0	100	M
BCKDHA	100	0	0	0	
SIN3A	100	0	0	0	
FAF1	100	0	0	0	
RNMT	100	0	0	0	
TACC3	100	0	0	0	
SORBS3	100	0	0	0	
RUNX2	100	0	0	0	
UBTF	100	0	0	0	
IL1A	100	0	0	0	
PEX5	100	0	0	0	
NFATC3	100	0	0	0	
FXYD1	100	0	0	0	
BUB3	100	0	0	0	
PSEN2	100	0	0	0	
SF3B1	100	0	0	0	
PIK3C2B	100	0	0	0	
PFKFB2	100	0	0	0	
RPS3	100	0	0	0	
MSN	100	0	0	0	
AMBRA1	100	0	0	0	
SLAMF1	100	0	0	0	
AGAP2	100	0	0	0	
SH3PXD2A	100	0	0	0	
CTLA4	100	0	0	0	
RPLP2	100	0	0	0	
AGER	100	0	0	0	
ITGA1_ITGB1	100	0	0	0	
ITGA10_ITGB1	100	0	0	0	
TNNI3	100	0	0	0	
FOXP3	100	0	0	0	
BAD	100	0	0	0	
SH2D2A	100	0	0	0	
DAPP1	100	0	0	0	
CD5	100	0	0	0	
SUN1	100	0	0	0	
TK1	100	0	0	0	
DUT	100	0	0	0	
RUNX1	0	0	100	-100	M
ORC1	100	0	0	0	
NUMA1	100	0	0	0	
CEP55	100	0	0	0	
CRADD	100	0	0	0	
NSFL1C	100	0	0	0	
NINL	100	0	0	0	
SAMHD1	100	0	0	0	
USP16	100	0	0	0	
RGS16	100	0	0	0	
HCLS1	100	0	0	0	
FYB1	100	0	0	0	
LDHA	100	0	0	0	
CELF1	100	0	0	0	
PIP5K1C	100	0	0	0	
TRADD	100	0	0	0	
DAB1	100	0	0	0	
ENO1	100	0	0	0	
VIL1	100	0	0	0	
JUP	100	0	0	0	
VCL	100	0	0	0	
NOS2	100	0	0	0	
CLTC	100	0	0	0	
LRP1	100	0	0	0	
PIK3CD	100	0	0	0	
TIGIT	100	0	0	0	
BTRC	100	0	0	0	
CD38	100	0	0	0	
LRP2	100	0	0	0	
MASP2	100	0	0	0	
PLEK	100	0	0	0	
ADD2	100	0	0	0	
SNAP25	100	0	0	0	
PDE3A	100	0	0	0	
SNAPIN	100	0	0	0	
HMGN1	100	0	0	0	
ETV1	100	0	0	0	
RBX1	100	0	0	0	
SPTBN1	100	0	0	0	
PLCB3	100	0	0	0	
PPP2R5D	100	0	0	0	
MYBPC3	100	0	0	0	
TPH2	100	0	0	0	
CDC37	100	0	0	0	
RUFY1	100	0	0	0	
GTF2A1	100	0	0	0	
NOLC1	100	0	0	0	
RYR2	100	0	0	0	
ZBTB17	100	0	0	0	
TFCP2	100	0	0	0	
SIRT2	100	0	0	0	
CDC6	100	0	0	0	
RRN3	100	0	0	0	
ATP2A2	100	0	0	0	
TOB1	100	0	0	0	
TPPP	100	0	0	0	
NFKB1_RELA	100	0	0	0	
GRIA4	100	0	0	0	
SMARCC1	100	0	0	0	
EGLN1	100	0	0	0	
KPNB1	100	0	0	0	
TBP	100	0	0	0	
TPT1	100	0	0	0	
CENPU	100	0	0	0	
ACACB	100	0	0	0	
MXI1	100	0	0	0	
SSB	100	0	0	0	
CDC34	100	0	0	0	
SSRP1	100	0	0	0	
PDCL	100	0	0	0	
CDKN1A	100	0	0	0	
EGLN3	100	0	0	0	
CRTC1	100	0	0	0	
LIG4	100	0	0	0	
AMPH	100	0	0	0	
ITGA9_ITGB1	100	0	0	0	
ITGAV_ITGB3	100	0	0	0	
ANXA2	100	0	0	0	
GTF2I	100	0	0	0	
WWOX	100	0	0	0	
ACTN1	100	0	0	0	
SMPD1	100	0	0	0	
EGLN2	100	0	0	0	
SH3BP2	100	0	0	0	
PTS	100	0	0	0	
FOSL1	0	100	0	100	M
ITGA4_ITGB1	100	0	0	0	
TTC5	100	0	0	0	
ZEB2	100	0	0	0	
RND3	100	0	0	0	
EIF5A	100	0	0	0	
TBR1	100	0	0	0	
DLGAP5	100	0	0	0	
VHL	100	0	0	0	
MYL12B	100	0	0	0	
PTPN18	100	0	0	0	
H2AC17	100	0	0	0	
PPP1R12A	100	0	0	0	
GFRA4	100	0	0	0	
PLXNC1	100	0	0	0	
PEX13	100	0	0	0	
GPC1	100	0	0	0	
ROBO4	100	0	0	0	
UNC5C	100	0	0	0	
BRCA1	100	0	0	0	
F5	100	0	0	0	
LASP1	100	0	0	0	
F2RL2	100	0	0	0	
F2RL1	100	0	0	0	
F2RL3	100	0	0	0	
LDLR	100	0	0	0	
IFNGR1_IFNGR2	100	0	0	0	
ITGA2_ITGB1	100	0	0	0	
ITGA11_ITGB1	100	0	0	0	
CRYBB2	100	0	0	0	
PALB2	100	0	0	0	
CRYGC	100	0	0	0	
CRYGD	100	0	0	0	
LCAT	100	0	0	0	
ITGA5_ITGB1	100	0	0	0	
ITGA8_ITGB1	100	0	0	0	
FPR1	100	0	0	0	
CSF2RA_CSF2RB	100	0	0	0	
ITGA2B_ITGB3	100	0	0	0	
FZD1	100	0	0	0	
SDC2	100	0	0	0	
EP300	100	0	0	0	
CASR	100	0	0	0	
OCLN	100	0	0	0	
CD79A	100	0	0	0	
IFITM3	100	0	0	0	
KAT7	100	0	0	0	
KRT18	100	0	0	0	
KIF11	100	0	0	0	
HMGA2	100	0	0	0	
LBR	100	0	0	0	
PLEC	100	0	0	0	
CREBBP	100	0	0	0	
NUP210	100	0	0	0	
GORASP1	100	0	0	0	
NIFK	100	0	0	0	
NDE1	100	0	0	0	
CDC23	100	0	0	0	
CD79B	100	0	0	0	
ADGRE5	100	0	0	0	
CRP	100	0	0	0	
ABCG2	100	0	0	0	
ITGAE_ITGB7	100	0	0	0	
NLK	0	100	0	100	
INPPL1	100	0	0	0	
EMD	100	0	0	0	
MPZL1	100	0	0	0	
KCNJ1	100	0	0	0	
FHIT	100	0	0	0	
DAG1	100	0	0	0	
KCNB1	100	0	0	0	
HCN2	100	0	0	0	
ACO1	100	0	0	0	
