Node	ZeroAct	UpAct	DownAct	AvgAct	nodesType
CHAT	100	0	0	0	
TP53BP1	100	0	0	0	
HRH1	100	0	0	0	
EWSR1	100	0	0	0	
GRIN1	100	0	0	0	
ADD3	100	0	0	0	
HSPB8	100	0	0	0	
HSPB6	100	0	0	0	
GP1BB	100	0	0	0	
ITGA4	100	0	0	0	
LCP1	100	0	0	0	
CAD	100	0	0	0	
PAXIP1	100	0	0	0	
SOX9	100	0	0	0	
ACLY	100	0	0	0	
LIPE	100	0	0	0	
KCNH2	100	0	0	0	
CACNA1S	100	0	0	0	
RASGRF1	100	0	0	0	
HNRNPD	100	0	0	0	
CUL5	100	0	0	0	
HDAC8	100	0	0	0	
LILRB1	100	0	0	0	
TP53	100	0	0	0	M
NR1D1	0	0	100	-100	
KIR2DL4	100	0	0	0	
ACVR1_BMPR2	100	0	0	0	
CTDP1	100	0	0	0	
URI1	100	0	0	0	
EIF4B	100	0	0	0	
IRF9_STAT1_STAT2	100	0	0	0	
HIRA	100	0	0	0	
ORC2	100	0	0	0	
MBP	100	0	0	0	
SREBF1	0	0	100	-100	M
CAND1	100	0	0	0	
ETV6	100	0	0	0	
CEBPA	0	100	0	100	M
CALD1	100	0	0	0	
KARS1	100	0	0	0	
STMN2	100	0	0	0	
SPHK1	100	0	0	0	
MITF	0	0	100	-100	M
TPR	100	0	0	0	
TFEB	100	0	0	0	
ERF	100	0	0	0	
UBE2M	100	0	0	0	
MED1	100	0	0	0	
MAFA	100	0	0	0	
GORASP2	100	0	0	0	
CD72	100	0	0	0	
DCTN1	100	0	0	0	
MEIS1	100	0	0	0	
S1PR1	100	0	0	0	
ATXN1	100	0	0	0	
PIKFYVE	100	0	0	0	
PCBP1	100	0	0	0	
DKK1	100	0	0	0	
ANKRD2	100	0	0	0	
GFRA2	100	0	0	0	
FZD3	100	0	0	0	
MAF1	100	0	0	0	
DYNC1H1	100	0	0	0	
LTB4R	100	0	0	0	
ATN1	100	0	0	0	
APLP2	100	0	0	0	
TEAD1	100	0	0	0	
TEAD2	100	0	0	0	
COPS5	100	0	0	0	
LGALS3	100	0	0	0	
C2	100	0	0	0	
BAG2	100	0	0	0	
ARPC5	100	0	0	0	
LSP1	100	0	0	0	
PER1	100	0	0	0	
EIF2B5	100	0	0	0	
CLASP2	100	0	0	0	
NEFH	100	0	0	0	
MAP1B	100	0	0	0	
TWIST1	0	100	0	100	M
ATXN3	100	0	0	0	
KLF5	100	0	0	0	
RBM38	100	0	0	0	
DROSHA	100	0	0	0	
FBXO4	100	0	0	0	
SUPT5H	100	0	0	0	
EEA1	100	0	0	0	
CREB3	100	0	0	0	
CIC	100	0	0	0	
ERCC6L	100	0	0	0	
FRAT1	100	0	0	0	
GTSE1	100	0	0	0	
NUDC	100	0	0	0	
KIF5C	100	0	0	0	
PBX1	100	0	0	0	
PEX19	100	0	0	0	
MXD4	100	0	0	0	
MGA	100	0	0	0	
MXD3	100	0	0	0	
HNF1B	100	0	0	0	
NUP62	100	0	0	0	
FRAT2	100	0	0	0	
BRD2	100	0	0	0	
ABI1_BRK1_CYFIP1_NCKAP1_WASF2	100	0	0	0	
LARP4B	100	0	0	0	
USO1	100	0	0	0	
RNF7	100	0	0	0	
PDCD5	100	0	0	0	
VAMP4	100	0	0	0	
EIF2S2	100	0	0	0	
MYH9	100	0	0	0	
G3BP1	100	0	0	0	
KAT5	100	0	0	0	
TELO2	100	0	0	0	
ACIN1	100	0	0	0	
CERT1	100	0	0	0	
GOLPH3	100	0	0	0	
TDP1	100	0	0	0	
EPRS1	100	0	0	0	
CRMP1	100	0	0	0	
TCF12	100	0	0	0	
RASGRP3	100	0	0	0	
ATP2B4	100	0	0	0	
PPP5C	100	0	0	0	
AQP9	100	0	0	0	
MYH10	100	0	0	0	
TAGLN	100	0	0	0	
FSCN1	100	0	0	0	
PPP1R14B	100	0	0	0	
PLSCR3	100	0	0	0	
FIG4	100	0	0	0	
H2BC3	100	0	0	0	
MOB1B	100	0	0	0	
MOB1A	100	0	0	0	
ATF3	100	0	0	0	
MTNR1A	100	0	0	0	
KPNA2	100	0	0	0	
PFKFB3	100	0	0	0	
GBF1	100	0	0	0	
ARPC1B	100	0	0	0	
RNF40	100	0	0	0	
RNF20	100	0	0	0	
UBE2J1	100	0	0	0	
CEACAM1	100	0	0	0	
PEX1	100	0	0	0	
KCTD13	100	0	0	0	
CDK11B	100	0	0	0	
KCTD10	100	0	0	0	
LIN52	100	0	0	0	
CCNL2	100	0	0	0	
SLC6A4	100	0	0	0	
SELE	100	0	0	0	
ZWINT	100	0	0	0	
PLXNA4	100	0	0	0	
TRIP13	100	0	0	0	
OSBP	100	0	0	0	
HDAC7	100	0	0	0	
SMARCB1	100	0	0	0	
ARFIP1	100	0	0	0	
KIDINS220	100	0	0	0	
PCNT	100	0	0	0	
RABGEF1	100	0	0	0	
PPP1R3A	100	0	0	0	
MARK4	100	0	0	0	
RHO	100	0	0	0	
ADIPOR2	100	0	0	0	
ADIPOR1	100	0	0	0	
ABI2	100	0	0	0	
RB1	0	100	0	100	
ACKR2	100	0	0	0	
CD2	100	0	0	0	
ACKR1	100	0	0	0	
KIR3DL2	100	0	0	0	
KIR3DL1	100	0	0	0	
KIR2DL2	100	0	0	0	
IL10RA_IL10RB	100	0	0	0	
IL18R1_IL18RAP	100	0	0	0	
IL20RA_IL20RB	100	0	0	0	
IL1R1_IL1RAP	100	0	0	0	
DDX5	100	0	0	0	
IL2RA_IL2RB_IL2RG	100	0	0	0	
IL20RB_IL22RA1	100	0	0	0	
IL6R_IL6ST	100	0	0	0	
NCR3	100	0	0	0	
PLXNB2	100	0	0	0	
TGFBR1_TGFBR2	100	0	0	0	
UNC5B	100	0	0	0	
DCC	100	0	0	0	
EPHB6	100	0	0	0	
ITGB7	100	0	0	0	
TNFSF14	100	0	0	0	
ITGA6	100	0	0	0	
ITGA11	100	0	0	0	
ITGA2	100	0	0	0	
THBD	100	0	0	0	
ITGAX	100	0	0	0	
CR1	100	0	0	0	
ITGAE	100	0	0	0	
ADGRL1	100	0	0	0	
NEO1	100	0	0	0	
P2RX7	100	0	0	0	
CD40LG	100	0	0	0	
PLXND1	100	0	0	0	
ADCY7	100	0	0	0	
SDC3	100	0	0	0	
ITGA8	100	0	0	0	
KLRC2	100	0	0	0	
KLRD1	100	0	0	0	
PLXNB3	100	0	0	0	
ITGA3	100	0	0	0	
RTN4R	100	0	0	0	
ITGA2B	100	0	0	0	
LTA	100	0	0	0	
ADCY8	100	0	0	0	
ADCY9	100	0	0	0	
MC2R	100	0	0	0	
RPSA	100	0	0	0	
SDC1	100	0	0	0	
ROBO2	100	0	0	0	
EGFR_ERBB2	100	0	0	0	
ITGAM_ITGB2	100	0	0	0	
ITGAX_ITGB2	100	0	0	0	
KIR2DS1	100	0	0	0	
LTB	100	0	0	0	
KIR2DS4	100	0	0	0	
GPR135	100	0	0	0	
F11R	100	0	0	0	
ENG	100	0	0	0	
FCGR2B	100	0	0	0	
SKAP1	100	0	0	0	
PYGB	100	0	0	0	
EPS8	100	0	0	0	
MYL2	100	0	0	0	
RHOT1	100	0	0	0	
BCL3	0	100	0	100	
PDE5A	100	0	0	0	
IRAG1	100	0	0	0	
ARHGDIB	100	0	0	0	
FHL2	100	0	0	0	
EPN1	100	0	0	0	
UBB	100	0	0	0	
TAOK3	100	0	0	0	
ANAPC4	100	0	0	0	
H1_5	100	0	0	0	
NSF	100	0	0	0	
ATR	100	0	0	0	
FOXO3	0	100	0	100	M
ANAPC7	100	0	0	0	
EXOC2	100	0	0	0	
HGS	100	0	0	0	
ACTR3	100	0	0	0	
FGA	100	0	0	0	
ACTA1	100	0	0	0	
ARPC3	100	0	0	0	
PTGS2	100	0	0	0	
VPS28	100	0	0	0	
CA2	100	0	0	0	
CTNNB1	0	100	0	100	
ILF3	100	0	0	0	
POLL	100	0	0	0	
TERF2IP	100	0	0	0	
TCF7L1	100	0	0	0	
CDR2	100	0	0	0	
COMMD1	100	0	0	0	
ZBTB33	0	100	0	100	M
GTF2H2	100	0	0	0	
EPAS1	100	0	0	0	M
EPM2A	100	0	0	0	
NRG1	100	0	0	0	
EIF2B2	100	0	0	0	
HSPD1	100	0	0	0	
NET1	100	0	0	0	
UBE2C	100	0	0	0	
MFN2	100	0	0	0	
PURA	100	0	0	0	
SH2B3	100	0	0	0	
AFDN	100	0	0	0	
NSMAF	100	0	0	0	
AZI2	100	0	0	0	
CD40	100	0	0	0	
APPL1	100	0	0	0	
FANCF	100	0	0	0	
C9	100	0	0	0	
ETFA	100	0	0	0	
CCNC	100	0	0	0	
RPS27A	100	0	0	0	
UBA52	100	0	0	0	
DNMT3A	100	0	0	0	
ACTR2	100	0	0	0	
ZEB1	0	0	100	-100	M
ERBB3	100	0	0	0	
GTF2H4	100	0	0	0	
PLCD1	100	0	0	0	
CALCOCO2	100	0	0	0	
MS4A2	100	0	0	0	
UBA3	100	0	0	0	
ARFIP2	100	0	0	0	
EEF1G	100	0	0	0	
TINF2	100	0	0	0	
POLD3	100	0	0	0	
S100B	100	0	0	0	
FOXO1	0	0	100	-100	M
SHC4	100	0	0	0	
IKZF3	100	0	0	0	
FOSL2	100	0	0	0	M
SH2D1B	100	0	0	0	
SOD1	100	0	0	0	
BMP1	100	0	0	0	
VSIG4	100	0	0	0	
TOMM70	100	0	0	0	
APBA2	100	0	0	0	
GBA	100	0	0	0	
SIRT1	100	0	0	0	
ELMO2	100	0	0	0	
PGK1	100	0	0	0	
MCM5	100	0	0	0	
SLC25A4	100	0	0	0	
EIF2B3	100	0	0	0	
PIK3C3	100	0	0	0	
PRMT5	100	0	0	0	
APC2	100	0	0	0	
TRPC3	100	0	0	0	
IGF1	100	0	0	0	
SIAH1	100	0	0	0	
PRKD1	100	0	0	0	
GSK3A	100	0	0	0	
DFFA	100	0	0	0	
RCOR1	100	0	0	0	
NGF	100	0	0	0	
NTRK1	100	0	0	0	
CASP9	100	0	0	0	
BMI1	100	0	0	0	
IL4R	100	0	0	0	
MMP14	100	0	0	0	
RPS6KA4	100	0	0	0	
IL4	100	0	0	0	
NEK11	100	0	0	0	
IL3RA	100	0	0	0	
PDPK1	100	0	0	0	
BTK	100	0	0	0	
PDK1	100	0	0	0	
EIF2AK4	100	0	0	0	
DDX58	100	0	0	0	
EIF2AK1	100	0	0	0	
ABL1	0	100	0	100	
HSPA5	0	0	100	-100	
EIF2AK3	100	0	0	0	
MAP2K6	100	0	0	0	
GHR	100	0	0	0	
PRLR	100	0	0	0	
LEPR	100	0	0	0	
IL5RA	100	0	0	0	
CREB1	0	100	0	100	M
CSNK1E	100	0	0	0	
CSNK1D	100	0	0	0	
PRKDC	100	0	0	0	
EHMT1	100	0	0	0	
SETDB1	100	0	0	0	
KDM1A	100	0	0	0	
UHRF1	100	0	0	0	
MEN1	100	0	0	0	
KMT2A	100	0	0	0	
GZMA	100	0	0	0	
TGFA	100	0	0	0	
PRKCA	100	0	0	0	
CYLD	100	0	0	0	
ARNTL	0	100	0	100	M
AR	100	0	0	0	M
MAPK11	100	0	0	0	
ITCH	100	0	0	0	
TXN	100	0	0	0	
BLM	100	0	0	0	
FANCD2	100	0	0	0	
FAAP24	100	0	0	0	
SOS1	100	0	0	0	
KAT2B	100	0	0	0	
FANCL	100	0	0	0	
CRY1	100	0	0	0	
HDAC1	100	0	0	0	
ADRM1	100	0	0	0	
AURKA	100	0	0	0	
MTA1	100	0	0	0	
NEDD8	100	0	0	0	
CDC7	100	0	0	0	
CHD8	100	0	0	0	
ATRIP	100	0	0	0	
NCOR2	100	0	0	0	
NCOR1	100	0	0	0	
PCNA	100	0	0	0	
ESR1	0	100	0	100	M
PRKCQ	0	100	0	100	
MYC	0	100	0	100	M
SMAD2	100	0	0	0	
NPAT	100	0	0	0	
MLH1	100	0	0	0	
MSH2	100	0	0	0	
APEX1	100	0	0	0	
LIMK1	100	0	0	0	
CDC42BPA	100	0	0	0	
PRKN	100	0	0	0	
CFL1	100	0	0	0	
LIMK2	100	0	0	0	
NEK2	100	0	0	0	
USP28	100	0	0	0	
IRAK1	100	0	0	0	
HNRNPK	100	0	0	0	
BIRC7	100	0	0	0	
TDG	100	0	0	0	
HIF1AN	100	0	0	0	
NF1	100	0	0	0	
USP7	100	0	0	0	
RNF135	100	0	0	0	
GADD45A	100	0	0	0	
CDC25A	100	0	0	0	
CLSPN	100	0	0	0	
FBXO5	100	0	0	0	
BUB1B	100	0	0	0	
MAD2L1	100	0	0	0	
TLR9	100	0	0	0	
TLR7	100	0	0	0	
RPS6KA5	100	0	0	0	
RBL1	100	0	0	0	
BUB1	100	0	0	0	
KIF4A	100	0	0	0	
ESPL1	100	0	0	0	
IRAK4	100	0	0	0	
TRIM28	100	0	0	0	
MAP3K3	100	0	0	0	
MDM4	100	0	0	0	
MDM2	100	0	0	0	
APC	100	0	0	0	
CCNH	0	0	100	-100	
TRPC4	100	0	0	0	
E2F4	0	0	100	-100	M
AURKB	100	0	0	0	
CDC25B	100	0	0	0	
XPA	100	0	0	0	
SHPRH	100	0	0	0	
ASF1A	100	0	0	0	
FOXM1	0	100	0	100	M
ECT2	100	0	0	0	
CXCL10	100	0	0	0	
YAP1	100	0	0	0	
RAD17	100	0	0	0	
RBL2	0	0	100	-100	
CDC20	100	0	0	0	
SUV39H1	100	0	0	0	
E2F6	100	0	0	0	
BORA	100	0	0	0	
TTK	100	0	0	0	
PTPN2	100	0	0	0	
STAT3	0	100	0	100	M
DUSP1	100	0	0	0	
RPS19BP1	100	0	0	0	
CSNK2A1	0	100	0	100	
MDC1	100	0	0	0	
CTNNBIP1	100	0	0	0	
PTTG1	100	0	0	0	
TP73	0	100	0	100	
RNF168	100	0	0	0	
HDAC3	100	0	0	0	
CDKN2D	100	0	0	0	
PSMC3	100	0	0	0	
CDKN2C	100	0	0	0	
SP1	0	100	0	100	M
NBN	100	0	0	0	
BACE2	100	0	0	0	
RBBP8	100	0	0	0	
UBE2I	100	0	0	0	
FYN	100	0	0	0	
RELA	0	100	0	100	M
PPP1R1B	100	0	0	0	
CDK5R1	100	0	0	0	
HUWE1	100	0	0	0	
NPM1	100	0	0	0	
BAZ1B	100	0	0	0	
DCLRE1B	100	0	0	0	
APP	100	0	0	0	
GZMB	100	0	0	0	
PAK2	100	0	0	0	
CYCS	100	0	0	0	
DTL	100	0	0	0	
PLCG1	100	0	0	0	
AKT3	100	0	0	0	
GNRHR	100	0	0	0	
GNA11	100	0	0	0	
NCK1	100	0	0	0	
INCENP	100	0	0	0	
BACE1	100	0	0	0	
TPX2	100	0	0	0	
PRKCD	0	0	100	-100	
CBL	100	0	0	0	
PGR	100	0	0	0	M
ABL2	100	0	0	0	
CRKL	100	0	0	0	
STK4	100	0	0	0	
SORBS2	100	0	0	0	
RIN1	100	0	0	0	
PTPN6	100	0	0	0	
XRCC4	100	0	0	0	
PSTPIP1	100	0	0	0	
CCNE1	100	0	0	0	
PKMYT1	100	0	0	0	
CCND1	100	0	0	0	
ERBB4	100	0	0	0	
TRIM25	100	0	0	0	
TGFBR2	100	0	0	0	
TGFBR1	100	0	0	0	
SMAD3	0	100	0	100	M
LATS1	100	0	0	0	
XRCC1	100	0	0	0	
STK3	100	0	0	0	
HSP90AA1	0	0	100	-100	
RASSF1	100	0	0	0	
HSPB1	100	0	0	0	
MAPKAPK3	100	0	0	0	
ARAF	100	0	0	0	
BRAF	100	0	0	0	
STAT5A	0	100	0	100	M
UBE2N	100	0	0	0	
POLH	100	0	0	0	
PEBP1	100	0	0	0	
RAD9A	100	0	0	0	
DDB2	100	0	0	0	
BCAR1	100	0	0	0	
BCR	100	0	0	0	
CCNB1	100	0	0	0	
CSF1	100	0	0	0	
ABI1	100	0	0	0	
HCK	100	0	0	0	
IL7R	100	0	0	0	
JAK3	100	0	0	0	
CDK2	0	100	0	100	
RANBP2	100	0	0	0	
OTUB1	100	0	0	0	
GATA1	100	0	0	0	
SPI1	0	0	100	-100	M
CSF3	100	0	0	0	
CSF2	100	0	0	0	
MET	100	0	0	0	
HGF	100	0	0	0	
RAD52	100	0	0	0	
RAD51	100	0	0	0	
TRPC5	100	0	0	0	
TRRAP	100	0	0	0	
DYNLL2	100	0	0	0	
ID3	100	0	0	0	
BMF	100	0	0	0	
RPA1	100	0	0	0	
KEAP1	100	0	0	0	
NFE2L2	0	100	0	100	M
WRN	100	0	0	0	
TNF	100	0	0	0	
TNFRSF1B	100	0	0	0	
BAG4	100	0	0	0	
FBXW7	100	0	0	0	
MARK1	100	0	0	0	
ERCC5	100	0	0	0	
INS	100	0	0	0	
TNFSF9	100	0	0	0	
BAG1	100	0	0	0	
DUSP5	100	0	0	0	
MAP3K4	100	0	0	0	
GADD45B	100	0	0	0	
MCPH1	100	0	0	0	
ATF2	0	100	0	100	M
PAK1	100	0	0	0	
MARK2	100	0	0	0	
SEM1	100	0	0	0	
EGR1	0	100	0	100	M
H4_16	100	0	0	0	
CD70	100	0	0	0	
FASLG	100	0	0	0	
TNFRSF10D	100	0	0	0	
TNFRSF10B	100	0	0	0	
TNFRSF1A	100	0	0	0	
SHH	100	0	0	0	
CASP3	100	0	0	0	
PIM1	100	0	0	0	
PTCH1	100	0	0	0	
MAP2K3	100	0	0	0	
SUFU	100	0	0	0	
BARD1	100	0	0	0	
UBE2D3	100	0	0	0	
TCL1A	100	0	0	0	
ERN1	100	0	0	0	
CDC42	100	0	0	0	
MAP3K1	100	0	0	0	
SMG1	100	0	0	0	
TRAF3	100	0	0	0	
GNRH1	100	0	0	0	
TYK2	100	0	0	0	
PIAS1	100	0	0	0	
PIAS3	100	0	0	0	
CDKN1B	100	0	0	0	
MAP2K7	100	0	0	0	
PRKRA	100	0	0	0	
CKS1B	100	0	0	0	
CCND3	100	0	0	0	
MAP2K4	100	0	0	0	
XAF1	100	0	0	0	
RCHY1	100	0	0	0	
TP53BP2	100	0	0	0	
PPP1R13L	100	0	0	0	
CCND2	100	0	0	0	
PDK2	100	0	0	0	
PTEN	100	0	0	0	
APAF1	100	0	0	0	
RAC3	100	0	0	0	
RAC2	100	0	0	0	
ATG13	100	0	0	0	
RHOU	100	0	0	0	
F2R	100	0	0	0	
ABRAXAS1	100	0	0	0	
RET	100	0	0	0	
GABARAPL1	100	0	0	0	
ING1	100	0	0	0	
CARD11	100	0	0	0	
RRM2B	100	0	0	0	
CBLC	100	0	0	0	
CBX1	100	0	0	0	
ULK1	100	0	0	0	
MAPK13	100	0	0	0	
GCKR	100	0	0	0	
LEF1	100	0	0	0	M
CXCL11	100	0	0	0	
CDH1	100	0	0	0	
RSF1	100	0	0	0	
CD28	100	0	0	0	
CD80	100	0	0	0	
CD86	100	0	0	0	
SH2B2	100	0	0	0	
RB1CC1	100	0	0	0	
TGFB1	100	0	0	0	
MAML1	100	0	0	0	
BRIP1	100	0	0	0	
TLE5	100	0	0	0	
GABARAP	100	0	0	0	
GABARAPL2	100	0	0	0	
DVL1	100	0	0	0	
CRK	100	0	0	0	
FKBP1A	100	0	0	0	
CCNA1	100	0	0	0	
MTOR	100	0	0	0	
PINK1	100	0	0	0	
MAX	100	0	0	0	
BRCA2	100	0	0	0	
SH3BP5	100	0	0	0	
GAB1	100	0	0	0	
ROR2	100	0	0	0	
CDC73	100	0	0	0	
MAP1LC3A	100	0	0	0	
IL1B	100	0	0	0	
RBPJ	100	0	0	0	
PKD2	100	0	0	0	
SH3GLB1	100	0	0	0	
ERCC6	100	0	0	0	
NBR1	100	0	0	0	
PSEN1	100	0	0	0	
TGFBR3	100	0	0	0	
CLOCK	100	0	0	0	
RASSF5	100	0	0	0	
PTK2	100	0	0	0	
IL1R1	100	0	0	0	
CD247	100	0	0	0	
LIF	100	0	0	0	
BECN1	100	0	0	0	
IL2RG	100	0	0	0	
IL2	100	0	0	0	
IL13	100	0	0	0	
VAV1	100	0	0	0	
SOCS1	100	0	0	0	
TAOK2	100	0	0	0	
DUSP16	100	0	0	0	
SYK	100	0	0	0	
TGFB3	100	0	0	0	
BMP2	100	0	0	0	
RAC1	100	0	0	0	
GDF5	100	0	0	0	
ACVR2B	100	0	0	0	
IL9R	100	0	0	0	
IFNAR2	100	0	0	0	
IL10RA	100	0	0	0	
PTPN11	100	0	0	0	
IL21R	100	0	0	0	
LYN	100	0	0	0	
RARB	100	0	0	0	
RXRA	100	0	0	0	M
TIAM1	100	0	0	0	
NDP	100	0	0	0	
PRL	100	0	0	0	
GH1	100	0	0	0	
IFNAR1	100	0	0	0	
IFNGR1	100	0	0	0	
TSLP	100	0	0	0	
STAT2	0	100	0	100	M
IRF9	100	0	0	0	M
PTPN1	100	0	0	0	
IL3	100	0	0	0	
HRAS	100	0	0	0	
IL12A	100	0	0	0	
DUSP4	100	0	0	0	
IL6ST	100	0	0	0	
IFNA1	100	0	0	0	
IFNB1	100	0	0	0	
IL15	100	0	0	0	
MAP4K1	100	0	0	0	
SMAD7	100	0	0	0	
NRG3	100	0	0	0	
SMAD6	100	0	0	0	
ATG10	100	0	0	0	
MAPK7	100	0	0	0	
NRAS	100	0	0	0	
IGF1R	100	0	0	0	
MAP3K10	100	0	0	0	
ACVR1	100	0	0	0	
BMPR1B	100	0	0	0	
PTCH2	100	0	0	0	
IHH	100	0	0	0	
DUSP6	100	0	0	0	
DUSP8	100	0	0	0	
RPTOR	100	0	0	0	
HHIP	100	0	0	0	
STK36	100	0	0	0	
AREG	100	0	0	0	
HBEGF	100	0	0	0	
NRG4	100	0	0	0	
SOCS3	100	0	0	0	
ADAM10	100	0	0	0	
MAPK8IP3	100	0	0	0	
OSMR	100	0	0	0	
SHOC2	100	0	0	0	
MLST8	100	0	0	0	
DLL4	100	0	0	0	
CRLF2	100	0	0	0	
SMAD4	100	0	0	0	M
DLL3	100	0	0	0	
WNT1	100	0	0	0	
IL23A	100	0	0	0	
DTX1	100	0	0	0	
IL6R	100	0	0	0	
MAP2K5	100	0	0	0	
ZFYVE9	100	0	0	0	
ULK2	100	0	0	0	
CNTF	100	0	0	0	
LRP5	100	0	0	0	
MAP3K2	100	0	0	0	
ACVR1B	100	0	0	0	
GAS1	100	0	0	0	
MAP3K20	100	0	0	0	
AXIN2	100	0	0	0	
PTPRC	100	0	0	0	
IL23R	100	0	0	0	
NCSTN	100	0	0	0	
UVRAG	100	0	0	0	
DUSP3	100	0	0	0	
SMURF1	100	0	0	0	
MIB1	100	0	0	0	
NEDD4	100	0	0	0	
SKIL	100	0	0	0	
SKI	100	0	0	0	
DAB2	100	0	0	0	
IL22RA1	100	0	0	0	
IL20RA	100	0	0	0	
FZD4	100	0	0	0	
CALM1	0	0	100	-100	
BCL2L1	100	0	0	0	
SMAD1	100	0	0	0	
APH1A	100	0	0	0	
LRIG1	100	0	0	0	
PML	100	0	0	0	
ARRB1	100	0	0	0	
LIFR	100	0	0	0	
IL31	100	0	0	0	
OSM	100	0	0	0	
KRAS	100	0	0	0	
IFNGR2	100	0	0	0	
AKT1S1	100	0	0	0	
IL21	100	0	0	0	
AMH	100	0	0	0	
BMPR2	100	0	0	0	
TGFB2	100	0	0	0	
INHBA	100	0	0	0	
BMP7	100	0	0	0	
BMP6	100	0	0	0	
GDF6	100	0	0	0	
BMP4	100	0	0	0	
PPP4R3A	100	0	0	0	
MAPKAPK5	100	0	0	0	
BOC	100	0	0	0	
PPM1A	100	0	0	0	
IL20	100	0	0	0	
IL24	100	0	0	0	
IL26	100	0	0	0	
IL19	100	0	0	0	
IL27	100	0	0	0	
CTF1	100	0	0	0	
PPP2CA	100	0	0	0	
MTMR4	100	0	0	0	
ATG5	100	0	0	0	
MAPK9	0	100	0	100	
PDGFRB	0	0	100	-100	
PDGFRA	100	0	0	0	
PDGFC	100	0	0	0	
PDGFA	100	0	0	0	
PDGFB	0	0	100	-100	
FGF1	100	0	0	0	
FGF2	100	0	0	0	
FGF3	100	0	0	0	
FGF4	100	0	0	0	
BNIP3	100	0	0	0	
FGF7	100	0	0	0	
FGF8	100	0	0	0	
FGF10	100	0	0	0	
FLT1	100	0	0	0	
VEGFB	100	0	0	0	
EFNA1	100	0	0	0	
EFNA2	100	0	0	0	
EFNA5	100	0	0	0	
EFNB3	100	0	0	0	
EFNA3	100	0	0	0	
ATG4B	100	0	0	0	
EFNA4	100	0	0	0	
EFNB2	100	0	0	0	
EPHA3	100	0	0	0	
EPHA4	100	0	0	0	
ANGPT2	100	0	0	0	
ANGPT1	100	0	0	0	
ANGPT4	100	0	0	0	
AGRN	100	0	0	0	
DOK7	100	0	0	0	
WNT3A	100	0	0	0	
CAPN1	100	0	0	0	
GAS6	100	0	0	0	
TYRO3	100	0	0	0	
GDNF	100	0	0	0	
PTK6	100	0	0	0	
FGFR1	100	0	0	0	
NCK2	100	0	0	0	
PTPRF	100	0	0	0	
HNF4A	100	0	0	0	M
NR0B2	100	0	0	0	
RARA	0	100	0	100	M
CASP6	100	0	0	0	
RXRB	100	0	0	0	
RARG	100	0	0	0	
PPARA	100	0	0	0	M
PPARG	0	100	0	100	M
NR1H3	100	0	0	0	
NR0B1	100	0	0	0	
NR5A1	100	0	0	0	
RXRG	100	0	0	0	
NR1H2	100	0	0	0	
ESR2	100	0	0	0	M
CASP2	100	0	0	0	
NCOA2	100	0	0	0	
IL5	100	0	0	0	
NOTCH2	100	0	0	0	
SMURF2	100	0	0	0	
NEDD4L	100	0	0	0	
PRKACA	100	0	0	0	
PEA15	100	0	0	0	
IL10RB	100	0	0	0	
MAP4K2	100	0	0	0	
SHC1	100	0	0	0	
CASP10	100	0	0	0	
MPL	100	0	0	0	
THPO	100	0	0	0	
IL7	100	0	0	0	
IL13RA1	100	0	0	0	
DUSP2	100	0	0	0	
MAP3K12	100	0	0	0	
MAP3K11	100	0	0	0	
MAP4K4	100	0	0	0	
FLNA	100	0	0	0	
CSF2RA	100	0	0	0	
ORAI1	100	0	0	0	
TOPBP1	100	0	0	0	
NRG2	100	0	0	0	
LEP	100	0	0	0	
MAP4K5	100	0	0	0	
DVL3	100	0	0	0	
TLE1	100	0	0	0	
FBXW11	100	0	0	0	
TAOK1	100	0	0	0	
DHH	100	0	0	0	
ACVR1C	100	0	0	0	
DUSP9	100	0	0	0	
E2F1	100	0	0	0	M
WNT8A	100	0	0	0	
BTC	100	0	0	0	
JUN	100	0	0	0	M
IL9	100	0	0	0	
MAPK8IP2	100	0	0	0	
KAT2A	100	0	0	0	
WNT10B	100	0	0	0	
DUSP10	0	0	100	-100	
MAP4K3	0	100	0	100	
NOTCH3	100	0	0	0	
TIRAP	100	0	0	0	
MKNK1	100	0	0	0	
MKNK2	100	0	0	0	
KSR1	100	0	0	0	
DUSP22	100	0	0	0	
SH2B1	100	0	0	0	
SIRPA	100	0	0	0	
CSF3R	100	0	0	0	
IRS2	100	0	0	0	
CSNK1A1L	100	0	0	0	
RACK1	100	0	0	0	
SIX1	100	0	0	0	
MFNG	100	0	0	0	
KREMEN2	100	0	0	0	
WNT2	100	0	0	0	
DYRK1A	100	0	0	0	
NUP214	100	0	0	0	
FOXH1	100	0	0	0	
MAML3	100	0	0	0	
SH3RF1	100	0	0	0	
IL1RAP	100	0	0	0	
CBY1	100	0	0	0	
RALB	100	0	0	0	
IL11	100	0	0	0	
WNT7A	100	0	0	0	
NR3C1	100	0	0	0	M
PIAS4	100	0	0	0	
SMAD5	100	0	0	0	
PPP1R15A	100	0	0	0	
NKD1	100	0	0	0	
IFNLR1	100	0	0	0	
TGIF1	100	0	0	0	
WWP1	100	0	0	0	
RALGDS	100	0	0	0	
MTSS1	100	0	0	0	
LAMTOR3	100	0	0	0	
PPP2R2A	100	0	0	0	
MAPK10	100	0	0	0	
SPAG9	100	0	0	0	
TRIM33	100	0	0	0	
CNKSR1	100	0	0	0	
SPOP	100	0	0	0	
UCHL5	100	0	0	0	
GRAP	100	0	0	0	
