,control0,control1,control2,control3,control4,control5,control6,control7,control8,control9,control10,control11,perturbed0,perturbed1,perturbed2,perturbed3,perturbed4,perturbed5,perturbed6,perturbed7,perturbed8,perturbed9,perturbed10,perturbed11
MRPL18,-0.1880761,-0.13318025,-0.14898476,-0.18459347,-0.18898268,-0.1005497,0.018820878,-0.15564494,-0.15217936,-0.034797244,-0.056251645,-0.19316226,-0.23310643,-0.17821059,-0.1940151,-0.22962381,-0.23401302,-0.14558004,-0.026209462,-0.20067528,-0.1972097,-0.079827584,-0.101281986,-0.2381926
MCM3,-0.40053594,-0.31624252,-0.23668703,-0.34645775,-0.23224784,-0.24293318,-0.22861595,-0.40126923,-0.44424185,0.026216619,-0.18739675,-0.093992434,-0.38272476,-0.29843134,-0.21887586,-0.32864657,-0.21443668,-0.225122,-0.21080479,-0.38345805,-0.42643067,0.04402779,-0.16958559,-0.07618126
RNF8,-0.30860844,-0.26431727,0.02819815,-0.14743288,0.2592596,-0.30927187,-0.3111435,-0.09779831,-0.43085614,0.39,0.008459566,0.17485651,-0.2820951,-0.23780395,0.054711476,-0.120919555,0.28577295,-0.28275853,-0.28463015,-0.07128499,-0.4043428,0.41651332,0.03497289,0.20136984
PHACTR1,-0.3631374,-0.14278412,-0.1811053,-0.8688878,-0.95960724,-0.7773761,-0.47767392,-0.36886004,-0.0582129,0.37602413,-0.5360915,-0.38500282,-0.33232132,-0.11196804,-0.15028922,-0.8380717,-0.92879117,-0.74656004,-0.44685784,-0.33804396,-0.027396824,0.4068402,-0.5052754,-0.35418674
MDGA1,-0.89288837,-1.6921552,-0.7528514,-1.2318645,-0.30615717,-1.1314903,1.5338444,-1.2700442,-1.2739836,-0.9355428,-0.6221026,-1.3573698,-0.93807477,-1.7373416,-0.7980378,-1.2770509,-0.35134357,-1.1766768,1.488658,-1.3152306,-1.31917,-0.9807292,-0.667289,-1.4025562
CILK1,0.1274479,-0.16740632,0.1225188,-0.022011759,-0.06614237,-0.16771913,-0.07671588,-0.068153426,-0.28562796,0.086103015,0.043396264,0.08897085,0.1117719,-0.18308233,0.106842786,-0.03768777,-0.08181839,-0.18339513,-0.09239189,-0.08382943,-0.30130398,0.070427,0.027720254,0.07329483
FBXO9,0.21288286,-0.17490911,-0.34187782,-0.0031410998,0.06706847,0.055536665,-0.25106412,-0.45562926,-0.13064094,0.09764352,-0.22947173,-0.27272364,0.186198,-0.20159398,-0.3685627,-0.029825965,0.040383607,0.0288518,-0.277749,-0.4823141,-0.1573258,0.07095865,-0.2561566,-0.2994085
CD83,0.85868627,-0.40739807,-0.8635203,-0.70824784,-0.51751435,-0.10985983,-0.3510346,-0.61876565,-0.47709468,0.6355189,-0.1531623,-0.53707,0.8056057,-0.46047866,-0.9166009,-0.7613284,-0.5705949,-0.16294041,-0.4041152,-0.6718462,-0.53017527,0.58243835,-0.20624287,-0.59015054
SAYSD1,-0.24143162,-0.06946367,-0.15336548,0.0328023,0.06254382,-0.069785,-0.14372124,0.0677419,-0.016161636,-0.03808458,0.099372625,-0.09301819,-0.23732,-0.065352045,-0.14925386,0.03691392,0.06665544,-0.06567337,-0.13960962,0.071853526,-0.012050013,-0.03397296,0.10348425,-0.088906564
BACH2,-1.0649251,0.018717429,-0.9902002,-0.41192192,-0.7696596,-0.17793664,-1.0785518,-0.5579324,-0.1525836,-0.3643965,-1.0333449,-1.0987006,-1.1066467,-0.023004146,-1.0319217,-0.4536435,-0.81138116,-0.21965823,-1.1202734,-0.59965396,-0.19430518,-0.4061181,-1.0750664,-1.1404222
CAP2,-0.7298749,-0.10690389,0.12448985,-0.2615866,-0.0828992,-0.4981412,-0.062126327,0.24842446,-0.4342476,-0.41060898,-0.05429113,0.26013443,0.06071663,0.6836876,0.9150814,0.52900493,0.7076923,0.29245034,0.7284652,1.039016,0.35634392,0.37998256,0.7363004,1.0507259
ZNF451,-0.044285644,-0.461846,0.49644956,-0.39055067,-0.08347219,-0.18207799,-0.24053642,0.07027521,-0.08862788,0.26107034,-0.1374352,0.12076743,-0.055037685,-0.47259805,0.4856975,-0.40130273,-0.09422424,-0.19283003,-0.25128847,0.05952317,-0.09937993,0.2503183,-0.14818723,0.110015385
BAG2,-0.40525535,-0.44973427,-0.19964106,-0.54504067,-0.3761059,-0.09626085,-0.3638141,-0.17984459,-0.6257836,-0.33267996,0.09611743,-0.11317084,-0.39015847,-0.4346374,-0.18454419,-0.5299438,-0.36100903,-0.08116398,-0.3487172,-0.16474771,-0.6106868,-0.31758308,0.1112143,-0.09807397
RAB23,-0.91102475,-1.2370238,-0.9630374,-0.91403675,-1.205686,-1.1939199,-0.7002162,-1.4773917,-1.6418375,-0.839923,-0.56360126,-0.86241263,-0.9128582,-1.2388573,-0.9648708,-0.9158702,-1.2075194,-1.1957533,-0.7020496,-1.4792252,-1.6436709,-0.84175646,-0.5654347,-0.8642461
GPR63,-0.7984621,-1.1487728,-0.8748659,-0.780856,-0.75604606,-0.9186906,-0.79195434,-0.7638914,-1.033333,-1.1282763,-1.208882,-0.99783343,-0.87578744,-1.2260982,-0.95219123,-0.85818136,-0.8333714,-0.99601597,-0.8692797,-0.84121674,-1.1106583,-1.2056017,-1.2862073,-1.0751587
FBXL4,0.01706343,0.088000394,0.42454222,0.155478,0.08159873,0.15338126,-0.38108295,0.30358297,-0.32983303,0.30836684,0.24080078,0.31751853,-0.028034603,0.04290236,0.37944418,0.110379964,0.036500696,0.10828322,-0.426181,0.25848493,-0.37493107,0.2632688,0.19570275,0.2724205
CCNC,0.040053707,0.19532369,0.12431914,0.06370386,-0.0019444184,0.23576945,-0.10920665,0.15349981,-0.09197139,0.25140822,0.42585894,0.38823974,-0.038413946,0.11685604,0.04585149,-0.014763795,-0.08041207,0.1573018,-0.1876743,0.07503216,-0.17043903,0.17294057,0.3473913,0.30977207
E2F3,-0.6824907,-0.55073386,-0.1590605,-0.6134552,-0.676565,-0.54335225,-0.42980164,-0.6012203,-0.78348124,-0.21484599,0.045872748,-0.42113632,-0.64045745,-0.5087006,-0.11702725,-0.5714219,-0.63453174,-0.501319,-0.3877684,-0.55918705,-0.741448,-0.17281274,0.08790599,-0.37910306
PTP4A1,0.56897944,0.48445702,0.5768086,0.78280276,0.40968335,0.55683696,-0.08546741,0.21773703,0.5813015,0.6541717,0.7089435,0.37379044,0.58452463,0.5000022,0.59235376,0.79834795,0.42522854,0.57238215,-0.06992222,0.23328222,0.5968467,0.6697169,0.7244887,0.38933563
SIM1,0.095254384,-0.12032293,0.107129686,0.12788785,1.6690044,-0.03900947,-0.2733464,0.18990293,-0.22173315,2.3391826,0.22926226,0.38964102,0.12462255,-0.09095476,0.13649786,0.15725602,1.6983726,-0.009641299,-0.24397822,0.21927111,-0.19236498,2.3685508,0.25863042,0.41900918
ASCC3,-0.45194206,-0.45211002,-0.39206713,-0.41433406,-0.15160635,-0.6519703,-0.44362167,-0.64872676,-0.59106314,-0.4734942,-0.3437014,-0.38451388,-0.5052163,-0.50538427,-0.4453414,-0.46760833,-0.20488061,-0.7052446,-0.4968959,-0.70200104,-0.6443374,-0.52676845,-0.39697564,-0.43778813
BVES,-1.4096755,-1.6621038,-1.2562895,-1.4064059,-1.6000134,-1.4617988,-0.7751136,-1.1001396,-1.6394887,-1.6474761,-1.1165574,-1.3531598,-0.89713115,-1.1495595,-0.74374515,-0.8938616,-1.0874691,-0.94925445,-0.26256925,-0.5875953,-1.1269443,-1.1349318,-0.604013,-0.84061545
MED23,-0.08514848,-0.7176647,-0.16908136,-0.26128078,-0.47914594,-0.15655354,-0.26609373,-0.40445223,-0.48927075,-0.111380175,-0.22381663,-0.06395672,-0.10257287,-0.7350891,-0.18650575,-0.27870518,-0.49657035,-0.17397793,-0.28351814,-0.42187664,-0.50669515,-0.12880456,-0.24124102,-0.08138111
WASF1,-0.7620117,-0.087305225,-0.23614565,-0.27999282,-0.12585391,-0.61333823,-0.28183284,-0.16966432,-0.6573343,-0.08043627,-0.24508624,-0.2851886,-0.8945403,-0.21983382,-0.36867422,-0.41252142,-0.2583825,-0.74586684,-0.41436142,-0.30219293,-0.78986293,-0.21296486,-0.37761483,-0.41771716
GPLD1,1.0380048,1.5048734,1.7820181,1.3099867,1.8623883,1.1425698,1.1752981,1.8986998,1.0999681,1.5639422,1.4413185,1.9405837,1.0932792,1.5601479,1.8372926,1.3652612,1.9176627,1.1978443,1.2305726,1.9539742,1.1552426,1.6192167,1.496593,1.9958582
ALDH5A1,0.56464255,0.8944114,1.1564492,0.88478476,0.8726145,0.5678475,0.4878557,1.1093692,0.7596564,0.8544867,0.6778289,1.1377167,0.63398606,0.9637549,1.2257926,0.95412827,0.941958,0.637191,0.5571992,1.1787126,0.82899994,0.9238302,0.7471724,1.2070601
CRYBG1,-0.036150645,0.37589332,0.40597454,-0.17123988,0.14249684,-0.32881483,0.14564672,0.2143767,-0.4289493,0.25413048,0.50031054,0.37148985,0.06406468,0.47610864,0.5061899,-0.07102456,0.24271217,-0.22859952,0.24586204,0.31459203,-0.32873398,0.3543458,0.60052586,0.47170517
VNN1,0.88135535,0.7880275,0.8268031,0.9512084,0.7857998,0.88780814,0.37662357,0.82514447,0.8720518,0.6720466,0.8300371,0.9119832,0.72005206,0.62672424,0.6654998,0.78990513,0.6244965,0.72650486,0.21532027,0.6638412,0.7107485,0.5107433,0.66873384,0.7506799
VNN2,0.7219023,0.39649796,0.56284165,0.55436164,0.60386735,1.0023938,0.56808466,0.3552544,0.33784637,0.84450996,0.6885836,0.4177421,0.7053225,0.37991816,0.54626185,0.53778183,0.58728755,0.98581403,0.55150485,0.3386746,0.32126656,0.82793015,0.6720038,0.4011623
ACOT13,0.49452764,0.18327829,0.21691062,0.5318784,0.5414075,0.4865783,0.36670268,0.48269868,0.60797536,0.60935336,0.28882432,0.45065922,0.39146352,0.080214165,0.11384649,0.4288143,0.4383434,0.38351417,0.26363856,0.37963456,0.50491124,0.50628924,0.1857602,0.3475951
SMAP1,-0.2976782,-0.34438053,-0.33890808,-0.37162465,-0.19164196,-0.31305274,-0.22582094,-0.13939598,-0.45109305,-0.10308489,0.062076487,-0.08021056,-0.3013734,-0.34807572,-0.34260327,-0.37531984,-0.19533715,-0.31674793,-0.22951613,-0.14309117,-0.45478824,-0.106780075,0.058381304,-0.08390574
RPS12,-0.26694962,-0.5235818,-0.57512367,-0.3101639,-0.4950461,-0.27761558,-0.4166096,-0.3189428,-0.30867797,-0.56070715,-0.47482908,-0.5543973,-0.29903606,-0.55566823,-0.6072101,-0.34225032,-0.5271325,-0.309702,-0.44869602,-0.35102922,-0.3407644,-0.5927936,-0.5069155,-0.5864837
C6orf62,-0.07978407,-0.086765796,0.04855238,-0.20322469,-0.07118562,-0.22489028,0.084600344,-0.16082406,-0.2945419,-0.17277105,0.14041635,-0.029039321,-0.09833434,-0.105316065,0.030002112,-0.22177495,-0.08973589,-0.24344054,0.066050075,-0.17937432,-0.31309217,-0.19132131,0.121866085,-0.04758959
GMNN,-0.34517965,-0.18949582,-0.25551823,-0.49667758,0.14966485,-0.060940664,-0.29517925,-0.30959937,-0.46538118,0.052321877,0.37953258,-0.05248275,-0.37315178,-0.21746795,-0.28349036,-0.5246497,0.121692725,-0.08891279,-0.32315138,-0.3375715,-0.4933533,0.024349751,0.35156044,-0.08045488
EYA4,-0.8974908,-0.9704338,-0.9009405,-0.6660774,-0.71566737,-0.56931514,-0.8190668,-0.94415075,-1.0583026,-0.62814426,-0.7921525,-0.8747905,-0.32218796,-0.39513093,-0.32563764,-0.090774536,-0.14036453,0.005987704,-0.24376398,-0.3688479,-0.4829998,-0.052841425,-0.21684968,-0.29948765
SOBP,-0.021711772,0.041546468,0.10035781,0.6030725,0.038213257,-0.1044305,-0.5730751,0.40624756,0.40707436,-0.17842731,-0.012339502,0.13800417,0.046573922,0.10983217,0.1686435,0.6713582,0.10649896,-0.0361448,-0.5047894,0.47453326,0.47536007,-0.11014161,0.055946194,0.20628986
SNX3,-0.07046517,-0.09537082,-0.06276134,-0.18488094,-0.19814926,-0.024620814,-0.071471624,-0.13897523,-0.32222137,-0.05762598,0.2668774,-0.23201248,-0.099361956,-0.12426761,-0.091658115,-0.21377772,-0.22704604,-0.053517595,-0.10036841,-0.16787201,-0.35111815,-0.08652276,0.23798063,-0.26090926
SLC17A2,1.9677334,1.4091219,1.5418375,1.8017157,1.4536034,1.9771428,1.4549129,1.1606811,1.815865,1.9516107,1.3976461,1.3308874,1.8938056,1.3351941,1.4679097,1.727788,1.3796756,1.903215,1.3809851,1.0867534,1.7419373,1.8776829,1.3237183,1.2569597
HBS1L,-0.0149495015,-0.3747303,-0.040487964,-0.35999048,0.05340003,-0.06788823,-0.42005265,-0.03322949,-0.62238604,0.23609933,0.0046661445,-0.0694842,0.011734308,-0.34804648,-0.0138041545,-0.33330667,0.08008384,-0.041204423,-0.39336884,-0.0065456796,-0.59570223,0.26278314,0.031349953,-0.04280039
TRIM38,0.08652764,0.03595247,0.03452883,0.071751826,-0.4870614,0.11838068,0.4857992,-0.2685413,0.015081762,-0.20125045,0.0744158,-0.11916863,0.059205025,0.008629857,0.0072062146,0.044429213,-0.51438403,0.09105807,0.45847657,-0.29586393,-0.012240852,-0.22857307,0.04709319,-0.14649124
PEX7,-0.040761247,0.033046372,-0.11666334,-0.3732896,-0.15161876,0.092522904,-0.05254619,-0.028126631,-0.01569947,-0.30144775,0.11513434,0.116545774,-0.041091107,0.032716513,-0.1169932,-0.37361944,-0.15194862,0.092193045,-0.052876048,-0.028456489,-0.016029328,-0.3017776,0.114804484,0.116215914
ZBTB24,-0.44924617,-0.24988896,0.015099844,-0.13085179,-0.5744709,-0.18810354,-0.34420788,-0.46808615,-0.27618653,-0.12107992,0.07139649,-0.05978184,-0.41848552,-0.21912831,0.04586049,-0.100091144,-0.54371023,-0.1573429,-0.31344724,-0.4373255,-0.24542588,-0.090319276,0.10215714,-0.029021192
FIG4,-0.20689131,-0.31338036,-0.23257697,-0.5066288,-0.25326517,-0.3633455,-0.43423426,-0.13014296,-0.4414574,0.09499002,-0.045105185,0.00619215,-0.22740531,-0.33389437,-0.25309098,-0.5271428,-0.27377918,-0.38385952,-0.45474827,-0.15065697,-0.4619714,0.07447602,-0.065619186,-0.014321854
PERP,0.16243285,0.27337423,0.4230305,0.122360095,0.39305997,0.21938734,0.20386475,0.40950084,0.014374928,0.42411423,0.52208304,0.48582286,0.17144299,0.28238437,0.43204063,0.13137025,0.4020701,0.22839749,0.21287489,0.41851097,0.02338507,0.43312436,0.5310932,0.494833
ARFGEF3,-0.23879993,0.14218302,0.20763125,0.122969106,0.09389682,0.25352353,-0.2592164,-0.13405341,-0.14968665,-0.20398058,0.65225047,0.17169619,0.47614992,0.85713285,0.9225811,0.83791894,0.80884665,0.9684734,0.45573345,0.58089644,0.5652632,0.5109693,1.3672004,0.88664603
SLC16A10,0.23723823,0.31210333,0.19142516,0.4352951,0.535872,-0.03068992,-0.4917098,0.54983616,-0.10461566,0.7681458,0.19849302,0.6231984,0.21058735,0.28545246,0.16477428,0.40864423,0.50922114,-0.057340793,-0.5183607,0.5231853,-0.13126653,0.74149495,0.17184214,0.59654754
HECA,-0.26188388,-0.10956943,0.16893882,-0.20605391,0.15848556,-0.04271084,-0.18647681,0.04273025,-0.37343735,0.26144734,0.17552644,0.36744836,-0.18927822,-0.03696376,0.24154449,-0.13344824,0.23109123,0.029894829,-0.11387114,0.11533592,-0.30083168,0.334053,0.24813211,0.44005403
ADGRG6,0.80897903,0.4974376,0.9761392,0.31704354,0.54985136,0.55974734,0.19565943,0.84960103,0.37608862,0.96443003,0.7046844,1.1111563,0.7996659,0.4881245,0.9668261,0.30773044,0.54053825,0.55043423,0.18634632,0.8402879,0.3667755,0.9551169,0.69537127,1.1018432
PHACTR2,-0.591888,-0.78497267,-0.3114282,-0.40737912,-0.74524856,-0.8626025,-0.5560983,-0.6406849,-0.3553004,-0.78758436,-0.557886,-0.6620935,-0.63143575,-0.8245204,-0.35097596,-0.4469269,-0.7847963,-0.9021502,-0.595646,-0.68023264,-0.39484817,-0.8271321,-0.59743375,-0.70164126
EPM2A,0.055078827,-0.19231783,0.064035505,0.25769973,0.06344913,-0.06712632,0.35897684,0.3761927,-0.32074216,-0.248722,-0.12174359,-0.16032046,0.2464346,-0.00096206367,0.25539127,0.4490555,0.2548049,0.124229446,0.5503326,0.56754845,-0.1293864,-0.057366237,0.069612175,0.031035304
UNC93A,-0.24533108,1.1893755,1.0483272,0.4369134,0.32659933,0.693753,0.63857895,1.3512377,0.45351303,-0.53100264,1.5086362,1.201554,-0.21233597,1.2223706,1.0813223,0.4699085,0.35959443,0.7267481,0.67157406,1.3842328,0.48650813,-0.49800754,1.5416313,1.234549
PACRG,0.44248298,0.22098152,0.12771453,-0.41155618,-0.022565247,0.20720159,-0.06268413,0.20011722,0.098099016,-0.015865985,0.23384829,0.613734,0.3432334,0.12173196,0.028464966,-0.5108057,-0.12181481,0.10795202,-0.16193369,0.10086765,-0.0011505485,-0.11511555,0.13459873,0.51448447
QKI,-0.108712584,-0.3002969,-0.009461915,-0.16595529,-0.27104676,-0.18226925,-0.25422105,0.01434218,-0.45096177,0.19253413,0.070119575,-0.0019860035,0.06700809,-0.124576226,0.16625877,0.009765387,-0.09532608,-0.0065485686,-0.078500375,0.19006285,-0.27524108,0.3682548,0.24584025,0.17373468
PDE10A,-0.72645074,0.0070222556,0.05690443,-0.8373337,0.91102874,-0.6194293,0.9236854,0.035832543,0.18828449,0.5072231,1.2662009,0.70445955,-0.7160928,0.017380154,0.06726233,-0.82697576,0.92138666,-0.6090714,0.9340433,0.04619044,0.19864239,0.51758105,1.2765588,0.71481746
TFEB,-0.47164354,-0.38658053,0.035045113,-0.29082835,-0.43593463,-0.3741515,0.328326,-0.33999023,-0.59994406,-0.7605655,-0.76313365,-0.5591192,-0.32483065,-0.23976763,0.18185802,-0.14401545,-0.28912175,-0.2273386,0.4751389,-0.19317733,-0.45313114,-0.6137526,-0.6163207,-0.4123063
CCND3,-0.6440338,-0.89101934,-0.6291669,-0.73472863,-0.6492682,-0.53815526,-0.37603027,-0.6418303,-0.9273478,-0.6924848,-0.62605166,-0.76506275,-0.6049278,-0.85191333,-0.5900609,-0.6956226,-0.6101622,-0.49904922,-0.33692423,-0.6027243,-0.88824177,-0.6533788,-0.58694565,-0.72595674
BYSL,-0.48511988,0.0053056283,-0.33298418,-0.30796584,-0.25854883,-0.2647615,0.07520556,-0.2071204,-0.69415206,-0.08929287,0.068705484,-0.27753183,-0.45946255,0.030962966,-0.30732685,-0.28230852,-0.23289149,-0.23910417,0.1008629,-0.18146306,-0.6684947,-0.06363553,0.094362825,-0.2518745
TBP,-0.3302011,-0.36980405,-0.14070743,-0.37980312,-0.27090782,-0.25633627,-0.022170627,-0.29375458,-0.5019491,-0.41073653,-0.32987157,-0.023039795,-0.3572916,-0.39689457,-0.16779795,-0.40689364,-0.29799834,-0.2834268,-0.04926114,-0.3208451,-0.52903956,-0.43782705,-0.35696208,-0.050130308
BICRAL,-0.12371206,0.08331828,0.36156517,0.10332516,0.067953676,-0.27742085,-0.17324004,0.101103716,-0.00051513675,0.0039739935,0.1361472,0.2712019,-0.050727136,0.1563032,0.4345501,0.17631009,0.14093861,-0.20443591,-0.10025511,0.17408864,0.07246979,0.07695892,0.20913213,0.34418684
PPP2R5D,-0.7026207,-0.31159124,-0.074298345,-0.39296544,-0.24553509,-0.42013773,-0.14208384,-0.26261723,-0.5859604,-0.4565201,-0.14101267,-0.16096681,-0.7289363,-0.33790687,-0.10061398,-0.41928107,-0.27185073,-0.44645336,-0.16839948,-0.28893286,-0.612276,-0.48283574,-0.16732831,-0.18728246
MRPL2,0.0016586704,-0.050864503,-0.019078724,0.12819076,0.3735944,0.018406982,0.07640391,0.2894575,0.16639851,0.12963693,0.19857438,0.013609793,-0.0078945225,-0.060417697,-0.028631918,0.11863756,0.3640412,0.0088537885,0.066850714,0.2799043,0.15684532,0.120083734,0.18902119,0.0040566
PTK7,-2.5080984,-3.1969016,-2.8223622,-2.1000865,-2.6184454,-2.1003623,-1.7233877,-3.051022,-2.7983103,-3.1774833,-3.0594864,-2.937486,-2.5571089,-3.245912,-2.8713727,-2.149097,-2.667456,-2.1493728,-1.7723982,-3.1000326,-2.8473208,-3.2264938,-3.108497,-2.9864964
SRF,-0.5484835,-0.58864796,-0.28809598,-0.42996112,-0.42126068,-0.43413356,-0.2857782,-0.30782032,-0.5414927,-0.6478977,-0.5960555,-0.5522986,-0.45380488,-0.49396935,-0.19341737,-0.3352825,-0.32658207,-0.33945495,-0.19109958,-0.21314171,-0.4468141,-0.5532191,-0.50137687,-0.45762
CUL9,-0.3593159,0.26840207,0.011247991,-0.4293919,0.10606097,0.1330332,0.21760379,-0.12148226,0.00978184,-0.6269326,-0.024791537,0.14877908,-0.3927295,0.23498848,-0.022165602,-0.46280548,0.07264738,0.09961961,0.1841902,-0.15489586,-0.023631752,-0.6603462,-0.058205128,0.11536549
DNPH1,0.31011292,0.4994267,0.5021267,0.35123318,0.61576056,0.3451097,0.34792385,0.7721938,0.58076364,0.10673831,0.13101023,0.21009855,0.26805958,0.45737335,0.46007335,0.30917984,0.5737072,0.30305636,0.3058705,0.73014045,0.5387103,0.064684965,0.08895689,0.16804521
DUSP22,0.34048998,-0.033085193,0.09655321,0.3444782,0.013914206,0.41102532,-0.14599515,-0.063417695,0.2235555,0.07080594,0.111727625,-0.14650525,0.3748274,0.0012522489,0.13089065,0.37881562,0.048251648,0.44536275,-0.11165771,-0.029080253,0.25789294,0.10514338,0.14606507,-0.112167805
EXOC2,-0.2167819,-0.18815744,-0.04570466,-0.52705544,-0.38719663,-0.30795273,-0.13403921,-0.21863367,-0.5721727,-0.1160965,-0.17706679,-0.19840415,-0.2289021,-0.20027764,-0.057824858,-0.5391756,-0.39931682,-0.32007292,-0.14615941,-0.23075387,-0.5842929,-0.1282167,-0.18918699,-0.21052435
COX7A2,-0.1593447,-0.39695618,-0.19501112,-0.20670515,-0.13896435,0.0550309,-0.1871541,-0.0168981,-0.082010254,-0.3659141,-0.16645743,-0.16930579,-0.24937375,-0.4869852,-0.28504017,-0.2967342,-0.2289934,-0.034998145,-0.27718315,-0.10692714,-0.1720393,-0.45594317,-0.25648648,-0.25933483
TMEM30A,-0.46416983,-0.4309222,-0.0746453,-0.43559942,-0.30813068,-0.43435854,-0.48976734,-0.3496852,-0.6893145,-0.07371272,-0.13420752,-0.13208562,-0.5301415,-0.49689388,-0.14061695,-0.50157106,-0.37410235,-0.5003302,-0.555739,-0.41565686,-0.75528616,-0.13968438,-0.20017917,-0.19805728
GMDS,-0.44864935,-0.4438655,-0.1391885,-0.4652521,-0.050874814,-0.17383057,-0.40534264,-0.3237765,-0.48859796,-0.18979661,-0.06303552,-0.38981503,-0.56762874,-0.56284493,-0.25816792,-0.5842315,-0.16985422,-0.29280996,-0.52432203,-0.44275594,-0.6075774,-0.30877602,-0.18201493,-0.5087944
SENP6,-0.19999929,-0.14768976,0.07060228,-0.28641644,-0.19422208,-0.45043722,-0.28776482,-0.003172644,-0.44219938,0.114172526,0.04872514,0.1404128,-0.15712684,-0.104817316,0.11347473,-0.243544,-0.15134963,-0.4075648,-0.24489237,0.039699797,-0.39932695,0.15704496,0.09159758,0.18328524
VEGFA,-0.29320097,-0.4287117,-0.07798841,-0.32629168,-0.32635105,-0.13895892,-0.21781044,-0.23745225,-0.22722378,-0.33914414,-0.30780405,-0.22825573,-0.293407,-0.42891774,-0.07819444,-0.3264977,-0.32655707,-0.13916495,-0.21801648,-0.23765829,-0.22742982,-0.33935016,-0.30801007,-0.22846177
PRPF4B,-0.06311804,-0.32862046,-0.019553935,-0.46000358,-0.33121094,-0.18371472,-0.136969,-0.20515218,-0.22213462,0.058103457,-0.16333432,-0.09443824,-0.051317856,-0.3168203,-0.0077537512,-0.4482034,-0.31941077,-0.17191453,-0.12516882,-0.193352,-0.21033444,0.06990364,-0.15153414,-0.082638055
TTK,-0.58234006,-0.9537895,-0.82738453,-0.4244265,-0.6146216,-0.8144411,-0.689382,-0.3341484,-0.5250984,-0.75312173,-0.5853099,-0.8243581,-0.58641285,-0.95786226,-0.8314573,-0.42849925,-0.61869437,-0.8185139,-0.6934548,-0.33822116,-0.52917117,-0.7571945,-0.5893827,-0.8284309
SLC29A1,-0.13382433,-0.25457203,-0.14914651,-0.26011834,-0.2785324,-0.10844389,-0.21040782,-0.19841869,-0.31019804,-0.4568785,-0.56837183,-0.39336628,-0.15783316,-0.27858084,-0.17315534,-0.28412718,-0.3025412,-0.13245273,-0.23441665,-0.22242752,-0.33420688,-0.48088735,-0.59238064,-0.4173751
BTN2A1,-0.7750057,-0.9782652,-0.5709031,-0.64993364,-0.5345872,-0.48856467,-0.39027286,-0.61515707,-0.60558075,-0.7749384,-0.5574823,-0.45794573,-0.7401148,-0.94337434,-0.53601223,-0.61504275,-0.4996963,-0.45367378,-0.35538197,-0.5802662,-0.57068986,-0.7400475,-0.5225914,-0.4230548
LAMA4,-0.9503873,-1.4242234,-1.519696,-1.4790741,-1.074242,-1.6111125,-0.64347506,-1.2594357,-1.6542139,-1.334066,-1.034155,-1.291773,-0.8434049,-1.3172411,-1.4127136,-1.3720918,-0.96725965,-1.5041301,-0.5364927,-1.1524533,-1.5472316,-1.2270837,-0.92717266,-1.1847906
TENT5A,0.10103219,0.053071585,0.46115664,-0.071169056,0.12876795,-0.059326604,0.10329405,0.2803508,0.03411161,0.05341374,0.324572,0.36349875,0.0034091473,-0.04455146,0.3635336,-0.1687921,0.03114491,-0.15694964,0.0056710094,0.18272775,-0.06351143,-0.0442093,0.22694895,0.2658757
FBRSL1,-0.5356772,0.57819897,0.23485678,-0.109783925,-0.040302277,0.28098023,0.11433806,0.4583449,0.0027907472,-0.2702036,0.5353667,0.7495727,-0.43214935,0.6817268,0.33838463,-0.006256081,0.06322557,0.38450807,0.21786591,0.5618727,0.10631859,-0.16667575,0.63889456,0.85310054
ENPP5,-0.124034576,-0.07641974,-0.07402052,-0.4455851,-0.11916798,-0.08278962,-0.087325215,-0.26647973,-0.75251937,-0.33361495,0.21113187,-0.06227275,0.19803876,0.2456536,0.24805282,-0.12351176,0.20290536,0.23928371,0.23474813,0.05559361,-0.43044603,-0.011541605,0.5332052,0.25980058
LY86,0.18674117,-0.08762905,-0.20538302,-0.42515674,-0.57766134,-0.302021,-0.5172802,0.06999562,-0.32417372,0.21013263,-0.35129026,-0.5809857,0.13786897,-0.13650125,-0.25425524,-0.47402894,-0.6265335,-0.3508932,-0.56615245,0.021123417,-0.37304592,0.16126043,-0.40016246,-0.6298579
ERBIN,-0.05671963,-0.03210929,-0.06982581,-0.27040505,-0.32715008,-0.14626567,-0.5004316,-0.24940158,-0.21307577,0.065539315,0.17347349,-0.094203934,-0.075465605,-0.050855268,-0.08857179,-0.28915104,-0.34589607,-0.16501164,-0.51917756,-0.26814756,-0.23182175,0.046793338,0.15472752,-0.11294991
HARS2,-0.09069552,-0.089329004,-0.057674136,-0.2349678,0.0028791742,-0.038231123,-0.11652138,0.1270008,-0.14610212,-0.05696419,0.11790886,0.1700366,-0.041860763,-0.040494245,-0.008839376,-0.18613304,0.051713932,0.0106036365,-0.06768662,0.17583555,-0.09726736,-0.008129429,0.16674362,0.21887136
NUDT12,0.35364595,0.39761588,0.48774177,0.26376063,0.35388932,0.60882324,0.065701604,0.44894132,0.2628911,0.6878717,0.7342624,0.6751384,0.24520586,0.2891758,0.37930167,0.15532054,0.24544923,0.50038314,-0.042738482,0.34050125,0.15445103,0.5794316,0.6258223,0.5666983
