,control0,control1,control2,control3,control4,control5,control6,control7,control8,control9,control10,control11,perturbed0,perturbed1,perturbed2,perturbed3,perturbed4,perturbed5,perturbed6,perturbed7,perturbed8,perturbed9,perturbed10,perturbed11
TSPAN6,-0.42301702,-0.5268252,-0.25648126,-0.26840678,0.27255222,-0.30105883,-0.5794502,-0.31776527,-0.48123047,0.093268596,-0.079814136,-0.18941511,-0.5029644,-0.60677254,-0.33642858,-0.3483541,0.19260488,-0.38100618,-0.65939754,-0.3977126,-0.5611778,0.013321258,-0.15976147,-0.26936245
DPM1,0.1664782,-0.02334833,0.087443665,0.040466584,-0.2590108,0.009523844,-0.012099782,-0.029822864,-0.17557499,0.19795452,0.23616146,0.15790899,0.108774334,-0.0810522,0.029739797,-0.017237283,-0.31671464,-0.04818002,-0.06980365,-0.08752673,-0.23327886,0.14025065,0.17845759,0.10020512
SCYL3,0.27694666,0.19230899,0.21814337,-0.1621951,0.25260112,0.12069144,0.29219142,0.015657486,-0.0011014261,0.26776257,0.44709772,0.43889335,0.2882934,0.20365572,0.2294901,-0.15084837,0.26394784,0.13203816,0.30353814,0.027004208,0.010245296,0.2791093,0.45844445,0.45024008
C1orf112,0.0072265444,-0.5758265,0.5504894,-0.119703025,0.23036109,-0.2346058,-0.5262742,-0.29263672,-0.47356227,-0.5746171,0.5092059,-0.14736326,0.025022868,-0.5580302,0.56828576,-0.1019067,0.24815741,-0.21680948,-0.50847787,-0.2748404,-0.45576596,-0.55682075,0.5270022,-0.12956694
FGR,0.29490614,-0.70415795,-0.8452974,-1.1484231,-1.1484632,-0.2587831,-0.4314714,-0.59177727,-0.60895246,0.7423226,-0.4809367,-1.0297219,0.21217063,-0.7868935,-0.92803293,-1.2311586,-1.2311988,-0.3415186,-0.51420695,-0.6745128,-0.691688,0.6595871,-0.56367224,-1.1124574
CFH,0.98860383,0.7263535,0.81489956,0.9455197,0.8906363,0.9217198,0.6377765,0.4906725,0.8099634,1.0385718,0.8286908,0.77207613,1.0095913,0.747341,0.835887,0.96650714,0.9116238,0.94270724,0.65876395,0.51166,0.83095086,1.0595593,0.8496783,0.7930636
FUCA2,-0.46984458,-0.03422504,-0.08555553,-0.17375495,0.074713536,-0.13621676,0.100962736,-0.021020817,-0.27825758,-0.29888627,0.364404,0.028127864,-0.5175688,-0.081949264,-0.13327976,-0.22147916,0.026989315,-0.18394098,0.053238515,-0.06874504,-0.3259818,-0.3466105,0.31667978,-0.019596357
GCLC,0.39348307,0.5560169,0.55226946,0.45704833,0.37470996,0.34636605,0.3775577,0.64661133,0.38596952,0.47614428,0.64747846,0.6756521,0.2822478,0.44478166,0.4410342,0.34581307,0.2634747,0.23513079,0.26632243,0.5353761,0.27473426,0.36490902,0.5362432,0.5644168
NFYA,-0.28858238,-0.17957108,-0.09730535,-0.10897685,-0.3019728,-0.32622197,-0.30843207,-0.18151958,-0.4016088,-0.14069018,0.08026025,0.1256041,-0.30615437,-0.19714306,-0.114877336,-0.12654883,-0.3195448,-0.34379396,-0.32600406,-0.19909157,-0.41918078,-0.15826216,0.06268826,0.10803211
STPG1,-0.68992287,-0.6659047,-0.12137723,-0.25467554,0.08900636,-0.5868166,-0.07648085,-0.19034246,-0.618154,-0.42921323,-0.11324155,-0.38733172,-0.7181007,-0.69408256,-0.14955509,-0.2828534,0.060828507,-0.61499447,-0.1046587,-0.21852031,-0.64633185,-0.45739108,-0.14141941,-0.41550958
NIPAL3,-0.5657524,-0.47616968,-0.21132562,-0.42489406,-0.58084005,-0.5887331,-0.2656794,-0.39966416,-0.725928,-0.5535634,-0.28255066,-0.23903498,-0.6242576,-0.5346749,-0.26983085,-0.4833993,-0.6393453,-0.6472383,-0.32418463,-0.4581694,-0.78443325,-0.61206865,-0.3410559,-0.29754022
LAS1L,-0.19010536,-0.056250814,-0.07957087,-0.1735639,-0.21211353,0.046786517,-0.030775033,-0.028340707,-0.09087227,-0.2844263,-0.07014523,-0.14634556,-0.22056933,-0.08671478,-0.11003484,-0.20402786,-0.2425775,0.01632255,-0.061239,-0.058804676,-0.12133624,-0.31489027,-0.1006092,-0.17680952
ENPP4,0.5238904,0.31190658,0.4185246,0.484893,0.20817116,0.44563586,0.13894966,0.21857423,0.06451704,0.4372543,0.6762368,0.32524094,0.6928561,0.48087227,0.58749026,0.65385866,0.37713683,0.61460155,0.30791533,0.38753992,0.23348272,0.60622,0.8452025,0.4942066
SEMA3F,-0.85696644,-1.2603722,-0.9606597,-0.83848196,-1.225932,-0.7435169,-0.55201054,-1.2457544,-1.4689541,-1.4520757,-1.1458699,-1.095418,-1.0659099,-1.4693155,-1.1696031,-1.0474254,-1.4348754,-0.9524603,-0.7609539,-1.4546977,-1.6778975,-1.6610191,-1.3548132,-1.3043613
CFTR,-0.92258406,-0.52837896,0.72360086,0.72786134,-0.23431495,-1.0086787,-0.57968396,-0.27487075,-0.7770713,-0.8670399,-0.39701763,-0.9205794,-0.8752061,-0.481001,0.7709788,0.77523935,-0.18693697,-0.96130073,-0.53230596,-0.22749278,-0.7296933,-0.819662,-0.34963965,-0.8732014
ANKIB1,-0.2886586,-0.5023155,0.014480678,-0.4402916,-0.3078353,-0.3608182,-0.19819614,-0.18294564,-0.47327778,-0.18852691,-0.14784877,-0.13957347,-0.31544477,-0.5291017,-0.012305507,-0.4670778,-0.3346215,-0.3876044,-0.22498232,-0.20973182,-0.50006396,-0.2153131,-0.17463496,-0.16635966
CYP51A1,0.6935513,0.87509286,0.97746855,0.61346704,0.8472151,0.581866,0.5567063,0.96929574,0.6315126,1.2650037,0.89022446,1.1586516,0.51199627,0.69353783,0.7959135,0.431912,0.6656601,0.400311,0.37515128,0.7877407,0.44995755,1.0834486,0.7086694,0.97709656
KRIT1,-0.16731167,-0.3408005,-0.11474876,0.05880471,-0.19972298,0.044263136,-0.2602766,-0.24797744,-0.1127794,0.017601887,-0.07609309,0.4439105,-0.17696983,-0.35045865,-0.12440692,0.049146548,-0.20938113,0.034604974,-0.26993474,-0.2576356,-0.12243756,0.007943727,-0.08575125,0.43425235
RAD52,-0.016255034,0.04508153,0.43461037,-0.860959,-0.55510926,-0.23473977,-0.34861493,0.113949396,-0.35622206,0.26020217,-0.6236495,0.038099222,0.08678602,0.14812258,0.5376514,-0.75791794,-0.4520682,-0.13169871,-0.24557388,0.21699044,-0.253181,0.36324322,-0.5206084,0.14114028
BAD,0.27168798,-0.071682885,-0.045194387,-0.057342988,0.33320957,0.1759672,0.09649334,0.3518798,0.13856746,0.028921204,-0.25693518,-0.09196377,0.2199757,-0.123395175,-0.09690668,-0.10905528,0.2814973,0.12425491,0.04478105,0.3001675,0.08685517,-0.022791086,-0.30864745,-0.14367606
LAP3,0.8495905,0.29528219,0.29448676,0.5832476,0.55047953,0.74590904,1.4282287,0.32304454,0.5811009,0.57248724,0.35556793,0.36397007,0.80976635,0.25545806,0.25466263,0.5434235,0.5106554,0.7060849,1.3884046,0.2832204,0.54127675,0.5326631,0.3157438,0.32414594
CD99,-0.2387518,-0.27734137,0.040036935,-0.20375265,-0.010237668,-0.14670223,0.043946587,-0.0288514,-0.19941348,-0.21639152,-0.09596099,0.054210898,-0.30767894,-0.3462685,-0.028890196,-0.27267978,-0.0791648,-0.21562937,-0.024980545,-0.09777853,-0.26834062,-0.28531864,-0.16488811,-0.014716234
HS3ST1,-0.100237645,0.38056776,0.32358292,-0.2535901,-0.3565879,-0.17264102,-0.10748125,-0.37719333,-0.5041006,0.0561332,0.42088926,0.29486585,0.0112329945,0.4920384,0.43505356,-0.14211947,-0.24511725,-0.061170384,0.003989391,-0.2657227,-0.39262998,0.16760384,0.5323599,0.4063365
HECW1,-1.745003,-1.7261673,-1.6583488,-0.042948764,-1.6561729,-1.5281662,-0.63148814,-1.6310514,-1.7068391,-1.7225429,-1.754443,-1.3893822,-1.7965934,-1.7777576,-1.7099392,-0.09453915,-1.7077632,-1.5797565,-0.6830785,-1.6826417,-1.7584295,-1.7741332,-1.8060334,-1.4409726
MAD1L1,0.5566683,0.9362182,1.134752,0.8482872,0.9579006,0.27392247,0.80974686,1.2105238,0.8610471,0.2194793,0.081947654,0.78962374,0.5855137,0.96506363,1.1635975,0.87713265,0.986746,0.30276793,0.8385923,1.2393693,0.8898925,0.24832474,0.1107931,0.81846917
LASP1,-0.5332088,-0.43808934,-0.34121054,-0.29061857,-0.26367787,-0.4764689,-0.16628434,-0.38788012,-0.49832818,-0.6415248,-0.19353923,-0.55171543,-0.7106168,-0.6154974,-0.5186186,-0.46802664,-0.44108593,-0.65387696,-0.3436924,-0.5652882,-0.67573625,-0.81893283,-0.3709473,-0.7291235
SNX11,-0.14762716,-0.20589265,-0.13290273,-0.44441462,-0.43336484,-0.15684092,0.15450276,-0.2328076,-0.5290778,-0.34481627,0.19944781,-0.29723772,-0.18085021,-0.2391157,-0.16612577,-0.47763768,-0.4665879,-0.19006397,0.12127972,-0.26603067,-0.56230086,-0.37803933,0.16622476,-0.3304608
TMEM176A,0.6008504,0.39332566,0.3911081,0.60287744,0.876314,0.5868466,0.58969235,0.4647172,0.70863354,0.59121746,0.25050196,0.37253797,0.47299516,0.2654704,0.26325285,0.4750222,0.74845874,0.45899135,0.4618371,0.33686197,0.5807783,0.46336222,0.122646704,0.24468271
M6PR,-0.3527541,-0.6980883,-0.3687652,-0.555746,-0.67880607,-0.369149,-0.55728066,-0.34575692,-0.7410632,-0.5301149,-0.3910831,-0.51179516,-0.4736546,-0.8189888,-0.48966572,-0.67664653,-0.7997066,-0.4900495,-0.6781812,-0.46665743,-0.8619637,-0.6510154,-0.5119836,-0.6326957
KLHL13,1.4616765,1.4039805,1.5193998,1.763008,1.667898,1.2943833,1.2691356,1.4375136,1.405253,1.9270207,1.1494497,1.5009578,1.5227818,1.4650859,1.5805051,1.8241134,1.7290034,1.3554887,1.330241,1.498619,1.4663584,1.988126,1.2105551,1.5620632
ICA1,0.026984196,-0.07852941,-0.035614047,0.2821866,-0.17582016,-0.21206117,0.6057892,0.04220825,0.01945834,-0.18603458,-0.15862304,-0.2136609,0.01618002,-0.08933359,-0.046418224,0.27138242,-0.18662433,-0.22286534,0.594985,0.031404074,0.008654165,-0.19683875,-0.16942722,-0.22446507
DBNDD1,0.23643164,1.1901679,1.0855114,0.59443027,1.0558236,0.6899026,1.2384983,1.3581204,0.733878,0.4826467,1.2409304,1.1081029,0.4541856,1.4079219,1.3032655,0.8121842,1.2735776,0.90765655,1.4562523,1.5758744,0.95163196,0.70040065,1.4586844,1.3258569
ALS2,0.1937388,0.26388142,0.10625671,0.09953776,0.09845351,0.07110136,-0.17726906,0.31337202,0.061624613,0.19377728,0.18195103,0.25543082,0.16506776,0.23521036,0.07758566,0.07086671,0.06978246,0.04243031,-0.2059401,0.28470096,0.032953564,0.16510624,0.15327999,0.22675976
CASP10,-0.05289124,0.18836911,0.46492162,0.27075502,0.23087455,0.052023813,0.2265564,0.44791037,0.38148275,0.07427675,0.512502,0.63943595,0.017909124,0.25916946,0.535722,0.3415554,0.3016749,0.12282418,0.29735678,0.51871073,0.4522831,0.14507711,0.5833024,0.7102363
CFLAR,-0.20082238,-0.41155756,0.24219859,-0.21847361,-0.19286308,-0.11028589,-0.35077336,0.048132315,-0.37411073,-0.17749621,-0.1614374,0.04595007,-0.17327431,-0.38400948,0.26974666,-0.19092554,-0.165315,-0.08273782,-0.3232253,0.07568039,-0.34656265,-0.14994814,-0.13388933,0.073498145
TFPI,0.25378543,0.21268095,0.5275029,0.2986131,0.28498426,0.30223495,0.03519928,0.3300346,0.19436486,0.40431058,0.2576508,0.5829388,0.17023945,0.12913498,0.4439569,0.21506712,0.20143828,0.21868896,-0.048346695,0.24648863,0.110818885,0.3207646,0.17410481,0.4993928
NDUFAF7,-0.38757423,0.02739874,-0.0687343,-0.28533196,-0.09476436,-0.2787411,0.11953325,-0.054524917,-0.3368078,0.03752456,-0.08196091,0.27910414,-0.4180911,-0.0031181201,-0.099251166,-0.31584883,-0.12528121,-0.30925795,0.089016385,-0.08504178,-0.36732465,0.0070076976,-0.11247777,0.24858728
RBM5,-0.36707747,-0.25039214,0.19006167,-0.09585284,-0.23811722,-0.1915644,-0.26870248,-0.022457458,-0.47778404,-0.18410833,-0.36113742,0.12305758,-0.3669913,-0.25030598,0.19014782,-0.095766686,-0.23803107,-0.19147825,-0.26861632,-0.022371307,-0.47769788,-0.18402219,-0.36105126,0.12314373
SLC7A2,1.4317621,0.61520183,1.1245896,0.89136505,0.46373746,1.2145247,0.57394487,0.7645212,0.7412679,1.0623904,0.39307532,0.93899924,1.5098339,0.6932736,1.2026614,0.9694368,0.54180926,1.2925966,0.65201664,0.84259295,0.8193397,1.1404623,0.4711471,1.017071
ARF5,-0.10184276,-0.2824051,-0.091243915,-0.17985602,-0.021482745,-0.043617606,-0.09427611,0.06941834,-0.10574277,-0.19714615,-0.27336916,-0.24563421,-0.15578192,-0.33634427,-0.14518309,-0.23379518,-0.075421914,-0.09755677,-0.14821528,0.0154791735,-0.15968193,-0.2510853,-0.32730833,-0.2995734
SARM1,-0.0942506,-0.1858711,0.2662499,0.015281356,-0.28959098,-0.08712835,0.17143185,0.11410907,-0.031112079,-0.32582185,-0.09254078,-0.18839677,-0.1315811,-0.22320159,0.2289194,-0.022049136,-0.32692146,-0.12445884,0.13410136,0.076778576,-0.06844257,-0.36315233,-0.12987128,-0.22572726
POLDIP2,0.17009683,0.22971608,0.26193783,0.2020631,0.3621248,0.21225606,0.24524535,0.34206867,0.26503286,0.017575603,0.21928121,0.19457489,0.1541119,0.21373115,0.2459529,0.18607818,0.34613988,0.19627114,0.22926043,0.32608375,0.24904794,0.001590684,0.20329629,0.17858997
PLXND1,-1.0375211,-0.91671205,-0.10785724,-0.7535986,-0.2845741,-0.27355585,-0.5420272,-0.2911072,-0.5357046,-0.5400288,-0.8820813,-0.7326037,-1.1672409,-1.0464318,-0.23757699,-0.8833183,-0.41429383,-0.4032756,-0.6717469,-0.42082697,-0.66542435,-0.66974854,-1.011801,-0.86232346
AK2,0.3203606,0.11358005,0.20252955,0.18175444,-0.015053785,0.4039253,0.2005352,0.14513014,0.032492306,0.24332196,0.200135,0.013094686,0.2711923,0.06441177,0.15336126,0.13258615,-0.06422207,0.354757,0.15136692,0.09596186,-0.016675975,0.19415367,0.1509667,-0.036073595
CD38,0.72182935,-0.42635638,-0.34334436,-0.033298574,-0.53737813,-0.048681814,0.15172106,-0.52037513,1.0854096,-0.22642066,-0.58577883,-0.2558619,0.89526325,-0.25292248,-0.16991045,0.14013535,-0.36394423,0.124752104,0.32515496,-0.34694123,1.2588435,-0.05298674,-0.41234493,-0.08242799
FKBP4,-0.080656834,-0.0066298703,0.10376469,-0.23039044,0.36611518,0.103806965,0.19949062,0.32066944,-0.20483759,0.24872361,0.2908409,0.28408396,-0.07817348,-0.0041465145,0.10624804,-0.22790709,0.36859855,0.10629032,0.20197397,0.3231528,-0.20235424,0.25120696,0.29332426,0.28656733
KDM1A,-0.6749592,-0.5021787,-0.30525303,-0.52907073,-0.41873014,-0.5401125,-0.36756948,-0.33839935,-0.6757475,-0.37970015,-0.308437,-0.38461483,-0.66725355,-0.49447307,-0.29754737,-0.5213651,-0.41102448,-0.53240687,-0.35986382,-0.3306937,-0.6680419,-0.3719945,-0.30073133,-0.37690917
RBM6,-0.50371015,-0.24397868,0.36851162,-0.008963268,0.15428396,-0.37465593,-0.016164595,0.003976606,0.26581916,-0.071491554,-0.2548587,0.32029486,-0.5003958,-0.2406643,0.371826,-0.005648895,0.15759833,-0.37134156,-0.012850222,0.007290979,0.26913354,-0.06817718,-0.25154433,0.32360923
CAMKK1,-1.1354755,-0.8877978,-0.9932106,-1.0153519,-0.9550543,-0.8821492,-0.8289183,-1.0924349,-0.97177494,-0.8349729,-1.1103355,-1.0015866,-1.1679325,-0.9202548,-1.0256677,-1.0478089,-0.98751134,-0.9146063,-0.86137533,-1.1248919,-1.0042319,-0.86743,-1.1427925,-1.0340436
RECQL,-0.32703394,-0.702083,-0.21403457,-0.41505277,-0.5013836,-0.31662902,-0.6161548,-0.48869058,-0.8873895,-0.1608914,-0.1493899,-0.32996243,-0.26702353,-0.64207256,-0.15402417,-0.35504237,-0.4413732,-0.25661862,-0.55614436,-0.42868018,-0.82737905,-0.100880995,-0.08937949,-0.26995203
VPS50,0.5360577,-0.18813154,-0.28783616,-0.07586907,-0.60856503,0.2781005,-0.49920624,0.100055575,-0.3216704,0.15519004,0.0327355,-0.38432762,0.5205504,-0.20363887,-0.3033435,-0.0913764,-0.6240724,0.26259315,-0.5147136,0.08454824,-0.33717775,0.13968271,0.017228168,-0.39983496
NDUFAB1,0.0743604,0.14228715,0.0031233872,0.0386193,0.007249588,-0.0013031072,0.07325775,0.24714819,0.10066266,0.21471179,0.12788159,0.1753037,0.14578581,0.21371257,0.0745488,0.11004472,0.078675,0.07012231,0.14468317,0.3185736,0.17208809,0.2861372,0.199307,0.2467291
PDK4,0.45626068,1.2839278,1.3176762,1.5140783,1.6569076,0.21902351,1.0358081,1.5371901,1.5265865,0.8881108,1.0147734,1.8074673,0.30169225,1.1293594,1.1631078,1.3595098,1.5023391,0.06445506,0.88123965,1.3826216,1.3720181,0.7335424,0.86020494,1.6528989
SLC25A13,0.28972635,0.52069426,0.37350348,0.17044365,0.45518926,0.24609111,0.21497937,0.59402585,0.11857149,0.38428736,0.72697634,0.56289583,0.26427335,0.49524125,0.34805048,0.14499065,0.42973626,0.22063811,0.18952636,0.5685728,0.09311849,0.35883436,0.7015233,0.5374428
ST7,-0.029223964,-0.13519107,-0.20946382,-0.23473851,-0.050413024,-0.15437184,-0.3282122,-0.021111086,0.011910113,0.12605514,-0.0009316568,-0.13395087,-0.15049742,-0.25646454,-0.3307373,-0.356012,-0.17168649,-0.27564532,-0.44948566,-0.14238454,-0.10936335,0.0047816783,-0.122205116,-0.25522435
CDC27,-0.4488126,-0.41319656,-0.3470126,-0.54667276,-0.32196227,-0.3937706,-0.35558274,-0.83466554,-0.5634899,-0.7559244,0.16292694,-0.4375501,-0.4568133,-0.42119727,-0.3550133,-0.5546735,-0.32996297,-0.4017713,-0.36358345,-0.84266627,-0.57149065,-0.76392514,0.15492623,-0.4455508
HCCS,-0.37306702,-0.49707407,-0.2645817,-0.5118261,-0.3797731,-0.26207972,-0.20629999,-0.36281985,-0.524178,-0.23456857,0.052977413,-0.30295512,-0.28208148,-0.40608853,-0.17359616,-0.42084056,-0.28878754,-0.17109416,-0.11531444,-0.2718343,-0.4331925,-0.14358301,0.14396296,-0.21196957
DVL2,-0.28491426,-0.06578346,0.048246384,-0.16657816,0.04783941,-0.2419151,0.13343744,0.037775066,-0.090823725,0.14071986,-0.23869182,0.15196964,-0.25182435,-0.03269357,0.081336275,-0.13348827,0.08092931,-0.20882522,0.16652733,0.07086496,-0.05773383,0.17380975,-0.20560193,0.18505953
UPF1,-0.16388844,-0.18812339,0.011918543,-0.42929453,-0.058209393,-0.2231097,0.0038903593,-0.07430184,-0.32071948,-0.1581616,-0.27564093,-0.06978281,-0.20025654,-0.22449149,-0.024449563,-0.46566263,-0.0945775,-0.25947782,-0.032477748,-0.11066994,-0.35708758,-0.1945297,-0.31200904,-0.10615091
SKAP2,-0.53165644,-0.50163627,-0.2826474,-0.3479118,-0.49792325,-0.34178403,-0.14037652,-0.39245856,-0.7484825,-0.33343115,-0.25622004,-0.21622063,-0.55925256,-0.5292324,-0.31024352,-0.37550792,-0.5255194,-0.36938015,-0.16797264,-0.42005467,-0.77607864,-0.36102727,-0.28381616,-0.24381675
SLC25A5,-0.18707827,-0.0344278,-0.06686562,-0.31903753,-0.14573245,-0.08532779,0.016075699,-0.06458389,-0.15090038,-0.07386261,0.1119295,-0.06265419,-0.2882259,-0.13557541,-0.16801323,-0.42018515,-0.24688005,-0.1864754,-0.08507191,-0.16573149,-0.252048,-0.17501022,0.010781892,-0.16380179
MCUB,-1.0716547,-0.5407481,-1.0423205,-1.4021631,-1.0652015,-1.1001713,-0.72950757,-1.5719869,-1.0722349,-1.38465,-0.8088107,-1.7535807,-1.05647,-0.5255635,-1.0271358,-1.3869785,-1.0500169,-1.0849867,-0.7143229,-1.5568023,-1.0570502,-1.3694654,-0.79362607,-1.738396
POLR2J,-0.09566222,-0.3150094,-0.16564429,-0.1564937,-0.06559598,-0.07688194,-0.11468872,0.024180485,0.057693735,-0.23579654,-0.35678437,-0.22838235,-0.11361235,-0.3329595,-0.1835944,-0.17444381,-0.0835461,-0.09483206,-0.13263884,0.0062303618,0.03974361,-0.25374666,-0.3747345,-0.24633247
DHX33,-0.20044146,-0.029155463,0.25098124,0.05339131,-0.10543777,-0.16509505,0.18358457,0.0662482,-0.13146116,-0.14185505,0.3628499,-0.07167611,-0.23213112,-0.060845125,0.21929158,0.021701649,-0.13712743,-0.1967847,0.15189491,0.03455854,-0.16315082,-0.1735447,0.33116022,-0.10336578
THSD7A,-0.55946314,0.4236913,0.24426545,0.04551175,0.6083823,0.75109214,-0.30086413,0.07962121,0.11408533,-0.6286591,0.8283125,0.28406575,-0.603658,0.37949643,0.20007057,0.0013168752,0.5641874,0.70689726,-0.345059,0.035426337,0.069890454,-0.672854,0.78411764,0.23987088
LIG3,-0.16166775,-0.5796529,0.5399102,-0.5172883,-0.6101298,-0.19645937,-0.23053439,0.21315728,-1.0494467,-0.08927547,0.07059612,0.037449002,-0.16834733,-0.5863325,0.5332306,-0.5239679,-0.61680937,-0.20313895,-0.23721397,0.2064777,-1.0561262,-0.095955044,0.06391655,0.030769428
RPAP3,-0.44972593,-0.5356654,-0.5049334,-0.4564033,-0.49239916,0.0074780905,-0.49580404,-0.4595039,-0.67354274,0.16945185,0.11685122,-0.10903468,-0.43879548,-0.524735,-0.49400297,-0.44547284,-0.4814687,0.018408526,-0.4848736,-0.44857344,-0.6626123,0.18038228,0.12778166,-0.098104246
ACSM3,1.3315774,0.9050782,1.3201696,1.2421541,0.89374423,1.2499063,0.9765002,1.2478999,1.1822126,1.631771,0.6669646,1.3324436,1.3292559,0.90275663,1.3178481,1.2398326,0.8914227,1.2475848,0.9741787,1.2455784,1.1798911,1.6294495,0.66464305,1.3301221
REXO5,-0.21097068,0.35581034,0.14252251,0.22527778,0.15682973,0.3568637,-0.017533172,-0.14494225,-0.061599858,-0.3387465,0.42029583,0.23117681,-0.17340907,0.39337194,0.18008411,0.26283938,0.19439134,0.3944253,0.020028431,-0.10738065,-0.024038255,-0.3011849,0.45785743,0.26873842
CIAPIN1,-0.009091805,-0.2533313,-0.036067206,-0.20941727,-0.15384564,-0.0364599,-0.09204784,-0.035812307,-0.15065876,0.3986316,0.39610285,0.017618166,0.030775655,-0.21346384,0.0038002543,-0.16954981,-0.11397818,0.0034075603,-0.05218038,0.0040551536,-0.110791296,0.43849906,0.4359703,0.057485625
SPPL2B,-0.2660787,-0.07642063,0.22325246,-0.16078055,-0.025792144,-0.13132028,0.07599318,0.023491438,0.04793387,-0.36292237,0.050522048,-0.051301412,-0.26890203,-0.07924395,0.22042914,-0.16360387,-0.028615465,-0.1341436,0.07316986,0.020668117,0.045110546,-0.3657457,0.04769873,-0.054124735
COPZ2,-0.46544155,-0.9719739,-0.817357,-0.52359915,-0.77759176,-0.6061828,-0.5902049,-0.6650115,-0.9966544,-0.8994508,-0.9114679,-0.89019114,-0.5149354,-1.0214677,-0.8668508,-0.57309294,-0.82708555,-0.6556766,-0.6396987,-0.7145053,-1.0461482,-0.94894457,-0.9609617,-0.9396849
MSL3,-0.30884418,-0.56653863,-0.21846172,-0.7039441,-0.24964021,-0.5055256,-0.38819808,-0.23699568,-0.46960804,-0.12876946,-0.065782264,-0.33862695,-0.3430578,-0.6007523,-0.25267535,-0.73815775,-0.28385386,-0.53973925,-0.4224117,-0.27120933,-0.5038217,-0.16298309,-0.0999959,-0.37284058
CREBBP,-0.8264273,0.070104435,0.111751385,-0.09159725,-0.42507175,-0.7187574,0.5716734,0.07768764,0.034243714,-0.32508722,-0.09521652,0.38915405,-0.8659434,0.030588355,0.0722353,-0.13111334,-0.46458784,-0.7582735,0.5321573,0.038171563,-0.005272366,-0.3646033,-0.1347326,0.34963796
TSPOAP1,0.5150487,0.5875095,1.5611606,0.65327203,0.4160175,0.493864,0.759942,0.48411942,0.94804084,0.3364592,-0.11342166,1.362892,0.6723613,0.74482214,1.7184732,0.81058466,0.57333016,0.65117663,0.9172546,0.64143205,1.1053535,0.49377182,0.043890968,1.5202047
PON1,0.39118788,0.30752963,0.34109238,0.22014071,0.4930646,0.23565266,0.06995698,0.46921122,0.3649242,0.49324954,0.39891085,0.58982605,0.40928137,0.32562312,0.35918587,0.23823422,0.5111581,0.25374615,0.088050485,0.48730472,0.3830177,0.51134306,0.41700435,0.6079196
GCFC2,-0.1738001,0.22308289,0.3995202,0.026327848,-0.012620141,-0.25308046,-0.054973267,0.1663872,0.22071984,0.16196334,0.52955127,0.4370041,-0.20019443,0.19668855,0.37312585,-6.648898e-05,-0.039014477,-0.2794748,-0.081367604,0.13999286,0.1943255,0.135569,0.5031569,0.41060975
WDR54,-0.63475347,-0.9177129,-0.93297416,-0.7292533,-0.8516434,-0.9303006,0.011641641,-1.3899643,-0.82278556,-0.8610078,-0.8002444,-0.9565805,-0.63229114,-0.9152506,-0.93051183,-0.72679096,-0.84918106,-0.92783827,0.014103996,-1.387502,-0.8203232,-0.8585455,-0.79778206,-0.9541182
CROT,-0.70369416,-0.297897,0.29535112,-0.30850348,0.51826555,-0.46357572,-0.48419702,0.40894544,-0.44425255,0.2759144,0.17244405,0.41013232,-0.75154483,-0.3457477,0.24750042,-0.35635418,0.47041485,-0.5114264,-0.5320477,0.36109474,-0.49210325,0.2280637,0.12459335,0.36228162
ABCB4,1.9996073,2.044644,1.9367267,2.0380545,1.7846427,2.0799222,2.0748234,1.5974237,2.148673,1.7071788,1.86198,1.6563424,1.9206036,1.9656404,1.857723,1.9590508,1.705639,2.0009184,1.9958197,1.51842,2.0696692,1.6281751,1.7829763,1.5773387
KMT2E,-0.21142505,-0.3777826,-0.057431206,-0.24821693,-0.014823405,-0.19497204,-0.5342817,-0.27332363,-0.709228,-0.11204004,-0.32334152,-0.028806677,-0.24369243,-0.41005,-0.08969859,-0.28048432,-0.04709079,-0.22723943,-0.56654906,-0.30559102,-0.7414954,-0.14430743,-0.3556089,-0.061074063
RHBDD2,-0.12578192,0.17237774,0.2582769,0.2138578,0.3747079,0.20485961,0.5625755,0.5240864,0.10942704,-0.050415486,-0.041558314,0.14487983,-0.18528101,0.11287865,0.19877782,0.15435871,0.31520882,0.14536053,0.50307643,0.46458733,0.049927957,-0.10991457,-0.101057395,0.08538075
ZNF195,-0.08321832,-0.11234558,-0.10495912,-0.07022799,-0.5291457,-0.3364092,-0.27079567,-0.29696524,0.06208766,-0.43626976,0.17299327,0.22280224,-0.13207093,-0.1611982,-0.15381174,-0.1190806,-0.57799834,-0.38526183,-0.3196483,-0.34581786,0.013235044,-0.48512238,0.12414066,0.17394963
MYCBP2,-0.59398365,-0.4005111,-0.25369903,-0.59356797,-0.42125812,-0.51436937,-0.24572809,-0.7189234,-0.7835093,-0.52405274,-0.44762772,-0.5270857,-0.5999323,-0.40645972,-0.25964767,-0.59951663,-0.42720675,-0.52031803,-0.25167674,-0.72487205,-0.789458,-0.5300014,-0.45357636,-0.5330344
FBXL3,0.11316088,-0.2536785,0.026750647,0.17542101,-0.027779212,0.017904475,-0.45460322,-0.27233925,-0.3225182,0.20320643,-0.11827346,-0.0024805514,0.08060397,-0.28623542,-0.0058062635,0.14286411,-0.06033612,-0.014652435,-0.48716015,-0.30489618,-0.35507512,0.17064953,-0.15083037,-0.03503746
