,control0,control1,control2,control3,control4,control5,control6,control7,control8,control9,control10,control11,perturbed0,perturbed1,perturbed2,perturbed3,perturbed4,perturbed5,perturbed6,perturbed7,perturbed8,perturbed9,perturbed10,perturbed11
TSPAN6,-0.42301702,-0.5268252,-0.25648126,-0.26840678,0.27255222,-0.30105883,-0.5794502,-0.31776527,-0.48123047,0.093268596,-0.079814136,-0.18941511,-0.42739934,-0.5312075,-0.26086357,-0.2727891,0.2681699,-0.30544114,-0.5838325,-0.32214758,-0.48561278,0.088886276,-0.084196456,-0.19379742
DPM1,0.1664782,-0.02334833,0.087443665,0.040466584,-0.2590108,0.009523844,-0.012099782,-0.029822864,-0.17557499,0.19795452,0.23616146,0.15790899,-0.013403192,-0.20322973,-0.09243773,-0.13941482,-0.4388922,-0.17035756,-0.19198118,-0.20970425,-0.35545638,0.018073127,0.05628006,-0.021972403
SCYL3,0.27694666,0.19230899,0.21814337,-0.1621951,0.25260112,0.12069144,0.29219142,0.015657486,-0.0011014261,0.26776257,0.44709772,0.43889335,0.38053814,0.29590046,0.32173485,-0.05860363,0.3561926,0.22428292,0.3957829,0.11924896,0.102490045,0.37135404,0.5506892,0.5424848
C1orf112,0.0072265444,-0.5758265,0.5504894,-0.119703025,0.23036109,-0.2346058,-0.5262742,-0.29263672,-0.47356227,-0.5746171,0.5092059,-0.14736326,-0.14120823,-0.7242613,0.40205467,-0.2681378,0.081926316,-0.38304058,-0.67470896,-0.4410715,-0.62199706,-0.72305185,0.36077112,-0.29579803
FGR,0.29490614,-0.70415795,-0.8452974,-1.1484231,-1.1484632,-0.2587831,-0.4314714,-0.59177727,-0.60895246,0.7423226,-0.4809367,-1.0297219,0.15052879,-0.8485353,-0.98967475,-1.2928004,-1.2928406,-0.40316045,-0.57584876,-0.7361546,-0.7533298,0.5979453,-0.62531406,-1.1740992
CFH,0.98860383,0.7263535,0.81489956,0.9455197,0.8906363,0.9217198,0.6377765,0.4906725,0.8099634,1.0385718,0.8286908,0.77207613,1.0360655,0.7738152,0.86236125,0.9929814,0.938098,0.9691815,0.6852382,0.53813416,0.8574251,1.0860335,0.8761525,0.8195378
FUCA2,-0.46984458,-0.03422504,-0.08555553,-0.17375495,0.074713536,-0.13621676,0.100962736,-0.021020817,-0.27825758,-0.29888627,0.364404,0.028127864,-0.15927744,0.2763421,0.22501162,0.1368122,0.38528067,0.17435038,0.41152987,0.2895463,0.032309562,0.011680871,0.6749711,0.338695
GCLC,0.39348307,0.5560169,0.55226946,0.45704833,0.37470996,0.34636605,0.3775577,0.64661133,0.38596952,0.47614428,0.64747846,0.6756521,0.42555037,0.5880842,0.58433676,0.48911563,0.40677726,0.37843335,0.409625,0.67867863,0.41803682,0.5082116,0.67954576,0.7077194
NFYA,-0.28858238,-0.17957108,-0.09730535,-0.10897685,-0.3019728,-0.32622197,-0.30843207,-0.18151958,-0.4016088,-0.14069018,0.08026025,0.1256041,-0.37812692,-0.26911563,-0.18684989,-0.19852138,-0.39151734,-0.4157665,-0.3979766,-0.2710641,-0.49115333,-0.23023471,-0.009284288,0.03605956
STPG1,-0.68992287,-0.6659047,-0.12137723,-0.25467554,0.08900636,-0.5868166,-0.07648085,-0.19034246,-0.618154,-0.42921323,-0.11324155,-0.38733172,-0.8284668,-0.8044486,-0.2599211,-0.3932194,-0.049537517,-0.7253605,-0.21502472,-0.32888633,-0.7566979,-0.5677571,-0.25178543,-0.52587557
NIPAL3,-0.5657524,-0.47616968,-0.21132562,-0.42489406,-0.58084005,-0.5887331,-0.2656794,-0.39966416,-0.725928,-0.5535634,-0.28255066,-0.23903498,-0.5595654,-0.4699827,-0.20513865,-0.4187071,-0.5746531,-0.5825461,-0.25949243,-0.3934772,-0.71974105,-0.54737645,-0.2763637,-0.23284802
LAS1L,-0.19010536,-0.056250814,-0.07957087,-0.1735639,-0.21211353,0.046786517,-0.030775033,-0.028340707,-0.09087227,-0.2844263,-0.07014523,-0.14634556,-0.3795357,-0.24568115,-0.26900122,-0.36299425,-0.40154386,-0.14264382,-0.22020537,-0.21777105,-0.2803026,-0.47385663,-0.25957558,-0.3357759
ENPP4,0.5238904,0.31190658,0.4185246,0.484893,0.20817116,0.44563586,0.13894966,0.21857423,0.06451704,0.4372543,0.6762368,0.32524094,0.66781175,0.45582798,0.562446,0.6288144,0.35209256,0.5895573,0.28287107,0.36249563,0.20843846,0.5811757,0.82015824,0.46916234
SEMA3F,-0.85696644,-1.2603722,-0.9606597,-0.83848196,-1.225932,-0.7435169,-0.55201054,-1.2457544,-1.4689541,-1.4520757,-1.1458699,-1.095418,-1.0881186,-1.4915243,-1.1918118,-1.0696341,-1.4570842,-0.9746691,-0.7831627,-1.4769065,-1.7001063,-1.6832279,-1.377022,-1.3265702
CFTR,-0.92258406,-0.52837896,0.72360086,0.72786134,-0.23431495,-1.0086787,-0.57968396,-0.27487075,-0.7770713,-0.8670399,-0.39701763,-0.9205794,0.005500078,0.39970517,1.651685,1.6559455,0.6937692,-0.08059454,0.34840018,0.6532134,0.15101284,0.061044216,0.53106654,0.007504761
ANKIB1,-0.2886586,-0.5023155,0.014480678,-0.4402916,-0.3078353,-0.3608182,-0.19819614,-0.18294564,-0.47327778,-0.18852691,-0.14784877,-0.13957347,-0.29933834,-0.51299524,0.003800937,-0.45097136,-0.31851506,-0.37149796,-0.20887588,-0.19362538,-0.48395753,-0.19920665,-0.1585285,-0.1502532
CYP51A1,0.6935513,0.87509286,0.97746855,0.61346704,0.8472151,0.581866,0.5567063,0.96929574,0.6315126,1.2650037,0.89022446,1.1586516,0.56344897,0.7449905,0.8473662,0.4833647,0.7171128,0.4517637,0.42660397,0.8391934,0.50141025,1.1349013,0.7601221,1.0285492
KRIT1,-0.16731167,-0.3408005,-0.11474876,0.05880471,-0.19972298,0.044263136,-0.2602766,-0.24797744,-0.1127794,0.017601887,-0.07609309,0.4439105,-0.22607617,-0.39956498,-0.17351326,4.0210783e-05,-0.25848746,-0.014501363,-0.31904107,-0.30674192,-0.1715439,-0.04116261,-0.1348576,0.38514602
RAD52,-0.016255034,0.04508153,0.43461037,-0.860959,-0.55510926,-0.23473977,-0.34861493,0.113949396,-0.35622206,0.26020217,-0.6236495,0.038099222,-0.015403141,0.04593342,0.43546227,-0.8601071,-0.5542574,-0.23388787,-0.34776303,0.11480129,-0.35537016,0.26105407,-0.6227976,0.038951114
BAD,0.27168798,-0.071682885,-0.045194387,-0.057342988,0.33320957,0.1759672,0.09649334,0.3518798,0.13856746,0.028921204,-0.25693518,-0.09196377,0.20327914,-0.14009172,-0.11360323,-0.12575182,0.26480073,0.10755836,0.028084502,0.28347096,0.07015862,-0.039487638,-0.32534403,-0.16037261
LAP3,0.8495905,0.29528219,0.29448676,0.5832476,0.55047953,0.74590904,1.4282287,0.32304454,0.5811009,0.57248724,0.35556793,0.36397007,0.7813792,0.22707093,0.2262755,0.51503634,0.48226827,0.6776978,1.3600174,0.25483328,0.5128896,0.504276,0.28735667,0.2957588
CD99,-0.2387518,-0.27734137,0.040036935,-0.20375265,-0.010237668,-0.14670223,0.043946587,-0.0288514,-0.19941348,-0.21639152,-0.09596099,0.054210898,-0.17396373,-0.21255329,0.104825005,-0.1389646,0.0545504,-0.081914164,0.10873465,0.03593667,-0.1346254,-0.15160346,-0.031172924,0.11899896
HS3ST1,-0.100237645,0.38056776,0.32358292,-0.2535901,-0.3565879,-0.17264102,-0.10748125,-0.37719333,-0.5041006,0.0561332,0.42088926,0.29486585,0.21956134,0.70036674,0.6433819,0.06620887,-0.03678891,0.14715795,0.21231773,-0.057394356,-0.18430164,0.3759322,0.7406882,0.6146648
HECW1,-1.745003,-1.7261673,-1.6583488,-0.042948764,-1.6561729,-1.5281662,-0.63148814,-1.6310514,-1.7068391,-1.7225429,-1.754443,-1.3893822,-1.7632264,-1.7443907,-1.6765722,-0.061172202,-1.6743963,-1.5463896,-0.6497116,-1.6492748,-1.7250625,-1.7407663,-1.7726665,-1.4076056
MAD1L1,0.5566683,0.9362182,1.134752,0.8482872,0.9579006,0.27392247,0.80974686,1.2105238,0.8610471,0.2194793,0.081947654,0.78962374,0.5546753,0.9342252,1.1327591,0.8462942,0.9559076,0.27192947,0.80775386,1.2085309,0.8590541,0.2174863,0.07995467,0.78763074
LASP1,-0.5332088,-0.43808934,-0.34121054,-0.29061857,-0.26367787,-0.4764689,-0.16628434,-0.38788012,-0.49832818,-0.6415248,-0.19353923,-0.55171543,-0.5461929,-0.45107344,-0.35419464,-0.30360267,-0.27666196,-0.489453,-0.17926843,-0.4008642,-0.51131225,-0.6545089,-0.20652333,-0.56469953
SNX11,-0.14762716,-0.20589265,-0.13290273,-0.44441462,-0.43336484,-0.15684092,0.15450276,-0.2328076,-0.5290778,-0.34481627,0.19944781,-0.29723772,-0.07366956,-0.13193506,-0.058945127,-0.37045702,-0.35940725,-0.08288332,0.22846037,-0.15885001,-0.45512024,-0.27085868,0.2734054,-0.22328013
TMEM176A,0.6008504,0.39332566,0.3911081,0.60287744,0.876314,0.5868466,0.58969235,0.4647172,0.70863354,0.59121746,0.25050196,0.37253797,0.61734766,0.40982294,0.40760538,0.6193747,0.89281124,0.60334384,0.6061896,0.4812145,0.7251308,0.6077147,0.26699924,0.38903525
M6PR,-0.3527541,-0.6980883,-0.3687652,-0.555746,-0.67880607,-0.369149,-0.55728066,-0.34575692,-0.7410632,-0.5301149,-0.3910831,-0.51179516,-0.46196467,-0.8072989,-0.4779758,-0.6649566,-0.7880167,-0.47835958,-0.66649127,-0.4549675,-0.8502738,-0.6393255,-0.5002937,-0.6210058
KLHL13,1.4616765,1.4039805,1.5193998,1.763008,1.667898,1.2943833,1.2691356,1.4375136,1.405253,1.9270207,1.1494497,1.5009578,1.5114051,1.4537091,1.5691284,1.8127366,1.7176267,1.3441119,1.3188642,1.4872422,1.4549817,1.9767493,1.1991783,1.5506865
ICA1,0.026984196,-0.07852941,-0.035614047,0.2821866,-0.17582016,-0.21206117,0.6057892,0.04220825,0.01945834,-0.18603458,-0.15862304,-0.2136609,-0.08467735,-0.19019096,-0.1472756,0.17052504,-0.2874817,-0.32372272,0.49412763,-0.0694533,-0.09220321,-0.2976961,-0.2702846,-0.32532245
DBNDD1,0.23643164,1.1901679,1.0855114,0.59443027,1.0558236,0.6899026,1.2384983,1.3581204,0.733878,0.4826467,1.2409304,1.1081029,0.71957546,1.6733117,1.5686553,1.077574,1.5389674,1.1730464,1.7216421,1.8412642,1.2170218,0.9657905,1.7240742,1.5912467
ALS2,0.1937388,0.26388142,0.10625671,0.09953776,0.09845351,0.07110136,-0.17726906,0.31337202,0.061624613,0.19377728,0.18195103,0.25543082,0.053372934,0.12351555,-0.03410916,-0.04082811,-0.041912362,-0.06926451,-0.31763494,0.17300615,-0.07874125,0.05341141,0.041585162,0.11506495
CASP10,-0.05289124,0.18836911,0.46492162,0.27075502,0.23087455,0.052023813,0.2265564,0.44791037,0.38148275,0.07427675,0.512502,0.63943595,0.009966359,0.25122672,0.5277792,0.33361262,0.29373217,0.11488141,0.289414,0.51076794,0.44434035,0.13713434,0.5753596,0.7022935
CFLAR,-0.20082238,-0.41155756,0.24219859,-0.21847361,-0.19286308,-0.11028589,-0.35077336,0.048132315,-0.37411073,-0.17749621,-0.1614374,0.04595007,-0.36654302,-0.5772782,0.076477945,-0.38419425,-0.35858372,-0.27600652,-0.51649404,-0.11758833,-0.5398314,-0.34321684,-0.32715803,-0.11977057
TFPI,0.25378543,0.21268095,0.5275029,0.2986131,0.28498426,0.30223495,0.03519928,0.3300346,0.19436486,0.40431058,0.2576508,0.5829388,0.17095405,0.12984958,0.4446715,0.21578172,0.20215288,0.21940356,-0.047632094,0.24720323,0.111533485,0.3214792,0.17481941,0.5001074
NDUFAF7,-0.38757423,0.02739874,-0.0687343,-0.28533196,-0.09476436,-0.2787411,0.11953325,-0.054524917,-0.3368078,0.03752456,-0.08196091,0.27910414,-0.40046614,0.014506834,-0.08162621,-0.29822388,-0.10765627,-0.291633,0.10664134,-0.067416824,-0.3496997,0.024632651,-0.09485282,0.26621222
RBM5,-0.36707747,-0.25039214,0.19006167,-0.09585284,-0.23811722,-0.1915644,-0.26870248,-0.022457458,-0.47778404,-0.18410833,-0.36113742,0.12305758,-0.37573844,-0.2590531,0.18140069,-0.10451382,-0.24677819,-0.20022538,-0.27736345,-0.031118438,-0.486445,-0.19276932,-0.3697984,0.1143966
SLC7A2,1.4317621,0.61520183,1.1245896,0.89136505,0.46373746,1.2145247,0.57394487,0.7645212,0.7412679,1.0623904,0.39307532,0.93899924,1.3683109,0.5517507,1.0611384,0.82791394,0.40028632,1.1510736,0.51049376,0.7010701,0.6778168,0.99893934,0.32962418,0.8755481
ARF5,-0.10184276,-0.2824051,-0.091243915,-0.17985602,-0.021482745,-0.043617606,-0.09427611,0.06941834,-0.10574277,-0.19714615,-0.27336916,-0.24563421,-0.06270357,-0.24326593,-0.052104726,-0.14071682,0.017656444,-0.0044784173,-0.05513692,0.10855753,-0.06660358,-0.15800697,-0.23422998,-0.20649502
SARM1,-0.0942506,-0.1858711,0.2662499,0.015281356,-0.28959098,-0.08712835,0.17143185,0.11410907,-0.031112079,-0.32582185,-0.09254078,-0.18839677,-0.33461937,-0.42623985,0.025881127,-0.22508742,-0.52995974,-0.32749712,-0.068936914,-0.1262597,-0.27148086,-0.5661906,-0.33290955,-0.42876554
POLDIP2,0.17009683,0.22971608,0.26193783,0.2020631,0.3621248,0.21225606,0.24524535,0.34206867,0.26503286,0.017575603,0.21928121,0.19457489,0.16628861,0.22590786,0.2581296,0.19825488,0.35831657,0.20844784,0.24143714,0.33826044,0.26122463,0.013767383,0.215473,0.19076668
PLXND1,-1.0375211,-0.91671205,-0.10785724,-0.7535986,-0.2845741,-0.27355585,-0.5420272,-0.2911072,-0.5357046,-0.5400288,-0.8820813,-0.7326037,-0.99389654,-0.87308747,-0.064232685,-0.709974,-0.24094954,-0.2299313,-0.49840263,-0.24748266,-0.49208006,-0.49640426,-0.8384567,-0.68897915
AK2,0.3203606,0.11358005,0.20252955,0.18175444,-0.015053785,0.4039253,0.2005352,0.14513014,0.032492306,0.24332196,0.200135,0.013094686,0.26680648,0.060025934,0.14897543,0.12820032,-0.0686079,0.35037118,0.14698108,0.091576025,-0.021061808,0.18976784,0.14658087,-0.040459428
CD38,0.72182935,-0.42635638,-0.34334436,-0.033298574,-0.53737813,-0.048681814,0.15172106,-0.52037513,1.0854096,-0.22642066,-0.58577883,-0.2558619,0.8428777,-0.30530804,-0.22229603,0.08774975,-0.4163298,0.072366506,0.2727694,-0.3993268,1.206458,-0.10537233,-0.4647305,-0.13481358
FKBP4,-0.080656834,-0.0066298703,0.10376469,-0.23039044,0.36611518,0.103806965,0.19949062,0.32066944,-0.20483759,0.24872361,0.2908409,0.28408396,-0.13496533,-0.06093837,0.04945619,-0.28469893,0.31180668,0.049498465,0.14518212,0.26636094,-0.2591461,0.1944151,0.23653239,0.22977546
KDM1A,-0.6749592,-0.5021787,-0.30525303,-0.52907073,-0.41873014,-0.5401125,-0.36756948,-0.33839935,-0.6757475,-0.37970015,-0.308437,-0.38461483,-0.7541326,-0.5813522,-0.38442644,-0.6082442,-0.49790356,-0.61928594,-0.4467429,-0.41757277,-0.75492096,-0.45887357,-0.3876104,-0.46378824
RBM6,-0.50371015,-0.24397868,0.36851162,-0.008963268,0.15428396,-0.37465593,-0.016164595,0.003976606,0.26581916,-0.071491554,-0.2548587,0.32029486,-0.47449285,-0.21476138,0.39772892,0.020254027,0.18350124,-0.34543863,0.0130527,0.0331939,0.29503646,-0.04227426,-0.2256414,0.34951216
CAMKK1,-1.1354755,-0.8877978,-0.9932106,-1.0153519,-0.9550543,-0.8821492,-0.8289183,-1.0924349,-0.97177494,-0.8349729,-1.1103355,-1.0015866,-1.1210413,-0.87336355,-0.9787764,-1.0009177,-0.94062006,-0.867715,-0.81448406,-1.0780007,-0.9573407,-0.8205387,-1.0959013,-0.98715234
RECQL,-0.32703394,-0.702083,-0.21403457,-0.41505277,-0.5013836,-0.31662902,-0.6161548,-0.48869058,-0.8873895,-0.1608914,-0.1493899,-0.32996243,-0.15491153,-0.5299606,-0.04191217,-0.24293037,-0.32926118,-0.14450662,-0.44403237,-0.3165682,-0.71526706,0.011231005,0.022732511,-0.15784003
VPS50,0.5360577,-0.18813154,-0.28783616,-0.07586907,-0.60856503,0.2781005,-0.49920624,0.100055575,-0.3216704,0.15519004,0.0327355,-0.38432762,0.47997874,-0.24421051,-0.34391513,-0.13194804,-0.664644,0.22202152,-0.5552852,0.04397661,-0.37774938,0.099111065,-0.023343466,-0.4404066
NDUFAB1,0.0743604,0.14228715,0.0031233872,0.0386193,0.007249588,-0.0013031072,0.07325775,0.24714819,0.10066266,0.21471179,0.12788159,0.1753037,0.174297,0.24222375,0.10305999,0.1385559,0.10718619,0.0986335,0.17319435,0.3470848,0.20059927,0.3146484,0.22781819,0.2752403
PDK4,0.45626068,1.2839278,1.3176762,1.5140783,1.6569076,0.21902351,1.0358081,1.5371901,1.5265865,0.8881108,1.0147734,1.8074673,0.095591486,0.9232586,0.957007,1.153409,1.2962384,-0.14164568,0.6751389,1.1765208,1.1659174,0.5274416,0.6541042,1.4467981
SLC25A13,0.28972635,0.52069426,0.37350348,0.17044365,0.45518926,0.24609111,0.21497937,0.59402585,0.11857149,0.38428736,0.72697634,0.56289583,0.23324488,0.4642128,0.31702203,0.11396219,0.3987078,0.18960965,0.1584979,0.53754437,0.062090028,0.3278059,0.67049485,0.50641435
ST7,-0.029223964,-0.13519107,-0.20946382,-0.23473851,-0.050413024,-0.15437184,-0.3282122,-0.021111086,0.011910113,0.12605514,-0.0009316568,-0.13395087,-0.12378091,-0.22974801,-0.30402076,-0.32929546,-0.14496997,-0.24892879,-0.42276916,-0.115668036,-0.08264684,0.031498186,-0.09548861,-0.22850782
CDC27,-0.4488126,-0.41319656,-0.3470126,-0.54667276,-0.32196227,-0.3937706,-0.35558274,-0.83466554,-0.5634899,-0.7559244,0.16292694,-0.4375501,-0.45108345,-0.4154674,-0.34928346,-0.5489436,-0.3242331,-0.39604145,-0.3578536,-0.83693635,-0.56576073,-0.7581952,0.16065611,-0.43982095
HCCS,-0.37306702,-0.49707407,-0.2645817,-0.5118261,-0.3797731,-0.26207972,-0.20629999,-0.36281985,-0.524178,-0.23456857,0.052977413,-0.30295512,-0.27129364,-0.3953007,-0.16280833,-0.41005272,-0.27799973,-0.16030633,-0.10452661,-0.26104647,-0.42240465,-0.13279518,0.1547508,-0.20118174
DVL2,-0.28491426,-0.06578346,0.048246384,-0.16657816,0.04783941,-0.2419151,0.13343744,0.037775066,-0.090823725,0.14071986,-0.23869182,0.15196964,-0.28440982,-0.06527903,0.048750818,-0.16607372,0.048343845,-0.24141067,0.13394187,0.0382795,-0.09031929,0.1412243,-0.23818739,0.15247408
UPF1,-0.16388844,-0.18812339,0.011918543,-0.42929453,-0.058209393,-0.2231097,0.0038903593,-0.07430184,-0.32071948,-0.1581616,-0.27564093,-0.06978281,-0.24360695,-0.2678419,-0.06779996,-0.50901306,-0.1379279,-0.30282822,-0.07582815,-0.15402034,-0.40043798,-0.23788011,-0.35535944,-0.14950132
SKAP2,-0.53165644,-0.50163627,-0.2826474,-0.3479118,-0.49792325,-0.34178403,-0.14037652,-0.39245856,-0.7484825,-0.33343115,-0.25622004,-0.21622063,-0.42844263,-0.39842245,-0.17943358,-0.24469799,-0.39470944,-0.23857021,-0.037162714,-0.28924474,-0.64526874,-0.23021734,-0.15300623,-0.11300682
SLC25A5,-0.18707827,-0.0344278,-0.06686562,-0.31903753,-0.14573245,-0.08532779,0.016075699,-0.06458389,-0.15090038,-0.07386261,0.1119295,-0.06265419,-0.17170875,-0.019058283,-0.051496107,-0.30366802,-0.13036293,-0.06995827,0.031445216,-0.049214374,-0.13553086,-0.058493096,0.12729901,-0.047284674
MCUB,-1.0716547,-0.5407481,-1.0423205,-1.4021631,-1.0652015,-1.1001713,-0.72950757,-1.5719869,-1.0722349,-1.38465,-0.8088107,-1.7535807,-1.1036135,-0.57270694,-1.0742793,-1.434122,-1.0971603,-1.1321301,-0.7614664,-1.6039457,-1.1041937,-1.4166088,-0.8407695,-1.7855395
POLR2J,-0.09566222,-0.3150094,-0.16564429,-0.1564937,-0.06559598,-0.07688194,-0.11468872,0.024180485,0.057693735,-0.23579654,-0.35678437,-0.22838235,0.005407721,-0.21393944,-0.064574346,-0.05542375,0.035473965,0.024188004,-0.013618775,0.12525043,0.15876368,-0.1347266,-0.25571442,-0.1273124
DHX33,-0.20044146,-0.029155463,0.25098124,0.05339131,-0.10543777,-0.16509505,0.18358457,0.0662482,-0.13146116,-0.14185505,0.3628499,-0.07167611,-0.15991545,0.011370558,0.29150727,0.09391733,-0.06491175,-0.12456903,0.22411059,0.106774226,-0.09093514,-0.10132903,0.40337592,-0.031150091
THSD7A,-0.55946314,0.4236913,0.24426545,0.04551175,0.6083823,0.75109214,-0.30086413,0.07962121,0.11408533,-0.6286591,0.8283125,0.28406575,-0.764334,0.21882042,0.039394572,-0.15935913,0.4035114,0.54622126,-0.50573504,-0.12524967,-0.09078555,-0.83353,0.62344164,0.07919487
LIG3,-0.16166775,-0.5796529,0.5399102,-0.5172883,-0.6101298,-0.19645937,-0.23053439,0.21315728,-1.0494467,-0.08927547,0.07059612,0.037449002,-0.22270381,-0.64068896,0.47887415,-0.5783244,-0.6711658,-0.25749543,-0.29157045,0.15212122,-1.1104828,-0.15031153,0.009560056,-0.023587063
RPAP3,-0.44972593,-0.5356654,-0.5049334,-0.4564033,-0.49239916,0.0074780905,-0.49580404,-0.4595039,-0.67354274,0.16945185,0.11685122,-0.10903468,-0.4861866,-0.57212603,-0.54139405,-0.49286395,-0.5288598,-0.028982574,-0.5322647,-0.49596456,-0.7100034,0.13299118,0.08039056,-0.14549534
ACSM3,1.3315774,0.9050782,1.3201696,1.2421541,0.89374423,1.2499063,0.9765002,1.2478999,1.1822126,1.631771,0.6669646,1.3324436,1.2859958,0.8594966,1.274588,1.1965725,0.84816265,1.2043247,0.93091863,1.2023183,1.136631,1.5861894,0.621383,1.286862
REXO5,-0.21097068,0.35581034,0.14252251,0.22527778,0.15682973,0.3568637,-0.017533172,-0.14494225,-0.061599858,-0.3387465,0.42029583,0.23117681,-0.14883563,0.4179454,0.20465757,0.28741285,0.21896479,0.41899878,0.044601887,-0.0828072,0.0005352013,-0.27661142,0.4824309,0.29331186
CIAPIN1,-0.009091805,-0.2533313,-0.036067206,-0.20941727,-0.15384564,-0.0364599,-0.09204784,-0.035812307,-0.15065876,0.3986316,0.39610285,0.017618166,0.07762571,-0.16661379,0.050650302,-0.12269976,-0.06712813,0.05025761,-0.0053303316,0.0509052,-0.06394125,0.48534912,0.48282036,0.10433567
SPPL2B,-0.2660787,-0.07642063,0.22325246,-0.16078055,-0.025792144,-0.13132028,0.07599318,0.023491438,0.04793387,-0.36292237,0.050522048,-0.051301412,-0.25696105,-0.06730296,0.23237012,-0.15166289,-0.016674474,-0.12220261,0.08511085,0.03260911,0.05705154,-0.3538047,0.05963972,-0.042183742
COPZ2,-0.46544155,-0.9719739,-0.817357,-0.52359915,-0.77759176,-0.6061828,-0.5902049,-0.6650115,-0.9966544,-0.8994508,-0.9114679,-0.89019114,-0.49042013,-0.9969525,-0.8423356,-0.5485777,-0.80257034,-0.6311614,-0.6151835,-0.6899901,-1.021633,-0.92442936,-0.9364465,-0.9151697
MSL3,-0.30884418,-0.56653863,-0.21846172,-0.7039441,-0.24964021,-0.5055256,-0.38819808,-0.23699568,-0.46960804,-0.12876946,-0.065782264,-0.33862695,-0.25090095,-0.5085954,-0.1605185,-0.64600086,-0.19169699,-0.44758236,-0.33025485,-0.17905246,-0.4116648,-0.07082623,-0.007839039,-0.28068373
CREBBP,-0.8264273,0.070104435,0.111751385,-0.09159725,-0.42507175,-0.7187574,0.5716734,0.07768764,0.034243714,-0.32508722,-0.09521652,0.38915405,-0.80598193,0.09054975,0.13219671,-0.07115193,-0.40462643,-0.69831204,0.59211874,0.09813297,0.054689035,-0.3046419,-0.074771196,0.40959936
TSPOAP1,0.5150487,0.5875095,1.5611606,0.65327203,0.4160175,0.493864,0.759942,0.48411942,0.94804084,0.3364592,-0.11342166,1.362892,0.6330252,0.70548606,1.6791371,0.7712486,0.5339941,0.61184055,0.87791854,0.60209596,1.0660174,0.45443577,0.0045548975,1.4808686
PON1,0.39118788,0.30752963,0.34109238,0.22014071,0.4930646,0.23565266,0.06995698,0.46921122,0.3649242,0.49324954,0.39891085,0.58982605,0.39225605,0.3085978,0.34216055,0.22120887,0.4941328,0.23672082,0.07102514,0.4702794,0.36599237,0.4943177,0.39997903,0.5908942
GCFC2,-0.1738001,0.22308289,0.3995202,0.026327848,-0.012620141,-0.25308046,-0.054973267,0.1663872,0.22071984,0.16196334,0.52955127,0.4370041,-0.15476461,0.24211837,0.41855568,0.045363344,0.006415353,-0.23404497,-0.03593777,0.18542269,0.23975533,0.18099883,0.5485868,0.45603958
WDR54,-0.63475347,-0.9177129,-0.93297416,-0.7292533,-0.8516434,-0.9303006,0.011641641,-1.3899643,-0.82278556,-0.8610078,-0.8002444,-0.9565805,-0.81228036,-1.0952398,-1.110501,-0.9067802,-1.0291703,-1.1078274,-0.16588524,-1.5674912,-1.0003124,-1.0385346,-0.9777713,-1.1341074
CROT,-0.70369416,-0.297897,0.29535112,-0.30850348,0.51826555,-0.46357572,-0.48419702,0.40894544,-0.44425255,0.2759144,0.17244405,0.41013232,-0.74437743,-0.33858025,0.25466788,-0.34918672,0.4775823,-0.504259,-0.5248803,0.3682622,-0.4849358,0.23523116,0.1317608,0.36944908
ABCB4,1.9996073,2.044644,1.9367267,2.0380545,1.7846427,2.0799222,2.0748234,1.5974237,2.148673,1.7071788,1.86198,1.6563424,2.1573422,2.202379,2.0944614,2.1957893,1.9423776,2.237657,2.2325583,1.7551585,2.306408,1.8649137,2.0197148,1.8140773
KMT2E,-0.21142505,-0.3777826,-0.057431206,-0.24821693,-0.014823405,-0.19497204,-0.5342817,-0.27332363,-0.709228,-0.11204004,-0.32334152,-0.028806677,-0.19051439,-0.35687196,-0.03652055,-0.22730626,0.0060872547,-0.17406137,-0.513371,-0.25241297,-0.6883173,-0.091129385,-0.30243087,-0.007896017
RHBDD2,-0.12578192,0.17237774,0.2582769,0.2138578,0.3747079,0.20485961,0.5625755,0.5240864,0.10942704,-0.050415486,-0.041558314,0.14487983,-0.019613422,0.27854624,0.36444542,0.3200263,0.48087642,0.31102812,0.668744,0.6302549,0.21559554,0.055753015,0.06461018,0.25104833
ZNF195,-0.08321832,-0.11234558,-0.10495912,-0.07022799,-0.5291457,-0.3364092,-0.27079567,-0.29696524,0.06208766,-0.43626976,0.17299327,0.22280224,0.013532199,-0.015595056,-0.008208603,0.026522532,-0.4323952,-0.23965868,-0.17404515,-0.20021471,0.15883818,-0.33951923,0.2697438,0.31955275
MYCBP2,-0.59398365,-0.4005111,-0.25369903,-0.59356797,-0.42125812,-0.51436937,-0.24572809,-0.7189234,-0.7835093,-0.52405274,-0.44762772,-0.5270857,-0.7059213,-0.51244867,-0.36563665,-0.7055056,-0.53319573,-0.626307,-0.35766572,-0.830861,-0.8954469,-0.6359904,-0.5595653,-0.6390233
FBXL3,0.11316088,-0.2536785,0.026750647,0.17542101,-0.027779212,0.017904475,-0.45460322,-0.27233925,-0.3225182,0.20320643,-0.11827346,-0.0024805514,0.06325059,-0.3035888,-0.02315965,0.12551072,-0.077689506,-0.03200582,-0.5045135,-0.32224956,-0.3724285,0.15329614,-0.16818376,-0.052390847
