,control0,perturbed0
KCNN4,-0.5864557,-0.8392492
TULP2,0.061338164,0.07560956
NUCB1,0.018436791,0.26356065
DHDH,-0.026482955,0.09067025
GYS1,-0.13731435,0.30955854
CGB2,-0.0117124375,0.074834906
LHB,-0.045636766,-0.14261769
CGB3,0.018619565,0.020024149
TUBB4A,-0.16974534,0.4038856
KCNA7,-0.07275305,-0.11708369
SNRNP70,-0.39160237,0.6784656
CLPTM1,-0.20883645,-0.28898102
RELB,-0.16012734,0.0028064996
CLASRP,-0.37228325,-0.025306135
LIN7B,-0.25356758,0.08814645
PPP1R37,-0.47446054,-0.4052499
FCGRT,0.012832513,-0.33852553
PIH1D1,-0.26996768,-0.17954314
CKM,-0.00844805,0.03474661
ARHGEF18,-0.49103162,-0.112154394
PPP1R13L,-0.7289843,-0.33934256
PEX11G,-0.20393406,-0.27475685
ERCC2,-0.3523901,-0.04430282
DOT1L,-0.58237725,0.5072903
PLEKHJ1,-0.44020265,-0.48514184
SLC17A7,-0.10240352,-0.15948015
RNASEH2A,-0.23933583,-0.62389064
KLC3,-0.4519697,-0.7392943
CD37,0.28129768,0.59543455
SF3A2,-0.3254664,0.47166854
AMH,-0.047891803,0.027965829
DKKL1,-0.058845803,-0.13667975
LYL1,-0.03393648,0.46893552
OAZ1,-0.2621461,-0.29743826
TRMT1,-0.5166539,0.0025632381
STX10,-0.16155778,0.0070209354
RETN,-0.0010188597,0.03752192
FCER2,-0.004570701,0.19468138
DMPK,-0.445136,-0.08619088
CLEC4M,-0.030748349,-0.06112038
RSPH6A,-0.009828049,0.0035851272
TBC1D17,-0.22129303,0.24315101
IL4I1,0.39323783,0.5085461
TLE6,0.00896586,-0.2367842
PTOV1,-0.36739227,-0.026336849
NOVA2,-0.12027434,0.30568764
SGTA,-0.25126907,0.008963823
MED25,-0.26276326,0.1646055
SNAPC2,-0.34858316,-0.30977574
C19orf53,-0.17034043,-0.16040821
TIMM44,-0.2951305,-0.24582033
CCDC61,-0.4223118,-0.23361383
TNNT1,-0.25406718,-0.33355397
VRK3,0.01722537,0.26254773
FAM32A,-0.16730627,-0.10219057
PPP6R1,-0.30787534,-0.13794933
C19orf44,-0.123868205,0.029266544
MED26,-0.25095156,-0.14368692
OLFM2,-0.07000886,-0.44364995
RASAL3,0.05692384,1.4807092
AKAP8,-0.28504327,0.082262665
EPHX3,0.0048645996,0.036156062
ILVBL,-0.3027683,-0.49862614
ZNF419,0.02981935,0.029398978
SYDE1,-0.14203815,-0.0018341094
CASP14,-0.006793273,-0.021771992
SLC1A6,-0.12112696,-0.12162014
AURKC,-0.025295135,0.369213
POP4,-0.18281828,-0.019919395
CCNE1,-0.16651426,-0.16679247
URI1,0.0922558,-0.08649206
PDCD5,-0.08612094,0.029938817
ANKRD27,-0.18475477,-0.078028396
RPS16,-0.16906369,-0.02203992
TIMM50,-0.38735738,-0.40249515
LGALS13,0.0,0.0
CLC,0.0,-0.22015275
AKT2,-0.23830658,-0.20254578
PLD3,0.10380281,-0.07521314
PRX,-0.21620534,-0.4717769
PIAS4,-0.33981955,-0.08989619
NUMBL,-0.13804865,0.57906985
EBI3,0.18178098,-0.091482446
SHD,0.0018966405,0.6114268
TBCB,-0.26052824,-0.13384053
FSD1,-0.33465737,-0.67385876
POLR2I,-0.12447489,-0.043197095
OVOL3,-0.0009812557,0.0019576992
CLIP3,0.37051547,1.4459984
ZFR2,-0.15933569,-0.40437484
SLC1A5,0.4064849,-0.04969251
PRKD2,-0.32837966,0.06984481
TJP3,-0.29059082,-0.282687
APLP1,-0.5880758,-1.3100073
CACTIN,-0.48055485,-0.09253031
CCDC9,-0.26176074,-0.024296656
HNRNPUL1,-0.09915901,-0.07949704
FZR1,-0.35841542,0.14376193
BBC3,-0.17389366,-0.35771227
TGFB1,-0.5259385,-0.5260557
DENND3,-0.2553052,-0.17674018
PLIN3,-0.20860149,-0.43739006
MYH14,-0.46292764,-0.25719005
MRPL4,-0.3183501,-0.197236
SIGLEC8,-0.0023165548,-0.028772686
CD79A,-0.021217445,0.090812236
LIM2,0.0,0.0020615717
ICAM4,-0.08651995,-0.19708246
RPS19,-0.2688649,-0.43486017
NKG7,0.03787093,0.14784768
ICAM5,-0.122977816,-0.8807866
ETFB,-0.07506399,0.26627558
CD33,0.1320132,-0.0034576356
CEACAM5,-0.018437201,-0.13186163
CRX,-0.09003606,-0.30411816
BABAM1,-0.21433015,-0.076350585
TYK2,-0.3196315,-0.45797557
SULT2A1,0.613944,0.6957785
CDC37,-0.16780858,0.097858205
NAPA,-0.21375017,0.08077116
RABAC1,-0.52901673,-0.8012185
ATP1A3,-0.068952,-0.030369315
MEIS3,-0.14846908,-0.35774297
PTPRS,-0.12413444,0.6421657
CNFN,-0.2195103,-0.27089986
ZNRF4,-0.018985074,-0.049937196
MEGF8,-0.17914659,0.016626686
KDELR1,-0.18808085,-0.06842614
CYTH2,-0.54957926,-0.420279
GRWD1,-0.37287354,-0.10317829
GRIN2D,-0.23609416,-0.29121798
SYNGR4,-0.00070084137,0.05944513
CLEC11A,-0.31691822,-0.49844235
CARD8,-0.069306865,0.094157904
LIG1,-0.47463328,-0.4398607
SIGLEC6,-0.00043871885,0.008849062
ZNF175,-0.022361876,0.6037451
PLA2G4C,-0.050895233,0.036981788
CABP5,-0.010886386,-0.025984576
HAS1,0.0025771926,0.024770085
RAB3D,-0.09130372,0.032465197
DBP,0.26377583,0.3768168
TMEM205,-0.042573992,-0.08882506
CAPS,-0.62679666,0.64916116
PLPPR2,-0.33475465,0.00082972646
FAM83E,-0.03946967,0.12922013
RASIP1,-0.12763797,0.155831
THEG,-0.0012930415,0.004350568
FGF21,-0.45239684,-0.93771005
BCAT2,-0.38387957,-0.116371006
MIER2,-0.31586847,0.070010245
PLEKHA4,-0.0014173547,0.29478285
PPP2R1A,-0.41953042,-0.42084736
TNPO2,-0.24921465,-0.2258213
WDR83OS,-0.3709386,-0.5524984
CACNG7,-0.43536055,-0.9911145
GCDH,-0.07878032,-0.26854318
KLF1,-0.0042980723,0.044496093
DNASE2,-0.32167277,-0.6031846
MAST1,-0.12863268,0.14013784
JAK3,0.021330258,0.73344016
RPL18A,-0.28034034,-0.41676733
SLC5A5,-0.019148663,0.027456522
KCNN1,0.012990319,0.03329108
ARRDC2,0.003375416,0.37963367
PIK3R2,-0.15238199,0.23929712
RAB3A,-0.19492464,-0.12979299
PDE4C,-0.060546137,-0.15526506
ISYNA1,0.21058717,0.9115796
ELL,-0.32036152,-0.18476146
CRTC1,-0.3551064,0.21310216
COMP,-0.73826927,-1.4500818
UPK1A,-0.0034302848,0.005707424
COPE,-0.45192423,-0.53099835
DDX49,-0.35995793,-0.5302965
ETV2,-0.22841156,-0.23576254
ATP4A,-0.0044321595,-0.0004436751
ARMC6,-0.7085834,-1.184423
TMEM147,-0.48567265,-0.86473596
GAPDHS,-0.000105888495,0.0013474722
MAG,-0.0011094313,0.09475438
TMEM59L,-0.6485578,-0.81797314
HAMP,0.55122715,-0.02466309
USF2,-0.16989625,-0.18857852
LSR,-0.23531643,-0.23969698
KXD1,-0.21415794,-0.18318501
FKBP8,-0.1389311,-0.03929618
SUGP1,-0.18778414,0.2182638
HPN,0.02020992,0.06672727
ZNF14,0.1693433,-0.021706149
SCN1B,-0.3155019,-0.6660603
PBX4,-0.0346379,0.18872711
ERF,-0.33809406,-0.15964209
GSK3A,-0.31415936,-0.24452567
ATP13A1,-0.33100814,0.29129523
ZNF574,-0.3841802,-0.19424267
GRIK5,0.031867918,0.26484728
SIPA1L3,-0.22255127,0.023913667
ETHE1,-0.21575464,-0.52891845
CADM4,-0.55436426,-1.1320179
SMG9,-0.36798474,-0.31914616
AVL9,-0.11055963,-0.45611566
RUNDC3B,0.31605822,-0.07823166
CFAP69,0.17871392,-0.43364298
GTPBP10,0.028675105,0.28738296
RASA4,-0.13247445,-0.3086195
CDK6,0.17911085,0.30619526
PMPCB,-0.08137162,-0.23592328
DNAJC2,0.051890522,0.45632842
TFPI2,-0.09749082,-1.161984
BET1,-0.051378258,-0.19155058
NAMPT,0.86018306,0.29122442
PIK3CG,0.32283974,0.39949137
PON3,0.03221067,-0.08040399
PON2,-0.2710368,-0.723657
ITGB8,0.6108782,0.93476427
SP4,0.09714714,-0.41684392
WDR91,-0.15591443,-0.18238077
DNAH11,0.13625827,0.536443
CBLL1,0.030016648,-0.118398264
DLX5,-0.015101342,-0.04236049
MTPN,0.08238751,-0.58000124
STEAP1B,0.02403013,0.41234216
PTN,0.49613935,0.57286847
ATP6V0A4,-0.07720321,-0.01011657
ZC3HAV1,0.037519794,0.0019471757
TTC26,-0.10198938,-0.22597864
OGDH,-0.34536868,-0.27158755
NPVF,0.0,0.0
ADAP1,-0.3189095,0.17946887
TFEC,0.54687375,0.07504758
CAV2,-0.22991468,-0.9488267
CAV1,0.5081311,0.13209963
MET,0.36912337,0.2108814
RNF32,-0.11666796,-0.08176365
LMBR1,-0.019966263,-0.16013841
NHP2P1,-0.002038444,-0.0007137819
WNT2,1.7286938,0.9677434
HOXA1,0.14321193,0.0065037757
DNAJB6,-0.22295646,-0.08983013
HOXA2,0.18843387,0.23186733
HOXA3,0.16653241,0.29981732
LFNG,-0.48570326,-0.48544812
HOXA5,0.2841625,0.003603965
HOXA6,0.067023166,-0.0878446
BRAT1,-0.5924768,-0.44963983
IQCE,-0.27425298,-0.20976298
ANKRD7,0.03507039,0.033013888
VIPR2,-0.018018719,0.22277248
TSPAN12,-0.14193028,-0.76871717
HOXA13,2.818473e-05,-0.065202914
CPED1,0.17457831,-0.44895124
EVX1,-0.0016293217,-0.0020721192
HIBADH,0.21231069,-0.018501967
TAX1BP1,-0.015248976,-0.12136282
CPVL,0.42556235,-0.46042672
CHN2,0.04266053,-0.06476775
GRB10,-0.36356628,-0.16209874
ABHD11,-0.35324815,-0.3490204
COBL,0.15559353,0.37622774
FKBP14,0.17152432,0.17058143
PLEKHA8,-0.08028601,-0.13297066
STX1A,-0.33205438,-0.45519182
NOD1,-0.28223714,-0.35557395
CRHR2,-0.009468253,0.02724769
GHRHR,0.0024890078,0.050798543
NSUN5P2,-0.38651714,0.5745423
CASP2,-0.14506635,-0.045633435
CHCHD2,-0.34754583,-0.3477377
CCL24,0.016681977,-0.52029157
HSPB1,-0.7774648,-0.46394804
NPTX2,-1.5527654,-1.3864822
PDAP1,-0.13413054,0.13146845
BUD31,-0.033916213,0.3620907
PTCD1,-0.23653217,-0.17283465
CYP3A5,0.3569003,0.22827311
ZKSCAN1,0.18050596,0.60904497
EIF3B,-0.2399923,0.038745
SNX8,-0.43595457,-0.869772
NUDT1,-0.2722896,-0.23394664
PTPRZ1,-0.022228608,0.18384287
TAF6,-0.2527835,-0.114610836
WASL,0.0783933,-0.033781573
HYAL4,-0.046049934,-0.05075175
SPAM1,0.020933991,0.041849956
AIMP2,-0.32415318,-0.38147926
TFR2,0.7300359,0.7002187
FSCN3,-0.02620106,0.013864888
MOSPD3,-0.28298873,-0.40186125
PAX4,-0.003910338,0.0028321994
PCOLCE,0.13440931,0.3097678
FBXO24,-0.059348147,0.23269565
PPP1R17,-0.00073479523,0.0018687766
RBM28,-0.13868731,0.17587426
USP42,0.019308174,0.2613171
IMPDH1,-0.14080422,-0.15360533
AGFG2,0.29610088,0.6765013
LSM5,0.08334128,0.26316097
SERPINE1,-0.56933606,-1.3159802
AP1S1,-0.25828713,-0.3571394
MOGAT3,-0.26741108,0.06982374
C1GALT1,0.062172856,-0.17729448
PLOD3,-0.26787046,-0.3461264
RPA3,0.098741546,0.13070264
ZNHIT1,-0.11575608,0.3055932
CLDN15,0.07098415,-0.32675913
GLCCI1,-0.13856202,-0.25393486
MYL10,-0.16875033,-0.09354553
PHF14,-0.14751609,-0.37406307
NRF1,-0.16601804,0.39594498
TMEM106B,0.18035647,-0.7147137
EZH2,-0.27322367,0.32776263
CEP41,-0.105190255,-0.33896816
ZNF862,-0.3299065,-0.3129674
SFRP4,-0.76864517,-0.6896625
MEST,1.1069233,0.27299356
MEOX2,-0.057545744,-0.059925973
ANKMY2,0.05554973,0.24588984
ACTR3C,0.0005262532,0.22579855
POU6F2,0.15510783,-0.017332286
TSPAN13,-0.4431334,-1.2679455
RARRES2,0.7615177,1.045156
AGR2,0.0850818,0.1809923
AHR,0.5268532,0.2798282
CHCHD3,-0.068798356,-0.14372534
GIMAP2,0.18403104,-0.049857587
TMEM176B,0.33026302,0.5059947
GLI3,0.3594119,0.35259902
PSMA2,-0.058798872,-0.08263698
MRPL32,-0.057931043,0.103605665
COA1,-0.08018329,0.05301053
BLVRA,-0.0921414,-0.093096495
URGCP,-0.18619311,0.54492235
TMEM248,-0.03224091,-0.14072809
STAG3L4,-0.16415036,0.15521014
RHEB,-0.102768846,-0.026738852
PRKAG2,-0.011235002,0.118629456
AEBP1,-0.15228444,0.94997114
POLD2,-0.053948015,0.06316279
MYL7,-0.025682135,0.064999804
GCK,-0.24258775,0.015467882
BCL7B,-0.27807188,-0.07042867
YKT6,-0.2333652,-0.030446455
TBL2,-0.21980375,-0.30853134
GALNTL5,-0.00012224396,0.0015514776
CLIP2,-0.30232567,-0.09165035
EIF4H,-0.19615921,-0.5568581
LIMK1,-0.07838149,-0.05917073
SPATA6L,0.051041402,0.115435906
SLC1A1,0.21873675,-0.3188709
LHX2,-0.07776098,0.07569334
FKTN,0.09532935,-0.5092545
FSD1L,0.069646284,-0.10742827
CNTNAP3,-0.0972136,-0.73531574
SPIN1,-0.043501146,-0.084309116
NMRK1,0.10295005,0.4428323
TMEM245,-0.100412205,-0.5741289
PRUNE2,0.69856024,0.6943478
MEGF9,-0.081778735,-0.15385962
TRIM14,0.32721555,0.0730114
CORO2A,-0.108732134,0.0588872
TGFBR1,-0.27324158,-0.78000987
SEC61B,-0.23398511,-0.314825
C5,0.70176226,0.5166544
OGN,1.1622648,1.1734447
ASPN,0.5038983,0.50860244
ECM2,0.50258565,0.36787283
TLE4,0.32758194,0.2557106
LHX6,-0.021598201,0.40825826
PTGR1,-0.08573342,-0.068304
SUSD1,-0.30126733,-0.6636399
AMBP,0.769698,0.864179
AKNA,0.087354496,0.060907155
TNFSF8,0.2770715,0.5838231
DNM1,-0.6814571,-0.93405116
ENG,0.091958866,0.42119408
AK1,-0.24689701,0.02497223
CDC37L1,-0.018764121,-0.32829943
RLN2,-0.005819108,0.014480734
RLN1,-0.0065583475,-0.0023137834
PLGRKT,-0.15334955,-0.34632444
TBC1D13,-0.27760723,-0.27974498
RIC1,0.0059398664,-0.7313147
KDM4C,-0.09854355,-0.1380121
DOCK8,0.36832476,0.0018660426
KANK1,-0.28661704,-0.91782296
ELAVL2,0.023100514,-0.053796414
NCS1,-0.2997557,-0.1129691
TESK1,-0.24357393,0.2861733
KCNT1,-0.032042712,0.05603373
CA9,0.2858739,0.2721675
FUBP3,-0.07354962,-0.30247253
TYRP1,0.18271317,0.011605367
CREB3,-0.15000081,-0.1927321
RGP1,-0.2589215,-0.5194397
MPDZ,0.13681176,-0.59647083
LHX3,0.0269132,0.016327709
EDF1,-0.16711214,0.13046417
PIP5K1B,0.015828189,0.08987357
GLIS3,-0.49091792,-0.14989975
BAG1,-0.25611666,0.058236748
RAPGEF1,-0.2375193,-0.20117708
NPDC1,-0.15832023,0.42910385
SETX,0.108469486,0.15097836
SH3GL2,0.06555332,0.17149368
PTGDS,0.7315835,1.8780565
ABCA2,-0.2140957,-0.17179245
SHB,-0.12554437,0.33630463
UBE2R2,-0.1161326,-0.021188803
ABHD17B,-0.0074401526,-0.31038466
EXOSC3,-0.07682263,0.05949322
ZFAND5,-0.089657076,-0.130155
DVL1,-0.6198468,-0.45924187
PDLIM1,-0.28045312,-0.30635965
CCNJ,-0.07954462,-0.3609259
DNTT,-0.0006236373,-0.0024698956
GATA3,0.027383938,0.18764839
ATRNL1,-0.240646,-1.461112
HPS1,-0.21012653,0.13172652
PHYH,0.23030017,0.142065
RASSF4,0.17255126,0.56683594
DNMBP,0.0052739778,0.127737
RAB11FIP2,0.16597366,0.07572318
CXCL12,-0.31610346,-0.50696045
ERLIN1,0.005623026,-0.031055028
EIF3A,-0.1501943,-0.4511311
PKD2L1,-0.06255492,0.074283294
CUBN,-0.32695404,0.10713354
TRDMT1,-0.09627672,-0.050447054
DDX50,0.0035763464,0.14170992
MAPK8,0.050574586,-0.26239288
SEC23IP,-0.06621364,-0.003644742
ATE1,0.15508169,-0.21517277
NSMCE4A,-0.035286024,0.38804978
PLEKHA1,-0.24022356,-0.65306664
PALD1,0.16536415,0.38952878
UNC5B,-0.12747484,-0.2951043
CDH23,0.17672646,1.0130227
SPOCK2,-0.20082915,-0.3580629
MICU1,-0.1329669,0.06741384
PPP3CB,-0.028498977,-0.110821754
CCSER2,-0.028401546,-0.16178429
BMPR1A,0.14893979,0.21682027
MINPP1,0.16235131,-0.33034956
ACTA2,0.2940056,1.0866568
LIPA,0.38482314,-0.6570367
TLX1,0.012646218,0.27490756
LZTS2,-0.346251,-0.13533697
SFXN3,-0.3901434,-0.58539104
KAZALD1,-0.15334676,-0.40606785
FBXW4,-0.35763878,-0.3542177
FGF8,0.017598383,-0.0030119866
NPM3,-0.18343133,-0.4774954
TNKS2,0.032634217,-0.16631006
PITX3,-0.038290482,-0.11606397
GBF1,-0.06500243,0.2858922
ARHGAP21,-0.25746116,-0.35386997
CPEB3,0.21529198,-0.11285204
FBXL15,-0.26468515,-0.04625514
CUEDC2,-0.17596294,-0.31137967
SUFU,-0.005279906,-0.046328336
ANKRD26,0.00023164174,-0.3657258
ACBD5,0.023006713,-0.44402933
LHPP,-0.026441155,0.2386049
LARP4B,-0.14730977,0.08733511
GTPBP4,-0.25017133,-0.20506173
EDRF1,-0.030511545,-0.52555895
BCCIP,-0.039313722,0.109011725
MTPAP,-0.11657535,-0.041081592
NEURL1,-0.02150493,-0.31414062
SH3PXD2A,-0.009842532,0.85574543
PITRM1,-0.32623184,-0.5917517
MAP3K8,-0.72222,-0.5703979
DKK1,-0.052482266,-0.05822383
EBF3,0.01052048,0.26435804
GLRX3,-0.27589682,-0.35922197
SORCS1,-0.0071758516,0.0092895795
XPNPEP1,-0.14528671,-0.30492836
SMC3,0.05116001,-0.32134864
SHOC2,0.005678865,-0.6937116
TFAM,0.17977668,-0.34723765
CCDC6,-0.1138316,-0.059325125
CUL2,0.040782064,0.017137015
CCNY,-0.048063047,-0.27045435
UBE2S,-0.43435666,-0.24218628
RPL28,-0.18413806,0.13735217
ZMIZ1,-0.27477133,0.083737254
DNAJC12,0.118973665,0.381645
PPIF,-0.23938407,0.10124169
PBLD,0.5989377,0.4500978
TSPAN14,-0.42107755,-0.42228317
LGI1,-0.11423885,-0.46776348
TBC1D12,-0.09328791,0.06648127
CYP2C18,-0.39611596,-0.91193074
CRYBA1,-0.0009145334,0.020698676
NUFIP2,-0.038990065,-0.3214259
GIT1,-0.37301013,-0.026601285
RPL19,-0.13599542,-0.0819188
FBXL20,-0.054619282,0.2068375
RUNDC3A,-0.1484447,-0.1512805
UBTF,-0.23047769,0.09058654
CSF3,-0.0006282535,0.008555881
PSMD3,-0.18385595,-0.39778978
CASC3,-0.1648648,0.07178785
RAPGEFL1,-0.3712765,-0.20261309
RGS9,-1.5023651,-1.8092167
RNF43,-0.00022517085,-0.19618301
ASPA,-0.35889852,0.23232502
RAD51C,0.021385126,0.021683225
MTMR4,-0.2627137,-0.30999386
TRIM37,-0.052962307,-0.042792328
P2RX1,-0.11865903,0.49661714
DHX40,-0.03042788,-0.42161697
TUBD1,-0.03394214,-0.046509027
KPNB1,0.0058623846,-0.005747138
GOSR2,-0.10958607,-0.121807896
PNPO,0.17054912,-0.0011893064
TVP23BP2,-0.00011136571,-0.0070339735
RPS6KB1,0.045958042,-0.35047832
TRIM16L,-0.34529185,-0.23494655
ZNF29P,0.0,0.007867024
CDK5RAP3,-0.24269147,-0.030050516
CBX1,-0.031572524,-0.2959984
RECQL5,-0.27194414,0.05712366
PIGL,-0.21701847,-0.1624546
GALK1,-0.31036168,-0.68061984
INTS2,-0.13736713,-0.32075953
CAMTA2,-0.24403986,-0.21136369
MED13,-0.003803704,-0.3676236
HOXB6,0.035457697,-0.27608174
ENO3,-1.1003364,-1.4742501
PFN1,-0.34194914,-0.38853374
RNF167,-0.24002372,-0.2901353
SLC25A11,-0.37320402,-0.4021939
RASD1,0.28365216,0.65050036
CHRNE,0.060817968,0.07761456
RAI1,-0.27519333,-0.24925166
NUP88,-0.27603674,-0.4829632
C1QBP,-0.3043088,-0.4747545
SLC6A4,-0.09169855,-0.23884574
BLMH,-0.033374272,0.19202375
CPD,0.20198014,-0.49716112
GOSR1,-0.16838498,0.14852105
CCDC47,0.02906678,-0.415231
MED31,-0.041954324,0.027466036
DRG2,-0.2857741,0.01884222
FTSJ3,-0.12351279,0.0037677437
AKAP10,-0.1311965,-0.28830537
ALDH3A1,0.2995853,0.8621501
SMARCD2,-0.12223072,-0.21626258
ICAM2,-0.14706178,-0.3772634
SYNGR2,-0.49886453,-0.6524433
B9D1,-0.12009968,0.22535731
UTP6,-0.11491963,0.10003242
DDX5,-0.13635035,0.116812006
C17orf75,-0.18425447,-0.40222687
CYTH1,-0.51130074,-0.3385412
PSMD11,-0.17439787,-0.36993468
LGALS3BP,0.15336612,0.15634263
ASIC2,-0.008847089,0.09995965
CCL7,0.4365952,0.7238716
CCL2,1.1891658,1.8131194
CCL8,0.46228644,0.42798734
CCL1,0.11902372,0.190045
PEX12,0.05279996,-0.5014113
KRT32,0.0,0.0020895854
DHX58,-0.051448032,0.042333998
KAT2A,-0.4239787,0.8773283
RAB5C,-0.21425058,-0.6504676
NAGLU,-0.3162743,-0.32593143
HSD17B1P1,-0.020409763,0.027429938
HSD17B1,-0.042773552,0.514062
MLX,-0.12849997,-0.3457518
CNTNAP1,0.47389218,0.95538855
ABI3,0.15149713,0.26967192
EZH1,-0.26632407,-0.21950325
DLX4,0.016337749,-0.04720654
PPP1R9B,-0.13298859,-0.0578586
COL1A1,0.43550578,1.7105507
SGCA,-0.23580894,0.009659871
PTGES3L-AARSD1,-0.26941237,-0.53924423
MRPL27,-0.3576404,-0.26361048
VAT1,-0.32380825,-0.33311436
LRRC59,-0.274386,-0.41778013
RND2,0.17444132,0.39975327
ALOX12,0.030244617,0.23853248
HDAC5,-0.43224475,-0.2724722
ABCC3,-0.6425478,-0.95027775
LUC7L3,-0.04439949,-0.16917482
PPY,0.0047611976,0.008363683
MPP2,-0.16699381,0.2173434
SMURF2,-0.023711395,-0.02192366
DUSP3,-0.35162723,-0.7681527
CACNG1,-0.0004708826,-0.0057078265
EFTUD2,-0.25255713,-0.29437083
HLF,0.93321145,0.7238588
SLC16A6,-0.26841238,-0.23552366
PRKAR1A,-0.05126042,-0.6828314
EFNB3,0.00067791255,-0.046335764
FAM20A,0.5836931,1.2780001
MMD,-0.26724133,-0.11301021
RANGRF,-0.37197837,-0.558662
DPH1,-0.3586539,-0.4728502
MAP2K6,0.44812554,0.4685447
DHRS7B,-0.38707882,-0.50418425
WSB1,-0.20495082,-0.3781063
RCVRN,0.01607158,-0.04746084
MYH1,-0.0013830576,0.0028555763
MYH3,0.10202897,1.4262893
NAT9,-0.28006276,-0.2968142
TMEM104,-0.16998701,-0.17082691
VTN,0.4497095,0.27173027
TNFAIP1,-0.08798076,-0.45167643
IFT20,0.012952206,0.016318455
TMEM97,0.2950752,0.69627583
CDR2L,-0.35002485,-0.2828255
PMP22,0.69534594,0.6090167
FOXN1,-0.0022897073,0.0045240643
UNC119,-0.11629021,-0.36879787
ALDOC,0.48474234,0.5732151
SUPT6H,-0.09877872,0.56673515
RAB34,0.06028231,0.12482114
PHF12,-0.09203914,0.630278
PHOX2B,-0.005455885,-0.010727143
TMEM33,0.0641422,-0.07510914
GABRA4,0.009861846,0.106514
GNRHR,-0.0005410777,-0.006428468
SLAIN2,-0.13076271,-0.04005786
OCIAD1,-0.014312727,-0.34479606
CWH43,0.0025399125,-0.33633497
DCUN1D4,0.14191517,-0.19221175
USP46,-0.13596177,-0.48562086
SULT1E1,-0.78536034,-0.9144783
ODAM,-0.020351902,-0.020067347
SMR3A,0.0,0.0
CHIC2,-0.1506373,-0.59896445
NMU,0.0091967415,0.015975775
LAMTOR3,-0.114594914,-0.49744555
PF4V1,-0.68960965,-0.7940511
NFKB1,-0.09788448,0.02333653
AREG,-0.76218414,-1.387011
MANBA,0.026938647,-0.05491166
UBE2D3,0.036906496,-0.40188056
MAPK10,0.15713884,0.03800632
ELF2,0.029383479,-0.24698672
NDUFC1,-0.2340106,-0.43384027
UCP1,-0.012492958,-0.027039094
TBC1D9,-0.3306734,-0.36463472
ZNF330,-0.1170904,-0.03687366
INPP4B,0.19923833,0.17593834
GAB1,0.12023319,-0.11706728
KLHL2,-0.010875559,-0.47918916
IL2,-0.003632864,-0.0018811878
CPE,-0.56984013,-1.3834252
RPL34,-0.065128386,0.1657313
WFS1,-0.0935935,0.26135105
ANXA10,1.4031668,1.9225624
GRPEL1,0.01058615,0.17240664
GAR1,0.0064354464,-0.077247515
CLCN3,0.013076744,-0.40064842
AADAT,-0.17534809,-0.9493719
GALNT7,0.17906265,0.055649012
DHX15,-0.08776035,-0.48035914
SOD3,0.56115615,1.0667051
SEPSECS,0.23075432,-0.23736218
CPZ,0.98283935,1.0329012
TRIM2,0.43596143,-0.27125525
SLC2A9,0.13979839,-0.91954195
FBXW7,-0.1331264,-0.14938992
NEIL3,-0.0018004527,0.064890504
TBC1D19,0.2632386,0.23757778
CLNK,0.031296283,-0.032565482
SH3D19,0.14425887,-0.23966984
STIM2,-0.037371583,-0.07752621
NKX3-2,-0.24133785,-0.3493477
MFSD10,-0.42377093,-0.5080097
GLRB,0.13421623,0.13455996
BST1,0.08530239,0.12070517
RAPGEF2,-0.12068124,-0.4662993
HGFAC,0.25775474,0.4697646
SNX25,-0.005662077,-0.2144485
LRP2BP,0.008912753,0.39234152
UFSP2,-0.09517238,-0.46490905
KLF3,0.08022622,-0.66636944
KLHL5,0.3998582,-0.043628752
FAM149A,0.32136422,0.35328326
NCAPG,-0.20213142,0.14190868
UGDH,-0.11826561,0.0111621395
PPARGC1A,-0.44368237,-1.2033873
DDX25,-0.101963446,0.01656618
CRYAB,-0.7890118,-0.48176926
DBX1,-0.00049623515,0.009765326
HTATIP2,-0.29625678,-0.3492301
CTSC,-0.02999444,-0.48278514
CCDC34,-0.074178845,0.06622085
ZBTB16,0.16671632,-0.3647663
ELP4,-0.015740529,-0.69148237
ZPR1,-0.22843431,0.1955389
TECTA,0.05307218,0.4598164
SC5D,0.24299431,-0.33692157
CRTAM,0.19265603,0.16715544
B3GAT1,0.19745508,-0.048655987
HSPA8,-0.26888326,-0.33992797
P2RX3,0.02927152,0.050819628
VWA5A,0.37076142,0.56704795
DNAJC4,-0.06625567,0.1538584
SIAE,0.41415748,0.13018462
SNX15,-0.3615731,-0.028026879
LPXN,-0.24713868,0.023332775
DTX4,0.23756291,0.8778403
ATG2A,-0.19463539,-0.21774073
EHD1,-0.21889126,0.1209833
OSBP,-0.06055392,0.16580273
UNC93B1,-0.18803227,-0.22769105
PUS3,0.06532057,0.37266314
DCPS,0.17510152,1.0392475
KMT5B,-0.13081767,-0.21214469
FOXRED1,-0.19517595,-0.31075656
PPP6R3,-0.0796022,0.089358
NRXN2,0.34336886,0.34395972
MS4A6A,0.5182638,-0.46553618
MS4A4A,0.7452448,0.45390832
ST3GAL4,-0.11270502,-0.15673116
CPT1A,-0.6667434,-0.40771484
CCND1,-0.1477554,0.04096873
CCDC86,-0.29939207,0.028333038
PRPF19,-0.2131015,-0.36291528
TMEM109,-0.18310954,-0.79010236
CCKBR,0.0043784394,0.0113876145
HPX,0.8248025,0.6732829
TRIM3,-0.29164225,0.025747389
