,control0,perturbed0
LCORL,0.13136573,-0.21821786
PARD6G,0.073628925,-0.23348331
ZNF454,-0.06991026,0.0035072193
SH2B1,-0.345236,0.15739346
ZC3H12D,-0.0015006511,-0.1553304
VN1R1,-0.009849616,-0.0335727
PLEC,-0.39781225,0.3414966
SH2D4B,-0.0020130961,0.036727015
RNF212,-0.05441744,-0.3171831
PRSS36,-0.08289001,0.20526984
ZNF543,0.03869374,0.09164114
TMEM151B,-0.014642278,0.08434896
GALNT11,-0.18650557,-0.19931181
SLITRK1,-0.03916386,0.01858313
WDR6,-0.46871477,-0.49235126
PRM3,0.0,-0.004526319
TNP2,0.0,0.0
GEN1,-0.11170409,0.44289687
TMPRSS9,-0.2782566,-0.4542843
AQP11,-0.18272938,-0.8874613
TMEM11,-0.2708783,-0.2768774
ZNF354B,-0.03553489,-0.100948796
KCNG2,0.053891003,0.061159477
SHISA3,0.6278445,0.78295827
OR2D3,0.0,0.0
CALML3,-0.0073216343,0.032073945
CALML5,0.0,-0.003962002
ZFAND2A,-0.09547182,0.2483379
ZNF223,0.014010048,-0.050457947
HTR1A,0.0,-0.00235387
CCDC185,-0.046327405,-0.04451568
FAM220A,-0.015699353,-0.2737154
DNAJC22,-0.6527837,-1.1785734
NEUROG2,-0.0012060584,-0.0013926458
CEP295NL,-0.00015630398,-0.4967321
BEND3,-0.20415945,0.2968079
NT5DC1,-0.0035855693,-0.2812194
RPS3AP5,0.010603753,0.027128547
GLDC,0.15720858,-0.22922955
COX14,-0.057770938,0.5544075
MCMDC2,-0.0051984866,0.039176557
TUBAL3,-0.005652841,-0.007522865
P4HTM,-0.31890124,0.008994758
UCN3,-0.0076115113,-0.0047985595
DTX3,-0.17758618,-0.054593608
KLHL11,-0.13885085,-0.4714337
NECAP1P1,-0.00012879678,0.0009883126
AMBN,-0.012198639,-0.0164008
CTXN1,-0.10808826,-0.851412
SLC25A20,-0.32762712,-0.6531348
CA8,-0.019252433,-0.06646796
CKS1BP6,0.016457785,-0.003400851
CD28,0.06775286,0.35592702
EPM2AIP1,-0.01150327,-0.28452483
ERBB4,0.0153101245,0.17299977
MAF,-0.2002665,-0.4888425
CTNNBIP1,-0.35678378,-0.4078218
OR6B3,0.0,-0.0072934376
DEFB125,0.0,0.0
GAPDHP29,-0.0045153648,-0.0030778043
PSAPL1,-0.023508854,-0.026773177
OTOS,0.0043960386,-0.010582497
GTPBP6,-0.3040977,-0.016783357
ERN1,-0.14859441,-0.571761
GPR35,-0.17258026,-0.13295443
ACTG1P1,-0.030957486,0.010569945
C10orf53,-0.01755919,0.0052403808
PPIAP33,-0.01779747,-0.016696312
ARMC10P1,0.01446401,0.016741823
CSRNP3,-0.32443184,-0.960701
ZNF713,-0.033013757,-0.21492846
PARP10,-0.33030206,0.018176824
DYNAP,0.09175252,-0.06835715
SUZ12,0.113899134,-0.18955067
NSUN3,-0.121381104,0.0088508725
KCTD12,0.18484393,-0.47328326
RPP25,-0.2509651,-0.15904194
GRINA,-0.13293244,-0.20611086
GLULP4,0.010808497,0.065309964
THBD,0.3209633,0.7725805
GP5,-0.021528628,-0.10034321
LMO7DN,-0.021986917,-0.020551382
COX5A,-0.3135176,-0.31188774
STX19,0.0034565348,0.0055043264
ERFE,-0.6472081,-0.9246913
FAM219B,-0.28211954,-0.082507685
ZHX2,-0.3870226,-0.014627963
CPN2,0.29674336,0.0982928
CPNE7,-0.26051,-1.3061928
C5orf46,-0.6512463,-0.506966
CD300LB,0.4457489,0.84129107
GDPD4,-0.07333888,0.5026439
RIIAD1,-0.014002283,-0.014166912
MPI,0.041002218,0.112155646
TRIM73,-0.04004081,0.3852444
OPLAH,-0.5623833,-0.583897
TMEM52,-0.033860974,0.5258038
TMEM139,-0.63697857,-0.46525875
RNF186,-0.026842624,-0.21517467
EFCAB13,0.13142885,0.08189704
MSC,-0.40322065,-0.4045593
APOLD1,0.0092227915,-0.22410329
EXOSC4,-0.38079116,-0.17438935
DPY19L3,0.20271522,-0.16669422
TAF7,-0.13285781,-0.2774088
FOXE1,-0.02588601,-0.025445621
PFAS,-0.3207882,-0.535843
HYI,-0.64413875,-0.49475193
TPRX1,-0.015188393,0.005758389
ZNF552,-0.04400068,-0.41926274
SMIM10L2A,-0.12622708,-0.28538722
GAK,-0.3755206,-0.28784618
ZBTB7A,-0.2194091,0.29459214
TUFM,-0.21696526,-0.44584906
ERICH3,-0.010933108,0.0906308
RMI1,0.18274443,0.20267612
CTC1,0.045870636,-0.026335027
FBXO34,-0.14057025,-0.19628656
MRFAP1L1,0.018992461,-0.04612147
SNX18,0.06613489,-0.48060843
EXD1,0.017360743,0.01732224
AURKB,-0.41901717,-0.19711754
TAS1R2,-0.0020010883,-0.008429258
C14orf39,0.027165003,0.06691044
MRFAP1,-0.1293617,-0.17400295
C3orf38,0.1839923,-0.02600056
KLHDC7A,-0.7210818,-0.72207403
TMEM107,-0.047329392,-0.36037695
RRS1,-0.25579798,-0.11828151
EXOC3L1,0.022229139,0.3250608
TRIML2,0.022709515,0.12950379
OR13D1,0.0,-0.0060768006
IGSF22,-0.17411391,-0.16303182
C9orf50,-0.0015683661,0.13600564
ZFP42,-0.04211623,-0.3497127
CCDC89,-0.051141288,-0.2172788
FAM133A,-0.0059146713,-0.0067204684
DPM3,-0.35178366,0.009441376
C12orf42,-0.012383871,-0.07836067
CYC1,-0.4661289,-0.9547111
PER1,-0.4886022,-0.45178384
HTR1F,-0.0013656609,0.010477696
TMTC2,0.2568043,0.81216943
HES7,-0.02434755,-0.024287244
FARSA,-0.2923755,-0.13390529
SPTY2D1,0.0022523254,-0.24247885
C10orf67,-0.060925588,-0.012452409
SAMD4B,-0.25773722,-0.09216423
CYP11B2,0.0,0.0018286654
GIMAP7,-0.55781734,-1.0068477
ALOXE3,-0.31559786,-0.71993196
EDC3,-0.2157222,0.26642355
TCAIM,0.19803102,-0.09360461
RPS2P28,-0.0026578074,0.0028911987
FUCA1,0.0074376534,-0.11086253
PXT1,-0.013477958,0.022872988
GGN,0.0613433,0.06463355
OR7E97P,0.0,0.0034792605
TMEM125,-0.27946958,-0.34807935
ZNF664,0.034927502,-0.5128995
SIGLECL1,-0.00058580516,-0.008517388
CALR,0.03670509,0.041845277
MAGED1,-0.1497964,-0.46809235
LDLRAD3,0.17332725,-0.16065355
SMCO3,0.07822513,-0.02436833
RAD23A,-0.2459798,0.36841148
GADD45GIP1,-0.20040575,0.28221238
MEIS3P1,0.07981736,-0.088934384
DAND5,-0.07784125,-0.097972184
TMEM151A,-0.06646111,-0.2479161
PTPN11,-0.054199502,-0.48403394
NSUN7,0.031081812,-0.3066894
FAM156B,-0.3576037,-1.0903145
WSCD1,-0.3015823,-0.112524286
RAB39A,0.12827545,0.12352117
CLK3,-0.30177957,0.24072593
GATA2,0.12570123,0.3007796
ARID3B,-0.27821368,-0.09006637
HMGN2P46,-0.013398103,0.04126601
TMEM31,0.0034436716,0.09827791
PACS2,-0.35379335,-0.0011154413
OR4K11P,0.0,0.0
ELMOD2,-0.024243215,-0.24917054
EGR3,0.11577754,-0.012231588
GPC5,-0.15349157,-0.508496
VWA1,0.43858746,1.0111616
DNAJB8,0.0,-0.00058557966
GEMIN4,-0.31899378,-0.31040388
FJX1,-0.15788089,-0.28688353
OR13C6P,-0.0017870032,-0.003361816
KLHL28,-0.007894855,-0.6684062
MKRN3,0.06759816,0.01522655
ZBTB18,0.00052479305,-0.13647667
EEF1A1P27,0.0018026886,-0.011161631
C14orf28,-0.053522903,0.03487638
ALOX12B,-0.012720623,-0.013110565
SLC17A8,-0.13157998,-0.4288013
SHARPIN,-0.35886106,-0.29265112
LBX2,-0.026580676,0.5748966
DNHD1,-0.10164009,0.7640804
SLITRK4,-0.0077443346,0.033267114
HTR1D,-0.5826589,-0.977167
GCC1,-0.15561129,-0.21812588
LSMEM2,-0.025639994,0.051655732
NBPF17P,0.001832353,-0.010990188
RNF151,0.011725342,0.031465977
CIITA,0.61061215,1.8676244
ZFPM1,-0.019646864,0.4590249
ALOX15B,0.14625034,-0.4054691
PLD6,-0.23407267,-0.034679443
GPHB5,-0.0036513929,-0.00025521894
GRM8,-0.04109408,-0.08120623
CDC42EP4,-0.2954468,-0.30825585
DGKZP1,-0.007290942,-0.0015153759
OR2AP1,0.0069767297,0.0045979396
OR6C4,-0.022625256,-0.118624926
ZBTB42,-0.08893429,-0.20054796
LACC1,-0.006947761,-0.2908871
MAF1,-0.1280083,-0.1491793
TPPP2,0.10114743,0.7787858
FCER1A,0.04694537,-0.031600736
RPRML,-0.01573464,-0.013318126
ARL14,-0.33767316,-0.22358918
OR6C2,-0.0020698342,-0.0071912017
WDR97,-0.12597482,0.13864
NLRP8,0.0073695835,0.013612445
PCED1B,-0.88068444,-0.89201504
APOBEC3B,-0.29097515,-0.14195652
SYCN,0.0,0.0
PIPOX,0.10389713,0.021048352
ATP8B5P,-0.049156304,0.014658634
FOXS1,-0.54134446,-0.3011161
ATOH7,-0.009694122,0.5167945
CDH5,0.59231186,0.2461909
LRRC3B,-0.0094454745,-0.012165106
OR7E22P,-0.009393448,0.061598197
FAM216B,-0.0071769124,-0.004827905
MRGPRX4,-0.0011923313,0.00026610144
MYADM,-0.28472862,-0.58028483
MRGPRX3,-0.009259835,-0.09113504
MROH1,-0.5686548,-0.23812893
SERTAD2,-0.1700687,0.2213339
AKAP5,-0.15945174,0.2595963
NKPD1,-0.06515996,-0.1319167
GIPC3,-0.049892873,0.12882347
CITED4,-0.61668384,0.107228875
ABCA13,0.005078844,0.01729938
NLRP11,0.013596307,-0.021217618
PHC1P1,0.07955921,0.121017925
ZNF154,0.15396433,0.12170462
R3HDM2,-0.1946427,-0.14940235
B3GNT3,-0.80091894,-0.8538294
ITLN1,0.02483027,-0.58455133
NRXN1,0.026405333,-0.5747718
SEPHS2,0.0768801,0.21887173
OR10A7,0.0,0.0
GPBAR1,-0.004192061,0.109450854
ZNF784,-0.26973695,0.27701294
ZNF648,0.07673158,0.22701795
C14orf119,-0.16066697,-0.25193137
CCR8,-0.0036399867,-0.0068619167
BBS10,0.13873373,-0.6811025
FIZ1,-0.3774679,-0.11409289
SSC5D,-0.1113522,0.40034556
DCTPP1,-0.4893694,-0.5663163
ZNF771,-0.16056588,-0.242672
PPP1R14BP3,0.0010727351,0.09830212
TSHZ1,0.049054023,0.043127913
PSTK,-0.17843598,-0.34749275
SPDYE7P,0.004356189,-0.007732349
SOCS4,0.15105401,0.33172864
OR1E1,-0.00051978295,-0.00099819
ZNF48,-0.2867657,-0.03672141
OR1R1P,0.0,0.001415333
C3orf80,-0.045029417,-0.3085987
NKX2-6,-0.014059135,0.004631714
TMEM150B,-0.1863122,-0.42735466
OR3A4P,0.0,0.003520254
ANKRD18A,-0.34612507,0.98283905
WFDC11,0.0011543817,-0.042755466
TMEM86B,0.011319448,0.45289683
OR3A1,0.0031205416,0.0127455
TRNAU1AP,-0.273892,-0.23541261
EXOC3,-0.20111427,0.09547114
TDRD6,0.26552802,0.5333677
C12orf40,0.009731228,-0.052084275
CSNK1A1L,-0.0006109666,-0.014052799
HMGN2P9,-0.0010818951,-0.0017606809
LYNX1,-0.4565108,-0.4788098
RPS12P23,-0.0028394444,0.002289384
TH,-0.014098215,0.4295588
FAR2P1,-0.03253192,-0.084418245
MED14,-0.068469584,-0.49162042
FAHD1,-0.10029821,-0.30759335
HMGB1P14,-0.002161487,-0.001071943
TDRP,-0.08943828,0.13890794
RCC1,-0.3698353,-0.49907425
WFDC9,-0.0005441964,-0.00024513065
F2,-0.030834854,-0.20535463
TPT1P10,-0.0018239353,-0.0016391783
PRKRA,-0.082230896,0.0038457513
HERC2P3,-0.16867237,-0.7140914
NACAP2,-0.0018676373,-0.004801661
ZNRF2,0.09568792,-0.39108488
RRH,0.007019002,0.05415856
SLC9A4,-0.10493242,-0.21902344
ZNF816,-0.058737345,0.1058538
PRNT,0.0,0.0
FGD6,0.049374815,0.23214045
ADGRD2,-0.05555896,-0.07779959
GPR139,0.0,0.008543873
PLD5,-0.054477748,0.21579924
OAZ2,-0.09317052,-0.1639737
WFDC10A,0.0,0.0012477478
PNPLA1,0.008060705,-0.015521638
ALX1,-0.003446881,-0.0005879963
CCDC43,-0.09496384,-0.10068737
KCTD4,-0.13680406,-0.1296615
MEIOC,-0.104905695,-0.02508545
FZD2,0.1473717,-0.07471676
TIGD2,0.019111367,-0.37757888
HCLS1,0.36805913,0.8207306
MTURN,-0.13043678,-0.70169336
ZNF609,-0.17750394,-0.36069983
PAK2,-0.10785253,-0.07201083
CCDC66,0.10129277,0.34820503
DEFB124,-0.0018037223,-0.0040756813
EMC3-AS1,-0.16705531,-1.0339622
MCFD2,0.12311487,-0.51201165
OR10AA1P,0.0,-0.0025985942
HARBI1,-0.14053094,-0.33385497
DEFB123,0.0,0.0
C11orf71,0.10855341,0.11799296
CYP8B1,1.1304446,0.66652524
OR6K6,0.0,0.0
OR6K4P,-0.0015611835,0.0014802853
TPRXL,-0.03259308,-0.21928453
SERTM1,-0.0030519243,-0.059972223
GAS1,0.21801554,0.27399713
ARHGAP45,0.15886122,0.9599136
OR10Q1,0.027716614,0.015190411
ZNF571,0.06339618,-0.12816584
GLIPR1L2,0.07699873,0.060066115
DEFB119,-0.0011574292,-0.00017453334
KCNE1,0.2375886,0.52890635
NRIP1,0.13712567,0.13287838
ZSCAN4,0.027391415,0.13505213
BHLHA15,-0.23917529,-0.2787679
RNF182,0.47130033,0.7392267
TSPYL5,0.1322418,-0.25562704
FUT7,1.7638318e-05,0.035293132
SRP9P1,0.14083527,0.6106354
SKIDA1,0.15075117,-0.15451887
ZBTB12BP,-0.0019740777,0.019741826
MB21D2,0.29536632,0.3510792
GSX2,-0.02856795,0.0013666879
SSTR2,0.3637117,0.67165816
ZNF594,-0.05230971,-0.44583228
PCGF5,0.110032655,-0.4380829
SLC47A2,-0.035381608,-0.0899436
PRF1,0.04313461,0.023401653
OR2A4,-0.071597174,0.012637205
MAB21L1,-0.026317663,-0.02655887
RPL21P8,0.006705599,0.005877383
VN1R3,0.0,0.0032740426
YOD1,0.056069635,-0.2622511
EXOC5P1,0.002380794,-0.00019518612
TMEM64,-0.14885105,-0.9776921
C3orf22,-0.0017456529,-0.066218086
OR10K2,-0.013039942,-0.079109356
OR5AZ1P,0.0,0.0
CHRM4,-0.04541222,-0.04452457
OR51A9P,0.0,0.0
SHISA2,-0.13572048,-0.4271415
S1PR5,-0.2319534,-0.05627829
CLRN3,0.4270443,0.16278028
SMG1P3,-0.27728033,-0.5966511
GPR157,-0.6717049,-0.48256212
PIPSL,0.03714697,0.041095823
CHST13,-0.4065022,-0.47750396
OR7E129P,-0.00055844104,0.0037233364
AGTR2,0.0,0.0005979187
SLC36A4,-0.00746336,0.30470264
ZDHHC20,-0.031780556,-0.99264413
ANKRD30B,-0.020716641,0.032424882
OR51E1,0.018943055,0.04387337
ZFP3,0.012059044,-0.11368583
ARSJ,0.54756504,0.9898776
HOXC9,0.023065675,0.02052774
MAP3K15,-0.117969975,-0.34613305
PPA1,0.1737615,0.07162566
HOXC10,-0.004154072,-0.006104078
PSMG4,-0.17887717,0.26732188
BHLHE22,0.00051361753,-0.002194757
MAP6D1,-0.05043023,0.5091202
ZNF443,0.016900614,0.46168566
PDIA3P1,0.051018685,0.047040958
CXCR2,-0.04419171,-0.7390806
DEFB112,0.0,0.0
GREM2,0.47594807,-0.22211894
C11orf42,-0.0009613668,-0.086107865
SSR4,-0.19935499,-0.21394828
CAPS2,0.011102786,0.13463832
ZNF792,0.035851236,-0.299716
CUEDC1,-0.38299283,-0.19996461
KCTD2,-0.039061803,0.1532759
D2HGDH,-0.3458369,0.32902333
OR52B1P,0.0,-0.0072934376
OR56B3P,0.0,-0.003781094
OXTR,0.14885809,0.73203826
CMTR2,0.049516123,-0.15105559
OR56B4,-0.0014727496,-0.0012527384
OR7E18P,0.0,0.0
GPR62,-0.0023125303,0.12019385
OR56A1,0.06295749,-0.2529587
ZNF572,0.08886685,0.29736218
ST20,0.07321173,0.7210612
PITPNB,0.14231992,0.2504988
TCEAL8,0.14804317,-0.13196455
OR52E4,-0.05676837,-0.11830974
LRRC57,-0.060883258,0.047235046
OR52N2,-0.00047686152,-0.001521483
MRPL14,-0.3118222,-0.5566366
GPR137C,0.1283758,0.22866383
C1orf105,-0.044184864,-0.03618549
OR52N1,0.017785693,0.0214351
BBS12,-0.03528396,-0.023423731
ZFP82,0.14850467,0.4708119
OR52N5,-0.0069504166,0.032410484
LSMEM1,-0.25411952,-0.37602037
OR56B2P,0.004228664,0.009482529
NQO1,-0.3232462,0.011886656
OR56B1,0.0009075415,0.02377495
AEN,-0.43491352,-0.42034298
FKRP,-0.28325596,-0.17565995
TRAPPC5,-0.37129596,-0.31924123
SLC25A42,-0.5749037,-0.7128733
FCRL6,0.01227636,-0.0042166645
METTL23,-0.08623758,-0.17555301
SLC26A11,-0.26355186,0.076547325
HIGD1A,-0.23422049,-0.8659633
CHRM2,1.379246,1.3786486
OR52N4,-0.014095547,0.022703806
EHMT1,-0.00025113657,-0.37170014
ADIPOQ,-0.056245033,0.0010800622
F2R,0.16123024,-0.84296167
MUC16,0.0019130153,0.00079183606
NPM1,-0.037959207,-0.11155534
PJA1,-0.05363006,0.00010942668
DHTKD1,0.15522797,-0.4424482
PENK,-0.089334644,-0.1394228
OR8G2P,0.0,0.0
C4orf50,0.010847105,-0.0005590841
ZNF746,-0.279906,0.023723245
TMEM132C,-0.033142786,-0.00060478225
SLC25A41,-0.007991555,0.14295806
MTHFD2P7,0.003576838,0.0059141563
OR5AK2,0.0,0.018291935
FRAT2,0.03159705,0.14618103
OR5AK3P,0.0,0.032350905
TMEM132E,-0.10532937,-0.043559212
ZNF322,0.05650282,-0.06500433
NME9,-0.052773774,-0.18218307
HEPHL1,0.010318769,0.0454429
LRRC75A,-0.09976632,0.01144357
OFCC1,-0.0033642738,-0.015826197
CTAGE10P,-0.001540223,-0.0036503258
HSP90AA6P,-0.016017342,-0.010291228
OR5M8,0.0,0.0
CCL13,0.07325557,-0.3479377
CFAP65,-0.04744266,-0.03253503
DDX60L,0.03757893,-0.1851553
SYNE4,-0.46325976,-0.18766493
OGFOD3,-0.30997482,-0.31726164
UTS2R,-0.0004957049,0.4605667
AATK,-0.24058124,0.1126304
DDN,-0.076209724,-0.13364765
SAGE1,0.0038490214,0.0035842832
ZNF467,-0.11065801,0.36132583
SOX2,-0.015236907,-0.014434541
ZNF678,0.019139078,0.13290259
TMEM45A,-0.21546835,-0.9636425
RAP2B,-0.25011852,-0.58116233
ZBTB2,-0.030133907,-0.19093621
RNF135,-0.036204442,-0.009785125
OR6T1,0.0,0.0015580435
ACBD4,-0.32704854,-0.1033247
OR8D4,0.03922803,0.04248913
SGSH,-0.36159387,-0.3593732
RPL24P4,0.010982174,0.13546316
MAB21L2,-0.11595595,0.4026447
FANCB,0.015586495,0.1753172
EDDM3B,0.0,-0.00018772003
SETD2,0.019724084,0.6448441
EDDM3A,-0.0015814075,0.0015534471
TMIE,-0.022937234,-0.020935591
MEX3D,-0.41870317,-0.754623
OR52D1,0.0,5.4668657e-05
MRPS23,-0.098592974,0.091403164
OR52H1,-0.008841655,-0.009654143
FDCSP,-0.002156007,-0.0012914427
GPR135,-0.15176095,-0.39059466
SLX1B,-0.11348858,0.015201442
ANKRD62,-0.034004573,0.01602254
P2RY13,0.16616666,-0.90894485
TNFSF15,0.8051696,1.2479242
ZFP41,-0.112442814,0.39991578
ATG9B,0.07666987,0.14110512
GPR88,0.23689444,-0.3312816
PLAG1,0.405772,0.3704634
YIPF6,-0.011225424,-0.23974499
ZBTB20,-0.19261733,-2.3112714
OR2Z1,0.0,0.0
FDX1P1,-0.001780515,0.002058494
OR8K5,0.0,0.0
AMIGO1,-0.09816111,-0.17121899
OR8H3,0.0,0.0
OR8H2,-0.0082240235,-0.007220219
GPR3,-0.1101819,-0.18322584
TMEM252,-0.0057423227,-0.012007756
OR5J1P,-0.0006356659,0.009233557
ODF3L2,-0.010643439,0.068916164
OR5AS1,-0.056631673,-0.8943782
ACTL9,0.0,0.0
SIAH2,-0.019857846,-0.2793538
COPG1,-0.19644144,-0.42928493
ADGRB1,-0.044701677,0.027884606
OR6S1,0.0,0.0
SLC9A9,0.9242829,0.6891186
LSM10,-0.10265847,-0.013869777
KCTD9P2,-0.0006212117,0.0018993157
RELL1,-0.4377026,-0.5611419
RFX7,0.14998762,0.29870528
SLC35C1,0.026992243,0.25070572
OR5D17P,-0.0009540924,-0.0009778934
TIGIT,0.10459087,0.05458806
RNF41,-0.017001411,-0.21843441
FTMT,-0.0002989117,0.0019504505
IBA57,-0.4043682,-0.72836626
ZNF329,-0.04271814,-0.035503034
ZNF101,-0.15725708,0.004594356
OR4C6,-0.0024444826,-0.004958255
C5orf24,-0.076624215,-0.8822365
ADO,0.009544914,-0.16469204
COA4,-0.1676293,-0.0882373
OR4P4,0.023784311,-0.023345964
PRKAG1,-0.088557884,-0.33075494
GINS3,-0.33927175,-0.57711005
OR4C15,0.0,0.0
OR4A21P,0.0,0.0
OR4A13P,0.0,0.0
OR4A15,-0.0002534601,-0.0050925994
OR4A16,0.0,0.0
OR52K2,-0.008234782,-0.018305575
NEUROG1,0.0,0.0
PYY3,0.0,0.0
CCDC149,-0.08511214,0.34988624
GOLGA8CP,0.015642975,0.027890682
MRPS11,-0.16886155,-0.15570329
AQP7P2,-0.21966723,-0.17648736
SNRPE,-0.089454725,-0.65310407
RTKN2,0.44658726,0.07141513
CHST15,-0.15912545,-0.09811689
ADIG,-0.004338321,-0.005438024
USH1G,-0.0021576148,-0.002118097
TRPC2,0.008722278,0.094925195
TRIM49B,0.0009402015,-0.0004647136
IDH2,0.2910379,0.29867727
OR52A1,-0.087834045,-0.22507937
OR6B2,0.0,5.3167754e-05
TMEM259,-0.45060435,-0.26559418
TNRC18,-0.16518989,0.62351906
FAM181B,0.011479707,0.08465112
TMEM30B,-0.108236246,-0.57623005
DEXI,-0.10781495,-0.3706783
ZNF716,-0.050348938,-0.05444442
NOP10,-0.2546834,-0.13230118
FAM89A,-0.010765457,0.047792863
KCNIP1,-0.37931952,-0.75881267
TDRKH,-0.011252727,-0.15329263
ZNF708,0.054184493,0.3950453
IST1,-0.18553191,0.015090525
ERCC6L2,0.05786519,0.61015487
MRPL41,-0.47155344,-0.3678115
ENPP7,0.020442676,-0.24633364
CREB3L2,0.019380534,0.094346136
P2RY8,-0.058331255,0.054078694
UNC5C,-0.26009712,-0.45829755
MRGPRG,0.0,0.0
TSEN54,-0.3035759,-0.01384899
RGMA,0.042993415,0.40336782
ASB18,-0.06043592,-0.06254033
UBA7,-0.0798286,0.033914812
MRPS16,-0.3420873,-0.7202077
RAD51B,0.123177305,0.34011132
CRYGB,0.0,0.0
LDOC1,-0.01468151,0.1857321
ARL6IP4,-0.09547981,0.20937994
EXT1,0.15120403,0.49845755
SHMT2,-0.0666062,-0.3720236
MOB2,-0.31736046,-0.14888395
HHIPL1,-0.4008003,-0.512159
ATP6AP2,0.072871454,-0.81373733
ZAR1,-0.0024903924,-0.0031316062
CYB5D1,0.07952864,-0.052127905
BACE2,0.028421123,0.0020215958
UBE2E2,-0.11579223,-0.070363775
SYNM,-0.589507,-0.5901343
KCNA4,-0.0048741302,-0.008057253
GABRG3,-0.03647786,-0.1454569
PRR34,-0.08180797,-0.05948461
FIGN,-0.037281547,-0.9527741
IZUMO1,-0.18974304,-0.3504687
TMIGD1,-0.0034213245,0.00057307235
B4GALNT4,-0.12847026,-0.41715813
AP1S2,0.3019757,-0.4390264
C8orf33,-0.09022071,-0.22380161
DCAF4L1,-0.07796754,0.22303747
SPACA6,-0.11655714,-0.18602803
MBD3L3,-0.002097637,0.003023055
ZSCAN22,-0.17955972,-0.363944
KCNJ14,-0.09062299,-0.0017021522
C1S,0.97867817,1.0799837
GLTPD2,0.45322022,0.33762637
KIAA2012,0.09856521,-0.07669654
LIPF,-0.0014924728,-0.003994577
DAOA,-0.003655004,-0.00511876
PDSS1P1,-0.0012592777,0.011813739
ZNF804B,-0.00046392187,-0.004523821
CRIP1P4,0.0,0.0
KBTBD3,0.21399474,-0.1648548
YBEY,-0.070216216,0.14670932
OR5F2P,0.0,0.0
PLCXD1,-0.1258518,0.55379754
NXPH4,-0.7987871,-1.5633397
RPL27AP5,0.009841334,0.039709605
CACNB4,0.005691214,0.04208587
IFNL1,-0.0019074911,-0.0013482028
DNM1P46,-0.055164084,-0.0044822097
TRAPPC6B,0.0024692102,-0.31428272
PGBD4,0.055859253,0.3591178
CDY2A,-0.0005007656,-0.003233299
NPLOC4,-0.29332468,-0.0043887496
OTOL1,-0.003802834,-0.0016828298
KCNK4,-0.018544422,-0.018310077
TEX19,-0.011310998,-0.052553587
TSHZ2,-0.10348077,-0.69146955
CAPN12,-0.1950488,0.79917336
EXOC7,-0.29439017,-0.6647007
OR2B8P,-0.0005737007,0.0005557695
KPNA2,-0.14401026,0.028582439
WASH6P,-0.40153137,0.47577432
NCF1B,0.017725656,0.0760811
XKRX,-0.14105047,-0.08700432
BGN,0.177769,0.67201877
CEP97,-0.052066546,0.13084379
LHFPL1,0.010528123,0.013575042
FES,0.26233232,0.05895865
GLRX5,0.29466826,0.28878745
FAM104B,0.08254429,0.20524088
TBPL2,-0.0034089757,-0.0171269
OR7E115P,0.0,0.00093184755
CAV3,0.002290664,0.0126509005
MXRA7,-0.007778709,-0.16916835
LIMK2,-0.17334493,0.11048894
MFSD5,-0.3339122,-0.40437913
RNASE10,-0.15824074,0.13472605
RWDD4,0.09143431,0.031225625
SPNS3,0.023082675,0.57558405
OR4C2P,-0.006052285,0.007985637
CLEC4G,-0.01825199,0.19432141
SATB1,0.14170964,0.10594437
NXPH3,-0.5231628,-0.4591009
CSF1R,0.43626687,-0.35101107
EPHB3,0.027690593,-0.09863472
VCX,-0.0051142783,0.011868859
EPGN,-0.030413408,0.04194807
KRTAP11-1,0.0,0.0073211314
HS3ST4,-0.051610686,0.004682362
TRAK1,-0.5817941,-0.2455459
TSPAN10,0.0046656975,0.0016082646
OR2V2,-0.07994872,-0.04366656
PLCB1,0.45062858,0.4401341
SKA2,0.02852101,-0.06757552
CCNYL2,-0.1120097,-0.12934758
OR10G7,-0.0014425373,-0.0023747883
CCDC172,-0.009520083,0.041142263
OR4Q3,0.020210387,0.019266633
NTM,0.2620715,0.28835806
TTC3,0.14446919,0.27953774
KCNB2,-0.0005542547,-0.0020678039
BRICD5,-0.113939196,0.38304004
GALR2,-0.04739772,-0.05707922
RESP18,0.0,0.0062394203
IGIP,-0.08170622,-0.04425874
TSKU,-0.58805853,-0.6245381
FXYD6P3,0.0,0.0
CMC4,-0.01903131,-0.09786871
ANXA2,-0.17351343,-0.32212067
SEPHS1P1,-0.0006098428,0.0021410813
RGS6,-0.012308448,0.03461432
HOXB4,0.26089564,0.43411705
SLC35D3,-0.00014527104,-0.003160183
PAQR7,-0.19988829,-0.37917393
PAPPA,1.2502985,1.7011077
MAFA,-0.011887698,0.02321013
NGRN,-0.13489471,-0.14340161
GRID1,-0.42447877,-1.0332774
HCAR2,0.1327626,-0.18988581
OR2T29,0.0057949843,0.006789282
CCDC87,0.017592762,-0.015826203
GSTA5,-0.0031633242,0.0008944981
C1orf116,-0.96209925,-0.5806678
TMEM198B,-0.09624043,0.71302855
MAGEB17,-0.01774266,0.0075750984
CRIP2,-0.3293161,-0.103666335
DDX28,-0.29498014,-0.23473583
FUNDC2P2,0.0014550015,0.0013640125
KRTAP13-2,0.0,0.0
ACBD3,0.023315968,-0.47307286
PLCXD3,-0.38904843,-0.063886076
RRP7BP,-0.1679774,0.39351135
VMO1,0.044748683,0.38223043
OR4F15,0.020139,0.08538266
ALG12,-0.34442377,-0.67823315
