,control0,control1,control2,control3,control4,control5,control6,control7,control8,control9,control10,control11,perturbed0,perturbed1,perturbed2,perturbed3,perturbed4,perturbed5,perturbed6,perturbed7,perturbed8,perturbed9,perturbed10,perturbed11
ERMAP,-0.10740768,-0.23156033,-0.17629907,0.13836396,-0.3799351,-0.48346624,-0.21444783,-0.18721808,-0.2892585,-0.29217288,-0.2990998,-0.31026524,-0.050473887,-0.17462654,-0.119365275,0.19529775,-0.3230013,-0.42653245,-0.15751404,-0.1302843,-0.23232472,-0.23523909,-0.24216601,-0.25333145
ZNF691,0.3173165,-0.18788636,-0.5293072,-0.39004394,-0.07817608,-0.4021201,-0.48896253,-0.0056349826,0.09655792,-0.20773189,-0.06636233,-0.08177892,0.36134478,-0.14385808,-0.4852789,-0.34601566,-0.0341478,-0.35809183,-0.44493425,0.0383933,0.1405862,-0.1637036,-0.022334047,-0.03775064
AIMP1,0.21408999,-0.034389667,0.08667498,-0.30140257,-0.07975859,-0.23351917,-0.5334511,-0.23297423,0.2669444,-0.049891282,-0.173649,-0.15174767,0.22215967,-0.02631999,0.09474466,-0.2933329,-0.07168891,-0.22544949,-0.5253814,-0.22490455,0.27501407,-0.041821606,-0.16557932,-0.143678
SGMS2,-0.43025333,-0.1706046,0.35885432,-0.5498878,-0.2630269,-0.48267016,-0.23558949,-0.29951128,-0.41154584,-0.39613518,-0.0585209,-0.31086245,-0.6120788,-0.35243005,0.17702886,-0.73171324,-0.44485235,-0.6644956,-0.41741496,-0.48133674,-0.5933713,-0.5779606,-0.24034636,-0.4926879
METAP1,-0.112153836,0.066466846,0.10643162,-0.33337697,0.045507845,-0.08524837,0.069939084,-0.015786458,-0.12205591,0.0030310114,0.07746226,0.05623388,-0.1454476,0.033173088,0.073137864,-0.36667073,0.012214087,-0.118542135,0.036645327,-0.049080215,-0.15534967,-0.030262746,0.044168506,0.022940122
DNAJB14,-0.19065948,-0.20922107,0.18177278,-0.3051477,-0.17920253,-0.57377833,-0.19494288,-0.24775624,-0.18844545,-0.5501816,-0.01724443,0.3772363,0.025711998,0.0071504116,0.39814425,-0.08877623,0.03716895,-0.35740685,0.0214286,-0.031384766,0.027926028,-0.33381015,0.19912705,0.5936078
H2AZ1,-0.25004584,-0.22029375,-0.12372606,-0.24214599,-0.057875816,-0.07597437,0.2759283,-0.089627914,0.26985338,-0.08074907,0.1048618,-0.21299984,-0.16054246,-0.13079038,-0.034222692,-0.15264261,0.031627554,0.013529003,0.36543167,-0.0001245439,0.35935676,0.008754298,0.19436517,-0.123496465
EMCN,-0.26776558,-0.17266105,-0.4825097,0.06681654,-0.114627205,0.12002886,-0.19564715,-0.41311538,-0.67850727,0.9195502,-0.25761154,0.031688124,0.20382893,0.29893345,-0.01091519,0.538411,0.3569673,0.59162337,0.27594736,0.05847913,-0.20691276,1.3911448,0.21398297,0.50328267
SLC9B2,0.3920202,0.35835412,0.23370297,0.43321377,0.4151739,0.7265435,1.0138956,0.34074402,0.41128436,0.3504112,0.48358116,0.61752415,0.6574672,0.6238011,0.49914998,0.69866073,0.6806209,0.99199045,1.2793427,0.60619104,0.67673135,0.6158582,0.74902815,0.88297117
BDH2,0.57325834,0.55944085,0.58707374,0.5439501,0.5287122,0.6651438,1.0466785,0.44719106,0.63033706,0.7697432,0.73978764,0.6247901,0.84325254,0.82943505,0.85706794,0.8139443,0.7987064,0.935138,1.3166728,0.71718526,0.90033126,1.0397375,1.0097818,0.8947843
PGRMC2,0.012710011,-0.29627147,0.009577962,-0.36912143,-0.04081244,-0.14573494,-0.16748638,-0.3798476,-0.0013738596,0.01673201,-0.10930665,-0.26460287,-0.36075664,-0.6697381,-0.36388868,-0.74258804,-0.41427907,-0.5192016,-0.54095304,-0.75331426,-0.3748405,-0.35673463,-0.4827733,-0.6380695
CDC25A,-0.19454925,-0.45704255,0.14540355,-0.07252619,-0.16260338,-0.2302514,0.6687349,0.18079595,-0.15089455,-0.51804024,0.16586295,-0.438813,-0.30886272,-0.571356,0.031090088,-0.18683964,-0.27691683,-0.34456486,0.5544214,0.06648249,-0.265208,-0.6323537,0.051549487,-0.55312645
ZNF589,-0.5238429,-0.18004479,0.004674381,-0.4989663,-0.05236538,-0.5884041,0.39639527,-0.79559,-0.7494239,-0.03308156,-0.36518273,-0.07133516,-0.79702175,-0.45322365,-0.26850447,-0.77214515,-0.32554424,-0.861583,0.12321642,-1.0687689,-1.0226028,-0.3062604,-0.6383616,-0.344514
PLXNB1,-0.2060366,-0.6214248,-0.2474671,0.07377882,-0.07716118,-0.2860538,0.40195766,0.12097442,-1.2307497,-0.111854464,-0.26545945,-0.16579162,-0.3572069,-0.7725951,-0.3986374,-0.07739149,-0.22833149,-0.43722412,0.25078735,-0.030195892,-1.3819201,-0.26302478,-0.41662976,-0.31696194
CCDC51,-0.29948258,-0.059707053,-0.32786256,-0.24999757,-0.19739333,-0.028105626,0.07087328,-0.0484426,-0.048994154,-0.30186236,0.07609129,-0.38007453,-0.23193926,0.007836267,-0.26031923,-0.18245426,-0.12985,0.039437696,0.1384166,0.019100722,0.018549167,-0.23431903,0.14363462,-0.3125312
ATRIP,-0.6355912,-0.24547519,-0.10274674,-0.3044735,-0.2016328,-0.012563182,-0.10807423,-0.22283229,-0.5013197,-0.37111887,-0.15193681,-0.47598293,-0.5290383,-0.1389223,0.003806144,-0.1979206,-0.095079914,0.0939897,-0.001521349,-0.11627941,-0.3947668,-0.264566,-0.04538393,-0.36943007
SHISA5,-0.37420857,-0.40446803,-0.22760332,-0.37202713,-0.14448586,-0.0049302783,0.14643537,-0.15398404,-0.4390817,-0.18181798,-0.39207286,-0.5717898,-0.37564278,-0.40590224,-0.22903752,-0.37346134,-0.14592007,-0.006364492,0.14500116,-0.15541825,-0.4405159,-0.18325219,-0.39350706,-0.573224
SPRY1,-0.96795774,0.2175628,-0.1215279,-0.4773149,-0.5955424,-0.09292849,-0.777902,-0.5088059,-1.1157991,-0.3290365,0.68541944,-0.43012425,-0.9930074,0.19251311,-0.14657758,-0.5023646,-0.62059206,-0.11797817,-0.8029517,-0.53385556,-1.1408488,-0.3540862,0.66036975,-0.45517394
BSN,0.055088397,-0.013451565,0.29065648,0.059629124,0.08843618,0.2899744,0.8967001,-0.18907358,-0.18663684,-0.28456256,-0.14855087,0.021532884,0.03321209,-0.03532787,0.26878017,0.03775282,0.06655987,0.2680981,0.8748238,-0.21094988,-0.20851314,-0.30643886,-0.17042717,-0.00034342147
APEH,-0.24679287,0.13909337,-0.15188846,0.23243171,0.17056452,0.72091234,0.8143082,0.075713694,-0.08762578,0.18535617,0.1866817,0.26053625,0.037859276,0.4237455,0.13276368,0.5170839,0.45521665,1.0055645,1.0989604,0.36036584,0.19702637,0.4700083,0.47133386,0.5451884
INTU,-1.1259428,-0.8945583,-0.2549716,-0.9682857,-0.9433075,-1.2637528,-1.2090443,-0.26071435,-0.9233337,-1.098546,-1.0036994,-1.1765468,-1.2411692,-1.0097847,-0.37019798,-1.0835121,-1.0585339,-1.3789792,-1.3242707,-0.37594074,-1.0385602,-1.2137724,-1.1189258,-1.2917732
RNF123,-0.10975461,-0.056430787,-0.103181675,-0.1322617,0.02823252,0.33071786,0.44095367,0.105643965,-0.3365553,-0.10807746,0.02660167,0.0053019617,0.055335,0.10865882,0.061907932,0.032827914,0.19332212,0.49580747,0.6060433,0.27073357,-0.1714657,0.05701215,0.19169128,0.17039157
HSPA4L,0.49301872,0.26917017,0.5225139,0.15167569,0.090003535,0.35440785,-0.34952137,-0.58604884,0.7073724,-0.36033964,0.043157753,-0.194943,0.8134461,0.5895976,0.8429413,0.47210306,0.4104309,0.6748352,-0.02909398,-0.26562145,1.0277998,-0.039912254,0.36358514,0.12548439
MFSD8,-0.011976294,0.15409212,0.51844865,0.17367662,-0.17932864,0.7132321,0.44700584,0.032285832,0.06411381,-0.08464022,0.31738216,-0.14821355,0.14671218,0.31278062,0.67713714,0.3323651,-0.02064015,0.8719206,0.6056943,0.19097432,0.2228023,0.074048266,0.47607064,0.010474935
ABHD18,0.4245742,0.08631788,0.47791567,0.27688876,0.32517228,0.24084535,0.4721094,0.041583605,0.3930048,0.31055924,0.3760518,0.24353997,0.32576394,-0.012492359,0.37910545,0.17807852,0.22636203,0.14203511,0.37329918,-0.057226636,0.29419458,0.211749,0.2772416,0.14472973
MON1A,-0.3151496,-0.34689674,-0.026362695,0.05623569,0.105128475,0.27874142,0.29396403,-0.06493471,-0.4867454,0.00711449,-0.0044905525,-0.44714552,-0.1518907,-0.18363783,0.13689622,0.2194946,0.26838738,0.44200033,0.45722294,0.0983242,-0.32348648,0.1703734,0.15876836,-0.2838866
RAD54L2,-0.7765819,-0.21936645,-0.09565377,-0.45131785,-0.7619528,-0.22900526,-0.11146926,-0.3512724,-0.49549872,-0.85593426,0.08970235,-0.46043655,-1.3485684,-0.791353,-0.6676403,-1.0233045,-1.3339393,-0.80099183,-0.6834558,-0.92325896,-1.0674853,-1.4279208,-0.4822842,-1.0324231
TEX264,-0.3565043,-0.285325,-0.037332673,0.108358234,0.11895701,0.16098125,0.5961458,-0.3723285,-0.300295,-0.115884475,-0.17359707,-0.15971692,-0.27067167,-0.19949237,0.048499946,0.19419086,0.20478964,0.24681386,0.6819784,-0.28649586,-0.21446237,-0.030051857,-0.08776445,-0.0738843
DUSP7,-0.9472492,-0.6735198,-0.21852095,-0.46287146,-0.3875414,-0.8364618,-0.51783496,-0.30969787,-0.9503778,-0.68621826,-0.6848392,-1.0535605,-1.2011323,-0.92740285,-0.47240406,-0.71675456,-0.64142454,-1.0903449,-0.771718,-0.563581,-1.204261,-0.9401014,-0.93872225,-1.3074436
POC1A,-0.42321143,-0.24284428,-0.12689264,-0.21468233,-0.13002911,-0.1498696,-0.34898126,0.046824142,-0.1594995,-0.44795972,-0.2810485,-0.12632619,-0.6925175,-0.5121504,-0.39619875,-0.4839884,-0.3993352,-0.41917568,-0.6182873,-0.22248195,-0.4288056,-0.71726584,-0.5503546,-0.39563227
PPM1M,-0.35863733,-0.3045538,-0.19264422,-0.2694108,0.119910285,-0.20732504,-0.052870657,0.116642915,-0.56776726,-0.45502502,-0.2580218,-0.56426585,-0.21502545,-0.16094193,-0.049032345,-0.12579891,0.26352215,-0.06371316,0.09074122,0.2602548,-0.42415538,-0.31141314,-0.11440992,-0.42065397
ETNPPL,0.9153494,0.95446765,0.7716751,1.3573061,1.0541842,0.97930217,1.1910868,1.1825452,1.1829727,1.1698298,1.0980637,1.1903659,1.302685,1.3418032,1.1590106,1.7446417,1.4415197,1.3666377,1.5784223,1.5698807,1.5703082,1.5571654,1.4853992,1.5777014
WDR82,-0.38451546,-0.33160087,-0.17924969,-0.45155147,-0.43879583,-0.28676373,-0.43963316,-0.25044286,-0.41541582,-0.5812519,-0.3152964,-0.47927964,-0.55482185,-0.5019072,-0.34955603,-0.6218578,-0.6091022,-0.45707008,-0.6099395,-0.42074922,-0.5857222,-0.7515583,-0.48560277,-0.64958596
C4orf3,0.49412456,-0.17488365,-0.03145947,-0.28476453,-0.15438232,-0.1403145,-0.3518476,0.10261393,0.06890195,0.13369456,-0.2386888,-0.23501657,0.54731905,-0.121689156,0.02173502,-0.23157004,-0.101187825,-0.08712001,-0.2986531,0.15580842,0.122096434,0.18688905,-0.1854943,-0.18182208
PRSS12,-1.3306496,-0.8665311,-0.19140273,-1.3277555,-0.8836869,-1.0066283,-0.6585937,-0.73612124,-1.489054,-1.2871335,-1.2476082,-1.1309444,-1.4735527,-1.0094342,-0.33430582,-1.4706585,-1.02659,-1.1495314,-0.8014968,-0.8790243,-1.631957,-1.4300365,-1.3905113,-1.2738475
HMGB2,-0.46035567,0.014821834,-0.35113326,0.29232907,-0.4044971,-0.55657744,-0.7207848,0.10010059,0.3563712,-0.88018817,-0.08018952,0.10611777,-0.2487671,0.2264104,-0.13954468,0.50391763,-0.19290851,-0.34498888,-0.5091962,0.31168917,0.5679598,-0.6685996,0.13139907,0.31770635
SAP30,-0.21934158,-0.6643897,0.19860303,-0.4239484,-0.29130477,-0.485529,-0.431177,-0.30966565,-0.25356394,-0.19619182,-0.37170354,-0.38688418,-0.09199789,-0.5370461,0.32594672,-0.29660472,-0.16396108,-0.35818532,-0.3038333,-0.18232197,-0.12622026,-0.06884813,-0.24435985,-0.2595405
SCRG1,-1.1772444,-1.1268822,-1.0537534,-0.7517737,-0.80529267,-1.0443764,-0.7506523,-0.6282906,-0.6689867,-1.1266339,-0.83249384,-0.96034026,-0.7472027,-0.69684047,-0.62371165,-0.32173198,-0.37525094,-0.61433464,-0.32061058,-0.19824886,-0.23894495,-0.69659215,-0.4024521,-0.53029853
HAND2,-0.52220964,0.20519505,0.13613215,0.015548491,-0.035158593,0.77063555,0.19388615,0.030917088,-0.4207885,-0.04214988,1.4145449,0.73043793,-0.4195981,0.3078066,0.23874371,0.11816005,0.06745297,0.8732471,0.2964977,0.13352865,-0.31817693,0.060461678,1.5171565,0.8330495
MAD2L1,-0.057508286,0.8379564,0.564668,0.997858,-0.033603147,-0.23352638,0.055030275,0.85327613,0.65757114,-0.21861438,-0.14176263,0.10324282,0.022595178,0.9180599,0.64477146,1.0779614,0.046500318,-0.15342292,0.13513374,0.9333796,0.7376746,-0.13851091,-0.061659165,0.18334629
ANXA5,-0.4784854,-0.80628675,-0.58245754,-0.9694451,-0.6823238,-1.0047902,-1.0953183,-0.608234,-0.5894702,-0.85506797,-0.84857816,-0.95658064,0.44101423,0.11321288,0.3370421,-0.049945474,0.23717582,-0.08529055,-0.17581868,0.31126565,0.33002943,0.06443167,0.07092148,-0.037081003
MAP9,-0.98646486,-0.71028334,0.1288116,-1.0737296,-0.61192816,-0.9328914,-1.3848951,-0.54070836,-1.47111,-0.49004656,-0.48612964,-0.94169056,-0.8836377,-0.6074562,0.23163876,-0.9709025,-0.50910103,-0.8300643,-1.2820679,-0.4378812,-1.3682828,-0.3872194,-0.38330248,-0.83886343
GUCY1A1,0.5141066,0.6461657,0.46194935,0.4098266,0.47545287,0.5487767,0.6163157,0.384264,0.4802759,0.097402185,0.73452294,0.5771212,0.764879,0.89693815,0.71272177,0.660599,0.72622526,0.7995491,0.86708814,0.6350364,0.73104835,0.3481746,0.98529536,0.8278936
FBXO8,0.5114156,-0.07876963,0.26559502,-0.01115633,0.12990339,-0.006263242,-0.30958828,0.008151133,0.86179644,0.15383686,-0.0785942,0.08418731,0.37571853,-0.21446669,0.12989797,-0.14685339,-0.005793661,-0.1419603,-0.44528532,-0.12754592,0.7260994,0.01813981,-0.21429124,-0.051509745
CEP44,0.0071497117,0.2505641,0.3383938,0.058361012,-0.23702349,-0.3596813,0.16307423,0.02292996,0.06966318,0.035494216,0.44283763,0.2119826,-0.06882387,0.17459053,0.26242024,-0.017612565,-0.31299707,-0.43565488,0.08710065,-0.05304362,-0.006310396,-0.040479362,0.36686406,0.13600901
HPGD,0.6888323,0.5924737,0.7724855,0.78783476,0.9088923,0.5033982,1.2676436,0.5339931,1.1919918,0.5994283,0.6111284,0.80129397,0.90581787,0.80945927,0.9894711,1.0048203,1.1258779,0.72038376,1.4846292,0.7509787,1.4089774,0.8164139,0.828114,1.0182796
TMEM144,0.05085287,-0.05024116,-0.07938449,-0.053409714,-0.3525339,0.102657676,-0.68290955,0.077396505,0.15681471,0.23943628,-0.051799595,-0.21802925,0.11114197,0.010047942,-0.019095387,0.0068793893,-0.2922448,0.16294678,-0.62262046,0.13768561,0.21710381,0.29972538,0.008489508,-0.15774015
GASK1B,-2.0867944,-1.4819063,-1.0633742,-1.8798617,-1.4893861,-1.9541508,-2.4887831,-1.3735784,-1.8694474,-2.0629187,-1.4497697,-1.4348367,-1.81357,-1.208682,-0.7901498,-1.6066374,-1.2161617,-1.6809264,-2.2155588,-1.1003541,-1.596223,-1.7896943,-1.1765454,-1.1616124
NAA15,-0.1969331,0.29133466,0.3398552,-0.3541863,-0.22199221,0.20886114,-0.25934148,-0.3779983,0.35989073,-0.19727464,0.13217849,-0.2806699,-0.18454649,0.30372128,0.3522418,-0.34179968,-0.20960559,0.22124776,-0.24695486,-0.36561167,0.37227735,-0.18488802,0.1445651,-0.26828328
IL15,-0.048224512,-0.18435466,-0.08044823,-0.104781635,-0.424363,-0.27413884,0.06596742,-0.11560588,-0.0005910215,-0.44649848,-0.05355293,0.02141618,-0.19044983,-0.32658,-0.22267357,-0.24700695,-0.5665883,-0.41636416,-0.07625791,-0.25783122,-0.14281635,-0.5887238,-0.19577825,-0.120809145
FHIP1A,-0.275036,-0.06259577,0.7659873,-0.71834606,0.5617872,0.95807236,0.5645787,-0.030678563,-0.21736382,0.4716393,-0.3953819,-0.17397137,-0.6630372,-0.45059693,0.3779861,-1.1063472,0.17378601,0.5700712,0.17657754,-0.41867974,-0.605365,0.08363813,-0.7833831,-0.56197256
ARFIP1,0.11898997,-0.054461032,0.028365543,-0.38100782,0.043819286,-0.040167265,-0.3539371,-0.08026137,0.058474656,-0.04443127,-0.08498488,-0.15908132,0.14647725,-0.026973747,0.05585283,-0.35352054,0.07130657,-0.012679979,-0.3264498,-0.052774087,0.08596194,-0.016943984,-0.0574976,-0.13159403
ICE1,-0.20561302,0.25645775,0.0892374,-0.08582154,-0.27988946,-0.20216557,0.084983185,-0.19161963,-0.18657523,-0.53162384,-0.15538223,-0.33665952,-0.16353433,0.29853645,0.1313161,-0.043742847,-0.23781078,-0.16008689,0.12706187,-0.14954095,-0.14449655,-0.48954514,-0.11330354,-0.29458082
HHIP,-0.74508226,-1.2140665,0.32757044,-1.2670273,-1.0320032,-0.38972428,-0.83348614,-0.4560725,-0.27345663,-0.45956075,0.19224991,-1.3694226,-0.95867056,-1.4276547,0.11398214,-1.4806156,-1.2455914,-0.6033126,-1.0470744,-0.6696608,-0.48704493,-0.67314905,-0.021338388,-1.5830109
ANAPC10,0.31230968,0.19322746,-0.12332262,0.07028651,-0.14382371,-0.35513744,-0.21636195,0.008130445,0.55942434,0.019138198,0.04178913,0.094387285,0.32563016,0.20654793,-0.110002145,0.08360699,-0.13050324,-0.34181696,-0.20304148,0.021450922,0.57274485,0.032458678,0.055109605,0.10770776
ABCE1,0.12032293,0.102773905,0.38495645,-0.21798563,-0.27130303,-0.26945654,-0.21443541,-0.071957625,0.3023955,-0.10852078,0.20203651,0.051689204,0.40892464,0.39137563,0.6735582,0.070616096,0.017298698,0.01914519,0.07416631,0.21664411,0.5909972,0.18008095,0.49063826,0.34029093
OTUD4,-0.38629794,-0.1936675,0.0527,-0.2984873,-0.26174006,-0.44101173,-0.2617752,-0.2730106,-0.1825322,-0.8076555,-0.2231011,-0.2940949,-0.68365,-0.4910196,-0.2446521,-0.5958394,-0.55909216,-0.73836386,-0.55912733,-0.5703627,-0.47988433,-1.1050076,-0.5204532,-0.591447
LSM6,0.06003883,-0.004589732,-0.2862522,-0.24046698,0.09853973,-0.25772864,-0.31487098,-0.22572121,0.23151723,0.25992638,0.09908543,-0.1332177,0.14551823,0.08088967,-0.20077279,-0.15498757,0.18401913,-0.17224923,-0.22939157,-0.1402418,0.31699663,0.3454058,0.18456483,-0.047738306
TMEM184C,-0.020644585,-0.15263252,0.2870074,-0.2000793,-0.26407745,-0.20615512,0.07678049,-0.12248619,-0.12827605,-0.11377471,-0.23500901,-0.3647261,0.0328293,-0.09915864,0.34048128,-0.14660543,-0.21060356,-0.15268123,0.13025437,-0.06901231,-0.07480217,-0.060300827,-0.18153512,-0.3112522
PRMT9,-0.097929694,0.20756878,-0.19765835,-0.094556965,-0.20911331,-0.20226865,-0.2627129,-0.301282,0.21412314,-0.1552978,-0.021523148,-0.26381248,-0.12997362,0.17552486,-0.22970226,-0.12660089,-0.24115723,-0.23431256,-0.29475683,-0.33332592,0.18207923,-0.18734172,-0.05356707,-0.29585642
ITGA2,-1.498111,0.448419,0.027791783,-0.58851004,-0.77419454,-0.36388412,-0.10286644,-0.045110412,-1.1034657,-0.6279825,0.37330148,-0.46277958,-1.7404317,0.20609835,-0.21452887,-0.8308307,-1.0165153,-0.60620475,-0.3451871,-0.28743106,-1.3457863,-0.87030315,0.13098082,-0.70510024
MOCS2,0.21944954,0.09772553,0.1256178,0.070372544,0.03872446,0.10864001,0.08620361,-0.006588877,0.30841506,0.2359977,0.13832067,0.0141660655,0.20814535,0.086421356,0.11431362,0.059068363,0.027420279,0.09733583,0.074899435,-0.017893057,0.2971109,0.22469352,0.12701648,0.0028618844
EDIL3,-1.188729,-1.216394,-0.50895697,-1.6938916,-0.828933,-1.9654363,-2.0074804,-0.5931756,-1.2992866,-1.7404909,-1.9947528,-1.5398945,-0.8231347,-0.8507996,-0.14336264,-1.3282974,-0.46333867,-1.5998421,-1.641886,-0.22758126,-0.9336923,-1.3748965,-1.6291585,-1.1743002
TMEM161B,0.49754167,0.22559206,0.57406014,0.34258762,0.09662721,0.086462595,-0.01621247,0.02067627,0.5827741,-0.11405196,0.020718737,0.038235515,0.41730577,0.14535615,0.49382424,0.26235172,0.016391307,0.0062266886,-0.09644838,-0.059559636,0.5025382,-0.19428787,-0.059517168,-0.04200039
ELOVL7,0.007687286,0.04660285,-0.057725146,-0.1383537,-0.14284056,-0.08052473,-0.3397816,-0.14752558,-0.21935095,0.25404793,-0.2808611,-0.17175664,0.4920195,0.53093505,0.42660707,0.3459785,0.34149164,0.40380746,0.14455059,0.33680663,0.26498127,0.73838013,0.2034711,0.31257558
NDUFAF2,-0.2549797,0.054494284,-0.007745387,-0.13884059,-0.06369752,0.011712657,-0.3715998,-0.116161205,0.2949662,0.28221282,0.11585899,-0.27168864,-0.023023814,0.28645018,0.2242105,0.0931153,0.16825837,0.24366854,-0.13964391,0.11579468,0.5269221,0.51416874,0.34781486,-0.039732754
LMBRD2,0.4964979,0.36967805,0.30017555,0.036888063,0.28467092,0.2022771,0.4352339,-0.028921165,0.31030893,-0.113082804,0.25731444,0.2956365,0.53398556,0.4071657,0.3376632,0.07437571,0.32215858,0.23976475,0.47272155,0.008566484,0.3477966,-0.075595155,0.2948021,0.33312416
RANBP3L,-0.31796056,-0.43059522,-0.13781452,-0.004363459,0.33155003,0.33252883,2.9538376,-0.24142359,-0.20301707,-0.24456584,-0.4509741,-0.20537622,-0.32820284,-0.4408375,-0.1480568,-0.014605748,0.32130775,0.32228655,2.9435954,-0.2516659,-0.21325935,-0.25480813,-0.4612164,-0.2156185
NIPBL,0.041819315,-0.2662516,0.029308392,-0.21338527,-0.31539404,-0.4036436,-0.19074419,-0.1261788,-0.37823877,-0.6153674,-0.117489494,-0.51000345,-0.032608073,-0.340679,-0.045118995,-0.28781265,-0.38982144,-0.478071,-0.2651716,-0.2006062,-0.45266616,-0.6897948,-0.19191688,-0.5844308
RNF180,0.83635455,0.4852958,0.31043795,0.15340248,-0.15769583,0.16471624,-0.5078631,0.25712582,0.38972175,-0.22602205,0.28259557,0.49175546,1.1013495,0.75029075,0.5754329,0.41839743,0.10729912,0.4297112,-0.24286816,0.5221208,0.65471673,0.0389729,0.5475905,0.7567504
ADGRV1,0.54039997,-0.11119008,-0.36302486,0.6606295,0.6507289,-0.48357114,-1.0150058,0.20024112,0.5464105,-0.08493126,-0.32461292,0.029759021,0.54086226,-0.11072782,-0.3625626,0.6610918,0.6511912,-0.48310888,-1.0145435,0.20070338,0.5468728,-0.084469,-0.32415065,0.030221287
SLC25A46,0.1376293,0.05487033,0.24046607,0.025685864,-0.093052536,-0.0765664,0.101830065,-0.1450577,0.2953133,0.017402554,0.15884961,-0.04103126,0.19193451,0.10917555,0.29477128,0.07999108,-0.03874732,-0.022261184,0.15613528,-0.09075248,0.34961852,0.07170777,0.21315482,0.013273954
STARD4,0.25128648,0.45961028,0.79928577,0.3811994,0.49008483,0.1938312,0.798444,0.31928465,0.79670155,0.19160232,0.51301116,0.27692807,0.838516,1.0468398,1.3865154,0.96842897,1.0773144,0.78106076,1.3856735,0.90651417,1.3839312,0.77883184,1.1002407,0.8641576
PGGT1B,0.28083262,0.25251332,-0.3739889,0.054105442,0.023037476,-0.110681586,-0.523774,0.020064805,0.6526852,0.08532525,-0.14827101,-0.11226659,0.35450977,0.32619047,-0.30031174,0.12778258,0.09671462,-0.03700444,-0.45009688,0.09374195,0.72636235,0.1590024,-0.074593864,-0.038589448
F2RL2,-2.0123005,-0.93265086,-0.63010496,-1.6090201,-1.1730989,-1.9987415,-1.7376937,-0.7320542,-1.4077308,-1.2640064,-1.6680508,-1.6873724,-2.14284,-1.0631902,-0.7606443,-1.7395594,-1.3036382,-2.1292808,-1.868233,-0.86259353,-1.5382702,-1.3945458,-1.7985902,-1.8179119
CCDC112,-0.08384257,-0.06362067,0.0026939914,-0.99263436,-0.4293094,-0.152299,-0.3143324,-0.26370794,-0.3168564,0.28210714,-0.015752196,-0.35605398,-0.19567785,-0.17545596,-0.1091413,-1.1044697,-0.54114467,-0.2641343,-0.42616767,-0.37554324,-0.4286917,0.17027186,-0.12758748,-0.46788925
ANKRD33B,-0.68192804,-0.46098706,0.47087213,-0.34068865,-0.36450952,-0.4777514,0.018567745,0.000716802,-0.70428485,-0.8166069,-0.32429793,-0.5483097,-0.6892351,-0.46829414,0.46356505,-0.34799573,-0.3718166,-0.4850585,0.011260662,-0.00659028,-0.71159196,-0.82391393,-0.33160502,-0.55561674
CMBL,0.38807535,1.1888119,0.9107142,1.0582343,0.6808157,1.1173449,0.8257239,0.72236544,0.7168453,1.3489428,0.9715042,1.2734461,0.23152989,1.0322664,0.75416875,0.9016889,0.52427024,0.9607994,0.6691784,0.56582,0.5602998,1.1923974,0.81495875,1.1169007
C5orf63,0.52063614,0.15637526,0.81362164,-0.18732066,0.16642095,0.5520775,-0.11982601,0.3132019,0.8672412,0.15343738,0.056887247,-0.5396469,0.8055397,0.44127885,1.0985253,0.09758292,0.45132452,0.83698106,0.16507757,0.5981055,1.1521448,0.43834096,0.34179083,-0.25474334
PRRC1,-0.4389341,-0.21882251,-0.071618244,-0.48517543,-0.27208075,-0.12933657,-0.0654971,0.21551754,-0.39820048,-0.34957796,-0.3576266,-0.04457134,-0.15929839,0.06081319,0.20801745,-0.20553973,0.0075549483,0.15029913,0.2141386,0.49515325,-0.118564785,-0.069942266,-0.07799089,0.23506436
F2RL1,-0.066271484,0.12098165,-0.09774861,-0.12614036,-0.20359184,0.0010033832,-0.27795768,0.09031637,-0.25534558,-0.14119726,0.024247523,-0.21275817,0.4187748,0.60602796,0.3872977,0.35890594,0.28145444,0.48604968,0.20708862,0.5753627,0.22970071,0.34384903,0.5092938,0.27228814
AGGF1,0.03323751,0.0047234306,0.10530174,-0.17127326,-0.07372679,-0.12524821,0.010922916,-0.11558641,0.14025101,-0.061196316,0.015682233,-0.024169268,0.15078491,0.12227084,0.22284915,-0.053725854,0.04382062,-0.007700801,0.12847033,0.0019610003,0.25779843,0.05635109,0.13322964,0.09337814
WDR41,-0.18771473,-0.09389126,-0.23168434,-0.59312385,-0.1343054,-0.32267275,-0.41618755,-0.76811934,-0.13642187,-0.3513011,-0.24964112,-0.03889615,-0.07305949,0.02076397,-0.11702911,-0.47846863,-0.019650169,-0.20801753,-0.30153233,-0.6534641,-0.02176664,-0.23664588,-0.1349859,0.07575908
NDUFS4,0.26789907,0.15633966,0.058952793,0.10351547,0.06998379,0.13318554,-0.1624319,0.14796412,0.35857844,0.272548,0.12221658,0.11639973,0.08335835,-0.028201059,-0.12558793,-0.08102525,-0.11455693,-0.051355183,-0.3469726,-0.0365766,0.17403772,0.08800727,-0.062324136,-0.06814099
SCGB3A2,-0.27670974,-0.029971128,-0.01658743,-0.24764106,-0.409197,-0.36970738,0.16912068,-0.118283056,-0.5032342,-0.28721806,0.25731876,0.4984956,-0.09674971,0.1499889,0.16337259,-0.06768103,-0.22923698,-0.18974735,0.3490807,0.06167697,-0.3232742,-0.10725804,0.4372788,0.67845565
