,control0,perturbed0
PIK3C2A,0.1305820196866989,0.309873755214115
PLAUR,-0.7555280923843384,-0.6760332804173231
ANLN,-0.3642512559890747,-0.5486950894196828
WIZ,-0.34813931584358215,-0.36166438716366733
RABGAP1,-0.03509189188480377,-0.1644861947745085
DCN,1.6292507648468018,1.9489380290110905
QPCTL,-0.17432013154029846,-0.2253203599427555
PPP5C,-0.42602652311325073,-0.4468218023995481
CEP68,-0.16241039335727692,-0.029785388832290954
MAP4K3,0.12601742148399353,0.38511924582223095
ZBTB32,-0.004857577383518219,-0.05653201323002577
TYROBP,0.5315688252449036,0.2639793207248052
GABRA3,-0.0036474335938692093,-4.8484104020947785e-05
BRCA1,-0.2646932601928711,-0.09806757824650655
ERCC1,-0.20707789063453674,-0.0902763685832421
CD22,-0.042963143438100815,-0.19264306152860325
SEMA3B,0.24833223223686218,-0.22199163287878038
MBTPS2,-0.03634893521666527,0.5295468119283517
PRICKLE3,-0.2397269904613495,-0.4997431612263123
LTF,0.045163966715335846,-0.006909837930773696
EXTL3,-0.33104026317596436,-0.42226843610405923
NR1H4,-0.11441196501255035,-0.38214035108685496
ELOVL5,-0.3336290419101715,0.06746251756946248
KDM5D,-0.2502395212650299,0.05213618054986002
CALCOCO1,-0.17829950153827667,-0.1776754154280449
MAP4K5,0.09773997217416763,0.12024699584580958
EHD3,0.304551899433136,0.9000338777899742
MAN2B2,-0.20799663662910461,-0.1868192937069883
SLC7A14,-0.17194724082946777,-0.5492881986002127
CLDN11,1.03959059715271,0.6808832089106243
SLC25A39,-0.35956963896751404,-0.2943747824057937
MVP,-0.3773750960826874,-0.6103236518800259
NUB1,-0.06631486862897873,-0.43788006727894146
PGM3,-0.21301347017288208,-0.018854587525129307
RWDD2A,-0.011198962107300758,-0.16143426522612572
CLK1,0.15667901933193207,0.2452350627630949
POLR3B,-0.1252739578485489,-0.12297619249402487
ANGEL1,-0.061252884566783905,0.10648827863236268
RNF14,-0.18933191895484924,0.024877000786364067
DNASE1L1,-0.18891362845897675,-0.08598764389753341
DDX11,-0.5413722395896912,-0.8335455425083638
HEBP1,0.08816057443618774,-0.023752213160817826
GPRC5A,0.1527601182460785,0.36052040110031763
MAMLD1,-0.4151856005191803,-0.5376667099694411
CD6,-0.012450429610908031,-0.3788954104607304
TACC3,-0.3136478364467621,-0.6995686963200569
UFL1,-0.0036575463600456715,0.4419531710756322
POLA2,-0.3537290394306183,-0.39209332517736284
CAPN1,-0.4089778661727905,-0.4118778586310024
MDH1,-0.038052402436733246,0.2270515222102404
SLC30A9,0.05724606290459633,0.37237728784481683
MTMR11,-0.6399276852607727,-0.5615831909080347
COX15,-0.0775633305311203,-0.054904213113089406
CCDC88C,-0.23000597953796387,-0.24073863297962816
YAF2,-0.15943965315818787,-0.022404675682385772
ZMYND11,-0.03716324269771576,0.2341504469513893
WAS,0.08292607218027115,-0.3823440492153168
DPEP1,0.005515341646969318,-0.12087710636357465
BID,-0.1658342480659485,0.050207729761799186
MATR3,0.005937503185123205,0.33852282132332523
NPC1L1,-0.41430234909057617,-0.4554630715273864
XYLT2,-0.25411561131477356,-0.25939682972129957
RGPD5,-0.2824138104915619,-0.24308566171675922
STMN4,-0.04751339927315712,-0.05616415652233021
NUDCD3,-0.2778453230857849,-0.5210399707701678
ISL1,0.007923881523311138,0.0030246262846048925
CHDH,-0.01214705128222704,-0.1547125191738208
IL20RA,0.034369852393865585,-0.024521771011253198
CLCA1,-0.00013510772259905934,-0.002707476286741439
CLCA4,0.0053948634304106236,0.00432236275592004
GLT8D1,0.01874770037829876,0.17150715847189227
ATP2C1,-0.03626377880573273,0.34084065904219946
IGF1,-0.2816864848136902,0.860355473558108
SLC38A5,0.0528152734041214,0.3270309611534079
RALBP1,-0.08973788470029831,0.07121184058487415
RUFY3,0.12354166805744171,-0.041616729802141594
CNTN1,-0.28207218647003174,0.13314283862709997
SLC11A1,0.1959562599658966,-0.44197285175323486
WWTR1,-0.11893446743488312,-0.07805854115479936
AGPS,-0.22045592963695526,-0.19552211427120103
ATP1A2,0.156615749001503,0.05146364184717338
TTC27,-0.14638912677764893,0.09867831493417423
ZNF582,0.02920289896428585,-0.15468088382234177
VSIG2,-0.3803979754447937,-0.5367513598913016
PHLDB1,-0.251736581325531,-0.556547290335099
MARCO,0.2411828488111496,1.4409073213736217
CYP24A1,-0.05380934104323387,-0.030331568309338763
PRDM11,0.1441282331943512,-0.05916569617887338
SYT13,-0.4177747666835785,-0.7975672960281373
SNAI2,0.30063995718955994,0.4887936100363731
CD74,0.7608317136764526,0.5725824775795142
HGF,0.9660557508468628,1.3968785367906094
ZRANB1,-0.007749066222459078,-0.08502597911283374
NCDN,-0.3558162450790405,-0.42435189749133617
ADGRA2,0.028206001967191696,-0.07450533838903842
CCT8L1P,-0.0006537805311381817,-0.006463876614967982
ZFP64,-0.15125764906406403,0.019768091167012863
MNAT1,0.03194878250360489,0.15290357191503667
SAMD4A,-0.06896252930164337,-0.007830576544317104
RUNX3,0.09735288470983505,-0.17636052817106246
PLEKHB1,-0.2113407999277115,-0.7717206701636314
SERPINB1,0.0741608664393425,0.04318872159734989
CYP3A43,0.10000281035900116,0.12544561948937674
SLC7A9,-0.2615273594856262,0.23784425333142278
SPAST,-0.025205498561263084,0.33142700530588626
NRXN3,0.15703736245632172,0.15488033838143261
OSBPL5,-0.23146900534629822,-0.24796795780979058
AQR,-0.041023075580596924,0.19309330297013125
CPS1,0.5630004405975342,1.3768719007571537
C8B,0.8548526763916016,0.860739519137375
FHL1,0.34973084926605225,0.6955729613701502
GABRA1,0.018321996554732323,0.018162272414004595
SLC45A4,0.05217117816209793,-0.1731995515525341
RNF10,-0.12347546219825745,-0.18265146541719635
ZNF839,-0.19315911829471588,-0.37375437691807745
ZDHHC6,-0.033660851418972015,0.12217045985162259
GRAMD1B,-0.3323943614959717,-0.5681023683398962
RB1CC1,0.10527729988098145,0.45199525107940036
ERP44,0.18665099143981934,0.2888474365075429
ALAS1,-0.20557080209255219,-0.32387948110699655
BIRC3,1.2855366468429565,1.0322614803910255
AKAP11,0.07359620183706284,0.2941116596572101
GLRX2,-0.12049807608127594,0.03650259304170808
SNAPC1,0.1067042127251625,0.12602213840000331
DERA,-0.21072092652320862,0.014076907560229307
STRAP,-0.19065816700458527,0.11033120205005009
ABCC2,-0.30896493792533875,0.0024885329107443566
DEF6,-0.012132950127124786,-0.445541949570179
PLEKHO1,-0.38007381558418274,-0.6278176048770547
GCLM,-0.3532383143901825,0.022382909804582574
UBR2,-0.0065795304253697395,0.08614339741567771
EHD2,0.09470966458320618,-0.15455893129110337
DEPDC1,-0.269910603761673,-0.347026206801335
CCDC28A,0.11998585611581802,0.046557710568110144
RRAGD,0.00862362515181303,-0.0890406131123503
HSF2,0.0821731686592102,0.006184462892512482
PHF20,-0.14036034047603607,0.20406696771581967
HSD17B6,0.9797349572181702,1.1533797894914946
NR1H3,-0.18649300932884216,-0.5088831851879756
TYMP,-0.2797582447528839,-0.25926791976962704
NCAPH2,-0.43191710114479065,-0.47155966614179
TOMM34,-0.2269088178873062,-0.30192568674683573
SEC63,0.09759413450956345,0.3824311176935832
KPNA6,-0.24679629504680634,0.025921037048101447
VIM,-0.046728748828172684,0.009356169619907935
RTEL1-TNFRSF6B,-0.35476115345954895,-0.3485860292305006
FAS,-0.05499986931681633,0.34289407506585123
RNASET2,0.0168169979006052,-0.12006110399961473
CD44,0.3558201193809509,0.8123001376787822
KCNG1,-0.5656139850616455,-0.4073654338096579
AGPAT4,-0.005730775184929371,-0.3660307732100288
SLAMF7,1.1308979988098145,0.3806222220261891
BTN3A1,0.2627926766872406,0.01223963126540184
MIPEP,-0.32759445905685425,0.10872229586044946
PRKCH,-0.06781230121850967,0.28298836946487427
INSRR,0.00344320060685277,0.010111153397398692
IFNGR1,0.16182349622249603,0.4459324426949024
B4GALT7,-0.39024245738983154,-0.39569459950629
SH2D2A,0.03148265555500984,-0.20635353202621143
VRK2,-0.1693846732378006,-0.15551399606629274
TNFRSF1B,0.04290225729346275,0.06474044935215109
VEZT,0.011148589663207531,0.15006414509067934
POU2F2,-0.42403444647789,-0.21782632792989412
BRD9,-0.3379063010215759,-0.3989216921230157
SNX1,-0.0710064023733139,-0.0071434195774296855
TBPL1,-0.028086934238672256,0.1421592243636648
BCLAF1,0.11800916492938995,0.6128078987201055
SLC39A9,-0.028321141377091408,0.13092957697808744
ANK1,0.09276492148637772,-0.08001460234324137
IBSP,-0.02691112458705902,-0.048724826973436094
TFB1M,-0.16948625445365906,-0.2352052104116107
RABEP1,0.08274464309215546,0.16164739914238452
HMGB3,-0.6172836422920227,-0.46268914739290873
NUP160,-0.026478899642825127,0.4898630016793807
BAK1,-0.4154130220413208,-0.17995372042059898
MUSK,0.11257679760456085,0.17924641408026218
IKZF2,0.4884136915206909,0.6077795131597667
GRN,-0.3607611358165741,0.03541545197367668
FAM13B,-0.0019007913069799542,0.10643193368644764
ARHGAP31,0.1618209034204483,0.2771135505211229
CENPQ,-0.002091650851070881,0.25879387874156234
RANBP3,-0.1629398912191391,-0.606986157099406
ARID4A,0.11148373782634735,0.7020499557256699
PNPLA6,-0.3285132944583893,-0.3474047569305791
IFT88,-0.0076174442656338215,-0.08424069313332438
ALG1,-0.27837103605270386,-0.10449183781941732
ZCCHC8,-0.018583862110972404,-0.09797426077226798
ABCF2,-0.3303481638431549,-0.3607636650738035
CHPF2,-0.3478885889053345,-0.320489542465657
LRRC7,0.01000312902033329,-0.22521244926999012
FUT8,0.034686509519815445,0.2548154879361391
UBA6,0.14656899869441986,0.028223125760753948
GAB2,-0.23394638299942017,-0.33977545133481424
ATP6V0A1,-0.09414926916360855,-0.2685985155403614
PIAS1,0.06048014760017395,-0.07463142325480779
SLC4A7,0.16759231686592102,0.4329155893685917
MAP2K3,-0.42124930024147034,-0.776502431432406
TMSB10,-0.13590699434280396,-0.26504499338528453
ASTE1,0.0122542604804039,0.03616941561922431
RNF19A,0.10148628801107407,0.3701286967843771
PEX3,0.14008526504039764,0.44300302440921463
GABARAPL2,-0.1906248927116394,-0.11105265722920497
MYOC,0.01413438469171524,-0.023342739045619967
SH3YL1,0.023460635915398598,0.11685608633173009
FAM136A,-0.09838131070137024,-0.4507514740029971
VCL,-0.1712542027235031,-0.11389914993196726
DEPDC1B,-0.004086723551154137,-0.023921989525357883
DAPK2,-0.11377017199993134,-0.32119942001687984
NSMAF,-0.018076887354254723,-0.017722896525325875
STAP1,0.04479651898145676,0.06707573099217068
TIMP2,-0.24012860655784607,-0.40336718820035455
RFC1,-0.06343486160039902,-0.15315872935267788
TBC1D23,0.09844033420085907,0.4970875896513462
CUL3,-0.02640550583600998,0.3219699556628863
OTC,1.4358223676681519,1.6950928843269746
CYP46A1,0.010437306016683578,-0.1220266491174698
ZZZ3,0.03495492413640022,0.05986609998314331
SLC18A1,0.01786094903945923,-0.02192872363763551
USP2,-0.11148342490196228,-0.5019959474603335
CASR,-0.17786477506160736,-0.16654711724452984
TUBG2,-0.24749884009361267,-0.3865219761423456
RPL26L1,-0.18648895621299744,-0.20482496391050517
FLT4,0.015775198116898537,-0.31976526863873006
NSUN2,-0.10812456905841827,-0.1985572672759493
FBXO42,-0.12595953047275543,-0.3156878961871068
MFAP3,0.00336989713832736,0.06989687417323391
MRI1,-0.22541195154190063,-0.20649719583646706
METTL1,-0.31650298833847046,-0.5656478125602007
HOXC8,0.05731499567627907,0.1295532007391254
AGA,-0.07410416752099991,0.1838754038016001
PI4K2B,0.10357672721147537,0.4604933296640714
BOD1L1,-0.10786642134189606,0.06882589049637317
MAT2B,0.07084550708532333,0.6068954256673654
TLL1,-0.10264469683170319,-0.058855790706972284
EDC4,-0.45791974663734436,-0.3936834943325569
TRIO,-0.31498581171035767,-0.1946404280140996
VCAN,0.4470489025115967,0.5523583722184412
CLEC16A,-0.32019683718681335,-0.6735718021790187
MSR1,1.1991398334503174,1.2730561373755336
CDH1,-0.17888915538787842,-0.017489814804866916
DNAH5,0.5152605772018433,0.4397838034434244
ZFYVE16,0.18710024654865265,0.5751682355999946
C6,1.470758080482483,1.229911026606957
RAI14,0.01171987783163786,-0.04673600364476442
SOX30,-0.04789741337299347,-0.029344075140155232
PNKP,-0.3518531918525696,-0.4406595883658156
BEST2,0.009380108676850796,0.032847274147206916
PHLPP2,-0.1638927161693573,-0.15949057562393137
SPDL1,-0.47044357657432556,-0.3067855161925157
STAU2,-0.15658244490623474,0.049644687461356335
CTNS,-0.319024920463562,-0.726756571729978
RTN4R,-0.31226837635040283,-0.11853052433580161
PHF23,-0.2721836268901825,-0.38864310303082067
CDH10,0.0498870350420475,0.03585869466575484
INPP4A,-0.20133115351200104,-0.31827196006973585
RAB27B,-0.8646193146705627,-1.0361243878801663
PSMA4,0.036805637180805206,-0.06885347043474516
MYO16,-0.08232399821281433,-0.2417635428214756
LSG1,-0.2851306200027466,-0.48456127860893805
PARP3,-0.2865849435329437,-0.6063629406193892
TNC,1.2753841876983643,1.7010348218182723
THAP3,-0.1940954029560089,-0.36363828664955994
TDP1,-0.19561362266540527,-0.1023620863755544
AIFM2,-0.4831227958202362,-0.39172052467862767
C2orf83,-0.06201225146651268,-0.08023318304137017
SPATA7,0.1286693960428238,0.010735100880265233
MED17,-0.318089097738266,-0.5074834901839494
RETSAT,-0.4353644549846649,-0.0704302780330181
CAPG,0.12550801038742065,-0.08013746688763301
AP2S1,-0.32412195205688477,-0.19926011053224404
USH2A,0.5966938734054565,0.8302799136688312
ZPBP,-0.014029906131327152,-0.016212569664154824
TG,-0.018975716084241867,-0.04711679352136949
ADAM28,0.5287788510322571,0.18454911013444264
BARX2,-0.028348153457045555,0.06217617575700084
DCUN1D1,0.14584533870220184,0.18663796956146447
JADE2,0.046862486749887466,-0.24961503545443214
ZIC2,0.00753816356882453,-0.03737150978607436
LCP2,0.670003354549408,0.5092749615510305
TRIT1,-0.12842775881290436,-0.1580125141539611
ADRB1,0.00569424033164978,0.011824983792030253
