,control0,control1,control2,control3,control4,control5,control6,control7,control8,control9,control10,control11,perturbed0,perturbed1,perturbed2,perturbed3,perturbed4,perturbed5,perturbed6,perturbed7,perturbed8,perturbed9,perturbed10,perturbed11
TSPAN6,0.47272742,-0.4964316,-0.20587523,-0.30924007,-0.25424173,-0.13990664,0.30188715,-0.32468593,0.17127167,-0.35656694,-0.20725206,-0.36772045,0.48559958,-0.48355943,-0.19300309,-0.2963679,-0.24136959,-0.1270345,0.3147593,-0.31181377,0.18414381,-0.34369478,-0.19437991,-0.3548483
DPM1,0.15969121,0.19854003,0.1569036,0.009665041,0.20496015,0.03096697,-0.19489765,-0.10706618,0.50408906,0.30650935,0.21975026,0.07695819,0.19476208,0.2336109,0.19197446,0.04473591,0.24003102,0.06603783,-0.15982679,-0.07199531,0.5391599,0.3415802,0.25482112,0.11202905
SCYL3,0.07945265,-0.01460139,0.06844829,0.103835,-0.044649027,0.0318129,0.24689864,-0.037633866,0.10148438,0.16816899,0.27909726,0.08030759,0.11910189,0.02504785,0.10809753,0.14348423,-0.0049997866,0.07146214,0.28654787,0.0020153746,0.14113362,0.20781824,0.3187465,0.11995683
C1orf112,0.18844728,0.09186542,-0.16199163,-0.204133,0.08424271,-0.3423757,-0.01753983,-0.24623007,0.2644041,-0.036069874,0.13156198,0.13141394,0.24243954,0.14585768,-0.10799937,-0.15014075,0.13823497,-0.28838342,0.036452428,-0.19223781,0.31839633,0.017922383,0.18555424,0.1854062
FGR,-0.55652326,0.31662777,-0.28348845,-0.35096344,0.34788308,-0.0025740738,-0.10030888,-0.36683047,0.49230322,-0.17868255,-0.44118732,-0.59201884,-0.5623779,0.31077313,-0.2893431,-0.35681808,0.34202844,-0.00842872,-0.106163524,-0.3726851,0.4864486,-0.1845372,-0.44704196,-0.5978735
CFH,1.0241609,0.70811194,0.72928965,0.6879805,0.7932942,0.4540533,0.3326989,0.62148076,0.91286546,0.5079988,0.5458511,0.78677994,1.0664958,0.7504468,0.7716245,0.7303153,0.83562905,0.4963882,0.3750338,0.6638156,0.9552003,0.5503337,0.58818597,0.8291148
FUCA2,-0.0341556,0.0025466732,0.11980184,-0.09138159,-0.09248674,0.18561396,0.084713235,-0.06691689,-0.0465557,0.09797977,0.03736854,-0.0052190446,-0.15440282,-0.117700554,-0.00044538826,-0.21162882,-0.21273397,0.06536673,-0.035533994,-0.18716413,-0.16680293,-0.02226746,-0.082878694,-0.12546627
GCLC,0.15595385,0.5155332,0.3215177,0.16393793,0.12259752,0.36647552,0.46976218,0.18866982,0.2413386,0.35086036,0.22406307,0.30932832,0.15512994,0.5147093,0.3206938,0.16311401,0.1217736,0.3656516,0.46893826,0.1878459,0.24051468,0.35003644,0.22323915,0.3085044
NFYA,-0.059690107,-0.028126799,-0.093844995,-0.17571135,-0.36472613,-0.091874346,-0.084989384,0.008956635,-0.10334451,-0.40908507,-0.10520272,-0.2750362,-0.07280353,-0.04124022,-0.10695842,-0.18882477,-0.37783954,-0.10498777,-0.09810281,-0.004156786,-0.11645793,-0.42219847,-0.118316144,-0.2881496
STPG1,-0.18684626,0.009031664,0.12293062,-0.44342232,-0.3070981,-0.15764254,0.12211767,0.07945853,-0.2173419,-0.7092302,0.18403167,-0.650432,-0.14341667,0.05246125,0.16636021,-0.39999273,-0.2636685,-0.11421296,0.16554725,0.12288812,-0.17391232,-0.6658006,0.22746125,-0.6070024
NIPAL3,-0.91156113,-0.08457885,0.24475601,-0.5981195,-0.11415077,-0.29132062,0.07224488,-0.31044692,-0.9337826,-0.4666246,-0.0033249287,-0.70460093,-0.9314859,-0.10450362,0.22483124,-0.61804426,-0.13407554,-0.31124538,0.052320115,-0.33037168,-0.95370734,-0.48654935,-0.023249697,-0.7245257
LAS1L,-0.33615977,-0.060692206,-0.03216492,-0.16638719,-0.26735216,-0.2855663,-0.08684855,0.20669772,-0.11048398,0.061373893,-0.094134845,-0.3618564,-0.22355536,0.051912203,0.08043949,-0.053782776,-0.15474775,-0.17296189,0.02575586,0.31930214,0.0021204278,0.1739783,0.018469565,-0.24925199
ENPP4,0.68313664,0.00014066657,0.1508175,0.045174297,0.10068367,0.04405469,0.08296778,-0.06722466,0.58147895,0.06951373,0.27022287,0.23916866,0.6711684,-0.011827601,0.13884923,0.03320603,0.0887154,0.032086425,0.07099951,-0.07919293,0.5695107,0.05754546,0.25825462,0.22720039
SEMA3F,-2.0069318,-0.7281297,-0.50787234,-1.1507721,-0.7577314,-1.3674669,-0.4461774,-0.46476284,-1.5013554,-1.0694506,-0.83864474,-1.0621665,-1.882169,-0.60336685,-0.38310954,-1.0260093,-0.63296854,-1.2427042,-0.3214146,-0.34000003,-1.3765926,-0.94468784,-0.71388197,-0.9374037
CFTR,0.27963454,-0.10349345,-0.1366936,-0.54273725,-0.19516234,-0.27416795,0.5417601,-0.6628841,-0.5566554,-0.5669742,0.015868647,-0.8356461,-0.07882935,-0.46195734,-0.49515748,-0.9012011,-0.55362624,-0.63263184,0.1832962,-1.021348,-0.9151193,-0.9254381,-0.34259525,-1.1941099
ANKIB1,-0.39253804,0.10776983,0.1283834,-0.5671371,-0.21638279,-0.24739042,0.08579644,-0.37240574,-0.3114746,-0.44306868,-0.111487046,-0.29159033,-0.43328938,0.06701848,0.087632045,-0.60788846,-0.25713414,-0.28814176,0.04504509,-0.41315708,-0.35222593,-0.48382002,-0.1522384,-0.33234167
CYP51A1,0.53970844,0.8358878,0.79938567,0.93211234,0.94233096,0.929547,0.99507475,0.48779798,1.1991787,0.9939206,0.9130596,0.94159204,0.569252,0.86543137,0.82892925,0.9616559,0.97187454,0.9590906,1.0246183,0.51734155,1.2287222,1.0234642,0.9426032,0.9711356
KRIT1,-0.16554601,0.36678758,-0.03266057,-0.3126081,-0.5083898,-0.071255185,0.31564093,-0.34661448,-0.1752365,-0.33905217,-0.30944562,-0.066719286,-0.15685278,0.37548083,-0.02396733,-0.30391484,-0.49969652,-0.062561944,0.32433417,-0.33792123,-0.16654326,-0.33035892,-0.30075237,-0.058026046
RAD52,-0.4522167,-0.62201387,0.32756552,-0.6181967,0.007555704,0.061228976,0.21577151,-0.4479558,-0.4084049,-0.16803594,-0.18557696,-1.0316417,-0.48291373,-0.6527109,0.2968685,-0.6488938,-0.023141323,0.030531948,0.18507448,-0.4786528,-0.4391019,-0.19873297,-0.216274,-1.0623387
BAD,-0.17174664,-0.009598913,0.014915784,0.21332315,0.43242154,0.5548346,0.6030442,0.33977872,-0.053455673,0.27999547,0.04513348,-0.0476354,-0.19660664,-0.03445891,-0.009944213,0.18846315,0.40756154,0.5299746,0.5781842,0.31491873,-0.07831567,0.25513548,0.020273482,-0.07249539
LAP3,0.64014864,0.17197685,0.40506235,0.34881297,0.6738278,-0.011133333,0.6515172,0.26916647,0.9515632,0.23387098,0.21726044,0.5393032,0.7055617,0.23738989,0.47047538,0.414226,0.7392409,0.05427971,0.71693027,0.33457953,1.0169762,0.29928404,0.28267348,0.60471624
CD99,-0.25433162,-0.09613535,-0.023157379,-0.16732913,-0.1743636,0.08081664,0.13054676,-0.12440709,-0.39066425,0.00059966126,0.047575068,-0.21767633,-0.2887198,-0.13052353,-0.057545565,-0.20171732,-0.20875178,0.046428453,0.09615858,-0.15879528,-0.42505243,-0.03378853,0.013186879,-0.25206453
HS3ST1,-0.13548996,-0.49593702,0.16332173,-0.058059372,-0.39174643,-0.4425764,-0.4989505,-0.40829965,0.1584021,0.47243822,0.08737205,-0.3950881,-0.23893848,-0.59938556,0.0598732,-0.1615079,-0.49519497,-0.5460249,-0.60239905,-0.5117482,0.054953568,0.36898968,-0.016076483,-0.49853665
HECW1,-0.8291031,-0.7355992,-1.1601046,-1.3581492,-0.70359594,-1.7640631,-1.4179617,0.4285812,-1.6198344,-1.5358895,-1.3196695,-1.1076807,-0.8475575,-0.7540536,-1.1785591,-1.3766036,-0.7220503,-1.7825176,-1.4364161,0.4101268,-1.6382889,-1.5543439,-1.3381239,-1.1261351
MAD1L1,-0.011632789,0.70962113,0.57047874,1.00116,0.63352233,1.0948588,0.81807667,0.7532019,0.15879796,1.0018715,0.943254,0.9749511,0.03410961,0.7553635,0.61622113,1.0469024,0.6792647,1.1406012,0.86381906,0.7989443,0.20454037,1.0476139,0.9889964,1.0206935
LASP1,-0.62188786,-0.33093336,-0.34844923,-0.4881089,-0.36213973,-0.10672152,-0.13715237,-0.2639036,-0.7557046,-0.434427,-0.42573404,-0.61295784,-0.61925894,-0.32830444,-0.3458203,-0.48547998,-0.3595108,-0.10409259,-0.13452344,-0.26127467,-0.75307566,-0.43179807,-0.42310512,-0.6103289
SNX11,-0.3149838,0.0024682598,-0.16119775,-0.048981424,0.037484746,0.05488685,-0.15427183,0.10158844,0.06334811,-0.1597884,-0.22137623,-0.18469237,-0.34846348,-0.031011423,-0.19467744,-0.082461104,0.0040050633,0.021407168,-0.1877515,0.06810876,0.029868424,-0.19326809,-0.2548559,-0.21817204
TMEM176A,0.44332114,0.16178356,0.049519245,0.576005,0.60842365,0.5051859,0.62104505,0.44429007,0.39899153,0.35954142,0.24955301,0.41010016,0.46714053,0.18560295,0.07333863,0.59982437,0.63224304,0.5290053,0.64486444,0.46810946,0.4228109,0.3833608,0.27337238,0.43391955
M6PR,-0.11884448,-0.3801047,-0.28637898,-0.41689542,-0.22366224,-0.349384,-0.5765081,-0.45186186,-0.10004593,-0.5373225,-0.5051289,-0.45288074,-0.12056177,-0.381822,-0.28809628,-0.41861272,-0.22537954,-0.3511013,-0.5782254,-0.45357916,-0.10176322,-0.5390398,-0.5068462,-0.45459804
KLHL13,0.18299228,0.59007806,0.2340041,0.3332913,0.8473215,0.34894636,0.1904816,-0.010082592,0.5099482,0.23876889,0.55767554,0.58038574,0.19509093,0.6021767,0.24610275,0.34538996,0.8594202,0.36104503,0.20258026,0.0020160666,0.52204686,0.25086755,0.5697742,0.5924844
ICA1,0.21959512,0.32487896,-0.08015323,0.3188493,0.10487457,0.29954842,0.03640908,-0.15246105,0.35537636,0.477008,0.18181156,0.4264559,0.2721566,0.37744045,-0.02759175,0.3714108,0.15743604,0.3521099,0.08897056,-0.099899575,0.40793782,0.52956945,0.23437303,0.47901738
DBNDD1,0.049607605,0.85423505,0.5381871,0.7709886,0.66824657,1.5956899,1.5282223,0.686259,-0.06426496,0.9753824,0.86480117,0.6966745,-0.06898199,0.7356455,0.4195975,0.652399,0.549657,1.4771003,1.4096327,0.5676694,-0.18285456,0.8567928,0.7462116,0.57808495
ALS2,0.22535339,0.14698741,0.10548632,-0.08334107,0.41866514,0.05512279,0.0073599843,-0.071166344,0.10212852,-0.4826956,-0.032721788,0.05688477,0.27417576,0.19580978,0.15430869,-0.034518693,0.4674875,0.103945166,0.056182362,-0.022343967,0.1509509,-0.43387324,0.01610059,0.105707146
CASP10,0.38743985,0.2679934,0.36989033,0.29339293,0.033985917,0.012829386,0.25623176,-0.089904696,0.4092219,-0.15885584,0.49701908,0.08916655,0.38171262,0.26226616,0.3641631,0.2876657,0.02825867,0.00710214,0.25050452,-0.09563194,0.40349466,-0.16458309,0.49129185,0.083439305
CFLAR,-0.398257,-0.17135064,0.03541758,-0.352979,-0.38599268,-0.19073205,-0.045245726,-0.039959937,-0.11229649,-0.66374886,-0.17879152,-0.27170923,-0.34569183,-0.118785486,0.08798274,-0.30041385,-0.33342752,-0.13816689,0.0073194318,0.01260522,-0.059731334,-0.6111837,-0.12622637,-0.21914408
TFPI,0.9155098,0.44659567,0.63987696,0.4706877,0.25156465,0.27261755,0.37424436,0.25768146,0.4923971,0.46754286,0.58925027,0.47594267,0.94008696,0.47117278,0.6644541,0.4952648,0.27614176,0.29719466,0.39882147,0.28225857,0.5169742,0.49211997,0.6138274,0.5005198
NDUFAF7,0.14191,-0.23006693,0.38472635,-0.41943303,-0.091528445,-0.11599092,0.05208647,-0.20008068,0.13429874,0.073645204,0.28380558,-0.30163652,0.15451358,-0.21746334,0.39732993,-0.40682945,-0.078924865,-0.10338734,0.064690046,-0.1874771,0.14690232,0.086248785,0.29640916,-0.28903294
RBM5,-0.1603305,-0.2674008,0.0813875,-0.4779527,-0.55951554,-0.34370655,0.18061493,-0.2982889,-0.12103057,-0.8467937,-0.10058735,-0.6570755,-0.14455056,-0.25162086,0.09716744,-0.46217275,-0.5437356,-0.3279266,0.19639488,-0.28250897,-0.10525063,-0.8310138,-0.08480741,-0.64129555
SLC7A2,0.76638395,0.28698885,0.68610334,0.14294256,0.529666,0.012420173,0.21979626,0.20008717,0.5346766,-0.0188702,0.40204817,0.34365192,0.80470586,0.32531077,0.72442526,0.18126447,0.5679879,0.050742086,0.25811815,0.23840909,0.5729985,0.019451713,0.44037008,0.38197383
ARF5,-0.25845852,-0.18295905,-0.21548115,-0.07957209,0.030639673,0.14387372,0.09553402,0.22719152,-0.14177543,-0.18837294,-0.1481329,-0.05361075,-0.26752192,-0.19202244,-0.22454454,-0.08863549,0.021576274,0.13481033,0.08647062,0.21812813,-0.15083882,-0.19743633,-0.1571963,-0.06267415
SARM1,-0.7379906,-0.32705986,-0.17600961,-0.6284914,-0.566525,-0.32917014,-0.8090868,-0.4125892,-0.84339726,-0.69970375,-0.32751614,-0.2590132,-0.6212808,-0.21035007,-0.05929981,-0.5117816,-0.44981518,-0.21246034,-0.692377,-0.2958794,-0.72668743,-0.582994,-0.21080634,-0.1423034
POLDIP2,0.002472354,0.13813256,0.042253196,0.18808341,0.20922126,0.36629376,0.37419474,0.19216965,-0.003924139,0.13699931,-0.040970728,0.06744981,-0.00831736,0.12734285,0.03146348,0.1772937,0.19843155,0.35550404,0.36340502,0.18137994,-0.014713853,0.1262096,-0.051760443,0.056660093
PLXND1,-1.3634706,-0.8529574,-0.69704974,-1.0683514,-0.47142386,-0.6062031,-0.24742523,-0.46656895,-1.1676807,-1.0302852,-0.54508454,-1.4002604,-1.396258,-0.8857448,-0.7298371,-1.1011388,-0.50421125,-0.63899046,-0.28021264,-0.49935636,-1.2004682,-1.0630727,-0.5778719,-1.4330479
AK2,0.23939744,0.15961063,0.07336171,0.08343396,0.23432903,-0.0029102429,0.03921903,0.12034014,0.31094953,0.10882654,-0.027841853,0.2671858,0.280929,0.20114219,0.11489327,0.12496552,0.27586058,0.038621318,0.080750585,0.1618717,0.3524811,0.1503581,0.013689706,0.30871737
CD38,-0.009894389,-0.24988495,-0.40433002,-0.27716282,-0.08877653,-0.37766695,-0.3080259,-0.11733748,-0.18660755,-0.19293088,-0.52434576,-0.50396234,-0.037902832,-0.2778934,-0.43233845,-0.30517125,-0.116784975,-0.40567538,-0.33603433,-0.14534593,-0.214616,-0.22093932,-0.5523542,-0.5319708
FKBP4,-0.06727377,0.050748765,-0.11831247,-0.096975274,0.13249946,0.484554,0.6001788,-0.1575387,0.033651248,-0.106620036,0.13004242,-0.21223903,-0.032940157,0.08508238,-0.083978854,-0.06264166,0.16683307,0.51888764,0.6345124,-0.12320508,0.067984864,-0.07228642,0.16437604,-0.17790541
KDM1A,-0.5244474,-0.37982786,-0.046014607,-0.37652668,-0.32890666,-0.24114026,-0.24285564,-0.16410102,-0.4955388,-0.35255685,-0.28932032,-0.4818627,-0.4527881,-0.3081686,0.025644675,-0.3048674,-0.2572474,-0.16948098,-0.17119636,-0.09244174,-0.4238795,-0.28089756,-0.21766104,-0.4102034
RBM6,-0.21966653,-0.28050473,0.03091174,-0.23499481,-0.59436876,-0.20122036,0.4112203,-0.1676787,-0.76716834,-0.7621503,-0.30587408,0.0143868225,-0.21132195,-0.27216017,0.039256312,-0.22665024,-0.58602417,-0.19287579,0.41956487,-0.15933412,-0.75882375,-0.7538057,-0.29752952,0.022731394
CAMKK1,-1.0190423,-0.34189865,-0.5418035,-0.6733838,-0.32904842,-0.7635337,-0.9478304,-0.5659145,-0.36464226,-0.4970605,-0.6859302,-0.56343186,-1.0171598,-0.34001625,-0.53992105,-0.67150134,-0.32716602,-0.7616513,-0.94594795,-0.5640321,-0.36275986,-0.4951781,-0.68404776,-0.5615494
RECQL,-0.2561211,-0.028022679,0.029710224,-0.325685,-0.17804709,-0.5673208,-0.2934894,-0.28992024,-0.062378228,-0.37816814,-0.18420921,-0.35239917,-0.29655862,-0.068460196,-0.010727296,-0.3661225,-0.21848461,-0.60775834,-0.33392692,-0.33035776,-0.10281575,-0.41860566,-0.22464673,-0.3928367
VPS50,0.026265375,0.04000008,-0.031309906,-0.31355193,-0.254119,-0.45979545,0.24258928,-0.34113285,0.62558174,0.017768092,0.002096944,-0.33333498,0.0808089,0.094543606,0.023233619,-0.2590084,-0.19957548,-0.40525192,0.2971328,-0.28658932,0.68012524,0.07231162,0.05664047,-0.27879146
NDUFAB1,0.116751485,0.06190528,0.21667509,0.31033406,0.12639321,0.2392756,0.1641988,0.23094238,0.37299734,0.2831647,0.27370554,0.2156575,0.057285514,0.002439309,0.15720911,0.25086808,0.06692724,0.17980963,0.10473283,0.17147641,0.31353137,0.22369874,0.21423957,0.15619153
PDK4,-0.7286908,0.2852816,0.4383695,0.8873823,0.35059097,-0.39349377,0.29805875,0.36836463,-0.045546655,0.39773503,0.18091755,1.3228102,-0.5066758,0.5072966,0.66038454,1.1093974,0.57260597,-0.17147875,0.5200738,0.59037966,0.17646837,0.61975,0.40293258,1.5448252
SLC25A13,0.1801668,0.34537628,0.53192246,0.3800236,0.15174371,0.34054977,0.25268388,0.21186155,0.3891826,0.40868658,0.34755626,0.44053918,0.19580056,0.36101004,0.5475562,0.39565736,0.16737747,0.35618353,0.26831764,0.22749531,0.40481636,0.42432034,0.36319003,0.45617294
ST7,-0.039292686,-0.03443516,0.068906955,0.1468905,-0.018234786,0.0728109,0.060002394,-0.094925046,0.1680579,-0.09422863,-0.07460897,0.0153171765,-0.012876475,-0.00801895,0.09532317,0.17330672,0.008181425,0.099227116,0.08641861,-0.06850883,0.19447412,-0.06781242,-0.048192754,0.041733388
CDC27,-0.040708423,0.11345374,-0.25861284,-0.35731265,-0.16080071,-0.2948845,-0.44819778,-0.4174673,-0.038570706,-0.34704244,-0.20422895,-0.5528856,-0.04284836,0.1113138,-0.26075277,-0.35945258,-0.16294065,-0.29702443,-0.4503377,-0.41960722,-0.040710643,-0.34918237,-0.2063689,-0.5550255
HCCS,-0.069400415,-0.08563238,-0.18063669,-0.3585505,-0.25950623,0.04748559,-0.04870569,-0.24579747,0.114656724,-0.041599944,-0.004629401,-0.23383924,-0.13374078,-0.14997274,-0.24497706,-0.42289084,-0.32384658,-0.016854778,-0.11304606,-0.31013784,0.050316356,-0.10594031,-0.06896977,-0.29817963
DVL2,-0.42742684,-0.24335325,0.08484028,-0.37220204,-0.14318487,0.039884582,0.19406684,-0.015793607,-0.6857961,-0.5753881,-0.32638,-0.37153965,-0.42873257,-0.24465898,0.08353455,-0.37350777,-0.1444906,0.038578853,0.19276111,-0.017099338,-0.68710184,-0.57669383,-0.32768574,-0.37284538
UPF1,-0.4087543,-0.26218322,-0.1276251,-0.46390897,-0.108085476,-0.13150886,0.2835824,-0.374905,-0.67639613,-0.46397477,-0.2956011,-0.52790177,-0.36317238,-0.21660131,-0.082043186,-0.41832706,-0.06250357,-0.08592695,0.3291643,-0.32932308,-0.6308142,-0.41839287,-0.2500192,-0.48231986
SKAP2,-0.3941199,-0.30723011,-0.07586344,-0.5291535,0.024276823,-0.4899091,-0.32284352,-0.20904216,-0.1765459,-0.35460523,-0.10958507,-0.44579944,-0.46272892,-0.37583914,-0.14447246,-0.5977625,-0.0443322,-0.5585181,-0.39145255,-0.2776512,-0.24515492,-0.42321426,-0.17819409,-0.51440847
SLC25A5,0.15349016,0.049063705,0.07561473,0.15309152,0.0944789,0.26414987,0.09621086,0.13551927,0.40708286,0.32134894,0.086600505,0.07590884,0.12038794,0.015961494,0.042512517,0.119989306,0.061376687,0.23104766,0.06310865,0.10241705,0.37398064,0.28824672,0.053498294,0.04280663
MCUB,-0.48790368,-0.24014488,-0.3387054,-0.95296955,-0.90148133,-1.0329577,-1.2520273,-0.3695278,-0.4175556,-0.579369,-0.40831304,-0.9219577,-0.41828203,-0.17052323,-0.26908374,-0.8833479,-0.8318597,-0.96333605,-1.1824056,-0.29990613,-0.34793395,-0.5097474,-0.33869138,-0.85233605
POLR2J,0.051572435,-0.12511775,0.056290563,0.054109666,-0.017900186,-0.056933448,0.27627254,0.12721935,-0.028340125,0.071798876,0.09644668,0.10520648,-0.053965017,-0.2306552,-0.04924689,-0.051427785,-0.123437636,-0.1624709,0.17073509,0.021681897,-0.13387758,-0.033738576,-0.009090774,-0.0003309697
DHX33,-0.3514308,0.15505253,0.06662631,-0.19449243,-0.08590347,-0.042614438,0.12597369,-0.07402557,-0.17475323,-0.20777996,-0.24454302,-0.09070383,-0.4087777,0.097705625,0.009279408,-0.25183934,-0.14325038,-0.09996134,0.068626784,-0.13137248,-0.23210013,-0.26512685,-0.30188993,-0.14805073
THSD7A,0.73121285,-0.13341726,-0.36832684,-0.28065825,-0.64505905,-0.25460234,-0.5888591,0.006058277,-0.23700315,-0.95389885,-0.5016711,0.29918322,0.8667798,0.002149716,-0.23275986,-0.14509127,-0.50949204,-0.11903536,-0.4532921,0.14162526,-0.10143617,-0.81833184,-0.3661041,0.4347502
LIG3,-0.5902942,-0.42815873,-0.1753095,-0.15392712,-0.7634371,-0.8152573,-0.32214358,-0.7925487,-0.124266066,-0.9411679,-0.3239995,-0.749736,-0.5331701,-0.37103462,-0.1181854,-0.096803024,-0.706313,-0.75813323,-0.26501948,-0.73542464,-0.06714197,-0.8840438,-0.2668754,-0.69261193
RPAP3,0.14876232,-0.107393846,-0.0831776,-0.08900049,-0.32831082,-0.36603737,-0.22693422,-0.08744657,0.48614258,-0.12970053,-0.39021516,-0.530841,0.16684482,-0.08931135,-0.0650951,-0.070917994,-0.31022832,-0.34795487,-0.20885172,-0.06936407,0.5042251,-0.11161803,-0.37213266,-0.5127585
ACSM3,0.9228507,0.6086592,0.5479615,0.38478938,0.9244492,0.3817944,0.5146853,0.35701716,0.87545973,1.196768,0.2094474,0.600454,0.9309136,0.6167221,0.5560244,0.39285225,0.9325121,0.38985726,0.5227482,0.36508003,0.8835226,1.2048309,0.21751028,0.6085169
REXO5,0.52093434,0.05828732,0.8608112,-0.27253187,0.03675343,-0.14578263,-0.1376637,0.1657477,0.26828557,-0.15668695,-0.2982264,0.35486135,0.5071966,0.044549555,0.84707344,-0.28626963,0.023015665,-0.1595204,-0.15140148,0.15200993,0.2545478,-0.17042471,-0.31196415,0.34112358
CIAPIN1,-0.29171556,-0.09550345,0.14880891,-0.1318564,-0.26336345,0.009610862,0.20917408,0.22707239,0.07453084,-0.07601309,-0.086071886,-0.1467668,-0.2985128,-0.10230067,0.14201169,-0.13865362,-0.27016068,0.00281364,0.20237686,0.22027516,0.067733616,-0.08281031,-0.09286911,-0.15356402
SPPL2B,-0.15183684,-0.5294947,-0.23500976,-0.120971546,-0.40052214,-0.4711735,0.32819903,-0.08816334,-0.90256995,-0.5479771,-0.4713701,-0.37279862,-0.16695021,-0.54460806,-0.2501231,-0.13608491,-0.4156355,-0.48628685,0.31308568,-0.1032767,-0.9176833,-0.56309044,-0.48648345,-0.38791198
COPZ2,-0.38519162,-0.62909037,-0.6346437,-0.5865577,-0.19701,-0.63416237,-0.6038738,-0.05490573,-0.5177357,-0.5138391,-0.8307386,-0.4741518,-0.3487182,-0.592617,-0.5981703,-0.5500843,-0.16053659,-0.597689,-0.5674004,-0.01843232,-0.4812623,-0.4773657,-0.7942652,-0.43767837
MSL3,-0.25634158,-0.30617106,-0.2239844,-0.18184492,-0.37479463,-0.19058424,-0.3550008,-0.21338086,-0.046111714,-0.09831439,-0.25702703,-0.317025,-0.25639388,-0.30622336,-0.22403672,-0.18189724,-0.37484694,-0.19063656,-0.3550531,-0.21343318,-0.046164025,-0.0983667,-0.25707933,-0.3170773
CREBBP,-1.1821843,0.84414214,0.32157055,-0.6005522,-0.8527392,-0.29964986,-0.17980069,-0.26707658,-1.5734932,-0.51092887,0.028797964,-0.65925246,-1.2732795,0.7530469,0.23047529,-0.69164747,-0.9438345,-0.3907451,-0.27089596,-0.35817182,-1.6645885,-0.60202414,-0.062297292,-0.75034773
TSPOAP1,0.09294387,-0.1542049,0.11831615,0.17803396,0.26524624,0.23433322,0.5619574,0.4381649,-0.23872343,0.14483383,-0.14693797,-0.23194782,0.0132882,-0.23386058,0.03866048,0.09837829,0.18559057,0.15467754,0.48230174,0.3585092,-0.3183791,0.06517816,-0.22659364,-0.3116035
PON1,0.7179075,0.66335106,0.5600504,0.7272518,0.43641308,0.65023714,0.5606945,0.5449606,0.69679904,0.6904243,0.6664517,0.7431012,0.69474924,0.6401928,0.5368922,0.7040936,0.4132548,0.6270789,0.53753626,0.52180237,0.6736408,0.6672661,0.64329344,0.7199429
GCFC2,0.38286275,0.00045902384,0.012411448,0.1641866,-0.007145167,0.22237137,0.04389674,-0.25816914,0.35764354,0.3313244,0.07534318,-0.060343068,0.4235103,0.041106578,0.053059004,0.20483415,0.03350239,0.26301894,0.08454429,-0.2175216,0.3982911,0.37197196,0.11599073,-0.019695513
WDR54,-0.25946584,-0.74787134,-0.30657086,-0.5986747,-0.59995407,-0.8250039,-1.0008461,-0.07726494,-1.2639211,-0.8182951,-0.96546036,-0.86497515,-0.16836971,-0.6567752,-0.21547472,-0.50757855,-0.5088579,-0.73390776,-0.90975,0.013831198,-1.172825,-0.72719896,-0.8743642,-0.773879
CROT,-0.07710624,-0.29883075,0.16773091,-0.05859051,-0.44106796,-0.046670534,0.40307125,-0.27857238,-0.096836805,-0.46619415,-0.18761025,-0.44943622,-0.049829017,-0.27155352,0.19500813,-0.03131329,-0.41379073,-0.019393314,0.4303485,-0.25129515,-0.06955959,-0.43891692,-0.16033304,-0.422159
ABCB4,1.3931013,1.6366727,1.3977616,1.3639396,1.3514302,1.1667706,0.78669083,1.2405283,1.3325635,1.375586,1.1051286,1.5184242,1.3611965,1.6047679,1.3658568,1.3320348,1.3195254,1.1348658,0.754786,1.2086235,1.3006587,1.3436812,1.0732238,1.4865193
KMT2E,-0.049607817,-0.4704574,0.042556643,-0.38960484,-0.7304185,-0.27682096,-0.18995316,-0.4555573,-0.3710975,-0.3139758,0.03420952,-0.56962556,-0.04496547,-0.46581507,0.04719899,-0.3849625,-0.72577614,-0.27217862,-0.18531081,-0.45091495,-0.36645517,-0.30933347,0.038851865,-0.5649832
RHBDD2,-0.3110537,-0.09702182,-0.042235997,-0.0006679688,0.10446096,0.40413076,0.47864032,0.038443185,-0.517663,0.09248192,0.122992225,0.14624587,-0.34592634,-0.13189445,-0.07710864,-0.035540607,0.069588326,0.3692581,0.44376767,0.0035705492,-0.55253565,0.057609282,0.08811959,0.11137323
ZNF195,0.19480231,-0.011632254,-0.108525686,-0.17281684,0.07251122,-0.25735873,-0.014509914,-0.16294669,-0.15000646,-0.0960973,0.07615718,0.19948891,0.18274422,-0.023690343,-0.12058377,-0.18487494,0.06045313,-0.2694168,-0.026568003,-0.17500478,-0.16206455,-0.108155385,0.064099096,0.18743081
MYCBP2,-0.25205025,-0.1820538,-0.13267158,-0.23091803,-0.24494588,-0.38463956,-0.21836032,-0.168115,-0.43419197,-0.75315356,-0.40597102,-0.7650038,-0.15813345,-0.08813699,-0.03875477,-0.13700122,-0.15102908,-0.29072276,-0.12444351,-0.074198194,-0.34027517,-0.6592367,-0.31205422,-0.67108697
FBXL3,-0.015941272,-0.20056984,0.061332375,0.011382309,0.06764916,-0.2899565,-0.09796588,-0.013684665,0.23264599,-0.3939831,-0.10509637,0.026962876,0.01868392,-0.16594465,0.09595756,0.0460075,0.10227436,-0.2553313,-0.06334069,0.020940527,0.2672712,-0.3593579,-0.07047118,0.061588068
