,control0,perturbed0
TSPAN6,-0.6611232,-0.62917036
TNMD,-0.036430903,-0.013555586
DPM1,0.022279823,0.13417436
SCYL3,0.11050417,0.20127983
C1orf112,-0.010878344,0.22048987
FGR,0.48839614,0.32124382
CFH,0.74943733,0.8196218
FUCA2,-0.2999462,-0.23628804
GCLC,-0.03583852,0.064216
NFYA,-0.24110632,-0.2098999
STPG1,-0.3096418,-0.3077407
NIPAL3,0.0073896493,-0.044583872
LAS1L,-0.25559768,-0.22498876
ENPP4,0.16717552,0.3072642
SEMA3F,-0.08377417,-0.08238011
CFTR,-0.10059548,-0.17829563
ANKIB1,0.07588645,0.112758934
CYP51A1,-0.066671416,0.010130636
KRIT1,0.12587444,0.19175595
RAD52,-0.22625123,-0.17377485
MYH16,-0.16447732,-0.17317443
BAD,-0.26116386,-0.24739021
LAP3,0.7373998,0.81815815
CD99,-0.1347067,-0.08591278
HS3ST1,-0.085267134,-0.1266539
AOC1,0.09022591,0.086382434
WNT16,-0.07557313,-0.06448544
HECW1,-0.36004752,-0.29288775
MAD1L1,-0.30327317,-0.3080094
LASP1,-0.14941722,-0.11234076
SNX11,-0.37957633,-0.30484924
TMEM176A,0.3742592,0.48014292
M6PR,-0.33240783,-0.27498406
KLHL13,0.22033721,0.4298792
CYP26B1,-0.15627469,-0.2425879
ICA1,-0.13108446,-0.1409033
DBNDD1,-0.075253524,-0.11787471
ALS2,0.054836623,0.05682281
CASP10,0.07118292,0.030520167
CFLAR,-0.048093125,-0.016358472
TFPI,0.54591316,0.67190444
NDUFAF7,-0.038569547,0.07564269
RBM5,-0.23123264,-0.16754712
MTMR7,0.11610324,0.3163769
SLC7A2,0.4369312,0.46565172
ARF5,-0.33014202,-0.2066896
SARM1,-0.31457984,-0.23114741
POLDIP2,-0.09443005,-0.01762256
PLXND1,-0.32650048,-0.2279294
AK2,-0.015723687,0.028488863
CD38,0.48456994,0.64625764
FKBP4,-0.3350158,-0.33083802
KDM1A,-0.05194195,0.0041345134
RBM6,-0.12333665,-0.17658138
CAMKK1,-0.18972099,-0.057917103
RECQL,0.000121966434,0.0593807
VPS50,-0.06654163,0.02442947
HSPB6,0.06659426,-0.04383014
ARHGAP33,-0.38368744,-0.42047492
NDUFAB1,-0.18770199,-0.12014154
PDK4,-0.08284316,-0.068910345
SLC22A16,0.017755829,-0.011169307
ZMYND10,0.03099129,0.031772695
ABCB5,0.36134115,0.25888324
ARX,-0.022298273,-0.026903987
SLC25A13,-0.15632406,-0.091830574
ST7,-0.046590533,0.057698693
CDC27,-0.09958213,0.037003018
SLC4A1,-0.047549173,-0.06699333
CALCR,0.013655415,0.02790703
HCCS,-0.23764302,-0.2234308
DVL2,-0.3723357,-0.37576884
UPF1,-0.2623791,-0.31612957
SKAP2,0.022929782,0.045697093
SLC25A5,-0.3229626,-0.2371087
HOXA11,-0.015524827,0.02545435
POLR2J,-0.16774796,-0.14266169
DHX33,-0.12077697,-0.1113101
MEOX1,-0.968498,-0.88451546
THSD7A,-0.06467025,-0.11270341
LIG3,-0.3678234,-0.31921104
RPAP3,0.03572513,0.07922231
ACSM3,0.6573745,0.7043485
CIAPIN1,-0.3005579,-0.21247795
SPPL2B,-0.49353617,-0.5566195
COPZ2,0.10172546,0.17405146
MSL3,-0.18633872,-0.10097694
CREBBP,-0.044363864,0.010860652
TSPOAP1,-0.11302482,-0.2558076
MPO,0.011198246,-0.060532093
PON1,0.07053077,0.18462804
GCFC2,-0.079681925,0.12974983
WDR54,-0.19547997,-0.08865553
CROT,-0.18043497,-0.0986478
ABCB4,1.3690631,1.4725925
KMT2E,-0.051619705,0.031998035
RHBDD2,-0.29026848,-0.2106091
SOX8,-0.047817886,-0.017094351
ZNF195,-0.25300685,-0.23722199
MYCBP2,0.21113451,0.28498358
FBXL3,0.08303185,0.23047781
ITGAL,0.37487108,0.41055173
PDK2,-0.13205327,0.029626697
ITGA3,-0.60841924,-0.6565283
ZFX,-0.103179395,0.0585763
LAMP2,-0.13609956,0.0039477795
ITGA2B,-0.017206289,-0.03535835
ASB4,-0.012476934,0.10926224
GDE1,0.087985545,0.15813234
CRLF1,-1.1829436,-1.2079681
OSBPL7,-0.092062876,-0.079514086
TMEM98,-0.1882244,-0.10682293
ABCC8,-0.19431461,-0.10825988
CACNG3,-0.0006974494,-0.0038988646
TMEM132A,-0.6971587,-0.70268685
AP2B1,-0.041632064,-0.0020261444
TAC1,-0.006912402,-0.0006897501
ZNF263,-0.089533456,-0.093387656
CX3CL1,-0.51360834,-0.6033009
SPATA20,-0.3396697,-0.2700039
CACNA1G,-0.1267572,-0.004278213
TNFRSF12A,-0.87316394,-0.797274
DLX6,0.013204095,-0.011962465
MAP3K9,-0.27764645,-0.3973079
RALA,-0.14036044,-0.17330532
BAIAP2L1,-0.33685124,-0.3708864
KDM7A,-0.010737205,0.03882292
ETV1,-0.125648,-0.068670735
ALDH3B1,0.022316786,0.09302233
TTC22,-0.2500338,-0.26191798
PHTF2,0.0031100474,0.06805156
CCL26,-0.06170603,-0.084264606
FARP2,-0.15249377,-0.16755599
USH1C,-0.3986199,-0.41905314
GGCT,-0.052383907,-0.055576827
DBF4,0.19748037,0.15331386
TBXA2R,-0.2840617,-0.3484463
IFRD1,-0.17540766,-0.06921554
LGALS14,-0.01963497,0.012238812
COX10,-0.4065496,-0.33439845
GTF2IRD1,-0.22209288,-0.2367642
PAF1,-0.11954442,-0.16370136
VPS41,-0.096507624,-0.08337475
ARHGAP44,0.014954485,0.009001479
ELAC2,-0.32109788,-0.32302564
SCIN,0.05288596,0.10666165
ARSD,-0.087185815,0.028260864
PNPLA4,-0.004935949,0.21033657
MYH13,-0.0075260797,-0.016117524
CDKL3,0.080112055,0.10999513
UPP2,0.06612007,0.4498238
MARK4,-0.26840502,-0.27927387
PROM1,-0.045669094,-0.033904087
CCDC124,-0.2693305,-0.3197676
PAFAH1B1,-0.19754617,-0.13065772
NOS2,0.26994556,0.30205902
DNAH9,0.0109906085,0.045769766
SLC13A2,-0.0647369,-0.06350983
GAS7,0.88375574,0.8959793
TRAPPC6A,-0.047682356,-0.021967605
MATK,0.35830265,0.18747342
CD79B,0.050200958,0.09109235
SCN4A,0.018828336,0.028362483
ST7L,-0.04082377,-0.0078339055
TKTL1,0.005530406,0.02743798
PAX6,-0.25591844,-0.12498629
RPUSD1,-0.4926116,-0.5604435
RHBDF1,-0.2555835,-0.22906788
LUC7L,-0.24511808,-0.2137663
CACNA2D2,-0.07160326,0.016864471
BAIAP3,-0.10891968,-0.22593409
TSR3,-0.30459532,-0.28384998
PIGQ,-0.48296562,-0.45624942
CRAMP1,-0.25324225,-0.25639695
TEAD3,-0.2264757,-0.23724392
SELE,0.3443682,0.55487156
DNAJC11,-0.18693073,-0.19729371
FMO3,0.5690132,0.6654727
MYLIP,-0.26660693,-0.075465605
NOX1,0.00084710156,0.021779008
SYN1,-0.07055506,-0.07354957
JARID2,-0.10134838,-0.070139185
CDKL5,-0.10471672,-0.0931478
CAMK1G,0.15446553,0.18408008
CDK11A,-0.25409684,-0.39179623
NADK,-0.24220711,-0.23581536
TFAP2B,0.006917056,-0.0010409676
TFAP2D,-0.0061664134,0.0028462652
DLEC1,-0.15466182,-0.23469345
CYTH3,0.18010418,0.18719298
ADAM22,-0.10475566,-0.035426117
SYPL1,-0.25866807,-0.13866973
CYB561,-0.09624461,-0.049369637
SPAG9,-0.19905898,-0.12454013
CELSR3,-0.27454817,-0.11477403
AASS,0.09493595,0.07907936
PLEKHG6,-0.22531644,-0.17322749
SS18L2,-0.013352775,-0.006305833
MPND,-0.21374358,-0.21925083
MGST1,-0.10996079,-0.023641422
CRY1,-0.2838059,-0.29809046
PGLYRP1,0.0,0.00010612237
NFIX,0.13156863,0.012460768
ST3GAL1,0.046184555,0.049464412
MMP25,0.14938131,0.20166284
IL32,0.37935734,0.41840982
PKD1,-0.41121548,-0.4633041
MAPK8IP2,-0.9086492,-0.8931633
MED24,-0.3879553,-0.37331712
RHOBTB2,-0.5112144,-0.48676175
HEATR5B,-0.31994188,-0.21238527
SEC62,0.0698792,0.1951519
RPS20,-0.12676711,-0.16747421
CSDE1,0.032686245,0.059108537
UBE3C,-0.23379171,-0.2041072
REV3L,0.081610665,0.11506954
TENM1,0.7125298,0.91135484
PAX7,-0.00086125324,-0.00013677875
MASP2,0.8069485,0.8738694
IYD,0.0969375,0.112510055
FAM76A,-0.12332354,-0.09065367
TRAF3IP3,0.2194249,0.2166648
POMT2,-0.506157,-0.4842011
VTA1,0.033531427,0.1873862
MLXIPL,0.21079612,0.042797282
BAZ1B,-0.06437076,-0.08324329
RANBP9,0.015095447,0.06982759
ETV7,0.54981667,0.5951225
SPRTN,-0.06236731,0.009903979
METTL13,-0.29872793,-0.3938105
DYRK4,-0.12043654,0.03349582
ZNF207,-0.038972277,0.15088096
UQCRC1,-0.3734118,-0.2613115
STARD3NL,-0.10695764,-0.013691656
CD9,-0.2588434,-0.19337574
HHATL,-0.018500494,-0.015116673
NCAPD2,-0.07270616,-0.10485379
IFFO1,-0.15658273,-0.1998844
GIPR,-0.300011,-0.21881232
PHF7,-0.20488064,-0.15638097
SEMA3G,-0.12435425,-0.027316354
NISCH,-0.1467814,-0.12860727
STAB1,0.17755058,0.06924534
FUZ,-0.039023127,-0.104436204
SLC6A13,-0.05339451,-0.035053317
IDS,-0.3120002,-0.19637275
PRSS3,-0.0604555,0.004887767
ZNF200,-0.08698416,-0.07086815
CD4,0.8131861,0.84785694
LRRC23,-0.04490971,-0.01519274
BTK,0.40639263,0.34637323
HFE,0.002410375,0.082627736
SCMH1,-0.07873779,-0.083744586
FYN,0.5733445,0.7082833
HIVEP2,0.014343507,-0.11244378
FMO1,-0.37371692,-0.28010482
LYPLA2,-0.39511275,-0.37990022
CLCN6,-0.04437191,-0.11655885
MRC2,-0.09156357,-0.14480658
NME1-NME2,-0.3771112,-0.33187178
SLC6A7,-0.0067945253,0.007901957
TSPAN9,-0.13091719,-0.1296348
APBA3,-0.31984457,-0.32541466
MKS1,-0.15850866,-0.10168995
ABHD5,-0.11319767,-0.010670908
ANOS1,-0.31296822,-0.397082
AKAP8L,-0.243574,-0.28562778
MBTD1,0.15889245,0.20849118
UTP18,-0.13756728,-0.10149339
RNF216,-0.13177933,-0.124596864
TTC19,-0.18724068,-0.12155647
PTBP1,-0.35326138,-0.35075575
DPF1,-0.15526985,-0.15668184
SYT7,0.3776218,0.5510361
LARS2,-0.13981842,-0.10771866
PIK3C2A,0.13058202,0.1849812
PLAUR,-0.7555281,-0.70894015
ANLN,-0.36425126,-0.4893384
WIZ,-0.34813932,-0.34176815
RABGAP1,-0.035091892,-0.026185451
DCN,1.6292508,1.8521159
QPCTL,-0.17432013,-0.14238971
PPP5C,-0.42602652,-0.37768975
CEP68,-0.1624104,-0.09210618
MAP4K3,0.12601742,0.20948708
ZBTB32,-0.0048575774,0.004444899
TYROBP,0.5315688,0.41022205
GABRA3,-0.0036474336,-0.0062463945
BRCA1,-0.26469326,-0.17332685
ERCC1,-0.20707789,-0.105126224
CD22,-0.042963143,0.051121723
SEMA3B,0.24833223,0.2637932
MBTPS2,-0.036348935,0.032322314
PRICKLE3,-0.23972699,-0.18643124
LTF,0.045163967,0.079159
EXTL3,-0.33104026,-0.32816058
NR1H4,-0.114411965,-0.12732989
ELOVL5,-0.33362904,-0.21949762
KDM5D,-0.25023952,-0.9448184
CALCOCO1,-0.1782995,-0.10248104
MAP4K5,0.09773997,0.17698042
EHD3,0.3045519,0.46817598
MAN2B2,-0.20799664,-0.16246992
SLC7A14,-0.17194724,-0.18040866
CLDN11,1.0395906,1.0132744
SLC25A39,-0.35956964,-0.25192624
MVP,-0.3773751,-0.33812833
NUB1,-0.06631487,-0.060920198
PGM3,-0.21301347,-0.06978187
RWDD2A,-0.011198962,0.08561853
CLK1,0.15667902,0.23939401
POLR3B,-0.12527396,-0.028324634
ANGEL1,-0.061252885,-0.014356911
RNF14,-0.18933192,-0.06960554
DNASE1L1,-0.18891363,-0.13374694
DDX11,-0.54137224,-0.6679082
HEBP1,0.088160574,0.0992651
GPRC5A,0.15276012,0.16729708
MAMLD1,-0.4151856,-0.3636018
CD6,-0.01245043,0.0022292845
TACC3,-0.31364784,-0.46699363
UFL1,-0.0036575464,0.1501145
POLA2,-0.35372904,-0.3185876
CAPN1,-0.40897787,-0.3843909
MDH1,-0.038052402,0.06717067
SLC30A9,0.057246063,0.15614675
MTMR11,-0.6399277,-0.62956583
COX15,-0.07756333,-0.0687492
CCDC88C,-0.23000598,-0.28069615
YAF2,-0.15943965,-0.03130114
ZMYND11,-0.037163243,0.043868907
WAS,0.08292607,0.032754067
DPEP1,0.0055153416,-0.0038012872
BID,-0.16583425,-0.061948135
MATR3,0.005937503,0.0819474
NPC1L1,-0.41430235,-0.36725944
XYLT2,-0.2541156,-0.19102636
RGPD5,-0.2824138,-0.19222802
STMN4,-0.0475134,-0.045004755
NUDCD3,-0.27784532,-0.30376765
ISL1,0.0079238815,0.01725239
CHDH,-0.012147051,-0.102605216
IL20RA,0.034369852,0.055902317
CLCA1,-0.00013510772,-0.005523494
CLCA4,0.0053948634,0.0077263373
GLT8D1,0.0187477,0.18628225
ATP2C1,-0.03626378,0.004550934
IGF1,-0.28168648,-0.2287634
SLC38A5,0.052815273,0.07733016
RALBP1,-0.089737885,-0.06772971
RUFY3,0.12354167,0.22342846
CNTN1,-0.2820722,-0.2029618
SLC11A1,0.19595626,-0.016092375
WWTR1,-0.11893447,-0.11690481
AGPS,-0.22045593,-0.2335193
ATP1A2,0.15661575,0.21371336
TTC27,-0.14638913,-0.09574503
ZNF582,0.029202899,0.099954575
VSIG2,-0.38039798,-0.41352612
PHLDB1,-0.25173658,-0.35078454
MARCO,0.24118285,0.278659
CYP24A1,-0.05380934,-0.020143073
PRDM11,0.14412823,0.26543948
SYT13,-0.41777477,-0.51873803
SNAI2,0.30063996,0.27688268
CD74,0.7608317,0.7574014
HGF,0.96605575,0.9785605
ZRANB1,-0.007749066,0.03726484
NCDN,-0.35581625,-0.36468703
ADGRA2,0.028206002,0.07571359
CCT8L1P,-0.00065378053,0.0016238971
ZFP64,-0.15125765,-0.08603952
MNAT1,0.031948783,0.18532255
SAMD4A,-0.06896253,-0.025246534
RUNX3,0.097352885,0.049509346
PLEKHB1,-0.2113408,-0.23996451
SERPINB1,0.07416087,0.104126945
CYP3A43,0.10000281,0.21359539
SLC7A9,-0.26152736,-0.16869015
SPAST,-0.025205499,0.07821106
NRXN3,0.15703736,0.14924131
OSBPL5,-0.231469,-0.30322534
AQR,-0.041023076,0.064359605
CPS1,0.56300044,0.7158969
C8B,0.8548527,0.9413774
FHL1,0.34973085,0.48363256
GABRA1,0.018321997,0.019775255
SLC45A4,0.05217118,0.04301311
RNF10,-0.12347546,-0.12183376
ZNF839,-0.19315912,-0.16699772
ZDHHC6,-0.03366085,0.08375361
GRAMD1B,-0.33239436,-0.31249696
RB1CC1,0.1052773,0.19993159
ERP44,0.18665099,0.35887414
ALAS1,-0.2055708,-0.18116975
BIRC3,1.2855366,1.2416098
AKAP11,0.0735962,0.08094453
GLRX2,-0.120498076,-0.026108198
SNAPC1,0.10670421,0.13543457
DERA,-0.21072093,-0.08543667
STRAP,-0.19065817,-0.14401437
ABCC2,-0.30896494,-0.33576545
DEF6,-0.01213295,0.051877998
PLEKHO1,-0.38007382,-0.3552216
GCLM,-0.3532383,-0.32915428
UBR2,-0.0065795304,0.088913195
EHD2,0.094709665,0.08370291
DEPDC1,-0.2699106,-0.34656516
CCDC28A,0.119985856,0.17816664
RRAGD,0.008623625,-0.02947769
HSF2,0.08217317,0.18437508
PHF20,-0.14036034,-0.1077241
HSD17B6,0.97973496,1.1380303
NR1H3,-0.18649301,-0.29685652
TYMP,-0.27975824,-0.25030404
NCAPH2,-0.4319171,-0.4323702
TOMM34,-0.22690882,-0.12474782
SEC63,0.097594135,0.15160525
KPNA6,-0.2467963,-0.18732804
VIM,-0.04672875,0.0037070736
RTEL1-TNFRSF6B,-0.35476115,-0.4670642
FAS,-0.05499987,0.056660417
RNASET2,0.016816998,0.020274522
CD44,0.35582012,0.46813494
KCNG1,-0.565614,-0.5807612
AGPAT4,-0.005730775,0.07561853
SLAMF7,1.130898,0.95161253
BTN3A1,0.26279268,0.34400022
MIPEP,-0.32759446,-0.18137018
PRKCH,-0.0678123,-0.013312243
INSRR,0.0034432006,-0.0118290875
IFNGR1,0.1618235,0.35568288
B4GALT7,-0.39024246,-0.32489324
SH2D2A,0.031482656,0.06014794
VRK2,-0.16938467,-0.12370944
TNFRSF1B,0.042902257,0.01821955
VEZT,0.01114859,0.0988218
POU2F2,-0.42403445,-0.3944182
BRD9,-0.3379063,-0.34725916
SNX1,-0.0710064,0.016169176
TBPL1,-0.028086934,0.16374303
BCLAF1,0.118009165,0.2516095
SLC39A9,-0.028321141,0.037689842
ANK1,0.09276492,0.08079172
IBSP,-0.026911125,-0.06157819
TFB1M,-0.16948625,-0.09072101
RABEP1,0.08274464,0.10062169
HMGB3,-0.61728364,-0.5044875
NUP160,-0.0264789,0.08662471
BAK1,-0.41541302,-0.37954155
MUSK,0.1125768,0.22046429
IKZF2,0.4884137,0.6314859
GRN,-0.36076114,-0.21585658
FAM13B,-0.0019007913,0.0037476365
ARHGAP31,0.1618209,0.20422256
CENPQ,-0.0020916509,0.1560062
RANBP3,-0.16293989,-0.26792932
ARID4A,0.11148374,0.30394614
PNPLA6,-0.3285133,-0.33115083
IFT88,-0.0076174443,0.036069043
ALG1,-0.27837104,-0.1713415
ZCCHC8,-0.018583862,0.062487766
ABCF2,-0.33034816,-0.31415108
CHPF2,-0.3478886,-0.33195436
LRRC7,0.010003129,0.12411733
FUT8,0.03468651,0.050562847
UBA6,0.146569,0.25851166
GAB2,-0.23394638,-0.28407258
ATP6V0A1,-0.09414927,-0.12233437
PIAS1,0.060480148,0.09118827
SLC4A7,0.16759232,0.16544631
MAP2K3,-0.4212493,-0.51486504
TMSB10,-0.135907,-0.09544963
ASTE1,0.0122542605,0.17297283
RNF19A,0.10148629,0.28988272
PEX3,0.14008527,0.26648545
GABARAPL2,-0.1906249,-0.14957055
MYOC,0.014134385,0.041070048
SH3YL1,0.023460636,0.14092006
FAM136A,-0.09838131,-0.11525376
VCL,-0.1712542,-0.16824728
DEPDC1B,-0.0040867236,-0.0015695957
DAPK2,-0.11377017,-0.06329373
NSMAF,-0.018076887,0.031901725
STAP1,0.04479652,0.09060409
TIMP2,-0.2401286,-0.22636737
RFC1,-0.06343486,-0.007888768
TBC1D23,0.098440334,0.24733439
CUL3,-0.026405506,0.09272128
OTC,1.4358224,1.6104721
CYP46A1,0.010437306,0.14200652
ZZZ3,0.034954924,0.028391536
SLC18A1,0.017860949,0.017627355
USP2,-0.111483425,-0.043476716
CASR,-0.17786478,-0.12816107
TUBG2,-0.24749884,-0.19966578
RPL26L1,-0.18648896,-0.12719154
FLT4,0.015775198,0.0873247
NSUN2,-0.10812457,-0.09429898
FBXO42,-0.12595953,-0.15046608
MFAP3,0.0033698971,0.019508349
MRI1,-0.22541195,-0.090785995
METTL1,-0.316503,-0.31723607
HOXC8,0.057314996,0.09266811
AGA,-0.07410417,0.036813356
PI4K2B,0.10357673,0.17624521
BOD1L1,-0.10786642,-0.12045229
MAT2B,0.07084551,0.21355611
TLL1,-0.1026447,-0.099718176
EDC4,-0.45791975,-0.32524836
TRIO,-0.3149858,-0.31176284
VCAN,0.4470489,0.424418
CLEC16A,-0.32019684,-0.34583282
MSR1,1.1991398,0.9869633
CDH1,-0.17888916,-0.1593427
DNAH5,0.5152606,0.5765451
ZFYVE16,0.18710025,0.29279262
C6,1.4707581,1.4921919
RAI14,0.011719878,-0.0010038717
SOX30,-0.047897413,-0.039606385
PNKP,-0.3518532,-0.4055829
BEST2,0.009380109,0.022747818
PHLPP2,-0.16389272,-0.10813947
SPDL1,-0.47044358,-0.39592147
STAU2,-0.15658244,-0.035106145
CTNS,-0.31902492,-0.30576968
RTN4R,-0.31226838,-0.28962925
PHF23,-0.27218363,-0.2389703
CDH10,0.049887035,0.04431539
INPP4A,-0.20133115,-0.20909171
RAB27B,-0.8646193,-0.909494
PSMA4,0.036805637,0.11471429
MYO16,-0.082324,-0.016425624
LSG1,-0.28513062,-0.2978934
PARP3,-0.28658494,-0.24594744
TNC,1.2753842,1.260338
THAP3,-0.1940954,-0.23563045
TDP1,-0.19561362,-0.1549977
AIFM2,-0.4831228,-0.49456605
C2orf83,-0.06201225,-0.028773222
SPATA7,0.1286694,0.25743726
MED17,-0.3180891,-0.27536297
RETSAT,-0.43536445,-0.33844197
CAPG,0.12550801,0.0918885
AP2S1,-0.32412195,-0.28624886
USH2A,0.5966939,0.8343694
ZPBP,-0.014029906,-0.0043275747
TG,-0.018975716,0.039628174
ADAM28,0.52877885,0.57885534
BARX2,-0.028348153,-0.0027690288
DCUN1D1,0.14584534,0.17254989
JADE2,0.046862487,-0.047598038
ZIC2,0.0075381636,-0.005272269
LCP2,0.67000335,0.6583787
TRIT1,-0.12842776,-0.10854773
ADRB1,0.0056942403,-0.040783715
GUCA2B,-0.35882688,-0.3022566
CUL7,-0.26540267,-0.24739596
CTNNA1,-0.18632396,-0.11247416
PHKA2,-0.038092814,-0.049362235
CNTLN,0.361764,0.44657373
EPHA3,-0.25374952,-0.063626766
HSPA5,0.0032999811,0.06430931
DSG2,-0.3836182,-0.33917463
GEMIN8,-0.38651675,-0.28252426
OFD1,-0.26706374,-0.21896178
GPM6B,0.13094158,0.28576368
MAGEC2,-0.0022137016,0.0038292557
PREX2,-0.11510866,0.077870764
WDR37,-0.2068349,-0.21208245
YTHDC2,-0.048510026,-0.018023867
CTPS2,-0.22625196,-0.25549328
ATP6V1H,-0.2504622,-0.23570804
POLR2B,-0.01296655,0.03996295
ARAP2,-0.22718664,-0.22108829
TPR,0.025130518,0.05232445
CP,1.4589378,1.6320795
DTNBP1,-0.1131562,-0.12503599
XK,0.12555122,0.15611449
ANO2,-0.23574771,-0.25831893
C12orf4,0.03314559,0.085426435
SCML1,0.1600399,0.28839773
WWC3,-0.33363324,-0.33351532
ARHGAP6,0.57560104,0.6394902
FAM184B,-0.87464625,-0.79016614
MAP4,-0.07758133,-0.0520769
GOPC,-0.1370115,-0.028108798
ROS1,-0.74486816,-0.64206254
USP28,0.08925556,0.15443945
HDAC9,-0.19637413,-0.12980899
TSPAN17,-0.36907473,-0.30734158
NOP16,-0.2699576,-0.28174502
CC2D2A,-0.1990201,-0.16382162
RRM2B,0.009335044,0.040414147
ZNF800,0.032815646,0.11169858
TNFRSF17,-0.009819699,0.010632584
SNX29,0.06905563,0.0135896765
LMO3,-0.05964646,0.11715989
MRPS10,-0.13753334,-0.028147578
GUCA1A,0.01800967,0.031826086
RSF1,-0.0035136587,0.11295514
VPS13D,-0.06757209,-0.052135643
CELF2,0.8227239,0.7604668
FAM120A,-0.081124425,-0.04924919
R3HDM1,0.09957415,0.15070455
COL9A2,-0.16900612,-0.10907171
KITLG,0.35308573,0.24536993
ERCC8,0.07456578,0.185535
ADAMTS6,-0.48512018,-0.5605255
H6PD,0.35414496,0.34712437
VAMP3,-0.053433593,0.05951521
PER3,0.24167904,0.31944203
UTS2,0.020558126,0.07318039
TNFRSF9,0.2409786,0.27038172
EPN3,-0.041512955,-0.041198056
LTBP1,-0.13210016,-0.18148868
RCN1,0.17994577,0.18889245
ELN,0.17924744,0.17566934
RFC2,-0.2524328,-0.17345133
ARID1B,-0.1726236,-0.106556796
NEDD4L,-0.29196268,-0.23765236
FOXP3,-0.17588031,-0.07976714
PPP1R3F,-0.35357076,-0.23285854
HEXB,-0.012239976,0.08648239
PTCD2,0.11696321,0.13529006
JKAMP,-0.13984193,-0.040893905
DKK3,0.03697303,0.09948729
NFE2L3,0.81989115,0.82716686
MCUR1,-0.030687373,-0.016053168
LIMA1,0.19472502,0.24381989
LETMD1,-0.14090021,-0.052774414
SLC4A8,-0.1408702,-0.16690172
LAMC3,-0.20112702,-0.19846544
PTGER3,0.025333315,0.1054051
TNIP3,0.0053319093,0.027013749
MAPK9,-0.030112708,0.0018163119
COL23A1,-0.07516191,-0.108600244
HERPUD1,-0.04075205,0.15576752
HOMER3,-0.36118796,-0.3591853
RAD51,-0.23623265,-0.21443003
POLQ,-0.048112236,-0.02628216
PIK3CB,-0.017902104,0.0043004807
CYBA,0.12891889,0.12520312
THOC3,-0.3787508,-0.3349592
HEBP2,-0.25985005,-0.2390019
MPHOSPH9,-0.04139099,0.028061304
PLEKHA5,0.07302344,0.13982616
PRSS8,-0.527711,-0.5294111
SIKE1,-0.094996504,0.018279076
RRP12,-0.40749395,-0.42794237
FNIP2,-0.034268275,0.02966886
MSMO1,0.15735537,0.31153738
TTC17,0.123954795,0.30128214
ALX4,-0.034827355,-0.01594067
FSTL4,-0.27502435,-0.2556985
FOXN3,-0.0250395,0.020431938
METTL24,-0.012405012,0.12098096
AKR7A2,-0.1845878,-0.015833437
MRTO4,-0.2834445,-0.32515576
NNAT,0.06677652,0.05838669
USE1,-0.17715883,-0.16610554
MCF2L2,-0.09903001,-0.03586562
NRIP2,-0.017956147,-0.011823939
LAMA3,-0.141069,-0.16208635
AP5M1,0.1386576,0.25914985
ANAPC4,-0.049028333,0.06676678
TRAPPC3,-0.15775229,-0.07089238
THRAP3,-0.100230746,-0.14824751
PHPT1,-0.40803313,-0.382434
ENTPD2,-0.42924696,-0.42234805
LY75,0.2924801,0.35895348
ARID4B,0.0077546528,0.07371688
OPN3,-0.35415724,-0.24699889
PTPRN,-1.3406012,-1.3439924
KIF1B,-0.07679172,-0.09503839
FOXC1,-0.86668867,-0.8999387
TBC1D22A,-0.2852499,-0.2619502
SYNE2,0.5659539,0.6823022
PLEKHH1,-0.25812793,-0.22819035
ATP9A,-0.43328503,-0.4374949
SPO11,-0.00048822822,0.002706843
CBLN4,-0.0014978647,0.102949545
CHRDL2,0.36712813,0.3946197
FAM168A,-0.18511564,-0.16226576
RELT,-0.27329987,-0.33923528
GALC,-0.14138716,-0.023306638
NOP58,0.0021225526,0.11416858
SZRD1,-0.20154314,-0.16184759
KCNH2,0.21661001,0.18523899
CUL1,-0.16496268,-0.0858827
FAM114A2,-0.014875894,0.05593212
CYFIP2,-0.9390111,-0.9146341
TAB2,-0.035229463,-0.03947722
GINM1,-0.017986605,0.05211222
EIF2AK2,0.17680065,0.188703
USP36,-0.3150936,-0.3462786
KMT2C,-0.06513686,-0.09293695
MCOLN3,0.013499565,-0.066522844
CCDC85A,-0.07012548,-0.067933746
PUM2,0.07055098,0.121241555
MRPL43,-0.29188746,-0.2168418
ITIH4,0.65159166,0.7802221
ITIH1,1.1988596,1.2251401
HPF1,0.09964541,0.20967993
ZFR,0.069126695,0.24317874
ZNF280C,-0.06298324,-0.008014634
NPFFR2,-0.060128205,-0.07310353
PHF21B,-0.005333352,0.000502191
TRAF1,0.2606313,0.19273648
RC3H2,0.0035873808,0.03766497
IL17RB,0.3377277,0.3173179
TRAF3IP2,-0.64199555,-0.5715437
GYG2,0.0915456,0.26280165
DCBLD2,-0.019198462,-0.029709687
SERPINB3,0.0,-0.0032521398
SOAT1,0.32138896,0.24559882
PKP2,-0.07633475,-0.045396604
MSH4,-0.035291333,-0.002045881
F7,0.7643474,0.86037827
GDI2,0.011949798,0.1442562
PRDM1,0.0077245305,0.024675379
ATG5,0.025357556,0.10701218
TMCC3,0.06709149,0.08796244
PITHD1,-0.022186864,-0.0034852661
MTA3,-0.09699291,-0.009608164
USP13,-0.20803538,-0.20901883
ATP11B,-0.031170117,-0.01058908
LAMC2,-1.5014907,-1.5659685
CDK14,-0.4718138,-0.44369358
SEC61A1,-0.1644899,-0.10521467
PPP1R12A,-0.03092886,0.09539699
