"",p1,p2,p3,p4,p5,p6,p7,p8
C20orf96,0.00598838346902116,-0.00439666789009098,0.00953923754076418,-0.00139124189729034,0.00603141056434176,-0.00135644455194042,-0.00143720430651275,0.00145693594188076
ESRRG,0.0162763332578993,0.0218956333639258,0.00371348951460065,-0.018889620832985,0.000908807905546592,0.0120564645484592,0.00430460524581138,-3.10435004790876e-05
NCOR2,0.00640976810343276,-0.0157278971136644,0.0159203455822308,0.00961897465325831,-0.0088457557488991,0.00134086923438949,-0.00785224533588322,-0.0106084518161785
SULT1A1,-0.0122329466022405,-0.0157383085945455,-0.000414587978262138,0.00317800161504789,-0.00992826267364098,-0.00364766999170432,-0.00342008603640336,-0.00850050179344082
ARL9,0.000434372476240043,-0.00129664748396845,-2.63881542785071e-05,-0.00124909867733044,-1.50876145780652e-05,-0.00224693037963109,-0.00272631666198559,-0.00353690641490199
PRPF40A,0.0076055576491272,0.00224035579914284,-0.0120417054905721,0.00196003864603362,0.00504690859177312,-0.00716929742386922,0.00201020091668348,0.0020870685008415
GDAP2,0.0051639816488758,0.000430036348703102,-0.00818572100838619,0.00210191816277504,0.00591644912985088,-0.00635889531483042,0.00643280764158765,0.00210412751878296
TCEAL3,0.00657828184083902,-0.00723691808380559,0.000958876388385597,-0.00655569232733541,0.00109479741212415,0.00654988148479817,-0.00436450301626607,0.00475990773064116
ANAPC7,0.00964251718359228,-0.00167806876555432,0.00233975539894715,0.000905257869328867,-0.00142542082854925,-0.00755298202480327,-0.00609042843164391,0.00701758697627369
TPK1,0.000389019966571645,-0.00664325554571838,-0.00837319495260226,-0.00328978640656854,-0.00219047912829034,-0.00186124803770441,0.00138723076626448,-0.00598104186980458
SLC6A9,0.00658521747786805,-0.00678728877065426,0.000822999955443732,-0.00442594425202932,-0.00832343407556857,0.001142680648267,0.000247197276194693,0.0129980484444578
AFAP1,0.00881758634306052,-0.0104399132933927,-0.00788957014362906,-0.0057977744307576,-0.00828182001065231,0.00695949898432869,-0.00664390674742933,-0.00826659307665694
NACA,-0.00333056989131813,-0.00664830489635701,-0.00464128225252997,0.00174013517843793,0.000246988747999303,-0.00564602396699646,0.00471009497254299,0.00466741436776222
OR9K1P,-0.00190627699919585,-0.00284311541982689,0.000309793568802334,0.00025519545696785,0.00082580265070199,-7.76529856214836e-05,0.000986934798570175,-0.000238503814831489
MYO18A,0.00294704173056382,-0.00898200856481205,0.00997629756243546,-0.00179410574672489,-0.0034203496454928,-0.000504610344145419,0.0100693464303621,-0.00727019563120226
SPTSSB,-0.0018420330112732,-0.00394000365795364,-0.00428499618895994,-0.0037308764570002,-0.00495157966818578,-0.00251955749452205,-0.00540459835803189,-0.00499674176784857
BORCS6,0.0081898532561501,-0.00392520170036312,0.00811144089428513,0.00567980221601019,-0.00833139919480529,-0.0143868366859641,0.00670898451408825,0.0135849985061982
MAN2A2,0.00804485870951085,-0.00269126208495785,0.0021959225318703,0.0108315233377907,-0.00202695961532645,0.00128363842092735,0.00737388978472084,-0.000422319331423149
MME,-0.00663793682673952,0.00722017657080221,-0.00887840836744706,0.0169515151241795,0.00477094814001909,-0.00781266493499955,0.000700033232766958,-0.0106388719778374
FAM72A,-0.00109064984824993,-0.0071338052025735,-0.00181743578651573,-0.000914561716115195,0.00300116448833838,-0.00252016938374698,-0.00825444655742526,-0.00178883464720732
CACNA1H,-0.0110063368123211,-0.0260905582173459,-0.00183794129428368,0.0513218048486766,-0.00353364961934602,-0.00669593238772513,-0.0030714986379248,-0.00739229124508835
SULF2,0.0355593035253879,0.0269846546453658,0.0163413289664567,0.00255309219388869,0.00779176843131356,0.0142617898663049,0.0162864681288558,-0.0123325088269096
HBG2,-4.07091256085582e-05,-0.00484827785794054,0.00301908867609333,-0.000278973756269382,0.00694933277634718,0.00119662822824966,-0.00119825595520155,0.0157435642608501
LAMA2,0.033129076457652,-0.00254804879654226,-0.000756878288173788,-0.0154986256222277,-0.00475419432078711,0.0139445361800173,0.00419312241530657,-0.00934838420775602
PFN3,0.000208067126317644,0.000419919641532929,0.000523023497848947,-0.000582660370235531,3.3822113740266e-05,3.70653357204686e-05,-6.94116917282353e-05,0.000813682183342776
PLXNB2,0.00324725709831143,-0.00989407737154129,0.00455518251843035,0.0105542933594221,-0.016581695066745,0.00542474097523461,0.000760277243363154,-0.0115871307250638
OR5AC2,0,0,0,0,0,0,0,0
AJAP1,0.00349181100983806,-0.00277245946052823,0.000308136388511028,-0.00693597780687795,-0.00336856789898331,-0.000654673030724816,-0.000648202352224843,-0.00384676364914616
XRCC2,0.00606220194186797,-0.00102610584618024,-0.00253562123122063,0.00247177052608168,0.00297224512764358,0.000394887749027818,-0.00916220948483305,-0.00648916778876153
MYO6,0.00914676524277664,-0.00217707022862871,-0.0124633813617258,-0.00559236297160811,-0.00160894977614134,-0.00740813693577656,-0.00326059160536023,-0.0037861280620938
HDAC2,0.0049837863114301,-0.00518675172795312,-0.00583184415881267,-0.000906293612673299,0.00122164000398014,-0.00963900045600849,0.00203375529118016,0.00473662769573866
ANKRD20A19P,-0.000968572601078015,-0.00158353512979766,-0.000600736039424287,-0.00164810570303232,0.00287192879550534,-0.00149399482225607,-0.00054726793844553,-0.000684830296897873
ZNF782,0.00230265821273992,-0.00324688130870454,-0.000451205361922247,-0.00467204744422975,0.00284948075019939,-0.000740466321369973,0.0105295868629198,0.00544846411562594
SLC22A25,0.00890069274881577,0.00297129557091052,-0.00196230398148462,0.0009657172848547,5.38255232930296e-05,-0.0115691202047736,0.0126839495691053,-0.00873734111668942
POTEF,-0.000289548251593425,-0.000271528621445666,-9.57448496977863e-05,3.20810734198269e-05,4.82728784168048e-05,7.41233107324682e-05,-0.000241671193751918,-0.000171072775049252
ZNF846,-0.00232573902642549,-0.0122357917199935,-0.000684237770196933,-0.00746455354484802,0.000192906009883411,-0.00584827333722381,0.00361745120710064,0.00255083387518609
MMP1,-0.00172959502028295,-0.00203133511400519,-0.00058002527460028,-0.00239231126773686,0.000541053778307767,0.00080868882796147,0.00133344491204767,0.000481478954863918
ADH1B,-0.00657154531720585,-0.00293868709496002,-0.00927182874146738,0.0050439371728742,0.00673999082325179,0.00486860586205796,0.0118913695851572,-0.00947886976661173
TCF4,0.00651190671164968,-0.0108490758517403,-0.0154705481302934,-0.000455399253702415,0.0132656784760923,0.0114846321997357,0.00610296642947318,-0.00119635339286409
WNK3,-0.000893322418170608,0.00681579356203496,-0.0127605726176758,0.00560368907937836,-0.00219538361534669,-0.00931767757126761,0.00397384260724531,-0.0228743777375422
SDHAF3,5.16548119768443e-05,-0.00219209472419472,-0.00809048168367982,0.00773388560457004,0.00755313898938082,-0.0100424728414627,0.00693567896936458,0.00555406313333536
HRH1,0.00264912095622652,-0.0065764565166261,-0.00580050302192081,-0.000137517077655522,-0.00567244100215617,0.0103195558363474,0.00117726838211878,0.00729154569774602
RABL6,0.00711552005253143,-0.00811785255249379,0.0117828903109202,0.0090039812337192,-0.00517865383796518,-0.00114390347255456,-0.000784224101161204,0.00020721430567588
ZNF136,0.00147076718815176,-0.0066444085786494,-0.00787911418366998,-0.0036983794729587,-0.00185586471947258,1.29210084173526e-05,0.00379567602087204,0.00372709628763073
ZKSCAN5,0.00691683784882633,-0.00156903116985865,0.000184031148734254,0.00248964898457007,0.000200372228460274,-0.00466624834623564,0.00161169798048992,-0.00145139765370271
TTC30B,0.00311298422609468,0.000182282310318642,-0.00786036571398156,-0.00160006789333886,0.00499111081125624,-0.00114199122601638,0.00697994901303907,-0.00407594311797277
SLC30A10,-0.0061675818409001,-0.0105311851247945,-0.00460179841718513,-0.00678409529884456,0.00896017551117629,-0.0209826516912982,0.016462717878315,-0.0137377345377066
TECPR2,0.00586833790128118,-0.00409232795713351,-0.00166592909149213,0.00559975655118992,-0.0121672586273467,0.00650352979146736,0.00655728857093606,0.00185744673324457
TLR7,0.017615385591891,0.00276161414285686,-0.00285324090223252,0.00518344160556763,0.0109707707200336,0.0102750783608981,-0.00396237654501551,0.000755357991933827
ZFP62,0.00710255724635581,-0.00207185906467716,-0.00387062593271555,0.000738533719293311,0.00515973959064699,-0.000788667673806291,0.00858212577076512,-0.00317836472598283
ERI2,0.00371211951675239,0.000100804643366184,-0.0092412333999312,-0.0072068252331658,0.0114118251079129,-0.010311180995159,0.00709111649632793,-0.00688895689915542
TOMM7,-0.00389177919948943,-0.00555234750372123,0.00451770032788359,0.00295449239889002,0.00300011941775116,-0.00660298195802851,0.0158571694778241,0.00569702252243707
HSH2D,0.00613955917063354,-0.0115734916970198,0.00567127100443067,-0.00490023716436595,0.00670316120367406,0.00700437872045015,-0.00320627433593672,0.000280140743428943
TRPV1,0.00202925712829626,-0.0155028943204458,0.0145820752285636,-0.00300878826582179,0.00823566175044092,-0.00756412122712256,0.00572127587369673,-0.00712937763070737
ZNF33B,0.00111323870645408,-0.00288503530531727,-0.00812687479353141,0.000377090696741023,0.00365432015954579,0.000801794856682217,0.00937701434428806,-0.0062142320964912
ZNF512B,0.00635162169281331,-0.00883265271334096,0.00743002714346737,0.0127656820936699,-0.0090307585042234,-0.00190157513311747,0.00461165624574224,-0.00701772983035367
AMZ2,0.000234438645775394,-0.00551832952580719,-0.00254438031039398,0.000966784210138317,0.00301598746325203,-0.0114816729749369,0.000914177121468113,0.000912378625908539
ZNF431,0.0102107771027554,-0.0054431752715755,-0.000814170067037708,-0.0107512996591653,0.00942709314621839,0.00253233852234442,-0.00934419207774033,-0.00163876530831576
NF1,0.00518653992180026,-0.000306909862473715,-0.012657766066353,-0.0023500578881855,0.000456008547107962,0.00324155752559861,0.00786358498071809,-0.00243425408467814
VKORC1L1,-0.000497956047170094,-0.00387419851985171,-0.0110765574722318,0.0143507841509685,0.00222425948888969,-0.00116501176830515,0.00266277592672256,-0.00462818399605614
ZNF418,0.00594177426106387,-0.000728041581259242,0.001898459720389,0.0065662543293185,0.0110559842444177,0.00133695160614075,0.00979534975458623,-0.00930057612658275
DAPK1,-0.000287068517191637,-0.00606782828521551,-0.001405352490701,-0.00284787569104268,0.00484685653618587,0.00384033191194324,0.00252013216862485,-0.00947597330629883
LCE1B,0,0,0,0,0,0,0,0
COL27A1,0.0109055191382185,-0.0106981011655299,0.0181021627653087,-0.00191567194354757,-0.00308900208383395,-0.012085664325391,-0.00338329074859786,0.00107017529818388
GM2A,0.0126398397277538,0.00385663000247633,-0.000941640072610089,0.0103494582191379,0.00237569378222434,0.00231305383136588,-0.00423372759039827,-0.002997133069202
CLPSL2,2.57810837602802e-05,-2.00704884074355e-05,9.41706805928606e-05,-0.000300405046017368,-6.61390916846084e-05,5.85779151852221e-05,3.31860331817618e-05,-2.65703871147962e-05
S100A2,-0.000448229692517595,-0.00209346206590445,0.000397826454547939,-0.00227755314884897,-0.000638182132079782,-0.00217976353295397,-0.00694200956240574,-0.0027676633552208
ZNF700,0.00412327765897302,-0.00524929701229538,0.00870940764317421,-0.0108570031632352,0.00859963086784167,-0.0108313023956339,0.00833260436105738,0.00658459454628184
POU3F4,3.97664644569548e-05,-0.000107057914845656,-2.03905792674341e-06,-0.000100667235150612,-1.348541344165e-05,6.46100416557648e-05,0.000437524967923925,0.000549202479685935
OR14A16,0,0,0,0,0,0,0,0
CD47,-0.00166314439496872,-0.0149431108341153,-0.0123843514309423,-0.00839233349249541,0.0126154571103923,-0.0101801957654672,-0.000788997367995209,0.00224849587749699
OR52K1,0.0011171028774058,-0.00866575853964402,-0.00167626000508791,-0.00061958375956165,-0.00639431093839785,-0.00195928458425398,-0.000950700904771667,-0.00482355025083286
TLE1,-0.00320284752796335,-0.00835187508001174,0.00286641372648177,0.00137694095047797,0.0126607094316709,0.00254733499461992,-0.00817442607574887,-0.0180212248791829
MAML3,0.00140167813708677,-0.00287614405247186,-0.00205603691627542,0.00656670525293455,-0.00565908349734094,0.0076675482038187,0.00437260602761,-0.00278657859344759
STRN3,0.000495474390387951,-0.00164362437422191,-0.0128351085303155,-0.00259010770639906,0.00871079547335665,-0.00799453387455877,0.00186976392926353,-0.00259802432006317
ZNF239,0.00689475458392575,-0.000561670018388869,0.00422858431044537,-0.000183005621629476,0.00882585145837156,-0.00281977432464067,-0.000954174047643604,-0.00398082079626427
SPINK14,0.000139257534280859,5.96494063360813e-05,-6.24852171150977e-05,-0.000279058665489779,0.000129588314243311,1.21728378339769e-05,0.000837775714976637,0.000864653858855342
SPRR2B,7.78607060111349e-05,2.74776706891008e-05,-5.19422270778848e-05,0.000162681702851191,0.000113772598950553,0.000116986054621312,0.000217986953146027,0.000122031310429537
CHRNG,0.000166403059388278,0.000151189807677802,0.000140320213308815,8.32551745000548e-05,0.000289210241400178,0.000290417082020121,0.000350314550655874,0.000188560159449516
ZSCAN16,0.00276914507009148,-0.00574192078526255,-0.00124382734842692,-0.00146640729783505,-0.00379966595397104,-0.012179691683287,0.000897193180939243,0.00232104967462385
MVB12B,0.00868073410086008,0.000439558904718259,0.0062639926205609,0.00874085793936508,-0.00344506251802168,0.0112806876894701,0.00908934717255039,0.00496770462491854
OR11G2,-3.68364217816938e-05,-0.000591737141566977,-0.000162241836302251,-0.00022249319261746,-0.000284269869252818,-0.000348002559117887,-5.03126153206699e-05,-0.000177037607221467
POTEI,0.000732631104442797,-0.00220088407055901,-0.000878378155119842,-0.000524266434629238,-0.0024578028153354,-0.00116461593910743,-0.00136071607077581,-0.00150858448301307
ADA,0.00845960725170155,-0.00857943529720072,0.00225578148476517,0.00176601960781016,4.12714584246732e-05,0.000816606577455024,0.000103482607258391,0.00395433558772535
ARID5A,-0.00369887530760686,-0.0132478339971404,0.0029088652596833,0.0196626644503077,-0.00301634887281433,0.00240695902636171,-0.00190585976512525,-0.00040374215343129
PATE2,0.000113048314311558,1.8670807322e-05,0.00020306679386565,0.000103829485637319,0.000524492417540968,-2.30818564951564e-05,-0.000948507687617543,0.000254040169951796
PPTC7,0.00518677767838061,0.00230121681147411,-0.0114938074102896,0.00592822075005676,0.0062091851118371,-0.00589211546119205,0.00591730698112003,-0.00677308230889984
TOMM20L,0.00019759711637063,-0.000298744667578939,-0.000343808406793948,-4.85126365791693e-05,9.81770821423336e-05,-0.000318566347427424,0.000906177575505995,-0.00102438459058469
RGPD4,0.00794325017945499,0.00196730608773406,0.00536337615258206,0.00455374078785116,0.0138804934622297,0.00458636826687007,0.00929571714432215,-0.00564317844448968
NHLRC2,-0.00088304389445235,-0.00555424356322029,-0.015571351070483,-0.0011879181400656,0.0102090484538836,-0.00437552194792779,0.00506253432020495,-0.00586358910541416
ZFP28,0.00894219984102979,-0.0022692124894244,-0.00309076402299128,-0.00300651023159452,0.00286787578353569,-0.00169418546831317,-0.0056943822447915,-0.0069251651157731
SCN8A,-0.000852574409213064,-0.00794797499089695,-0.00166349040722288,-0.00667790783089246,-0.00192035496188734,-0.00981844528351212,0.0124164936373529,-0.0136336364884551
LAMB3,0.0138181906205216,-0.00497197342426273,-0.00186404966703355,0.00677649616613377,-0.0323998385683722,-0.00983424106312918,-0.00793568349491414,0.00835703951977527
TEX43,-0.000783345496159548,-0.000902485451935511,-0.000109317740292215,-9.09893329199118e-05,0.000351442122345835,-0.000335119086400123,-0.000461336123579866,-0.000212446104005471
KPNA5,0.00155155241351124,-0.0078869478225632,-0.0112073804218982,-0.00621021588972415,0.0147033357457068,-0.00517854630244537,-0.00217089701075976,-0.00307355051835437
ANKRD36B,0.00615716342524815,-0.00609238695987822,0.000784358056497601,-0.00157881768599551,0.0183321699219378,-0.00139640404533747,0.0020581315765239,-0.00826824280168012
ARHGEF12,0.0032958358947636,-0.000406345311066506,-0.014944284309038,0.000785314398267542,-0.00217656683836463,0.00369761071990965,0.0112867892221338,-0.00844671489708344
HCAR1,-0.000492620059771857,-0.00445672394900546,-0.00124108309345487,-0.00230864859642873,-0.00212569176352248,0.000260826350333012,0.00191180020423226,0.000810441736059447
ZNF252P,0.00403540740530349,0.00131135671462198,-0.00897111897255801,0.00077443855407538,-0.00584985646114542,-0.00135949754188831,0.0137319521825257,0.00227632811821398
PDLIM7,0.010381294297196,-0.014038710399006,0.0123672430647206,-0.00926788786281662,-0.00159845086170403,0.000878675953189139,-0.0109801784932366,0.000495796188200527
FLNA,0.0249564940168412,-0.0144373794403752,0.00512160148998019,0.0049458230571241,-0.00921729621154109,0.0183467719993368,-0.000517122410239321,-0.0205892280086268
TMEM26,0.00264130921442909,-0.0110495217182218,-0.0121406120812002,0.00329386042732789,0.00107025824578198,0.00679421487972459,-0.00334692650032495,0.000847126350479637
RPS26P11,-7.9229246645995e-05,-0.000157961495509577,0.00022931702682617,-0.000345588012017658,-2.49509074732846e-05,-7.33493809786502e-05,-5.74320576621931e-05,0.00057460706571672
SRGAP1,0.012063753178942,-0.00902492105664696,-0.00355318062798892,-0.0134162525995924,-0.0121830143975456,-0.000632097701046842,-0.0117307124040472,0.0141159435868933
FAM3C,0.00712257869396483,-0.00616215152279134,-0.0156226927648068,-0.0014801715958418,0.0162969821760603,-0.0126059147148159,-0.00100142783181705,0.00449059563144629
ZNF705A,0.000351173638153332,6.50616479136716e-05,0.000383585666158652,2.7543259918342e-05,0.000545909811003279,0.000533748134550864,7.17157791953252e-05,-0.00023282144546987
SLC39A10,0.0103604751570346,-0.00172051501534026,-0.0133281511171176,-0.00389045820901286,0.00626106073304436,-0.000515405240130765,-0.00352302882305607,0.00254821679877541
CASP4,0.0157987629470613,-0.00236771305835086,-0.00273497119201612,-0.00441603978813684,-0.00220847441403815,-0.00174640889065209,-0.00677092200391545,0.00602602338088541
AP2A1,0.00917501591230858,-0.00297040407637749,0.00368222800188199,0.0125812152360845,-0.0146766672293386,0.00475661295951776,0.00590002106846163,0.000317456075778518
ZNF585A,0.00256548844610007,-0.00254799814439878,-0.00523589059947104,-0.00332468680279027,0.00477286999939012,-0.00247106386839155,0.00629923679696725,-0.00570708507491367
FUT11,0.00360697726509943,-0.0149622393429815,-0.00395074008954961,0.00310147860917649,0.00258458864081774,0.00275729233483543,-0.0103569108952938,-0.00257045955977173
NXF4,2.582665717227e-05,1.21495993528724e-05,-2.77947414025742e-06,8.11445637133947e-05,9.22955916502881e-05,3.34637133505712e-06,-6.63876578416461e-05,-0.000117337819540572
SMIM10L2B,0.0025770051985829,-0.00312293611629481,0.00314883239981656,9.16774571971352e-05,-0.00306051015804788,0.00222143067942236,0.0148969556760285,0.0139506185197729
ANXA4,0.0135291222650345,-0.00149219496305853,-0.0056871719195405,-0.00494603136103854,0.00268548490545312,0.00101936044976019,0.00657865786026806,-0.00898398315787842
LAGE3,-4.42222550157121e-05,-0.00661608809332012,0.0069464124479586,0.00918767464514804,-0.00034540203140441,-0.0109732769705902,-0.00214317405765519,-0.000750939428339567
WDR5B,0.00117496835349579,-0.00413709783128008,-0.00649196498161729,0.000420718566021162,0.00922018714612447,-0.0101293686147436,0.00367358574017269,0.000488551735043133
FAM163B,0.00260158456412331,-0.0188168302281487,0.00408088378147858,-0.0027083975816781,-0.00378873041854438,-0.00682294201670037,-0.0110944301454428,-0.00410145328680028
NPIPB9,-0.000187559969667693,-0.00281386478321537,-0.00209940689614049,-0.000838742370118358,-0.000671863022166605,-0.00305742456836551,-0.00162159836054346,-0.00582928673033111
WDR45,0.00188437649258342,-0.00552552303075711,0.0032502021692087,0.00148302577700367,-0.00193606750469849,-0.00474517783611998,0.00521788215053525,0.00415128451261794
ZNF138,0.00466976398062,0.00247235491996657,-0.00831769593338604,-0.000402136331141211,0.0106192952127096,-0.00805118693411577,-0.002089615134747,-0.000631557094488906
ZNF429,0.000555581795408315,-0.00564638510004416,-0.0139892001698731,-0.00132537352250439,0.00099618982256626,-0.00392194269138736,-0.00295468644917856,-0.00516451633182262
ZNF470,0.00153961970167335,-0.000540274659126813,-0.00732124407453139,-0.000963297840606707,-0.000424621185469151,-0.00221312690810403,0.00520049477255982,-0.0161385538098219
SERTAD1,0.00702989266485251,-0.00450549154710791,0.00704923355966899,0.0029960186464623,-0.00423218350712746,-0.00758948632992455,0.00580416409849954,0.00413857068953444
OR51A6P,0,0,0,0,0,0,0,0
ZNF398,0.00703133843033962,-0.00190680321947692,-0.0033571522867172,0.00643877624670811,-0.00609179745330658,-0.0072075494544815,-0.000233021219695465,-0.0080167069332937
ZSCAN25,0.00193692134828377,-0.00525305529649207,-0.00309181129614398,0.00189230336301422,-0.00303115067011144,0.000199366689260964,0.00589431455582395,-0.00163422670940393
RBMY1A3P,0,0,0,0,0,0,0,0
ANXA6,0.00851724735628845,0.00144459066920586,-0.00929728712438316,0.0207922310538475,-0.022261687881927,-0.00453736156475312,-0.00686583956055681,-0.000516094601572288
ZNF441,0.00689899814085603,0.00177510624931222,-0.0129393310566892,-0.00400861048418198,-0.00391179257983612,-0.00985727162770972,-0.00352506148566033,0.00336748793291853
GMFB,0.0130625556004843,0.0094621863628758,-0.0245766473819054,0.00626517488858988,0.0181868430546345,-0.015347384862374,-0.00439888169980943,-0.00656776745416048
SIGLEC15,0.000332289571740609,-0.0052562518624255,-0.00462863079312925,0.00278642751899856,-0.00816406032282199,6.53694589480454e-05,-0.00919071558958375,-0.0134615984143283
ZNF420,0.00543503949646674,0.00300024996168646,-0.00755105940045465,0.00273277123684376,0.00462508117806232,-0.000393779307852506,0.00586838429453356,-0.000377560709204317
ZNF763,0.00742197520070079,-0.00269585496201693,0.005748099597651,-0.0127055335599052,0.00164315256143629,-0.00487198960178612,-0.00915831660432513,-0.00956122656631105
ZMYM1,0.00413951316942287,-0.00145814322194709,-0.00977977132448955,-0.00590454948949064,0.0169153258125421,-0.00752882291029019,-0.00373625514572083,0.00260872722118044
DTHD1,0.00282077797370892,-0.00252077633905845,-0.0020158626501746,-0.00087672092045487,0.0055622958587231,0.00222898493029888,-0.00750153036143256,-0.00274558488726895
ZSCAN26,0.00957511172947967,0.00244148001931439,-0.000207749080271134,-0.000410004677495758,0.00566345842207597,-0.00427592564095258,0.0021335428344892,-0.00651660477963632
MAFG,0.0135111288314368,-0.00013647369908917,0.00403412695851879,0.0043214923627921,-0.00693867038253919,0.000719328426487098,0.010464490570379,0.00602105959904292
OR2T32P,6.90745465185942e-05,0.000108198070883849,3.95170875593781e-05,6.9648618664813e-05,0.000161098993602203,9.79829484528655e-05,3.29866857420995e-05,-1.02822455309074e-05
ARRDC1,0.00105103682719806,-0.00766671863437876,0.0137346998400965,0.00492019628353878,-0.00123691271642871,-0.00707396778032686,-0.00116054206880712,-0.00623569968497196
KIAA1671,0.00601564984276444,-0.00264433493749848,-0.00624553150978754,0.00939614581491834,-0.0015277962711564,0.00739485088486693,0.0136781400995322,-0.00550988548470422
KRT35,5.8110856754053e-05,0.000200738184728718,9.58018312479807e-05,0.00020931035744448,0.000294269660698012,0.000205171927201532,0.000172782575713369,2.24339652858031e-05
IGF2R,0.00874456740708382,0.000832051666558952,-0.00710644284915195,0.00721691409690561,-0.0116027811534993,0.0114363990585145,0.00520601021425864,-0.00183413492937822
ZNF300P1,0.00459123990152325,-0.0033659950896125,-0.00122957189049537,0.00449912487023513,0.00740828400503193,-0.00305499596658094,0.0115047011105545,-0.0191014528771141
LCE1C,0,0,0,0,0,0,0,0
GOLGA6L16P,0,0,0,0,0,0,0,0
GAL3ST4,0.0119896205052377,-0.00258970815414895,0.00319894656531057,-0.000437529237509224,0.00391911170055615,0.00509940038490255,-0.00167128318101439,-0.00489294745689183
DYNC1H1,0.011847717673135,0.00157966885368611,-0.00286618269608263,0.0074530735106212,-0.0103075403270475,0.00685604267790533,0.00343117700170701,-0.00211597201648672
SLC6A17,2.23057987742328e-05,-0.000809902895472716,-4.45387738755585e-05,-0.00123786345126096,-0.001062374033631,-0.00018798866372412,-0.00017182801741039,-3.49360633596588e-05
IFNL3,0,0,0,0,0,0,0,0
PCBP2,-0.00453721322906682,-0.0133188095291369,0.000880529698837955,0.00483590312737317,0.00801676449640164,0.000374334621590644,0.00700659323064856,-0.00139488463675331
ZGPAT,-0.00794334564943743,-0.00120837164207278,0.0113201753365683,0.0154832541335231,-0.00213948273393985,-0.00461382502171388,0.0125403966151087,0.00169349326871079
SLC25A29,0.00905081363698758,-0.0164418448833779,0.0148418941993629,-0.00548859929994386,0.00567382187951719,-0.00622927662695388,0.01204469054303,-0.00553937003417119
PGAP1,0.00205363645085386,-0.00229144170485389,-0.0166752352335704,-0.00483213848503289,0.00626616526990703,-0.00440066654014275,-0.00131605541744064,0.000265931993136885
SRC,0.0223415794675077,0.00832861692273852,0.0109353899680687,0.0063526281048877,0.0109991952293011,0.0158836146390223,0.00531146303953573,-0.00832401881236527
ZNF679,9.24049042255283e-06,-1.64822668842847e-05,-5.09984230494536e-05,0.000180349174579578,0.000233093551399634,-6.69327225199542e-05,4.10312323732437e-05,-8.15329695902921e-05
ZNF682,0.008642892698624,0.00287092432169577,0.00333140169288475,-0.00290789796438257,0.0205571313067056,-0.00530311493332249,0.00320581372715857,-0.00560990853534709
OR8B8,-0.000883924152662143,-0.00121000371396666,-0.00019326579577491,-0.00156873358557793,-0.00241075476334719,-0.0008431408223534,4.12738038898634e-05,-0.00138233486818862
ZNF772,0.00350396353103771,-0.000751075138042016,-0.0112331533732269,8.93978826191894e-05,-0.00651332589657136,-0.00210623292611275,0.00598939355695006,-0.0138157055342739
ZNF257,-0.000166561068659682,0.000162302706536617,-0.000827105487893966,-0.00170331518619502,-0.00200964851740335,-0.0054078579986074,-0.00229601569776195,-0.000880061120529332
PCNX3,0.0115775783270372,-0.00192098754324825,0.00603393253031073,0.0155441156209988,-0.0141268563610735,0.00145401391172041,-0.000222478270690847,-0.00231563937640446
ACSL5,-0.00514601807797302,-0.0115464877097676,-0.0101865841485841,0.00235747147236392,-0.0074703600200447,-0.00844227839749179,-0.00558118944056017,-0.00313331603253289
LRRC8B,0.00777026555731766,-0.00178418507430254,-0.0137860706743534,-0.00356588453777713,-0.000514769550679699,-0.00233601691423382,0.0018665099785047,0.0149729174273767
ABCB8,0.0127079520920941,4.70941268533325e-05,0.00947410955665046,0.0149885159609905,-0.0127418045923609,-0.00150205773939455,0.00327305966480643,0.00200115816796536
SND1,0.0059491166331156,-0.00202282286926047,-0.00133403256089945,0.0121685876450006,-0.00582622671616725,-0.00150662748433831,0.00674036568509447,0.00611604850322647
OR4C4P,0,0,0,0,0,0,0,0
ZNF785,0.00497723535642483,-0.0170805812565493,0.00805911496278387,0.00246619000858302,0.00238694932828192,0.00698233793181692,0.0148947546416856,0.00626872556481018
SULT1A2,-0.0082992308401883,-0.0115962178943354,0.0071220991860582,0.00458201919789086,0.00154421765712502,-0.00499314068423151,0.00469624927335358,-0.00852690049701031
NEK5,-0.000776923816725783,-0.00248193405451878,-0.000561914174119293,-0.00137435926466973,0.00798211974564209,-0.00103450547468739,0.00335792161334736,-0.000338062745483772
PSMD12,0.0037673131933995,-0.0021005800474611,-0.014568916100289,-0.000260830256996761,0.0019548735765857,-0.0181941339967811,-0.00488131525058217,-0.000456637083505485
MAGEA6,2.88374810764605e-06,3.70295009774067e-05,1.26893202208179e-05,6.77179828629733e-05,0.00013160791422948,8.8240372410821e-05,5.66372302467749e-05,-6.88041394011605e-05
ADGRA1,-0.000786687573700485,-0.00285271069325017,0.00371677411842572,0.00468934207116498,0.00357828071093029,0.00260904194760161,-0.00470566605759718,-0.000575726989956356
PIWIL2,-0.00162735760360395,-0.00679389183182769,-0.0057038895035821,0.00214304654600216,-0.0103556663332515,-0.0110328563937911,0.0117577764730206,0.0322726404045624
NOL4L,0.00394777251206103,-0.0141019261880938,0.00360460577072864,-0.00075629587322783,0.0005535684757606,-0.00645708477123515,-0.00492704312659916,-0.0150267703829774
SSXP1,0,0,0,0,0,0,0,0
CYSRT1,-0.000344763667487633,-0.000277237811007689,0.00745104342575523,0.000409185465788786,0.00261456532958246,-0.000148417346696572,-0.000742612488803473,0.00126308343198032
