A2
-0.11486759676946713
-0.08856210066278829
-0.0406725759061167
0.4394373918167055
-0.5792651060054255
-0.10602611253158735
-0.10519443073176817
-0.41182385704038665
-0.08154842314644119
-0.2711189819549386
