MPS_PC1 MPS_PC2 MPS_PC3 MPS_PC4 MPS_PC5 MPS_PC6 MPS_PC7 MPS_PC8 MPS_PC9 MPS_PC10 MPS_PC11 MPS_PC12 MPS_PC13 MPS_PC14 MPS_PC15
4.172037506410473 3.824877885192323 -3.305876188521453 1.9969308559260097 -2.1359973363395506 -2.0301658758038306 -8.818245150434043 0.5957521930788862 0.7221678829140205 1.6751155337147423 -5.263164174298703 -4.430461439696756 1.4960473396998144 -1.2603053722406363 3.833061600685132
-5.779571019770198 0.614247887304105 0.31553230437999374 -1.939794559952321 11.558327199363397 -3.958465642898168 2.093832418956325 1.1208114586549098 1.264615349226447 3.8105996356730305 1.7488453761064071 -0.06857012240699618 -2.298893793807002 -2.4048544523633395 3.081810003166423
4.083994089268849 6.4012104105328875 -3.0322272259480294 1.7253411771415756 -0.561442956785087 -1.2168066456218698 0.20224540510846323 2.5441306653802953 0.3661917647069159 0.3394488792747118 -3.1878490123766996 -0.9041376044364191 0.5295065830667208 0.5471145830440649 1.5226817382144235
1.5113314636479143 6.391911154116732 -2.700808340159552 1.3871776693441875 -2.402767706239371 -0.7658312901944947 -0.32730068412546176 0.9435191605564571 0.1394500891534514 -0.527736374412694 -2.1281909766992504 -0.9448933738533603 -1.0299177400838981 1.4843413415447528 1.1525091303174735
65.64650854640789 11.45527795618401 3.055990950311275 15.93404399644995 -32.134363783236125 -4.058866956812394 -16.27900390789727 -0.607343649079108 -10.600624559655287 -2.8730286445570568 -20.177676239246445 -10.140741311297022 8.1444943085635515 9.293348224145019 -5.063880223555319
-6.176863898657504 -1.1596416138152774 -5.798382533473432 2.6271830155443934 12.856148338650481 -5.728099160635714 -2.880917627599856 1.0223834385806412 0.43775769532283504 6.732359409159608 -0.039916577619084466 -2.6448383237044983 1.3202162251556269 -1.7178967798921667 0.8356533406487056
-7.317723473874949 18.682154354212923 -23.86292849459688 2.8170346400835737 27.834032178469606 -18.517450786596942 -15.113249162602727 10.291134422441402 0.05377088201068797 2.4455221473367956 -7.699791031492579 -1.3557124864783088 -3.444287517136162 6.85585199579585 -6.2792130162375095
-7.9328492547419875 9.708255604922636 -18.274443720324 2.652462012925324 14.253779982404827 -8.132488148700485 -13.037695886768422 -0.17088446734750806 1.8323950093765642 7.188947035061174 -3.4102652964235065 -2.96533757828417 -0.20206249993042136 2.497808769651363 -1.9691810383867772
0.6596195780655525 3.851155508078159 -2.4781310441944915 1.5571278879406107 -1.3511274745119657 -0.9928477871887974 2.891104712159102 2.161002217867115 0.16097967908387767 -0.06824718287029885 -3.2592753787284443 1.5029018875117928 -0.14644467796701757 1.6463712170559832 -1.465248994099599
-10.701147260107069 3.387667035850903 -6.4626349977384905 -1.7834989281996914 6.270400894320706 -0.8421937991488851 15.955860332710142 1.2562376891776987 3.2484177578201323 0.8488250815409795 1.800395697657187 0.3974032224097283 -0.5884266955384454 -1.1914145296785101 -2.0144556117378984
6.038275487934433 -4.760258030949793 12.31204345687744 -1.3031428086959675 -9.849624027453578 4.524047121013913 7.944198943378787 0.009185394564717054 0.6940958378178876 -1.2992650031867823 -0.6932491542239845 0.23078633601841428 0.4460878511060878 -0.5067981034046798 5.082012163791812
3.510741515904025 0.27825913445807987 -3.8305694949582727 4.19075621082322 0.4623183667888585 0.0690907220761581 0.7901963705582659 1.5735530346069178 -0.8991224432845006 -0.8729736374944878 -2.685259418085064 1.0547758140503951 1.3827171270018666 2.0886545495797204 -1.260422258474702
-3.2565630478043683 -2.9004696164892545 -8.732036676100039 4.685484644932958 4.804947494634152 -3.6673150520086093 -5.937831746925652 -0.8185055039273212 -0.5525292980190549 4.2854780111746384 0.9482923024230748 -2.298687073835696 3.9490936136149775 4.1494977494291865 -4.4407408968014375
7.440687881643 2.421208614066996 -2.656671359173614 5.838493949342854 -7.392741591187848 0.8412149866410655 2.4307502801044087 1.9311320277215123 -1.634150771235077 -0.9907378634520405 -5.0679790330142405 -0.8419613766924461 3.512626074037865 3.854741729755188 -2.4312786043278547
