"",V1,V2
UBR4,0.00366640563287932,0.00296181903752489
HP1BP3,-0.00310969167247974,-0.00254675837171606
ADGRE2,0.00395240730993562,-0.000819156079661298
SIN3B,-0.00532116198170279,-0.00312207188829839
OR7A10,0,0
SLC35E1,0.00288261255710165,-0.000167027690642191
EPS15L1,-0.0024655589650019,0.00276617476629794
KLF2,0.000769606214354643,-0.00430678213569559
OR7C2,0,0
OR7C1,0.00203795236471275,-0.00126323800969813
F2RL3,-0.00611113801605514,-0.000945349090061621
UQCR11,-0.000354722192637792,0.00112840392383152
GFER,0.00367400263227587,0.00347020990211771
SYNGR3,0.00248656763762426,-0.00163694055418222
PKMYT1,-1.22761988102844e-05,0.00510981782247737
WFIKKN1,-0.00373474110975425,0.002901255694384
WDR24,0.00115579691649021,-0.0089098539097264
FBXL16,0.00283485726205404,-0.000991416069523668
CHTF18,0.00307172646082773,-0.00044674269238518
GNG13,0.000334652308925808,-0.000100151261109369
TUBBP1,-0.00415693952336299,-0.00313004925003133
MACF1,0.00173576261639454,0.00287983707230922
SMARCA4,0.00105304048924652,-0.00102298609158475
KDM4B,-0.00736630307904284,-0.0118140410492549
TICAM1,0.000371096905300563,-0.00460519753199756
METTL25,-0.00717919370701947,0.0073470698093392
IL17B,-0.000669658824063795,-0.000191435555770092
EMC6,-0.00275332154494995,0.00273094611991687
OR1E2,0.000194526710956358,-0.000143325903163727
METTL16,0.00193807531013011,0.00271020018113079
TUBA4A,-0.00903438473352316,0.00334251380003563
VIL1,-0.0247804241104652,0.00271694935395186
AAMP,-0.000293453727711438,0.000174775637536399
PNKD,-0.00413324583683087,-0.00778994222546507
TNFRSF19,-0.0168233818181267,0.00653467974497692
RNF6,-0.00369128604285841,0.00477897101170308
ECHS1,0.00112644254185245,-0.00510566556892664
ZNF835,-0.00565422891223427,-0.0052787608528108
AKAP9,-0.00422854001661894,0.0098117705265103
GNG11,-0.00776870023680351,0.0128837037397544
GNGT1,0.000293554346161568,0.000267491667456555
HIP1,0.000216970959454878,0.00504004402516691
PTPN12,-0.00639872792307548,-0.00379322896658195
POR,-0.00195819040534026,0.00342091461401875
FGL2,0.00142938036255888,-0.00774520136706608
STYXL1,0.00406802402262812,0.00186774117543907
STEAP4,0.00314097697142457,-0.0214642219874228
GNAI1,0.0142176767398831,-0.00717554320407415
PMS2P3,-0.00705507718138993,-0.00388714741260534
PEX1,-0.00681584759129679,0.00132787726340658
MTERF1,0.00124925588257392,-0.00163296830202414
SGCE,-0.0106184641837183,-0.00521653511989341
RBM48,0.000175823668705557,-0.00395138255499033
CASD1,0.00495528206699051,0.00281513090399013
LRFN1,-0.00355043974999123,-0.00272234041059094
ZFP36,-0.0237545384435989,0.00618474853360252
SRD5A3,0.00620596479056459,-0.0049128111041016
SPINK2,-0.000960500660690482,0.00101647515048483
RASL11B,-0.000486536538688482,0.0117314100073888
PAICS,-0.00658276644751213,-0.00421776161421178
KDR,-0.00940593193867727,-0.00617687319436129
PPAT,-0.00749327171769457,-0.00580066154217237
TUBGCP6,-0.000330936321226771,0.000594943452389074
ADM2,0.00663515214789928,-0.0125057040898724
DGCR6L,-0.00148026067967311,0.00220630553975305
DGCR8,-0.000101047291996889,0.00152104950915623
ASPHD2,0.00222756591909847,0.00684976808643368
VPREB3,0.0022835225081543,0.00477373311040686
SDF2L1,-0.00909858589325489,-0.00393999504433161
GAL3ST1,0.0159115330432555,-0.00279145322347493
YWHAH,0.0132968372748647,-0.00615291027611509
RFPL1,-0.00498403368025951,-0.0130959981215424
RFPL2,-0.00229740318439979,-0.00179047787316497
POM121L9P,0.00481148298587022,0.00523438271518398
GNAZ,0.00115047587604617,0.000664112174020303
MGAT3,0.000738861250845385,0.000396118883143383
ADORA2A,-0.00828782628482945,0.00572023855604193
ATF4,0.00339273769638732,-0.00188972055982168
A4GALT,-0.00813636745689434,-0.00611040390092407
RFPL3,-0.00168340579680711,0.000466167784526319
CDC42EP1,0.00325746651255444,-0.00424144090239337
APOL3,0.0119453519405909,0.00382725262558244
MCHR1,0.00843219050246484,0.00750646775522041
TPST2,-0.000220287383064195,-0.000234231749765028
BAIAP2L2,-0.0173927195661736,-0.0108897147215774
MPST,0.00294790646019548,0.00118000950102183
GALR3,0.000489114377090633,-0.00351243005637659
TST,-0.00455197916365973,-0.00192136399719266
IGLL1,0.000948268970283032,0.000247150003304525
APOL2,-0.00609365023703557,-0.00164249796261538
RAC2,-0.00390808341979064,-0.00680661966814719
LIF,0.000925829603527806,0.00643649336967537
C22orf23,-0.00161371799607184,0.000273847646402529
APOBEC3F,-0.00462045356921945,-0.00268554153881107
RIBC2,0.00274963609823111,0.000838876932032751
KRT17,-0.00578392455660468,-0.00112587091272175
EMC4,-0.00107380413829636,0.00151753609746628
RNF112,-0.00420748797752457,0.0114380658757824
SPECC1,0.0047396602946403,-0.00810621526180682
CPA4,0.00284710996257951,-0.00342322226853554
DOCK4,-0.00316590711218853,0.00135222622828096
POT1,-0.00883659714894386,-0.00683871698675643
TAS2R16,-4.25878971731751e-05,6.5915165879023e-05
ATP6V1F,0.00605890843042344,0.00166162575594994
LSM8,-0.00322578540818017,-0.0027710909427893
CDHR3,-0.00127384852712508,0.00164026677260562
PRKRIP1,0.00200599669833646,0.00127837155796059
VGF,-0.000278444298744694,0.00156707724731129
PODXL,-0.0248242498988094,0.0424340196727983
FOXP2,0.00361380480265224,-0.00418876056627799
STRIP2,-0.000165584373653269,-0.00154009043888863
IFT22,0.00452834844474985,0.00281380004652536
MKLN1,0.00796834878546676,0.000507559064416505
DNAJB9,-0.0100362117335808,-0.0064888286624872
FLNC,0.000149824819662727,0.015165664132014
LRRC4,0.0045698973518631,-0.00477858069402258
CALU,0.00142927610262241,0.000970521584738808
CCDC136,-0.00302538088165378,0.00268172617934158
SMO,0.000402263540362026,-0.0171753684706889
IRF5,-0.00274030053638049,-0.000723276496590773
LRRC17,0.00902427640630558,-0.00172371783442483
KLHDC10,-0.00418179792643827,0.0023180787886991
NDUFA5,0.00413641797594434,-0.0025299134187629
FEZF1,1.47951536094103e-05,-9.11315485034121e-05
OPN1SW,-0.0013685359541914,0.000249673343000154
MYO1B,0.00397302046332094,0.00234918879132523
HOXD1,0.000807546313958901,0.00159070954040542
HOXD3,-0.000505891043313456,0.000371551002119911
MTX2,0.000507616851298803,0.00271153249350728
PDE11A,0.0205425106101826,-0.0198737412420004
CHN1,-0.00134467475118365,0.000688762225442063
GAD1,-0.00635632929881818,-0.00153578926359755
EIF2S2P4,0.00162777831806042,0.000284437220166139
OSGEPL1,-0.000523633339716038,0.000636260314353275
ORMDL1,0.00437374542469441,0.000854896015002111
HAT1,0.0052900490563419,-0.00261607793489811
HOXD9,-0.00114325619038707,0.00178210821709843
HOXD10,0.000961954686642292,0.000767202334431905
HOXD11,-1.32043463639722e-05,1.37010379656358e-05
HOXD13,1.35193272729656e-05,4.1814695277878e-06
SNRPN,-0.00284177956352408,0.00611396015841877
PSMG2,-0.00184531005902276,0.00112767073204479
TWSG1,0.00251679002112207,-0.00799317605588943
ARHGAP22,0.00827000946106274,0.00156591898895212
WDFY4,-0.0124555427489898,-0.0047564069778584
EIF2AK4,-0.00299651118584998,0.0119741391076769
MYO5C,-0.0018101276834802,0.00746968457022659
CGNL1,-0.00182431660309699,-0.00895318107254849
TMOD2,-0.0063878560542828,0.0055206398019803
TTBK2,-0.00342732294092678,0.00601279608366466
ELL3,0.00474922680010876,0.00808146144428498
INO80,-0.00139155073592139,-0.000267276376073132
ICE2,-0.00804232349699359,0.000554259683380294
DLL4,-0.00582981909479994,0.00722337154702976
ALDH1A2,0.00102956805050178,-0.0197010070813936
IVD,0.00390585220401494,0.00546638710189547
KNSTRN,0.0104526333420771,0.000916144847717801
DUT,0.0010206919028523,-0.00257947757603809
CHAC1,-0.00589214099036466,0.00335656936636585
CLN6,0.00108515025800416,-0.00813316041787082
ARPP19,0.00122492596805877,-0.00284574445331771
VPS13C,-0.000314651481721263,0.0015628261725878
CALML4,-0.00158675892559692,-0.00987551309689549
THAP10,0.0089991574336678,-0.00225105873611103
LOXL1,0.00478873371991127,0.0120642672029045
ACKR4,0.0101912201706402,0.00494825633982465
ANAPC13,-0.00135974459178937,-4.34473159225595e-05
MBD4,-0.00487971372466444,-0.00199881947899015
COPB1,-0.00186439690673223,0.0018247347975664
PSMA1,-0.00610198522783648,0.000760178516273858
SUMF2,-0.000387193379996919,-0.000815982554051366
PALLD,0.0232500864877354,0.00637606412061907
SPCS3,0.00364099607281645,-0.00864304961928191
BBOX1,0.012923612895491,-0.0167947709819873
MYOD1,5.61919351347093e-05,2.22038013613616e-06
SERGEF,-0.0106107444636913,0.00499971101397641
KCNC1,0.000959526208461929,0.00211992392182108
TPH1,0.00439582902239264,0.00101677730775505
CSRP3,0.00420029500207941,0.000942116165012437
E2F8,0.00531585362628924,-0.00683876175861157
DCTD,3.70565967602004e-05,0.00319735486542413
SOX15,-0.00139083665182602,5.45177828045564e-05
RPAIN,-0.0037905392645686,0.00275930611148725
USP6,-0.00314359740813171,0.00438127900024796
SHBG,-0.0312439101769187,0.0405964892849522
PLD2,-0.00415325338196902,-0.00263030023612396
AIPL1,-0.00103237724866645,0.00143889299830683
CD68,0.011696973463526,-0.0134587712557915
TXNDC17,0.000585380773291625,-0.00183557156234432
ATP1B2,-0.0111923093258276,0.00353178635318103
FXR2,0.00470489494356003,-0.00267069675612161
KIF1C,-0.000519024806364896,-0.00598256922349015
MPDU1,0.00369623811700287,0.00138382218794659
PHF20L1,-0.00358935153865283,0.00361144422148131
CCNT1,-0.00229988245288735,0.00042187164208552
PUS7L,0.00263639533166481,-0.00590886125527936
KRI1,0.00278125709510636,-0.001363722356325
ILF3,0.0019200910364868,-0.00575134166320221
SLC44A2,-0.0065124770625845,-0.00410014565163352
AP1M2,0.0111773859514448,0.00771630632721872
CDKN2D,-0.00184336758434474,-0.00692880336335586
MTUS1,-0.00289330694154871,0.00638068540301483
KLK14,0.000210405973769398,-8.62420368836003e-05
SIGLEC9,0.00533588577301765,-0.0103754841932753
KLK10,-0.000595803480333921,0.00253771401694104
KLK8,-0.00030520477674954,0.000171768295367701
NGDN,-0.00329093980758839,0.00632183741280285
RAB2B,0.000765176656661974,-0.00133384196691192
BCL2L2,0.00270855302721249,-0.00192599251912716
AJUBA,0.0164188104814758,0.00769334557802843
DTD2,0.00113658991398248,-6.83505786158694e-05
PARP2,0.00230045434221758,-0.00125384802285277
HEATR5A,0.00384299537259752,-0.0032135373825155
FOXA1,0.00294735810064108,-0.00623660557906202
SNX6,0.00160238993908305,-0.00140179477841708
EAPP,0.00305059898239166,0.00345672199385262
EGLN3,-0.0133204977487391,0.0134359953120614
MIS18BP1,0.00992903309173171,0.00248095020942034
RNASE1,0.00879160331787131,0.0218702096609537
DAD1,0.00407170653748894,0.00335803456322157
TEP1,-0.00513535148939963,-0.00160590691108334
EPB41L4A,0.020981209751452,0.0426875779381007
CDO1,-0.00836119787405579,0.0137244029550082
REEP5,0.00452746722556603,-0.00361661431241635
ITFG1,-0.00434281032897047,0.00289471705302658
QRICH2,-0.0130495098417595,0.00626039198979482
FOXJ1,-0.00124720401950803,0.00461712973359615
SEC14L1,0.0029556517393652,0.00283462938693908
RHBDF2,-0.00391631032842852,-0.0027762152913681
AANAT,0.00179719607217294,0.00232828689926676
ARHGEF6,0.000769677252773396,-2.37747392464985e-05
MAP7D3,0.0095918803080345,-0.00392605308572839
FGF13,5.66806834179295e-05,0.00465009047708393
ASH2L,-0.00220695637728309,-0.00278800986291656
TTI2,3.88579999786881e-05,0.004875562220471
ART1,-0.000780015524084604,-0.000463916749284562
CHRNA10,0.00362907606624215,0.00113910053605093
SGO1,0.00324636379641902,-0.00104112576154167
RPS4Y1,-0.0271963757741556,0.0188615784023487
VCY,3.64304518458978e-06,2.43265306030293e-06
CDY2B,0,0
CDH15,0.0137452077892034,0.033816350421114
KLF16,-0.00222606341976615,-0.003487197895096
DOHH,-0.00947105878656141,-0.00703130593710721
MAU2,-0.00136798221569955,-0.00459800494655242
SHC2,0.00937913936626958,-0.0031247167770766
INS-IGF2,-0.00366852849058395,-0.0066358449044919
ABHD17A,-0.00954769437052616,-0.00599732024381402
LBP,-0.0119544838166653,0.00731229225961489
SYT5,0.000484603728748834,-0.000160679498862191
TNNI3,0.000726408135541043,0.000335264849146448
CBFA2T3,0.00916125981117343,-0.0139063308450835
GAMT,-0.0132253761058547,0.00294220545290292
PUDP,0.00652648988284678,-0.000449043169095518
PHF10,0.0045334379380668,-0.00579261112357623
PRRG3,-0.00561217620949254,0.0229941167261236
GALNT8,-0.00174388001392813,-0.00207425219930663
KCNA5,0.00022199028512628,0.000282778837306379
CRACR2A,0.00417079316034597,-0.00897106334250961
NXNL2,-0.00430332345050308,0.0013149425943406
STARD8,0.0118494356053311,-0.0064552680131023
GDPD2,-0.000147806609044363,0.000329333493184199
SAT1,-0.00891653914547596,0.00332105355741542
GNL3L,-0.00507443415198373,0.000923857248708605
SH3BP4,-0.000547595517061956,-0.00108982513713806
MOSPD2,-0.00144742045637743,0.000300529603811384
DOCK6,-0.00318061673442035,-0.00555062136482966
ECSIT,-0.000174969918964293,-0.00652977518889479
LDLR,-0.0184732474868182,0.0247378472698651
ELOF1,0.00247976654869545,0.0024203418903417
TSPAN16,-0.000396573335665483,-0.000220139334474567
ANGPTL8,0.0219052333837528,-0.0176957868411958
PRKCSH,0.000350715521537632,-0.00659106914790566
CNN1,-0.000658652725177847,0.00320562980792056
CDC16,0.00591399437697972,-0.000138387926871452
ZSCAN10,0.00137768882592606,2.58893218379527e-05
THEM6,0.00852317458194153,-0.00161398876860852
NECTIN2,-0.00138942579467692,0.00558994015138338
APOE,0.00329230591183433,-0.0058556962778868
TOMM40,0.00042391885853236,0.00186002981350692
APOC1,-0.00361585986006984,0.00108320438658735
GADD45G,-0.0380137317254506,0.0300505774435396
LRCH2,0.000749729208505766,0.00179858227906463
DPP6,-0.00199842736280327,0.00165475752058498
XPO7,0.00167270261478643,0.00591026750908764
ACE2,0.0100540615450384,0.0200593119220772
FAM98C,-0.00287024139336147,-0.00147824485850931
SAFB2,-0.00265722336512525,0.00162015890466276
RPL36,-0.0026444835525574,-0.000533683611031886
ATP8B3,0.00791757808312828,0.00596834613952753
GDF1,-0.00172351526963878,-0.000967791008777867
NCAN,0.00109564812181361,0.000479493205851483
KIF1A,-0.0116190024094948,-0.0010087445167551
GTPBP3,-0.000562953746618854,-0.00477419093375207
PLVAP,-0.00532326700252822,0.0395350454913584
BST2,0.00775659106878375,4.42546222153428e-05
SLC27A1,0.00313858840337154,-0.0014587496495877
NSUN5,-0.00140959019186311,-0.00123928824880665
USHBP1,0.00926049039264274,0.00256366125027702
COLGALT1,0.00272424883939923,0.0001117811739563
DDA1,0.00668810672926775,-0.00299240588347484
MRPL34,-0.00734453804790622,-9.57839644290493e-05
PGLS,0.00454635158510067,-0.00420253227008056
LSM7,-0.000931506610649139,-0.00305842056019389
TULP4,0.00549538467362228,-0.000950380774618113
SNX9,-0.00105304989584573,0.0033632011295026
RTN4IP1,-0.00253928054941053,0.00233577362687739
QRSL1,-0.00771737547030271,0.00253587052784039
RSPH3,0.00375927736018147,-0.0022462609667669
MAS1,-0.00241538162423947,0.00227309016036141
ACSBG2,0.00115636065431997,-5.49347971624415e-05
MLLT1,-0.006861962418078,-0.00738901949809745
FUT5,-0.00103821560043455,-0.00151935864673263
BMP15,0.00022726079247532,-0.000265396659295654
STK33,-0.0282208903087881,-0.00572792560464564
NDUFA10,0.00282933175876037,0.00604890656802375
EPO,0.00182377740227129,0.0161460477246601
ARPC1B,-0.00588885530402338,0.0021472567201053
CACNG6,0.000779425598255111,0.000768653586497521
ZSWIM6,-0.0031478453583064,0.00230022538921227
FCHO1,-0.00895154566602001,-0.00709241777137408
UNC13A,0.00167623210165165,0.00133740107233794
MAP1S,-0.0102886275328125,-0.00429287949654584
KLHDC7B,-0.0120069728445041,0.00143896966900084
PXDN,0.00197594782429399,-0.00857409987392318
SSBP4,-0.0130322584129292,-0.00181973304038905
GDF15,0.0152874974971288,0.0136380576336728
PGPEP1,-0.00728643974732114,0.00204752742922201
LSM4,-0.00251748872796003,0.00376747653051735
JUND,-0.00331049059270416,0.00184513664730694
HRC,-0.00610537141864614,-0.00260500449983543
TRPM4,-0.00627511659648141,-0.0121059075778522
OR11H1,0,0
SULT4A1,-0.00222300403834231,-0.0021561809136274
ZNF557,-0.00414651575021771,-2.9481166097765e-05
CRB3,-0.0065094624660615,-0.00626421178966711
OLFM1,1.06358706006049e-05,0.00505633037972712
CAMSAP1,-0.00368966964816443,-0.00442688276677944
UBAC1,0.00523281422024136,0.00561500101337715
ZBTB46,0.00438237405184194,-0.00941891517806175
HELZ2,-0.00681399848600855,-0.008497487849104
SAMD10,0.00137735453853834,0.000932781214399787
CYP2G1P,-0.00416498024119556,0.000781613378657203
COL5A1,0.0274389776971399,-0.00117985243041693
ATXN10,0.00227719607028749,0.000324183163418372
TUBGCP2,-0.00212340098546903,0.00213620178458682
CALY,-0.00147656587499907,0.000160272543332069
CYP2E1,0.00729446018415581,-0.0130926519618881
PNPLA7,-0.021500398906294,-0.00360520126499131
HBZ,0.00020618706114226,8.56216873858318e-05
PAK4,0.00138638548680697,-0.00240115869451158
MNX1,-0.00143520955901206,0.000746108894109808
ZNF337,0.00402429134535752,0.00291182648041385
CEP85,0.00340352954569959,0.0063918999586102
GATA5,-0.000442990454711636,-0.00287656631994028
RBBP8NL,0.00040678937858435,-0.000545319709864274
LAMA5,0.00894617616557163,-0.0169202119866722
OSBPL2,-0.000669182488008948,0.00101316974726315
ADRM1,-0.000690642756455608,-0.00726059265331951
ASS1,-0.00341963518626259,-0.00349305916699182
PRDM12,-0.000219744871049859,-0.000515427057432284
EXOSC2,-0.00975236252883553,-0.0035924089290541
POMT1,-0.00430417266750585,0.00325068274236899
UCK1,0.00131411000817204,-0.00283242098872693
FIBCD1,-0.00318792800467518,0.000131126784266702
CHMP2A,-0.0041059436789405,-0.00220497900434353
UBE2M,0.00475399640460721,-0.000355353059896308
TRIM28,0.00606047459413913,-0.00733747185723422
YIPF2,0.00266014239039643,-0.00393307463528886
ATG4D,0.00360067814190072,0.00357767669316175
EIF2S3,-0.0020730219302515,-0.00105812399567022
TMEM160,-0.00278461532203268,-0.00221105897958571
ZC3H4,-0.000884214162568055,-0.00728924325530722
NPAS1,0.000502116776564801,0.000584544485528499
GMFG,-0.00489710088884076,0.00547622737064709
MAP3K10,-0.0107275622024878,0.00456515225589752
ARHGEF16,0.00215015608703271,-0.00524612284657672
LRRC47,8.5296076159689e-05,0.00214339418565682
SMPDL3B,0.00180360615925427,0.00143970001466457
THEMIS2,-0.0147383329151522,-0.00481127700261938
CLIP1,0.00332221779732468,-0.000144002474754157
CCDC62,0.00148996789349635,-0.00117076544320839
HIP1R,-0.000966797594351898,0.0065720585201624
ZNF317,-0.00120925493350198,0.00402468145846579
PPAN,-0.00283049097230939,-0.00398795045331383
EIF3G,0.00189616909046002,-0.00178000995055677
ANGPTL6,0.00162395149330771,-0.0261893905999379
DNMT1,-0.00727634022653029,-0.00622413388643351
ZNF426,-0.0077329850970463,-0.0032034059046325
SLC6A8,0.0122639414446891,0.0107668320961015
PNCK,-0.00107941641189617,0.00180907609691633
DKC1,0.00115206616423849,-0.000368018512490658
PLXNA3,-0.00319061501921379,0.00471703655878597
DUSP9,-0.00364829834157343,0.00778990133193681
MPP1,0.00258798108115142,-0.000803003664983963
ZNF331,-0.0187677267519712,-0.0013686237868693
ZNF236,0.00531229704111203,0.00339672873021476
SLC7A10,-0.00214580379021659,0.000975980129387764
LRP3,0.000988739007843691,-0.00581937521187186
NOL11,-0.00182722101448239,-0.0025955491025451
UBE4B,-0.00141169201404722,-0.00042028956234985
CASZ1,0.00603877811246512,-0.00401017736958784
PKDREJ,-0.000556451922194372,0.00161972646637978
HSD17B3,0.00111059118159254,0.00494089329874231
NUTM2F,-0.00820461966847588,0.000618929199163345
HABP4,-0.000633410615379349,0.010800233471203
FBP2,0.00169538086640529,-0.000542155355870046
SLC35D2,-0.00434076978901402,0.000918783636823781
PRRG1,0.00789124418064318,0.00102365105412205
UBA1,0.00490318242779861,-0.00076497791342175
RGN,-0.006198657121834,0.00669066614546517
POLN,-0.0120100244792925,-0.00270323902642552
TXLNGY,-0.0206641527255367,0.0189473515923243
PPIL4,0.00386485192884699,0.00111924154414112
ULBP2,0.00130453873582845,-0.00555438644208598
AKAP12,0.00130539332011321,-0.00505574438324242
SYNE1,0.00612020145344538,0.00978123317609007
ULBP3,0.00218306371061181,0.000149795877824847
LATS1,-0.00560363066072558,-0.00450490654750218
EPS8L1,0.00473969391582995,0.0109514568429252
AAR2,0.0052029163772991,0.0060528162640802
TTLL9,0.00534184744275677,-8.0749446444125e-05
BPIFA2,0.000179562905767019,9.93193691881824e-05
RBM39,-0.000197846680058238,-3.2918024408918e-05
COX4I2,-0.00510609777644809,0.00148472485719824
BPIFA3,-2.21704002237924e-05,-2.89272872281719e-05
ZNF341,-0.0018686014372047,-0.0023780773903565
GGT7,-0.00783702283991498,0.00317273424243605
DEFB118,-2.40132918078794e-07,-1.1473061046675e-05
ACSS2,-0.00188776340568254,0.017518170155646
EDA2R,-0.00679738837453741,0.0422943434591302
ARHGEF9,-0.000592958673149426,0.00386140770752419
C1QL1,0.00389727007703474,0.00171358451006733
GFAP,0.00602010861386706,-0.000901924632637185
PYY,-0.0107664322502997,-0.00504584416914151
HIGD1B,-0.000964816203086868,0.00252009915438699
ATP6V1E1,0.00661989808681383,0.00855555480088857
ZNF227,-0.00661951066559997,-0.00300930235899701
ZNF428,-0.00650585698746789,-0.00350821311108588
TEX101,0.00379066887505464,-0.00118867847380251
ZNF141,-0.00473997385670104,-0.00582808559475243
CCL25,-0.007313803472571,0.000669689244565331
COX4I1,-0.00252564275217576,0.00154244322060732
EMC8,0.00145822619778324,-0.00063512144542783
GSE1,0.00187399142434942,0.00400150065704216
GINS2,0.011992366045989,-0.0194213789294862
CHMP1A,-0.000417636730832877,0.000657152155549312
SH3BGRL,0.00791384737349416,-0.0074498206979188
COX7B,-0.000970999592437856,0.00511152521447997
SLC34A1,-0.010053616923546,-0.0010835046756476
F12,0.00857955672285558,0.0012786885555437
PRR7,0.00423310332301178,0.00254030410620835
NFATC1,0.00705588629092347,0.00250810129943571
IDO1,-0.00186569156741045,-0.00646211821686413
GJA9,-0.000878275021110703,-0.00074131562746357
CAP1,0.00292728056618251,0.00232099855063543
PPT1,0.00296414302950036,0.00610508201524128
RAB11FIP4,-0.0123511707824103,0.0110821599548025
RLIM,-0.00322069397561446,-0.000226686773835271
CDX4,0,0
ABCB7,-0.000850007922110091,0.00149777865707765
TRAF3,-0.00142743422969974,0.000843015608924519
HAUS8,-0.00494254587482824,-0.00225555952039163
ADGRE3,0.00159902710327297,-0.00500422132759694
MRPS25,-0.00125814215992794,0.00269375365556372
SH3BP5,-0.0097991103531249,-0.00238950664690758
HACL1,0.00129406917694605,0.00247968168824641
TBC1D5,-0.00176797222610885,0.00394988279521651
CAPN7,0.00185933061336017,-0.00230514701529246
RFTN1,0.0127051838802625,-0.0192838406681716
C3orf20,-0.00136914497768041,-0.00116918087215656
RBSN,-0.000573552897092838,-0.00247611162058227
GALNT15,0.00918930961410454,0.0431292157165033
SLC6A6,-0.00362711185312726,0.00866513421399309
KCNC3,0.00157024696969036,-0.00731413057373611
NAPSA,-0.00144991793840514,0.0027876134285242
NAPSB,-0.00601327786658181,0.00860739004013015
NR1H2,-0.000986470712230321,-0.00657808179482147
LRRC4B,0.00494186179346477,0.000984234237916491
PDLIM4,-0.00229825392255378,0.00202912405547577
KIF3A,-4.56933406469525e-05,0.000230818383591981
MGAT1,0.00291246783533678,-0.00239667671844646
GFPT2,-0.00248073577045624,0.00127206543021787
TUBG1,0.00957108630554521,-0.00491753151537486
PSME3,0.00168416613543573,0.00477511273419736
RPL27,0.00398004012236643,0.00341196693657876
PSMC3IP,-0.00267627343438644,0.00530744678700653
AOC3,-0.00624809221782313,-0.0130710894653921
ACLY,-0.0048084724563882,0.0177894079219847
VPS25,-0.00134296588961568,0.00832824812496819
RAMP2,0.00465162435236389,0.00245845039400921
AOC2,0.00715741510894712,0.0061754339332618
NDUFA2,-0.00170727241955881,0.00517151654965161
ANKHD1,-0.00675507225147898,-0.000913878277296409
DIAPH1,-0.00249381530957876,-0.00293408584418078
NDFIP1,-0.000952498991040142,-0.00822517015845399
UBE2D2,0.00302937576855151,-0.00330235047411838
EXOC4,-0.00367050130040003,0.0017381786974602
ACAP3,0.00415396121381151,-0.00343116018768452
C1orf159,-0.00153691103775725,0.00222483758796069
ANO1,-0.00509126351195979,-0.0125196799918191
TMEM204,-0.000891650326633503,0.00212172910177176
KREMEN2,-0.000657441449193593,-0.000112322596318217
THOC6,0.000443897404941024,-0.00253910396277404
TRAF7,-0.00112442414719236,-0.00230251414788763
BARX1,0.00229701621398645,0.00141933114541074
NINJ1,0.00140752941922842,-0.000806899787830417
CA6,-0.000655184737806186,-0.00214891351357968
NPHP4,-0.0243368702332196,0.0252962365004298
MAP1B,-0.00651891557698567,0.0167005639527452
RHOXF2,0.000789880503338222,0.00112785055353155
IL13RA1,-0.00154225331598058,-0.00432297457598022
WDR44,-0.0145376422041424,-0.00407933233490825
CKMT2,0.00114643471840184,0.0112382802633707
ZCCHC9,-0.00361335682406119,0.0016084004853885
TNS4,-0.00134156773288685,0.000958541752687923
TOP2A,0.0149142100026004,-0.00919798560508224
STARD3,0.00214427697379338,-0.000258961706346557
RARA,-0.0154428594404352,-0.00539417423522884
PPP1R1B,0.000387537230287717,0.000427990951436171
KHDRBS3,0.00148575696352634,-0.0216643297602352
CHD1L,0.00383651952677514,-0.00359478763816651
PEX11B,0.00839575468601706,-0.000284311907847083
FMO5,-0.0104062381971598,0.00528404304325253
PIAS3,0.000167021650137734,0.003568087482407
PRKAB2,0.0122272650007978,-0.00429732092899689
CLUHP3,-0.00860950322305212,0.00120085769376406
FSHB,0,0
PDHA1,-0.00169856481671585,0.000951079590381095
RAI2,-0.0151292667879886,0.00602530709437712
ZNF304,-0.000192605980554513,0.000914434668733447
ZSCAN5A,-0.00250045874104795,-0.000686793899704483
ZNF132,0.00303386127776134,0.0088875075520636
USP29,-0.00104725714395232,-0.000811028201900484
CHSY1,-0.00536311776905276,-0.00751198555992696
SNRPA1,0.00364419603660539,0.00282957568076323
KRT17P1,0.000306609923200486,-0.000687530389301069
NR0B2,-0.0116461601750421,0.0201263897400707
LIN28A,-0.00094355063467071,0.00141820001098254
THAP1,0.00745352360425053,-0.0030668811054955
RHPN2,-0.00544992873539285,0.00283505660817527
C19orf12,0.0114934674861914,0.00293302767516084
FAAP24,0.00168559960265328,-0.00291050017946681
LRRC9,1.35950309439291e-05,-0.00390344245549047
ACTR10,0.000415929832057893,0.00224413880706534
ABHD12B,-0.00596725665249833,-0.00438335028286337
GCH1,0.000169741532513994,-0.0104843307984369
LGALS3,0.0298731263943299,-0.00380116684825505
UBE2L2,-2.62844529921252e-05,1.67396562844905e-05
DNAJB1,0.00270754180232803,-0.00225198039501013
FBXW9,-0.00105350316694498,-0.00221507381262559
ZNF20,0.00564937439127321,-0.00710730526379521
RTBDN,0.000510089548019623,0.000148712790508058
MATN3,-0.00309784309417304,-0.00324110538620903
TRIM21,-0.00266025076997458,-0.000494983209106055
SPATA6,0.0140850197591094,0.00274057876249061
LRRC41,0.00253194546342972,0.0016120341402564
CCT6B,-0.00982339527205962,0.000418464048301793
DHX30,-0.00222432444898179,-0.00207224783485247
RAF1,-0.0022218544689669,0.0011005072758337
SLC6A11,-0.000134174186674559,0.0145121860445059
PPARG,0.00106063426212189,0.000560485039770006
