"",V1,V2
ADGRA2,-0.0052379697195256,-0.00813832320244243
CCT8L1P,0.000323048502223569,0.000412538111082771
ZFP64,-0.00210721099271493,-0.00125215502491127
MNAT1,-0.00236396891734585,-0.0013609406437638
SAMD4A,0.014116659558676,-0.0116136936455282
RUNX3,-0.00481766157088362,-0.0103651153102819
PLEKHB1,0.000391335701085912,0.0157765441893817
SERPINB1,-0.000730465482282782,0.00348496776689507
CYP3A43,0.0157600307826702,0.0265241086837897
SLC7A9,-0.00322782055928509,-0.00290050831954638
SPAST,-0.00119436872795093,-0.0112600620744304
NRXN3,0.00681007227929801,-0.00291638205653952
OSBPL5,-0.00482281326138134,-0.00216148724837635
AQR,-0.0070151327975142,-0.0019134782569503
CPS1,-0.00188966292405142,0.00656845813901096
C8B,-0.0106038352522595,0.00290632330139639
FHL1,-0.00895407005421092,-0.00946205800375134
GABRA1,-0.00115534172971981,-0.000345851977110963
SLC45A4,0.00327478517998432,0.0210965037101927
RNF10,0.00275435639776815,-0.00302340290767874
ZNF839,0.00114222163013846,-0.00149743118528654
ZDHHC6,-0.00406354628253499,0.00323962279189944
GRAMD1B,-0.00359830401335809,0.0197235129064932
RB1CC1,-0.00174235590715559,-0.000191613163283083
ERP44,-0.00251676467258834,0.0010182004435449
ALAS1,-0.00943748228509353,-0.00455886626005461
BIRC3,0.0101481324362287,-0.0177857987894695
AKAP11,-0.00516496022674367,0.00473463752662965
GLRX2,-0.000518686350318656,-0.00325840221353744
SNAPC1,0.00436369991062553,-0.00053637282608643
DERA,-0.00471313866182271,-0.00491217702121888
STRAP,-0.00306271779024476,-0.00207734289083031
ABCC2,-0.00336453879429143,0.00572823610514739
DEF6,0.00256300482109793,-0.00293760470779411
PLEKHO1,0.00017877046200068,-0.00442583424742992
GCLM,0.0143660954839331,0.00149357771641937
UBR2,-0.00173402415307956,0.00279202322360627
EHD2,-0.00351977765252972,0.00584209011156589
DEPDC1,0.00432189885978279,-0.00575638877967702
CCDC28A,0.00372479814052647,0.00218008966990678
RRAGD,-0.00620780166990148,-0.00540378955480155
HSF2,-0.000824225028294289,-0.00323543347743287
PHF20,-0.00455386443290504,0.00227307928206631
HSD17B6,-0.00313158692531773,0.00708481451973986
NR1H3,-0.00300306370140397,-0.00165048662888841
TYMP,0.00311780620602137,-0.0151530863048265
NCAPH2,-0.00274314168340236,-0.00387899407010568
TOMM34,0.00125003848615511,0.000568563567991909
SEC63,0.00375018789955315,-0.00571339366133688
KPNA6,-0.000368068953849372,0.00781628408927513
VIM,0.00131846592971321,0.00611540143317626
RTEL1-TNFRSF6B,-0.00457835513695409,-0.011127266768315
FAS,0.0123683115957745,0.000166196830549984
RNASET2,-0.00692874097101498,-0.000178007538285929
CD44,0.00826591184113673,-0.0088098620147865
KCNG1,-0.00378332881626198,0.00680190448782838
AGPAT4,-0.00387479205532174,0.00417129048546781
SLAMF7,0.00945954505023414,-0.00821013018710182
BTN3A1,-0.000674717791016964,0.00260096650608931
MIPEP,-0.00364749986137835,0.00142796695519916
PRKCH,-0.00518059948521303,-0.00938399916346286
INSRR,0.000109751899592649,0.000972412288626044
IFNGR1,-0.00452447312812854,0.00021037310646633
B4GALT7,-0.00263183719709746,-0.0016431516619282
SH2D2A,-0.0061802176435354,-0.0139204177664514
VRK2,0.00899233765250323,0.00447735363140428
TNFRSF1B,-0.000896041424065506,-0.0130013520717911
VEZT,0.00465913751418535,0.00244615634177871
POU2F2,-0.00616575063657407,-0.000912525035235113
BRD9,-0.00813658729681506,-0.00426943383765414
SNX1,0.00192193401126777,-0.00206289082382041
TBPL1,0.00112468541854633,-0.00305026655899356
BCLAF1,-0.00239615692694525,-5.62598042475744e-05
SLC39A9,-0.00167581280498647,0.000289485762932206
ANK1,-0.00117656793133514,0.00413971052591997
IBSP,0.000250297194957135,0.000447229308813843
TFB1M,0.000335375985788428,-0.00302514419800484
RABEP1,0.00264291864646726,0.0103751369899265
HMGB3,-0.00181535970112042,-0.00386303087454397
NUP160,-0.00634537302648138,0.00315427348091957
BAK1,-0.00133323020436622,-0.00172782406779881
MUSK,0.00307154114246359,0.0039151294206843
IKZF2,0.0159456401301921,-0.000228229771137251
GRN,-0.00220001813423305,-0.00571410414486534
FAM13B,0.00402335099773143,-0.000915855707851841
ARHGAP31,0.00784646078055886,0.000667613670350024
CENPQ,0.00770482619926318,-0.00708870739223997
RANBP3,-0.00556734640535239,-0.00158017869531739
ARID4A,-0.00174089448400231,0.00632885082383961
PNPLA6,0.000114414374100434,-0.00412520917133532
IFT88,-0.000314312227561582,0.00357164032775196
ALG1,0.00214343464176652,0.00724575565117147
ZCCHC8,-0.000211225172841093,-0.00357590947575285
ABCF2,-0.00355801301231775,0.00405992671500061
CHPF2,-0.00425211896330732,-0.00306240358184622
LRRC7,-0.00710581091914732,-0.000744044228375212
FUT8,0.0020224194336835,0.0103536930675036
UBA6,-0.00230729808873276,-0.00848329175837067
GAB2,-0.0030596659509159,-0.00121219717323309
ATP6V0A1,0.00890874899903077,0.00069267221328366
PIAS1,0.00336889483439926,0.00523601649409975
SLC4A7,0.00822017794456698,0.00496175368195037
MAP2K3,0.0107963720399819,-0.00443853086264865
TMSB10,-0.00447948797270272,0.005022889483128
ASTE1,-0.00939384872176075,-0.00481362148282657
RNF19A,-0.00759212083598791,0.00502159828253996
PEX3,-0.0106954113141449,-0.000337058280773082
GABARAPL2,0.00153114419982891,0.0049839819184536
MYOC,0.00844982183969577,0.000208538085824482
SH3YL1,0.0226102621581103,0.014614500164106
FAM136A,-0.0026934711789235,0.00164909891872512
VCL,-0.00385843070104585,0.00340915832527729
DEPDC1B,0.00402459078536087,0.00226925287866473
DAPK2,0.00681395669366695,-0.0192606474067881
NSMAF,-0.00335500510696718,0.00392001223192448
STAP1,-0.00301429156362156,0.00246065473367857
TIMP2,-0.000383505004720287,-0.00753278523410618
RFC1,0.00405967924720384,0.00488215169974957
TBC1D23,-0.00263739608041758,-0.00330381687040988
CUL3,0.00308197044534933,-0.006380874361944
OTC,-0.00426881970710015,0.00457128295033515
CYP46A1,-0.00531984287671998,-0.00682911795700958
ZZZ3,-0.00248854072273224,-0.000244311132443927
SLC18A1,-0.000251627209596154,-0.00116618444037494
USP2,-0.00594284647963702,-0.00732983358005432
CASR,0.00429663229344622,0.0054717861553053
TUBG2,0.00725729717796757,0.00656290269411864
RPL26L1,0.00265648208042812,0.00554333388943275
FLT4,-0.00310526865965742,-0.00169902255915552
NSUN2,-0.0024915130056686,-0.00520327225520257
FBXO42,-0.00310895777194145,-0.000902518556189365
MFAP3,-0.000597458633821645,0.00292599175985114
MRI1,-0.0133376723915454,-0.00364256549403616
METTL1,-0.00769538209569644,-0.000685387999696868
HOXC8,0.00105292255516497,-0.000762521237819095
AGA,-0.00785985222262356,-0.000240706259770098
PI4K2B,0.00345862884889955,-0.00705293239559414
BOD1L1,0.00173825163826747,0.00554715172745873
MAT2B,-0.00234084801060094,0.00129828690121451
TLL1,-0.00290143594136222,0.00535068959774612
EDC4,0.000466723057236306,-0.00208919046613406
TRIO,-0.000841978303170855,-0.0045478307147436
VCAN,0.00860583311134083,0.0110784534644357
CLEC16A,-0.00212500681564782,-0.00532256874640953
MSR1,0.0224214885075472,-0.00259998090526158
CDH1,-0.00639867160079606,-0.00890664301853927
DNAH5,-0.00785459857854565,0.0102004127734532
ZFYVE16,-0.00948777617898577,0.00252873984279947
C6,-0.00429959057932889,0.00380004562101698
RAI14,-0.0139830442551313,-0.00836036102602572
SOX30,-0.00104438074431914,-0.000114225805809658
PNKP,-0.001658240188311,-0.00784761825860285
BEST2,-0.00269918090114079,0.000170966972103581
PHLPP2,-0.00611254028089424,0.00468228299650821
SPDL1,0.00483936862840891,-0.0023595588458594
STAU2,-0.00613181897933733,-0.00328249379542019
CTNS,0.00252248081507525,9.51620163843763e-05
RTN4R,0.0146271866849476,-0.00571963674813409
PHF23,0.00957780727613936,0.00762509101042347
CDH10,-0.00139548229519577,-0.0026603222253825
INPP4A,0.00240246499902321,0.00209857776999322
RAB27B,0.0196246570654113,-0.00147299771193576
PSMA4,6.2224775824415e-05,0.000682563344249667
MYO16,-0.00128900438071871,0.00224992297431967
LSG1,-0.00178408064631061,-0.00502910176201958
PARP3,0.00509883923461679,0.00269464443783846
TNC,-0.00920787310476975,0.00658034474434427
THAP3,0.000519706631881557,-0.0058070224047358
TDP1,0.00163812788005582,-0.000958016034938579
AIFM2,0.00129473869864489,0.00927158616316241
C2orf83,-0.000999437396710942,0.00186161558121929
SPATA7,-0.00388957239365926,0.00049196886907707
MED17,-0.00560166952431848,-0.00552060619591678
RETSAT,-0.00169003637544227,-0.00102178729483891
CAPG,0.0316262597578299,-0.0162855724800605
AP2S1,-0.000200769783759204,-0.00319707082370658
USH2A,-0.0120233859224055,-0.0373876424045124
ZPBP,-0.000562324616996702,0.000627926979497832
TG,0.0146662360341118,0.0031134333264889
ADAM28,0.00515262006682952,0.000791373804298652
BARX2,0.000528113971877367,0.00256812649399921
DCUN1D1,0.00794503133132408,-0.00743906498875876
JADE2,-0.00154291918142835,0.00415173841244389
ZIC2,0.00210257025769855,-0.00121371199404843
LCP2,-0.00946303004730583,0.0016572439823425
TRIT1,-0.0058447633860152,-0.00339174981036547
ADRB1,0.00253318429870116,0.00296912027582793
GUCA2B,0.0127634844958772,-0.0011172061575506
CUL7,-0.00446410647318382,-0.000713727968324181
CTNNA1,-0.000991051344140498,0.000855467113825167
