PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
-9.878100167401052e-4 0.011059715421290502 -0.0013240213244439217 -0.013110769267387256 -0.002900483223748415 -0.014937964893584557 0.010000116069337931 0.0060897243130090175 -1.332001022316377e-4 3.9826493544828414e-5
-0.002529145439787591 -7.839355142822796e-4 -0.0037391923755372308 -0.013529616477787445 -0.0073785162617240555 0.0021702255576235797 -3.5654965740171635e-4 0.0079906716173778 -0.0034375026032689294 -4.7825077345006777e-4
-0.0019134886710622612 4.7639865173704194e-4 -0.005512117041621112 0.007143359350654236 -8.730370467507718e-4 -0.008777520451161881 0.002082851258504343 0.0027187747107973725 -0.003408450651098439 -0.0045982542445052775
-0.012939859037139106 -0.001956585101324943 -4.3274040425435344e-4 -0.0027906398520334925 0.004773828196415716 -0.014050666997462335 0.007985742480007642 0.0028474393760352648 -5.118521821061038e-4 0.007508625408442822
-0.01412959136095705 -0.02269939416901998 0.014941473407944057 -0.01318155498968901 -0.009417618571900235 0.01208530122874024 -0.002873384074794369 0.0029146671574599727 -0.0022025843951478078 -0.004481715440180206
0.0069230017817259295 1.2728934088286937e-4 -0.005227553289933769 -0.0030968765126907997 0.006339921855829369 -0.00988728615967469 -0.0037391477979145608 -5.046588886421981e-4 -0.0011564752781413363 -1.685003925210276e-4
0.0050972675540450684 0.0023251767282442947 0.0015230668037246157 0.005094523482186379 -0.003802435636317115 -0.002044410202765918 -0.004637345643460229 -0.0024054889958921894 0.005715966357983787 0.008846616385180087
0.006277430312824221 2.1794619831873508e-4 0.004507624855805595 -0.0038543263056914573 -0.0023638371583708504 0.004337469059177013 -0.0024994467603625305 -0.0017113312751116919 -0.005969925597601475 0.007428107907890673
0.0010281094944558007 0.002812501052901464 -0.0026474545800555336 -0.0029171222348530956 -4.3847421374062405e-4 -0.007167088191839525 3.446711288031246e-4 -0.0037110860871903428 0.0030412507612788773 -2.3042195635049516e-4
-0.013196869190129837 4.861373223175788e-4 -8.079791538816892e-4 0.006514928794028186 -0.0032966381131480115 -0.004372532527588741 0.007428573736805465 0.0022985807402103485 -7.200635773746898e-4 -0.0012700072432422307
-0.005376119618721089 0.005540249978097448 -0.005562936621419632 0.0012553386044481915 0.0012858200065742865 0.008412245325702134 0.007010297429243605 0.006758751553209617 -0.011318611474524842 -0.003447663310449696
-0.0029620578944432982 -0.0017471883613675025 0.0060674539488251526 -0.0037086412967006393 -9.022081367133215e-5 0.006182963043363989 0.0014512601367802132 -7.486546123792058e-4 0.0069685525235039505 -0.0040842596397886255
0.002821423434034637 0.0038161068588012294 -9.235635248532472e-4 0.0022028682538884365 0.0018478349689889238 -0.008236029972424695 -0.005401837208915069 -0.0076117735361996165 -0.003374709603683241 -0.001452712337337078
-0.018512871589739244 -0.010269859451336684 0.01086316510195821 0.0025270907442405625 0.004002584339231382 -0.013644847339884312 -3.2528736640514267e-4 0.004307110611718239 0.002885099213929751 -0.010817114849153878
-0.013155683814205536 0.011733355633235918 1.2737607413020714e-4 0.0020575688031589587 0.004033762044276736 -0.02216283392180399 -0.005138864922222661 -0.014067130720288248 0.006977594351262611 0.0174862602718817
0.0047728774314116824 0.002389033285757034 -0.0015399342352759027 -0.005906597880846855 -0.00551149546009051 -0.0016253130688886287 0.0018778013623850013 0.009450855299063693 8.491811396450977e-4 0.003004699323872677
-0.002192631829366732 -0.004360855305809584 -0.007504809274934699 -0.011895798552524943 0.0035270957059928922 -0.012407585032103813 -0.004194826507366277 0.0019644536111539583 -7.70826621623731e-4 0.004158865999580216
-0.0026904457494802783 0.0033043760396536167 -0.0030885859314147227 -0.00808039381221833 0.0024563461089433794 -0.005129039689885847 0.0022327258028303205 0.0023983238596375174 0.001992195603365706 -0.0026838552587127007
-0.0016423433678853761 -0.005693104384238045 -0.007509747205403935 0.0019717463657864145 -0.0045762128464449355 -0.0038310138875042535 -0.0013598339907806112 -0.005512641651611919 0.0011792554359441937 -0.0071778133654373365
0.005864930443948153 -0.022833280419830976 0.0030487094395569843 0.012088151015195182 0.00883465260607051 0.010537900201841996 -9.09958673235616e-4 -0.011150431224232272 0.011568278153250379 0.001355585957714074
0.0019563830819374147 -0.0027888634247938715 -0.0066451343323409295 -0.002414472535354415 -0.002372373395904887 -2.3203444416579374e-4 8.565627450058803e-5 0.003207467898536354 0.0025516033958998888 -3.589577848059594e-5
0.0036107519117105605 -0.001337084586135514 -0.0015058555623290043 0.0060128999303666495 -0.002754942282788396 0.00308381885088406 0.0023407501998389986 0.0025391465065413544 -0.0020768429065567786 0.001900113467169353
-0.020784851049589097 5.258591725065734e-4 0.004563303133810215 0.004199361406865339 4.824149114711005e-5 0.006083989741484266 3.4043253014796047e-4 0.008647131992789176 0.00435518966263005 0.00278603827787961
-0.025159518331153694 -0.0019005024250000502 -0.0031062347429737596 -0.0037418222986180328 0.0050207539097272815 -0.009305692560257497 0.006032797247324675 0.015147719613736947 0.004101815967925309 0.020671564807719846
0.0029882368428474733 -0.014686461390217799 0.011051103187409402 -0.005985837884932242 5.23077949038316e-4 -8.852117250572071e-4 0.01241303117481414 0.01737339494088197 -0.008433869408733518 -0.004638278848666094
